1 eua eua 2 PRON nsubj
144 de de 145 ADP case
145 2017 2017 143 NUM nmod
146 contra contra 148 ADP case
147 uma um 148 DET det
148 cidade cidade 136 NOUN nmod
149 controlada controlar 148 VERB acl
150 por por 152 ADP case
151 os o 152 DET det
152 rebeldes rebelde 149 NOUN nmod
153 em em 155 ADP case
154 a o 155 DET det
155 ocasiao ocasiao 149 NOUN nmod
156 em em 157 ADP case
157 represalia represalia 155 NOUN nmod
158 washington washington 159 PROPN nsubj
159 lancou lancar 34 VERB ccomp
160 59 59 161 NUM nummod
161 misseis missil 159 NOUN obj
162 contra contra 164 ADP case
163 uma um 164 DET det
164 base base 159 NOUN nmod
165 aerea aereo 164 ADJ amod
166 siria sirio 164 ADJ amod
167 a o 169 DET det
168 primeira primeiro 169 ADJ amod
169 intervencao intervencao 42 NOUN nsubj
170 armada armado 169 ADJ amod
171 de de 173 ADP case
172 os o 173 DET det
173 estados estado 169 NOUN nmod
174 unidos unido 173 ADJ amod
175 contra contra 177 ADP case
176 o o 177 DET det
177 governo governo 169 NOUN nmod
178 de de 179 ADP case
179 damasco damasco 177 NOUN nmod
180 se se 182 CCONJ mark
181 assad assad 182 PROPN nsubj
182 cometer cometer 70 VERB advcl
183 outro outro 184 DET det
184 assassinato assassinato 182 NOUN obj
185 em em 186 ADP case
186 massa massa 184 NOUN nmod
187 com com 189 ADP case
188 um um 189 DET det
189 ataque ataque 182 NOUN nmod
190 de de 191 ADP case
191 armas arma 189 NOUN nmod
192 quimicas quimico 191 ADJ amod
193 ele ele 197 PRON nsubj
194 e e 196 CCONJ cc
195 seus seus 196 DET det:poss
196 militares militar 193 NOUN conj
197 pagarao pagar 56 VERB ccomp
198 um um 199 DET det
199 preco preco 197 NOUN obj
200 alto alto 199 ADJ amod
201 advertiu advertir 56 VERB ccomp
202 spicer spicer 201 VERB xcomp
203 qualquer qualquer 205 DET det
204 novo novo 205 ADJ amod
205 ataque ataque 211 NOUN nsubj:pass
206 contra contra 208 ADP case
207 a o 208 DET det
208 populacao populacao 205 NOUN nmod
209 siria sirio 208 ADJ amod
210 sera sera 211 AUX aux:pass
211 atribuido atribuir 56 VERB ccomp
212 a a 213 ADP case
213 assad assad 211 NOUN iobj
214 mas mas 217 CCONJ cc
215 tambem tambem 217 ADV advmod
216 a a 217 ADP case
217 russia russia 213 NOUN conj
218 e e 221 CCONJ cc
219 a a 221 ADP case
220 o o 221 DET det
221 ira ira 217 NOUN conj
222 que que 224 PRON nsubj
223 o o 224 PRON obj
224 ajudaram ajudar 217 VERB acl:relcl
225 a a 226 ADP mark
226 matar matar 224 VERB nmod
227 seu seu 228 DET det:poss
228 proprio proprio 226 NOUN obj
