1 saiba saber 0 VERB root
170 jbs jbs 167 NOUN nmod
171 tenho ter 1 VERB parataxis
172 muita muita 173 DET det
173 confianca confianca 171 NOUN obj
174 em em 176 ADP case
175 o o 176 DET det
176 desempenho desempenho 173 NOUN nmod
177 de de 180 ADP case
178 a o 180 DET det
179 nossa nossa 180 DET det:poss
180 lideranca lideranca 176 NOUN nmod
181 em em 185 ADP case
182 todos todos 185 DET det
183 os o 185 DET det
184 nossos nossos 185 DET det:poss
185 gestores gestor 176 NOUN nmod
186 e e 192 CCONJ cc
187 em em 192 ADP case
188 os o 192 DET det
189 nossos nossos 192 DET det:poss
190 235 235 191 NUM nummod
191 mil mil 192 NUM nummod
192 colaboradores colaborador 185 NOUN conj
193 mais mais 194 DET det
194 bndes bnde 195 NOUN nsubj
195 mantem mantar 31 VERB conj
196 intencao intencao 195 NOUN obj
197 de de 198 ADP mark
198 retirar retirar 196 VERB nmod
199 familia familia 198 NOUN obj
200 batista batista 199 ADJ amod
201 de de 203 ADP case
202 o o 203 DET det
203 comando comando 198 NOUN nmod
204 de de 206 ADP case
205 a o 206 DET det
206 jbs jbs 203 NOUN nmod
207 batista batista 206 ADJ amod
208 sobrinho sobrinho 206 ADJ flat
209 criou criar 1 VERB parataxis
210 a o 211 DET det
211 empresa empresa 209 NOUN obj
212 em em 213 ADP case
213 1953 1953 209 NUM nmod
214 como como 217 ADP case
215 um um 217 DET det
216 pequeno pequeno 217 ADJ amod
217 acougue acougue 39 NOUN nmod
218 em em 219 ADP case
219 anapolis anapolis 97 NOUN nmod
220 go go 219 X flat
221 e e 244 CCONJ cc
222 foi foi 225 AUX cop
223 seu seu 225 DET det:poss
224 primeiro primeiro 225 ADJ amod
225 presidente presidente 131 NOUN nsubj:pass
226 ele ele 227 PRON nsubj
227 passou passar 131 VERB conj
228 o o 229 DET det
229 comando comando 227 NOUN obj
230 de de 232 ADP case
231 os o 232 DET det
232 negocios negocio 229 NOUN nmod
233 a a 235 ADP case
234 seus seus 235 DET det:poss
235 filhos filho 227 NOUN iobj
236 ainda ainda 239 ADV advmod
237 em em 239 ADP case
238 a o 239 DET det
239 decada decada 227 NOUN nmod
240 de de 241 ADP case
241 80 80 239 NUM nmod
242 mas mas 244 CCONJ cc
243 se se 244 PART expl:pv
244 manteve manter 131 VERB conj
245 como como 246 ADP case
246 membro membro 244 NOUN nmod
247 de de 249 ADP case
248 o o 249 DET det
249 conselho conselho 246 NOUN nmod
250 de de 251 ADP case
251 administracao administracao 249 NOUN nmod
252 de de 254 ADP case
253 a o 254 DET det
254 companhia companhia 249 NOUN nmod
255 desde desde 257 ADP case
256 a o 257 DET det
257 abertura abertura 244 NOUN nmod
258 de de 259 ADP case
259 capital capital 257 NOUN nmod
260 de de 262 ADP case
261 a o 262 DET det
262 jbs jbs 58 PROPN nmod
263 em em 264 ADP case
264 2007 2007 244 NUM nmod
265 entre entre 267 ADP case
266 a o 267 DET det
267 decada decada 244 NOUN nmod
268 de de 269 ADP case
269 80 80 267 NUM nmod
270 e e 271 CCONJ cc
271 inicio inicio 267 NOUN conj
272 de de 274 ADP case
273 os o 274 DET det
274 anos ano 271 NOUN nmod
275 2000 2000 274 NUM nmod
276 o o 277 DET det
277 comando comando 278 NOUN nsubj
278 ficou ficar 52 VERB conj
279 a a 280 ADP case
280 cargo cargo 278 NOUN nmod
281 de de 283 ADP case
282 o o 283 DET det
283 filho filho 280 NOUN nmod
284 mais mais 285 ADV advmod
285 velho velho 283 ADJ amod
286 jose jose 283 NOUN appos
287 batista batista 286 NOUN flat
288 junior junior 286 ADJ amod
289 a a 290 ADP mark
290 partir partir 278 VERB nmod
291 de de 292 ADP case
292 2005 2005 290 NUM nmod
293 a o 294 DET det
294 direcao direcao 298 NOUN nsubj:pass
295 passou passar 298 AUX aux
296 a a 298 ADP mark
297 ser ser 298 AUX aux:pass
298 compartilhada compartilhar 278 VERB nmod
299 por por 301 ADP case
300 os o 301 DET det
301 irmaos irmao 298 NOUN nmod
302 joesley joesley 301 NOUN appos
303 e e 304 CCONJ cc
304 wesley wesley 302 NOUN conj
305 periodo periodo 298 NOUN nsubj:pass
306 de de 308 ADP case
307 maior maior 308 ADJ amod
308 expansao expansao 305 NOUN nmod
309 de de 311 ADP case
310 a o 311 DET det
311 companhia companhia 308 NOUN nmod
312 que que 330 PRON nsubj
313 com com 315 ADP case
314 o o 315 DET det
315 apoio apoio 330 NOUN nmod
316 de de 318 ADP case
317 o o 318 DET det
318 banco banco 315 NOUN nmod
319 nacional nacional 318 ADJ amod
320 de de 321 ADP case
321 desenvolvimento desenvolvimento 318 NOUN nmod
322 economico economico 321 ADJ amod
323 e e 324 CCONJ cc
324 social social 322 ADJ conj
325 bndes bndes 330 NOUN nsubj
326 se se 330 PART expl:pv
327 tornou tornar 330 AUX cop
328 a o 330 DET det
329 maior maior 330 ADJ amod
330 empresa empresa 171 NOUN parataxis
331 de de 332 ADP case
332 carnes carne 330 NOUN nmod
333 de de 335 ADP case
334 o o 335 DET det
335 mundo mundo 330 NOUN nmod
336 e e 339 CCONJ cc
337 o o 339 DET det
338 maio maio 339 ADJ amod
339 grupo grupo 330 NOUN conj
340 provado provado 339 ADJ amod
341 de de 343 ADP case
342 o o 343 DET det
343 pais pais 339 NOUN nmod
344 a o 345 DET det
345 trajetoria trajetoria 330 NOUN nsubj
346 empresarial empresarial 345 ADJ amod
347 de de 348 ADP case
348 ze ze 345 NOUN nmod
349 mineiro mineiro 348 ADJ amod
