1 brasilia brasilia 5 NOUN parataxis
68 se se 69 CCONJ mark
69 houve haver 67 VERB ccomp
70 em em 72 ADP case
71 a o 72 DET det
72 indicacao indicacao 69 NOUN nmod
73 de de 74 ADP case
74 navarro navarro 72 NOUN nmod
75 por por 76 ADP case
76 dilma dilma 72 NOUN nmod
77 algum algum 78 DET det
78 tipo tipo 69 NOUN obj
79 de de 80 ADP case
80 articulacao articulacao 78 NOUN nmod
81 para para 82 ADP mark
82 barrar barrar 69 VERB advcl
83 a o 84 DET det
84 lava lava 82 NOUN obj
85 jato jato 84 NOUN flat
86 por por 87 ADP case
87 meio meio 69 NOUN nmod
88 de de 90 ADP case
89 a o 90 DET det
90 atuacao atuacao 87 NOUN nmod
91 de de 93 ADP case
92 o o 93 DET det
93 ministro ministro 90 NOUN nmod
94 em em 96 ADP case
95 o o 96 DET det
96 stj stj 216 NOUN nmod
97 a o 98 DET det
98 suspeita suspeita 122 NOUN nsubj:pass
99 partiu partir 164 VERB ccomp
100 de de 102 ADP case
101 a o 102 DET det
102 delacao delacao 99 NOUN nmod
103 de de 104 ADP case
104 delcidio delcidio 102 NOUN nmod
105 de de 107 ADP case
106 o o 107 DET det
107 amaral amaral 104 NOUN nmod
108 de de 110 ADP case
109 o o 110 DET det
110 exlider exlider 104 NOUN nmod
111 de de 113 ADP case
112 o o 113 DET det
113 governo governo 110 NOUN nmod
114 dilma dilma 113 ADJ amod
115 em em 117 ADP case
116 o o 117 DET det
117 senado senado 224 NOUN nmod
118 segundo segundo 119 ADP case
119 delcidio delcidio 122 NOUN nmod
120 navarro navarro 119 NOUN flat
121 foi foi 122 AUX aux:pass
122 escolhido escolher 5 VERB conj
123 para para 125 ADP case
124 o o 125 DET det
125 stj stj 122 NOUN nmod
126 com com 128 ADP case
127 o o 128 DET det
128 compromisso compromisso 122 NOUN nmod
129 de de 130 ADP mark
130 conceder conceder 128 VERB nmod
131 habeas habeas 130 NOUN obj
132 corpus corpus 131 NOUN flat
133 e e 134 CCONJ cc
134 recursos recurso 131 NOUN conj
135 favoraveis favoravel 134 ADJ amod
136 a a 137 ADP case
137 empreiteiros empreiteiro 135 NOUN nmod
138 como como 139 ADP case
139 marcelo marcelo 137 NOUN nmod
140 odebrecht odebrecht 139 NOUN flat
141 de de 143 ADP case
142 o o 143 DET det
143 grupo grupo 139 NOUN nmod
144 odebrecht odebrecht 143 PROPN appos
145 e e 146 CCONJ cc
146 otavio otavio 139 NOUN conj
147 azevedo azevedo 146 ADJ flat
148 de de 150 ADP case
149 a o 150 DET det
150 andrade andrade 146 NOUN nmod
151 gutiererrez gutiererrez 150 NOUN flat
152 o o 153 DET det
153 relatorio relatorio 42 NOUN nsubj
154 de de 156 ADP case
155 a o 156 DET det
156 pf pf 153 NOUN nmod
157 encaminhado encaminhar 153 VERB acl
158 nesta nesta 159 ADP case
159 segundafeira segundafeira 157 PROPN nmod
160 21 21 159 NUM appos
161 a a 163 ADP case
162 o o 163 DET det
163 stf stf 157 NOUN nmod
164 apontou apontar 5 VERB parataxis
165 que que 172 CCONJ mark
166 feitas feitas 164 VERB ccomp
167 todas todas 169 DET det
168 as o 169 DET det
169 diligencias diligencia 166 NOUN nsubj
170 nao nao 172 ADV advmod
171 se se 172 PRON expl:pv
172 confirmou confirmar 67 VERB ccomp
173 o o 174 DET det
174 depoimento depoimento 172 NOUN nsubj
175 de de 176 ADP case
176 delcidio delcidio 174 NOUN nmod
177 de de 179 ADP case
178 o o 179 DET det
179 amaral amaral 176 NOUN nmod
180 e e 184 CCONJ cc
181 de de 184 ADP case
182 o o 184 DET det
183 seu seu 184 DET det:poss
184 exchefe exchefe 176 NOUN conj
185 de de 186 ADP case
186 gabinete gabinete 184 NOUN nmod
187 diogo diogo 184 NOUN appos
188 ferreira ferreira 187 NOUN flat
189 segundo segundo 191 ADP case
190 o o 191 DET det
191 broadcast broadcast 192 NOUN nmod
192 apurou apurar 164 VERB ccomp
193 o o 194 DET det
194 relatorio relatorio 192 NOUN nsubj
195 tambem tambem 197 ADV advmod
196 nao nao 197 ADV advmod
197 verificou verificar 67 VERB ccomp
198 nenhum nenhum 199 DET det
199 tipo tipo 69 NOUN obj
200 de de 201 ADP case
201 conduta conduta 199 NOUN nmod
202 criminosa criminoso 201 ADJ amod
203 por por 204 ADP case
204 parte parte 69 NOUN nmod
205 de de 207 ADP case
206 o o 207 DET det
207 ministro ministro 204 NOUN nmod
208 francisco francisco 207 NOUN appos
209 falcao falcao 208 NOUN flat
210 de de 212 ADP case
211 o o 212 DET det
212 stj stj 207 NOUN nmod
213 que que 216 PRON nsubj
214 ja ja 216 ADV advmod
215 foi foi 216 AUX cop
216 presidente presidente 207 NOUN acl:relcl
217 de de 219 ADP case
218 a o 219 DET det
219 corte corte 216 NOUN nmod
220 o o 221 DET det
221 relatorio relatorio 224 NOUN nsubj:pass
222 ja ja 224 ADV advmod
223 foi foi 224 AUX aux:pass
224 encaminhado encaminhar 67 VERB ccomp
225 a a 226 ADP case
226 procuradoriageral procuradoriageral 224 NOUN iobj
227 de de 229 ADP case
228 a o 229 DET det
229 republica republica 226 NOUN nmod
230 pgr pgr 229 NOUN appos
231 para para 233 ADP mark
232 que que 231 CCONJ fixed
233 decida decidir 224 VERB advcl
234 se se 235 CCONJ expl:pv
235 pede pedir 233 VERB ccomp
236 o o 237 DET det
237 arquivamento arquivamento 235 NOUN nsubj
238 de de 46 ADP case
239 o o 143 DET det
