1 manter manter 43 VERB csubj
70 presidente presidente 67 NOUN nmod
71 dilma dilma 70 NOUN appos
72 rousseff rousseff 71 NOUN flat
73 em em 74 ADP case
74 entrevista entrevista 15 NOUN nmod
75 a a 77 ADP case
76 o o 77 DET det
77 estado estado 74 NOUN nmod
78 o o 79 DET det
79 ministro ministro 80 NOUN nsubj
80 afirmou afirmar 43 VERB parataxis
81 que que 205 CCONJ mark
82 as o 83 DET det
83 acoes acoe 205 NOUN nsubj
84 que que 85 PRON nsubj
85 pedem pedir 83 VERB acl:relcl
86 a o 87 DET det
87 cassacao cassacao 85 NOUN obj
88 de de 90 ADP case
89 a o 90 DET det
90 chapa chapa 87 NOUN nmod
91 formada formar 90 VERB acl
92 por por 94 ADP case
93 a o 94 DET det
94 petista petista 91 NOUN nmod
95 e e 98 CCONJ cc
96 por por 98 ADP case
97 o o 98 DET det
98 vice vice 94 NOUN conj
99 michel michel 98 ADJ appos
100 temer temer 98 NOUN flat
101 vao ir 103 AUX aux
102 continuar continuar 103 AUX aux
103 tramitando tramitar 80 VERB ccomp
104 em em 106 ADP case
105 a o 106 DET det
106 corte corte 103 NOUN nmod
107 eleitoral eleitoral 106 ADJ amod
108 mas mas 111 CCONJ cc
109 dificilmente dificilmente 111 ADV advmod
110 serao serao 111 AUX aux:pass
111 julgadas julgar 103 VERB conj
112 neste neste 113 ADP case
113 ano ano 111 NOUN nmod
114 para para 115 ADP case
115 gilmar gilmar 111 NOUN nmod
116 mendes mendes 115 NOUN flat
117 ha har 80 VERB conj
118 espaco espaco 117 NOUN obj
119 para para 129 ADP mark
120 que que 129 CCONJ mark
121 as o 122 DET det
122 contas conta 129 NOUN nsubj:pass
123 de de 125 ADP case
124 a o 125 DET det
125 campanha campanha 122 NOUN nmod
126 de de 127 ADP case
127 temer temer 125 NOUN nmod
128 sejam ser 129 AUX aux:pass
129 julgadas julgar 118 VERB nmod
130 separadas separado 129 ADJ xcomp
131 de de 132 ADP case
132 as o 130 DET det
133 de de 134 ADP case
134 dilma dilma 132 NOUN nmod
135 conhecido conhecer 134 VERB acl
136 por por 138 ADP case
137 o o 138 DET det
138 tom tom 135 NOUN nmod
139 critico critico 138 ADJ amod
140 a a 142 ADP case
141 os o 142 DET det
142 governos governo 138 NOUN nmod
143 de de 145 ADP case
144 o o 145 DET det
145 pt pt 142 PROPN nmod
146 o o 147 DET det
147 ministro ministro 135 NOUN nsubj
148 que que 150 PRON nsubj
149 tambem tambem 150 ADV advmod
150 ocupa ocupar 147 VERB acl:relcl
151 uma um 152 DET det
152 cadeira cadeira 150 NOUN obj
153 em em 156 ADP case
154 o o 156 DET det
155 supremo supremo 156 ADJ amod
156 tribunal tribunal 150 NOUN nmod
157 federal federal 156 ADJ amod
158 diz dizer 43 VERB parataxis
159 que que 160 CCONJ mark
160 esta esta 158 VERB ccomp
161 em em 163 ADP case
162 a o 163 DET det
163 hora hora 160 NOUN nmod
164 de de 169 ADP case
165 a o 166 DET det
166 presidente presidente 169 NOUN nsubj
167 dilma dilmo 166 ADJ amod
168 rousseff rousseff 166 ADJ amod
169 entender entender 163 VERB nmod
170 que que 171 CCONJ mark
171 perdeu perder 169 VERB ccomp
172 a o 173 DET det
173 capacidade capacidade 171 NOUN obj
174 de de 175 ADP mark
175 governar governar 173 VERB nmod
176 o o 177 DET det
177 pais pais 175 NOUN obj
178 e e 179 CCONJ cc
179 abrir abrir 63 VERB conj
180 espaco espaco 179 NOUN obj
181 para para 186 ADP mark
182 que que 186 CCONJ mark
183 a o 184 DET det
184 vida vida 186 NOUN nsubj
185 institucional institucional 184 ADJ amod
186 tenha ter 179 VERB advcl
187 prosseguimento prosseguimento 186 NOUN obj
188 diversos diversos 189 DET det
189 partidos partido 186 NOUN nsubj
190 afirmam afirmar 80 VERB ccomp
191 que que 205 CCONJ mark
192 o o 194 DET det
193 melhor melhor 194 ADJ amod
194 caminho caminho 205 NOUN nsubj
195 para para 196 ADP mark
196 tirar tirar 194 VERB nmod
197 o o 198 DET det
198 pais pais 196 NOUN obj
199 de de 201 ADP case
200 a o 201 DET det
201 crise crise 196 NOUN nmod
202 nao nao 205 ADV advmod
203 seria seria 205 AUX cop
204 o o 205 DET det
205 impeachment impeachment 245 NOUN ccomp
206 mas mas 209 CCONJ cc
207 sim sim 209 ADV advmod
208 a o 209 DET det
209 cassacao cassacao 205 NOUN conj
210 de de 212 ADP case
211 a o 212 DET det
212 chapa chapa 209 NOUN nmod
213 dilmatemer dilmatemer 212 NOUN flat
214 por por 216 ADP case
215 o o 216 DET det
216 tse tse 212 NOUN nmod
217 e e 219 CCONJ cc
218 a o 219 DET det
219 convocacao convocacao 205 NOUN conj
220 de de 222 ADP case
221 novas novo 222 ADJ amod
222 eleicoes eleicoe 219 NOUN nmod
223 se se 226 CCONJ mark
224 o o 225 DET det
225 senado senado 226 NOUN nsubj
226 aprovar aprovar 209 VERB advcl
227 o o 228 DET det
228 afastamento afastamento 226 NOUN obj
229 de de 231 ADP case
230 a o 231 DET det
231 presidente presidente 228 NOUN nmod
232 as o 233 DET det
233 acoes acoe 237 NOUN nsubj:pass
234 vao ir 237 AUX aux
235 continuar continuar 237 AUX aux
236 sendo ser 237 AUX aux:pass
237 analisadas analisar 190 VERB ccomp
238 sim sim 237 ADV advmod
239 mas mas 301 CCONJ cc
240 neste neste 241 ADP case
241 caso caso 237 NOUN nmod
242 especifico especifico 241 ADJ amod
243 e e 244 CCONJ cc
244 preciso preciso 241 ADJ conj
245 dizer dizer 244 VERB csubj
246 a o 247 DET det
247 sociedade sociedade 245 NOUN obj
248 que que 252 CCONJ mark
249 o o 250 DET det
250 atraso atraso 252 NOUN nsubj
251 se se 252 PRON expl:pv
252 deveu dever 245 VERB ccomp
253 a a 254 ADP case
254 complexidade complexidade 252 NOUN nmod
255 de de 257 ADP case
256 o o 257 DET det
257 processo processo 254 NOUN nmod
258 de de 259 ADP case
259 admissao admissao 257 NOUN nmod
260 de de 262 ADP case
261 a o 262 DET det
262 acao acao 259 NOUN nmod
263 em em 265 ADP case
264 os o 265 DET det
265 tivemos ter 252 VERB advcl
266 um um 267 DET det
267 embate embate 265 NOUN obj
268 muito muito 269 ADV advmod
269 forte forte 267 ADJ amod
270 em em 272 ADP case
271 o o 272 DET det
272 tse tse 267 NOUN nmod
273 e e 275 CCONJ cc
274 isso isso 275 PRON nsubj
275 consumiu consumir 237 VERB conj
276 praticamente praticamente 278 ADV advmod
277 o o 278 DET det
278 ano ano 275 NOUN nmod
279 passado passado 278 ADJ amod
280 todo todo 85 PRON advmod
281 agora agora 282 ADV advmod
282 estamos estar 190 VERB ccomp
283 em em 285 ADP case
284 a o 285 DET det
285 fase fase 282 NOUN nmod
286 de de 287 ADP case
287 instrucao instrucao 285 NOUN nmod
288 de de 289 ADP case
289 provas prova 287 NOUN nmod
290 vamos ir 291 AUX aux
291 ver ver 190 VERB ccomp
292 em em 294 ADP case
293 que que 294 DET det
294 estagio estagio 129 NOUN nmod
295 vamos ir 296 AUX aux
296 estar estar 118 VERB nmod
297 em em 298 ADP case
298 junho junho 296 PROPN nmod
299 e e 301 CCONJ cc
300 ai ai 301 ADV advmod
301 saberemos saber 296 VERB conj
302 se se 150 CCONJ mark
303 vamos ir 150 AUX aux
