1 quem quem 2 PRON nsubj
138 menos menos 139 ADV advmod
139 30 30 140 NUM nummod
140 grupos grupo 263 NOUN nsubj
141 de de 143 ADP case
142 o o 143 DET det
143 tipo tipo 140 NOUN nmod
144 em em 145 ADP case
145 portugues portugue 112 NOUN nmod
146 ha ha 2 VERB conj
147 tambem tambem 146 ADV advmod
148 diversas diversas 149 DET det
149 paginas pagina 146 NOUN obj
150 sobre sobre 152 ADP case
151 o o 152 DET det
152 tema tema 149 NOUN nmod
153 em em 155 ADP case
154 o o 155 DET det
155 facebook facebook 149 PROPN nmod
156 a o 157 DET det
157 maior maior 279 ADJ nsubj
158 delas delas 157 X nmod
159 a o 160 DET det
160 terra terra 279 NOUN nsubj
161 e e 162 CCONJ cc
162 plana plana 276 NOUN conj
163 tem ter 263 VERB ccomp
164 mais mais 167 ADV advmod
165 de de 164 ADP case
166 77 77 167 NUM nummod
167 mil mil 168 NUM nummod
168 membros membro 279 NOUN obj
169 os o 170 DET det
170 terraplanistas terraplanista 279 NOUN nsubj
171 tambem tambem 279 ADV advmod
172 estao estao 18 VERB parataxis
173 em em 175 ADP case
174 o o 175 DET det
175 youtube youtube 172 PROPN nmod
176 com com 178 ADP case
177 varios varios 178 DET det
178 canais canal 172 NOUN nmod
179 dedicados dedicar 178 VERB acl
180 a a 181 ADP mark
181 mostrar mostrar 179 VERB nmod
182 experimentos experimento 181 NOUN obj
183 e e 184 CCONJ cc
184 discutir discutir 181 VERB conj
185 o o 184 PRON obj
186 que que 187 PRON obj
187 chamam chamar 185 VERB acl:relcl
188 de de 189 ADP case
189 falacias falacia 187 NOUN nmod
190 de de 192 ADP case
191 os o 192 DET det
192 globalistas globalista 189 NOUN nmod
193 e e 194 CCONJ cc
194 versoes versoe 172 NOUN conj
195 alternativas alternativo 194 ADJ amod
196 para para 198 ADP case
197 a o 198 DET det
198 explicacao explicacao 194 NOUN nmod
199 de de 200 ADP case
200 fenomenos fenomeno 198 NOUN nmod
201 como como 202 ADP case
202 fusos fuso 200 NOUN nmod
203 horarios horario 202 NOUN amod
204 estacoes estacoe 202 NOUN flat
205 e e 206 CCONJ cc
206 eclipses eclipse 202 NOUN conj
207 em em 209 ADP case
208 o o 209 DET det
209 final final 223 NOUN nmod
210 de de 211 ADP case
211 agosto agosto 209 PROPN nmod
212 os o 213 DET det
213 movimentos movimento 223 NOUN nsubj
214 que que 215 PRON nsubj
215 negam negar 213 VERB acl:relcl
216 o o 217 DET det
217 formato formato 215 NOUN obj
218 em em 219 ADP case
219 globo globo 217 NOUN nmod
220 de de 222 ADP case
221 a o 222 DET det
222 terra terra 219 NOUN nmod
223 ficaram ficar 54 VERB ccomp
224 em em 225 ADP case
225 evidencia evidencia 223 NOUN nmod
226 em em 228 ADP case
227 os o 228 DET det
228 estados estado 223 NOUN nmod
229 unidos unido 228 ADJ amod
230 por por 231 ADP mark
231 apontarem apontar 223 VERB advcl
232 supostas suposto 233 ADJ amod
233 falhas falhas 231 NOUN obj
234 em em 236 ADP case
235 as o 236 DET det
236 explicacoes explicacoe 233 NOUN nmod
237 sobre sobre 239 ADP case
238 o o 239 DET det
239 eclipse eclipse 236 NOUN nmod
240 solar solar 239 ADJ amod
241 total total 239 ADJ amod
242 que que 243 PRON nsubj
243 percorreu percorrer 239 VERB acl:relcl
244 113 113 245 NUM nummod
245 quilometros quilometro 243 NOUN obj
246 de de 247 ADP case
247 costa costa 245 NOUN nmod
248 a a 249 ADP case
249 costa costa 247 NOUN nmod
250 em em 252 ADP case
251 o o 252 DET det
252 pais pais 243 NOUN nmod
253 apesar apesar 255 ADV case
254 de de 253 ADP fixed
255 discordancias discordancia 279 NOUN nmod
256 internas interno 255 ADJ amod
257 nestes nestes 258 ADP case
258 grupos grupo 255 NOUN nmod
259 em em 260 ADP mark
260 geral geral 258 ADJ nmod
261 os o 262 DET det
262 terraplanistas terraplanista 263 NOUN nsubj
263 acreditam acreditar 223 VERB advcl
264 que que 279 CCONJ mark
265 a o 266 DET det
266 terra terra 279 NOUN nsubj
267 e e 268 CCONJ cc
268 coberta cobrir 266 VERB conj
269 por por 271 ADP case
270 o o 271 DET det
271 firmamento firmamento 268 NOUN nmod
272 em em 273 ADP case
273 formato formato 271 NOUN nmod
274 de de 275 ADP case
275 domo domo 273 NOUN nmod
276 sol sol 279 NOUN nsubj
277 e e 278 CCONJ cc
278 lua lua 276 NOUN conj
279 fariam fazer 263 VERB ccomp
280 seus seus 281 DET det:poss
281 percursos percurso 282 NOUN obj
282 dentro dentro 279 ADV advmod
