1 como como 5 ADP mark
217 area area 214 NOUN appos
218 que que 219 PRON nsubj
219 abrange abranger 217 VERB acl:relcl
220 um um 221 DET det
221 trecho trecho 219 NOUN obj
222 de de 224 ADP case
223 248 248 224 NUM nummod
224 km km 221 NOUN nmod
225 de de 226 ADP case
226 extensao extensao 224 NOUN nmod
227 e e 229 CCONJ cc
228 4 4 229 NUM nummod
229 km km 224 NOUN conj
230 de de 231 ADP case
231 largura largura 229 NOUN nmod
232 em em 235 ADP case
233 a o 235 DET det
234 polemica polemico 235 ADJ amod
235 fronteira fronteira 221 NOUN nmod
236 que que 237 PRON nsubj
237 separa separar 235 VERB acl:relcl
238 as o 240 DET det
239 duas duas 240 NUM nummod
240 coreias coreia 237 NOUN obj
241 e e 243 CCONJ cc
242 e e 243 CCONJ cc
243 um um 129 PRON conj
244 de de 246 ADP case
245 os o 246 DET det
246 territorios territorio 243 NOUN nmod
247 mais mais 248 ADV advmod
248 vigiados vigiado 246 ADJ amod
249 de de 251 ADP case
250 o o 251 DET det
251 mundo mundo 246 NOUN nmod
252 quando quando 267 CCONJ mark
253 a o 254 DET det
254 republica republica 267 NOUN nsubj:pass
255 popular popular 254 ADJ amod
256 democratica democratico 254 ADJ amod
257 de de 259 ADP case
258 a o 259 DET det
259 coreia coreia 254 NOUN nmod
260 e e 262 CCONJ cc
261 a o 262 DET det
262 republica republica 254 NOUN conj
263 de de 265 ADP case
264 a o 265 DET det
265 coreia coreia 262 NOUN nmod
266 foram foram 267 AUX aux:pass
267 criadas criar 129 VERB advcl
268 em em 269 ADP case
269 1948 1948 267 NUM nmod
270 a o 271 DET det
271 divisao divisao 278 NOUN nsubj
272 geografica geografico 271 ADJ amod
273 entre entre 276 ADP case
274 as o 276 DET det
275 duas duas 276 NUM nummod
276 nacoes nacoe 271 NOUN nmod
277 se se 278 PRON expl:pv
278 converteu converter 53 VERB parataxis
279 em em 281 ADP case
280 uma um 281 DET det
281 fronteira fronteira 278 NOUN nmod
282 internacional internacional 281 ADJ amod
283 de de 284 ADP case
284 fato fato 281 NOUN nmod
