1 maior maior 2 ADJ amod
288 ter ter 290 AUX aux
289 sido ser 290 AUX aux:pass
290 atingida atingir 286 VERB nmod
291 ja ja 307 ADV mark
292 que que 291 CCONJ fixed
293 apenas apenas 294 ADV advmod
294 4 4 307 NUM nsubj:pass
295 de de 297 ADP case
296 a o 297 DET det
297 verba verba 294 NOUN nmod
298 liberada liberar 297 VERB acl
299 a a 301 ADP case
300 os o 301 DET det
301 estados estado 298 NOUN nmod
302 por por 304 ADP case
303 o o 304 DET det
304 fundo fundo 298 NOUN nmod
305 penitenciario penitenciario 304 ADJ amod
306 foi foi 307 AUX aux:pass
307 gasta gastar 50 VERB advcl
308 rio rio 307 NOUN nsubj:pass
309 entre entre 311 ADP case
310 os o 311 DET det
311 objetivos objetivo 307 NOUN nmod
312 esta esta 313 DET det
313 o o 192 PRON nsubj
314 que que 315 PRON nsubj
315 previa prever 313 VERB acl:relcl
316 a o 317 DET det
317 chegada chegada 315 NOUN obj
318 de de 320 ADP case
319 o o 320 DET det
320 plano plano 317 NOUN nmod
321 a a 324 ADP case
322 todas todas 324 DET det
323 as o 324 DET det
324 capitais capital 317 NOUN nmod
325 ate ate 327 ADP case
326 o o 327 DET det
327 fim fim 317 NOUN nmod
328 de de 329 ADP case
329 2017 2017 327 NUM nmod
330 com com 332 ADP case
331 a o 332 DET det
332 reducao reducao 338 NOUN nmod
333 de de 334 ADP case
334 75 75 332 NUM nmod
335 de de 337 ADP case
336 os o 337 DET det
337 homicidios homicidio 334 NOUN nmod
338 houve haver 139 VERB advcl
339 resultados resultado 338 NOUN obj
340 em em 341 ADP case
341 porto porto 338 NOUN nmod
342 alegre alegre 341 ADJ amod
343 e e 344 CCONJ cc
344 aracaju aracaju 341 NOUN conj
345 ja ja 348 ADV advmod
346 em em 348 ADP case
347 o o 348 DET det
348 rio rio 354 NOUN nmod
349 e e 351 CCONJ cc
350 em em 351 ADP case
351 natal natal 348 PROPN conj
352 o o 353 DET det
353 indice indice 354 NOUN nsubj
354 cresceu crescer 215 VERB conj
355 jovens jovem 356 ADJ amod
356 militares militar 354 NOUN obj
357 de de 275 ADP case
358 o o 275 DET det
