1 morre morrer 0 VERB root
163 a o 164 DET det
164 mulher mulher 161 NOUN nmod
165 para para 167 ADP case
166 a o 167 DET det
167 rede rede 160 NOUN nmod
168 manchete manchete 167 NOUN flat
169 em em 170 ADP case
170 1989 1989 160 NUM nmod
171 quando quando 172 CCONJ mark
172 ancoraram ancorar 68 VERB advcl
173 o o 175 DET det
174 principal principal 175 ADJ amod
175 telejornal telejornal 172 NOUN obj
176 de de 178 ADP case
177 a o 178 DET det
178 emissora emissora 175 NOUN nmod
179 o o 180 DET det
180 casal casal 182 NOUN nsubj
181 se se 182 PART expl:pv
182 mudou mudar 68 VERB parataxis
183 para para 185 ADP case
184 os o 185 DET det
185 estados estado 182 NOUN nmod
186 unidos unido 185 ADJ amod
187 em em 188 ADP case
188 1997 1997 182 NUM nmod
189 para para 190 ADP mark
190 trabalhar trabalhar 182 VERB advcl
191 como como 192 ADP case
192 ancoras ancora 190 NOUN nmod
193 de de 195 ADP case
194 o o 195 DET det
195 canal canal 192 NOUN nmod
196 cbs cbs 195 X appos
197 telenoticias telenoticias 195 NOUN flat
198 que que 199 PRON nsubj
199 transmitia transmitir 195 VERB acl:relcl
200 em em 201 ADP case
201 portugues portugue 199 NOUN nmod
202 o o 203 DET det
203 projeto projeto 199 NOUN nsubj
204 durou durar 88 VERB parataxis
205 tres tres 206 NUM nummod
206 anos ano 204 NOUN nmod
207 e e 214 CCONJ cc
208 mesmo mesmo 211 ADV advmod
209 apos apos 211 ADP case
210 seu seu 211 DET det:poss
211 final final 214 NOUN nmod
212 os o 213 DET det
213 jornalistas jornalista 214 NOUN nsubj
214 decidiram decidir 126 VERB conj
215 continuar continuar 216 AUX aux
216 morando morar 214 VERB xcomp
217 em em 219 ADP case
218 os o 219 DET det
219 eua eua 216 NOUN nmod
220 recentemente recentemente 223 ADV advmod
221 eliakim eliakim 223 PROPN nsubj
222 araujo araujo 221 PROPN flat
223 trabalhava trabalhar 126 VERB parataxis
224 com com 225 ADP case
225 jornalismo jornalismo 223 NOUN nmod
