1 falsas falso 2 ADJ amod
79 emocao emocao 77 NOUN nmod
80 e e 82 CCONJ cc
81 a o 82 DET det
82 conviccoes conviccoe 79 NOUN conj
83 pessoais pessoal 82 ADJ amod
84 a a 85 DET det
85 eleicao eleicao 64 NOUN nsubj
86 de de 87 ADP case
87 donald donald 85 NOUN nmod
88 trump trump 87 PROPN flat
89 e e 91 CCONJ cc
90 o o 91 DET det
91 referendo referendo 85 NOUN conj
92 que que 93 PRON nsubj
93 aprovou aprovar 91 VERB acl:relcl
94 o o 95 DET det
95 brexit brexit 93 NOUN obj
96 estao estao 32 VERB conj
97 por por 98 ADP case
98 tras tras 96 NOUN nmod
99 de de 101 ADP case
100 a o 101 DET det
101 escolha escolha 98 NOUN nmod
102 de de 103 ADP case
103 posverdade posverdade 101 NOUN nmod
104 como como 105 ADP case
105 palavra palavra 101 NOUN nmod
106 de de 107 ADP case
107 2016 2016 105 NUM nmod
108 por por 110 ADP case
109 o o 110 DET det
110 venerando venerar 105 ADJ nmod
111 dicionario dicionario 110 NOUN nmod
112 oxford oxford 111 ADJ amod
113 de de 115 ADP case
114 a o 115 DET det
115 lingua lingua 111 NOUN nmod
116 inglesa inglês 115 ADJ amod
117 mas mas 120 CCONJ cc
118 isto isto 120 PRON nsubj
119 se se 120 PRON expl:pv
120 passou passar 228 VERB conj
121 em em 124 ADP case
122 o o 124 DET det
123 longinquo longinquo 124 ADJ amod
124 mes mes 120 NOUN nmod
125 de de 126 ADP case
126 novembro novembro 124 PROPN nmod
127 quando quando 129 CCONJ mark
128 2017 2017 129 NUM nsubj
129 acordar acordar 507 VERB advcl
130 ja ja 129 ADV advmod
131 e e 132 CCONJ cc
132 possivel possivel 130 ADJ conj
133 escolher escolher 129 VERB xcomp
134 uma um 135 DET det
135 palavra palavra 133 NOUN obj
136 que que 137 PRON nsubj
137 perdeu perder 135 VERB acl:relcl
138 sua sua 139 DET det:poss
139 artilharia artilharia 137 NOUN obj
140 semantica semantico 139 ADJ amod
141 orwelliano orwelliano 139 ADJ amod
142 o o 143 DET det
143 adjetivo adjetivo 145 NOUN nsubj:pass
144 foi foi 145 AUX aux:pass
145 cunhado cunhar 32 VERB parataxis
146 em em 148 ADP case
147 o o 148 DET det
148 posguerra posguerra 145 NOUN nmod
149 com com 151 ADP case
150 a o 151 DET det
151 publicacao publicacao 145 NOUN nmod
152 de de 154 ADP case
153 o o 154 DET det
154 romance romance 151 NOUN nmod
155 1984 1984 154 NUM appos
156 a o 157 DET det
157 distopia distopia 154 NOUN appos
158 totalitaria totalitario 157 ADJ amod
159 imaginada imaginar 157 VERB acl
160 por por 161 ADP case
161 george george 159 NOUN nmod
162 orwell orwell 161 PROPN flat
163 em em 164 ADP case
164 que que 167 PRON nmod
165 o o 166 DET det
166 protagonista protagonista 167 NOUN nsubj
167 reescreve reescrever 42 VERB acl:relcl
168 a o 169 DET det
169 historia historia 167 NOUN obj
170 para para 175 ADP mark
171 que que 170 CCONJ fixed
172 a o 173 DET det
173 memoria memoria 175 NOUN nsubj:pass
174 seja ser 175 AUX aux:pass
175 derrotada derrotar 167 VERB advcl
176 os o 177 DET det
177 fatos fato 175 NOUN nsubj:pass
178 sempre sempre 179 ADV advmod
179 viveram viver 32 VERB advcl
180 sob sob 181 ADP case
181 assalto assalto 179 NOUN nmod
182 de de 183 ADP case
183 ditadores ditador 181 NOUN nmod
184 demagogos demagogo 183 ADJ amod
185 e e 186 CCONJ cc
186 comerciantes comerciante 183 NOUN conj
187 de de 188 ADP case
188 biotonicos biotonicos 101 NOUN nmod
189 inocuos inocuo 188 ADJ amod
190 ou ou 192 CCONJ cc
191 de de 192 ADP case
192 guerras guerra 188 NOUN conj
193 devastadoras devastador 192 ADJ amod
194 com com 195 ADP case
195 base base 192 NOUN nmod
196 em em 197 ADP case
197 fabricacoes fabricaco 195 NOUN nmod
198 mas mas 202 CCONJ cc
199 2016 2016 242 NUM nsubj
200 foi foi 202 AUX cop
201 o o 202 DET det
202 ano ano 228 NOUN conj
203 em em 204 ADP case
204 que que 208 PRON nmod
205 a o 206 DET det
206 verdade verdade 208 NOUN nsubj:pass
207 foi foi 208 AUX aux:pass
208 derrotada derrotar 202 VERB acl:relcl
209 em em 211 ADP case
210 a o 211 DET det
211 urna urna 208 NOUN nmod
212 de de 214 ADP case
213 dois dois 214 NUM nummod
214 farois faroi 211 NOUN nmod
215 de de 217 ADP case
216 a o 217 DET det
217 democracia democracia 42 NOUN nmod
218 ocidental ocidental 217 ADJ amod
219 grabretanha grabretanha 167 NOUN nsubj
220 e e 221 CCONJ cc
221 estados estado 219 NOUN conj
222 unidos unido 221 ADJ amod
223 fatos fato 541 NOUN nsubj
224 mundanos mundano 223 ADJ amod
225 aritmetica aritmetico 223 ADJ amod
226 simples simples 223 ADJ amod
227 foram foram 228 AUX aux:pass
228 omitidos omitir 32 VERB parataxis
229 ou ou 230 CCONJ cc
230 falsificados falsificar 228 VERB conj
231 para para 232 ADP mark
232 exacerbar exacerbar 228 VERB advcl
233 o o 234 DET det
234 sentimento sentimento 232 NOUN obj
235 antiimigrante antiimigrante 234 ADJ amod
236 entre entre 238 ADP case
237 os o 238 DET det
238 britanicos britanico 234 NOUN nmod
239 mas mas 242 CCONJ cc
240 a o 241 DET det
241 realidade realidade 242 NOUN nsubj
242 voltou voltar 228 VERB conj
243 para para 244 ADP mark
244 puxar puxar 242 VERB nmod
245 a o 246 DET det
246 perna perna 244 NOUN obj
247 de de 250 ADP case
248 os o 250 DET det
249 angustiados angustiado 250 ADJ amod
250 eleitores eleitor 246 NOUN nmod
251 de de 253 ADP case
252 o o 253 DET det
253 brexit brexit 250 NOUN nmod
254 como como 255 CCONJ mark
255 demonstra demonstrar 361 VERB advcl
256 o o 258 DET det
257 moroso moroso 258 ADJ amod
258 processo processo 255 NOUN nsubj
259 de de 260 ADP case
260 desligamento desligamento 258 NOUN nmod
261 de de 263 ADP case
262 a o 263 DET det
263 uniao uniao 260 NOUN nmod
264 europeia europeu 263 ADJ amod
265 em em 267 ADP case
266 os o 267 DET det
267 eua eua 361 NOUN nmod
268 o o 269 DET det
269 ano ano 270 NOUN nsubj
270 termina terminar 407 VERB ccomp
271 com com 273 ADP case
272 um um 273 DET det
273 cenario cenario 541 NOUN nmod
274 mais mais 275 ADV advmod
275 assustador assustador 273 ADJ amod
276 mesmo mesmo 277 ADV advmod
277 depois depois 279 ADV mark
278 de de 277 ADP fixed
279 eleito eleger 541 VERB advcl
280 donald donald 284 PROPN nsubj
281 trump trump 280 PROPN flat
282 continuou continuar 284 AUX aux
283 a a 284 ADP mark
284 mentir mentir 468 VERB advcl
285 com com 287 ADP case
286 a o 287 DET det
287 aprovacao aprovacao 284 NOUN nmod
288 tacita tacito 287 ADJ amod
289 de de 290 ADP case
290 parte parte 287 NOUN nmod
291 de de 293 ADP case
292 a o 293 DET det
293 midia midia 290 NOUN nmod
294 e e 297 CCONJ cc
295 de de 297 ADP case
296 a o 297 DET det
297 minoria minoria 293 NOUN conj
298 que que 299 PRON nsubj
299 votou votar 297 VERB acl:relcl
300 nele nele 299 X nmod
301 e e 303 CCONJ cc
302 ele ele 303 PRON nsubj
303 conta contar 228 VERB conj
304 com com 306 ADP case
305 um um 306 DET det
306 fenomeno fenomeno 303 NOUN nmod
307 que que 308 PRON nsubj
308 nasceu nascer 306 VERB acl:relcl
309 em em 311 ADP case
310 a o 311 DET det
311 era era 308 NOUN nmod
312 nixon nixon 311 NOUN flat
313 mas mas 315 CCONJ cc
314 foi foi 315 AUX aux:pass
315 articulado articular 228 VERB conj
316 e e 317 CCONJ cc
317 cozinhado cozinhar 315 VERB conj
318 em em 322 ADP case
319 as o 322 DET det
320 duas duas 322 NUM nummod
321 ultimas ultimo 322 ADJ amod
322 decadas decada 315 NOUN nmod
323 por por 325 ADP case
324 seu seu 325 DET det:poss
325 exassessor exassessor 315 NOUN nmod
326 de de 327 ADP case
327 campanha campanha 325 NOUN nmod
328 roger roger 325 NOUN appos
329 ailes ailes 328 NOUN flat
330 fundador fundador 328 NOUN appos
331 de de 333 ADP case
332 a o 333 DET det
333 fox fox 330 NOUN nmod
334 news news 333 NOUN flat
335 o o 336 DET det
336 antijornalismo antijornalismo 507 NOUN obj
337 a o 338 DET det
338 mensagem mensagem 507 NOUN obj
339 de de 341 ADP case
340 a o 341 DET det
341 midia midia 338 NOUN nmod
342 favorita favorito 341 ADJ amod
343 de de 345 ADP case
344 os o 345 DET det
345 eleitores eleitor 341 NOUN nmod
346 de de 347 ADP case
347 trump trump 345 NOUN nmod
348 e e 352 CCONJ cc
349 todos todos 351 DET det
350 os o 351 DET det
351 jornalistas jornalista 352 NOUN nsubj
352 mentem mentar 507 VERB conj
353 menos menos 352 ADV advmod
354 os os 352 PRON obj
355 que que 361 PRON nsubj:pass
356 em em 358 ADP case
357 os o 358 DET det
358 empregamos empregamo 361 NOUN nmod
359 ailes ailes 358 NOUN appos
360 foi foi 361 AUX aux:pass
361 demitido demitir 354 VERB acl:relcl
362 em em 363 ADP case
363 julho julho 361 PROPN nmod
364 por por 366 ADP case
365 multiplas multiplo 366 ADJ amod
366 acusacoes acusacoe 361 NOUN nmod
367 de de 368 ADP case
368 assedio assedio 366 NOUN nmod
369 sexual sexual 368 ADJ amod
370 mas mas 541 CCONJ cc
371 sua sua 372 DET det:poss
372 usina usina 541 NOUN nsubj
373 de de 374 ADP case
374 fabricacoes fabricacoe 372 NOUN nmod
375 continua continuar 228 VERB conj
376 intocada intocado 375 ADJ xcomp
377 e e 378 CCONJ cc
378 facilitadora facilitador 376 ADJ conj
379 de de 381 ADP case
380 o o 381 DET det
381 recemeleito recemeleito 376 NOUN nmod
382 trump trump 381 NOUN amod
383 editorchefe editorchefe 381 NOUN appos
384 de de 386 ADP case
385 os o 386 DET det
386 estados estado 383 NOUN nmod
387 unidos unido 386 ADJ amod
388 de de 390 ADP case
389 o o 390 DET det
390 pensamento pensamento 101 NOUN nmod
391 magico magico 390 ADJ amod
392 o o 394 DET det
393 principal principal 394 ADJ amod
394 reporter reporter 179 NOUN nsubj
395 politico politico 394 ADJ amod
396 de de 398 ADP case
397 a o 398 DET det
398 fox fox 394 NOUN nmod
399 o o 400 DET det
400 veterano veterano 468 NOUN nsubj
401 chris chris 400 NOUN appos
402 wallace wallace 401 NOUN flat
403 nem nem 404 ADV advmod
404 piscou piscar 228 VERB conj
405 muito muito 406 ADV advmod
406 menos menos 404 ADV advmod
407 contestou contestar 228 VERB conj
408 quando quando 412 CCONJ mark
409 o o 410 DET det
410 presidente presidente 208 NOUN nsubj:pass
411 eleito eleger 410 VERB acl
412 afirmou afirmar 407 VERB advcl
413 o o 414 DET det
414 seguinte seguinte 412 NOUN obj
415 em em 418 ADP case
416 o o 418 DET det
417 ultimo ultimo 418 ADJ amod
418 domingo domingo 412 PROPN nmod
419 minha minha 420 DET det:poss
420 vitoria vitoria 208 NOUN nsubj:pass
421 foi foi 422 AUX cop
422 uma uma 407 PRON ccomp
423 de de 425 ADP case
424 as o 425 DET det
425 maiores maiores 422 NOUN nmod
426 de de 428 ADP case
427 a o 428 DET det
428 historia historia 425 NOUN nmod
429 fato fato 179 NOUN nmod
430 a o 431 DET det
431 vitoria vitoria 179 NOUN nsubj
432 de de 433 ADP case
433 donald donald 431 NOUN nmod
434 trump trump 433 PROPN flat
435 em em 436 ADP case
436 numero numero 431 NOUN nmod
437 de de 438 ADP case
438 delegados delegado 436 NOUN nmod
439 esta esta 431 PRON appos
440 em em 442 ADP case
441 48 48 442 NUM nummod
442 lugar lugar 439 NOUN nmod
443 em em 445 ADP case
444 58 58 445 NUM nummod
445 eleicoes eleicoe 42 NOUN nmod
446 presidenciais presidencial 445 ADJ amod
447 em em 449 ADP case
448 o o 449 DET det
449 colegio colegio 167 NOUN nmod
450 eleitoral eleitoral 449 ADJ amod
451 ele ele 452 PRON nsubj
452 obteve obter 39 VERB conj
453 a o 455 DET det
454 maior maior 455 ADJ amod
455 derrota derrota 452 NOUN obj
456 em em 458 ADP case
457 o o 458 DET det
458 voto voto 455 NOUN nmod
459 popular popular 458 ADJ amod
460 de de 462 ADP case
461 a o 462 DET det
462 historia historia 458 NOUN nmod
463 de de 465 ADP case
464 a o 465 DET det
465 republica republica 462 NOUN nmod
466 hillary hillary 468 NOUN nsubj
467 clinton clinton 280 PROPN flat
468 tem ter 228 VERB parataxis
469 ate ate 471 ADP case
470 este este 471 DET det
471 momento momento 468 NOUN nmod
472 uma um 473 DET det
473 vantagem vantagem 468 NOUN obj
474 de de 478 ADP case
475 285 285 476 NUM nummod
476 milhoes milhoes 478 NUM nummod
477 de de 478 ADP case
478 votos voto 473 NOUN nmod
479 de de 481 ADP case
480 os o 481 DET det
481 norteamericanos norteamericano 478 NOUN nmod
482 alem alem 228 ADV advmod
483 de de 486 ADP mark
484 ter ter 486 AUX aux
485 sido ser 486 AUX aux:pass
486 decidida decidir 482 VERB nmod
487 por por 490 ADP case
488 80 80 489 NUM nummod
489 mil mil 490 NUM nummod
490 eleitores eleitor 486 NOUN nmod
491 em em 493 ADP case
492 tres tres 493 NUM nummod
493 estados estado 486 NOUN nmod
494 em em 496 ADP case
495 um um 496 DET det
496 pais pais 493 NOUN nmod
497 de de 501 ADP case
498 300 300 499 NUM nummod
499 milhoes milhoes 501 NUM nummod
500 de de 501 ADP case
501 habitantes habitante 496 NOUN nmod
502 a o 503 DET det
503 campanha campanha 507 NOUN nsubj
504 presidencial presidencial 503 ADJ amod
505 de de 506 ADP case
506 2016 2016 503 NUM nmod
507 marcou marcar 202 VERB acl:relcl
508 um um 509 DET det
509 descolamento descolamento 507 NOUN obj
510 de de 511 ADP case
511 fatos fato 509 NOUN nmod
512 sem sem 513 ADP case
513 precedentes precedente 511 NOUN nmod
514 turbinado turbinar 511 VERB acl
515 por por 517 ADP case
516 a o 517 DET det
517 explosao explosao 514 NOUN nmod
518 de de 519 ADP case
519 fake fake 517 NOUN nmod
520 news news 519 NOUN flat
521 as o 523 DET det
522 falsas falso 523 ADJ amod
523 noticias noticia 145 NOUN nsubj:pass
524 veiculadas veicular 523 VERB acl
525 por por 527 ADP case
526 o o 527 DET det
527 duopolio duopolio 524 NOUN nmod
528 digital digital 527 ADJ amod
529 planetario planetario 527 ADJ amod
530 de de 532 ADP case
531 o o 532 DET det
532 facebook facebook 527 PROPN nmod
533 e e 536 CCONJ cc
534 de de 536 ADP case
535 o o 536 DET det
536 google google 532 PROPN conj
537 a o 538 DET det
538 epidemia epidemia 541 NOUN nsubj
539 de de 540 ADP case
540 desinformacao desinformacao 538 NOUN nmod
541 mobilizou mobilizar 407 VERB ccomp
542 ate ate 544 ADP case
543 o o 544 DET det
544 papa papa 541 NOUN nmod
1 francisco francisco 33 NOUN nsubj
2 que que 3 PRON nsubj
3 comparou comparar 1 VERB acl:relcl
4 o o 5 DET det
5 consumo consumo 3 NOUN obj
6 de de 7 ADP case
7 fake fake 5 NOUN nmod
8 news news 7 NOUN flat
9 a a 10 ADP mark
10 comer comer 3 VERB nmod
11 coco coco 10 NOUN obj
12 mas mas 21 CCONJ cc
13 o o 14 DET det
14 apetite apetite 21 NOUN nsubj:pass
15 por por 17 ADP case
16 a o 17 DET det
17 iguaria iguaria 14 NOUN nmod
18 escatologica escatologico 17 ADJ amod
19 nao nao 21 ADV advmod
20 sera sera 21 AUX aux:pass
21 diminuido diminuir 3 VERB conj
22 com com 23 ADP case
23 sermoes sermoe 21 NOUN nmod
24 ou ou 25 CCONJ cc
25 ressentimento ressentimento 23 NOUN conj
26 ideologico ideologico 25 ADJ amod
27 sim sim 21 ADV advmod
28 os o 29 DET det
29 conteudos conteudo 21 NOUN nsubj:pass
30 falsos falso 29 ADJ amod
31 antihillary antihillary 29 NOUN appos
32 clinton clinton 31 PROPN flat
33 tiveram ter 0 VERB root
34 muito muito 35 ADV advmod
35 maior maior 36 ADJ amod
36 distribuicao distribuicao 33 NOUN obj
37 em em 39 ADP case
38 o o 39 DET det
39 facebook facebook 33 PROPN nmod
40 de de 44 ADP case
41 o o 44 DET det
42 que que 40 ADP fixed
43 os o 44 DET det
44 criticos criticos 33 NOUN nmod
45 a a 47 ADP case
46 o o 47 DET det
47 presidente presidente 44 NOUN nmod
48 eleito eleger 47 VERB acl
49 em em 51 ADP case
50 a o 51 DET det
51 quintafeira quintafeira 48 NOUN nmod
52 o o 53 DET det
53 facebook facebook 54 PROPN nsubj
54 anunciou anunciar 33 VERB parataxis
55 uma um 56 DET det
56 serie serie 54 NOUN obj
57 de de 58 ADP case
58 medidas medida 56 NOUN nmod
59 para para 60 ADP mark
60 combater combater 58 VERB nmod
61 a o 62 DET det
62 veiculacao veiculacao 60 NOUN obj
63 de de 64 ADP case
64 fake fake 62 NOUN nmod
65 news news 64 NOUN flat
66 durante durante 68 ADP case
67 um um 68 DET det
68 mes mes 71 NOUN nmod
69 mark mark 71 NOUN nsubj
70 zuckerberg zuckerberg 69 PROPN flat
71 tentou tentar 54 VERB parataxis
72 desconversar desconversar 71 VERB xcomp
73 insistindo insistir 72 VERB acl
74 em em 76 ADP case
75 a o 76 DET det
76 neutralidade neutralidade 73 NOUN nmod
