1 conheca conhecar 0 VERB root
117 turistico turistico 116 ADJ amod
118 bilionario bilionario 116 ADJ amod
119 a a 122 ADP case
120 o o 122 DET det
121 mesmo mesmo 122 ADJ amod
122 tempo tempo 112 NOUN nmod
123 lancou lancar 1 VERB conj
124 quase quase 125 ADV advmod
125 40 40 126 NUM nummod
126 misseis missil 123 NOUN obj
127 de de 129 ADP case
128 a o 129 DET det
129 regiao regiao 126 NOUN nmod
130 como como 131 ADP case
131 parte parte 123 NOUN nmod
132 de de 134 ADP case
133 seus seus 134 DET det:poss
134 testes teste 131 NOUN nmod
135 acelerados acelerado 134 ADJ amod
136 de de 138 ADP case
137 a o 138 DET det
138 dissuasao dissuasao 134 NOUN nmod
139 nuclear nuclear 138 ADJ amod
140 de de 142 ADP case
141 a o 142 DET det
142 coreia coreia 60 NOUN nmod
143 de de 145 ADP case
144 o o 145 DET det
145 norte norte 142 NOUN nmod
146 pode pode 147 AUX aux
147 parecer parecer 1 VERB conj
148 maluco maluco 147 ADJ xcomp
149 para para 229 ADP mark
150 quem quem 72 PRON nsubj
151 e e 154 CCONJ cc
152 de de 153 ADP mark
153 fora fora 150 ADV nmod
154 disparar disparar 399 VERB nmod
155 misseis missil 154 NOUN obj
156 de de 158 ADP case
157 um um 158 DET det
158 lugar lugar 433 NOUN nmod
159 que que 161 PRON obj
160 ele ele 161 PRON nsubj
161 quer querer 158 VERB acl:relcl
162 desenvolver desenvolver 161 VERB xcomp
163 economicamente economicamente 162 ADV advmod
164 mas mas 246 CCONJ cc
165 e e 482 CCONJ cc
166 assim assim 170 ADV mark
167 que que 166 CCONJ fixed
168 kim kim 170 PROPN nsubj
169 jongun jongun 168 PROPN flat
170 administra administrar 448 VERB advcl
171 seu seu 172 DET det:poss
172 pais pais 170 NOUN obj
173 diz dizer 35 VERB conj
174 lim lim 246 NOUN nsubj:pass
175 eulchul eulchul 174 NOUN flat
176 especialista especialista 174 NOUN appos
177 em em 178 ADP case
178 economia economia 176 NOUN nmod
179 nortecoreana nortecoreano 178 ADJ amod
180 em em 182 ADP case
181 a o 182 DET det
182 kyungnam kyungnam 254 NOUN nmod
183 university university 182 NOUN flat
184 em em 186 ADP case
185 a o 186 DET det
186 coreia coreia 254 NOUN nmod
187 de de 189 ADP case
188 o o 189 DET det
189 sul sul 186 NOUN nmod
190 a o 191 DET det
191 combinacao combinacao 482 NOUN nsubj
192 de de 193 ADP case
193 turismo turismo 191 NOUN nmod
194 e e 195 CCONJ cc
195 armas arma 193 NOUN conj
196 nucleares nuclear 195 ADJ amod
197 e e 277 CCONJ cc
198 emblematica emblematico 374 ADJ conj
199 para para 201 ADP case
200 a o 201 DET det
201 estrategia estrategia 198 NOUN nmod
202 de de 203 ADP case
203 sobrevivencia sobrevivencia 201 NOUN nmod
204 de de 205 ADP case
205 kim kim 201 NOUN nmod
206 jongun jongun 205 NOUN flat
207 dizem dizer 147 VERB parataxis
208 pesquisadores pesquisador 207 NOUN nsubj
209 e e 210 CCONJ cc
210 pessoas pessoa 399 NOUN conj
211 familiarizadas familiarizado 210 ADJ amod
212 com com 214 ADP case
213 o o 214 DET det
214 projeto projeto 211 NOUN nmod
215 os o 216 DET det
216 planos plano 482 NOUN nsubj
217 de de 219 ADP case
218 a o 219 DET det
219 coreia coreia 216 NOUN nmod
220 de de 222 ADP case
221 o o 222 DET det
222 norte norte 219 NOUN nmod
223 para para 224 ADP case
224 wonsan wonsan 424 NOUN nmod
225 cresceram crescer 147 VERB parataxis
226 desde desde 229 ADP mark
227 que que 226 CCONJ fixed
228 foram foram 229 AUX aux:pass
229 anunciados anunciar 225 VERB advcl
230 por por 233 ADP case
231 a o 233 DET det
232 primeira primeiro 233 ADJ amod
233 vez vez 229 NOUN nmod
234 em em 235 ADP case
235 2014 2014 229 NUM nmod
236 examinados examinar 229 VERB acl
237 aqui aqui 236 ADV advmod
238 em em 239 ADP case
239 detalhes detalhe 439 NOUN nmod
240 por por 243 ADP case
241 a o 243 DET det
242 primeira primeiro 243 ADJ amod
243 vez vez 320 NOUN nmod
244 eles eles 246 PRON nsubj:pass
245 sao sao 246 AUX aux:pass
246 descritos descrever 147 VERB parataxis
247 em em 249 ADP case
248 160 160 249 NUM nummod
249 paginas pagina 246 NOUN nmod
250 em em 253 ADP case
251 quase quase 252 ADV advmod
252 30 30 253 NUM nummod
253 cadernos caderno 246 NOUN nmod
254 produzidos produzir 253 VERB acl
255 por por 257 ADP case
256 a o 257 DET det
257 corporacao corporacao 254 NOUN nmod
258 de de 259 ADP case
259 desenvolvimento desenvolvimento 257 NOUN nmod
260 de de 262 ADP case
261 a o 262 DET det
262 zona zona 466 NOUN nmod
263 de de 264 ADP case
264 wonsan wonsan 262 NOUN nmod
265 em em 266 ADP case
266 coreano coreano 254 NOUN nmod
267 chines chine 266 ADJ amod
268 russo russo 266 ADJ amod
269 e e 270 CCONJ cc
270 ingles ingle 268 NOUN conj
271 em em 272 ADP case
272 2015 2015 482 NUM nmod
273 e e 274 CCONJ cc
274 2016 2016 272 NUM conj
275 turismo turismo 299 NOUN nsubj
276 e e 277 CCONJ cc
277 uma uma 399 PRON conj
278 de de 283 ADP case
279 as o 281 DET det
280 cada cada 281 DET det
281 vez vez 125 NOUN advmod
282 menores menor 283 ADJ amod
283 fontes fonte 277 NOUN nmod
284 de de 285 ADP case
285 dinheiro dinheiro 283 NOUN nmod
286 nortecoreanas nortecoreano 285 ADJ amod
287 nao nao 288 ADV advmod
288 atingidas atingir 134 VERB acl
289 por por 291 ADP case
290 as o 291 DET det
291 sancoes sancoe 288 NOUN nmod
292 de de 294 ADP case
293 as o 294 DET det
294 nacoes nacoe 291 NOUN nmod
295 unidas unido 294 ADJ amod
296 e e 299 CCONJ cc
297 os o 298 DET det
298 cadernos caderno 299 NOUN nsubj
299 anunciam anunciar 328 VERB conj
300 para para 301 ADP case
301 investidores investidor 299 NOUN nmod
302 estrangeiros estrangeiro 301 ADJ amod
303 cerca cerca 307 ADV advmod
304 de de 303 ADP case
305 us us 299 NUM obj
306 15 15 307 NUM nummod
307 bilhao bilhao 301 NUM nummod
308 em em 310 ADP case
309 potenciais potencial 310 ADJ amod
310 empreendimentos empreendimento 229 NOUN nmod
311 em em 313 ADP case
312 a o 313 DET det
313 zona zona 310 NOUN nmod
314 turistica turistico 313 ADJ amod
315 especial especial 313 ADJ amod
316 de de 317 ADP case
317 wonsan wonsan 313 NOUN nmod
318 uma um 319 DET det
319 area area 154 NOUN obj
320 cobrindo cobrir 319 VERB acl
321 mais mais 323 ADV advmod
322 de de 321 ADP case
323 400 400 324 NUM nummod
324 km km 320 NOUN obj
325 quadrados quadrado 324 ADJ amod
326 kim kim 66 PRON nsubj
327 ja ja 328 ADV advmod
328 construiu construir 147 VERB parataxis
329 um um 331 DET det
330 novo novo 331 ADJ amod
331 resort resort 328 NOUN obj
332 de de 333 ADP case
333 esqui esqui 331 NOUN nmod
334 e e 337 CCONJ cc
335 um um 337 DET det
336 novo novo 337 ADJ amod
337 aeroporto aeroporto 331 NOUN conj
338 la la 448 PRON obj
339 segundo segundo 340 ADP case
340 um um 448 PRON nmod
341 de de 343 ADP case
342 os o 343 DET det
343 cadernos caderno 340 NOUN nmod
344 a o 345 DET det
345 zona zona 346 NOUN nsubj
346 inclui incluir 448 VERB parataxis
347 aproximadamente aproximadamente 348 ADV advmod
348 140 140 349 NUM nummod
349 reliquias reliquia 346 NOUN obj
350 historicas historico 349 ADJ amod
351 dez dez 352 NUM nummod
352 praias praia 349 NOUN appos
353 de de 354 ADP case
354 areia areia 352 NOUN nmod
355 680 680 356 NUM nummod
356 atracoes atracoe 349 NOUN appos
357 turisticas turistico 356 ADJ amod
358 quatro quatro 359 NUM nummod
359 fontes fonte 356 NOUN appos
360 de de 361 ADP case
361 aguas aguas 359 NOUN nmod
362 minerais mineral 361 ADJ amod
363 diversos diversos 364 DET det
364 resorts resort 459 NOUN obj
365 de de 366 ADP case
366 banhos banho 364 NOUN nmod
367 e e 368 CCONJ cc
368 lagos lago 366 NOUN conj
369 naturais natural 368 ADJ amod
370 e e 374 CCONJ cc
371 mais mais 373 ADV advmod
372 de de 371 ADP case
373 33 33 374 NUM nummod
374 toneladas tonelada 460 NOUN conj
375 de de 376 ADP case
376 lamas lama 374 NOUN nmod
377 com com 378 ADP case
378 propriedades propriedade 374 NOUN nmod
379 terapeuticas terapeutico 378 ADJ amod
380 contra contra 381 ADP case
381 neuralgia neuralgia 378 NOUN nmod
382 e e 383 CCONJ cc
383 colite colite 381 NOUN conj
384 o o 385 DET det
385 projeto projeto 482 NOUN nsubj
386 a a 388 ADP case
387 o o 388 DET det
388 qual qual 391 PRON nmod
389 kim kim 391 PRON nsubj
390 esta esta 391 AUX aux
391 convidando convidar 385 VERB acl:relcl
392 investidores investidor 391 NOUN obj
393 a a 394 ADP mark
394 ajudar ajudar 391 VERB nmod
395 a a 396 ADP mark
396 construir construir 394 VERB nmod
397 inclui incluir 147 VERB parataxis
398 uma um 399 DET det
399 loja loja 397 NOUN obj
400 de de 401 ADP case
401 departamentos departamento 399 NOUN nmod
402 de de 47 ADP case
403 us us 399 DET nmod
404 73 73 405 NUM nummod
405 milhoes milhoes 49 NUM nummod
406 obras obra 399 NOUN appos
407 de de 408 ADP case
408 desenvolvimento desenvolvimento 406 NOUN nmod
409 em em 411 ADP case
410 o o 411 DET det
411 centro centro 406 NOUN nmod
412 de de 414 ADP case
413 a o 414 DET det
414 cidade cidade 411 NOUN nmod
415 em em 417 ADP case
416 o o 417 DET det
417 valor valor 53 NOUN nmod
418 de de 419 ADP case
419 us us 417 NOUN nmod
420 197 197 421 NUM nummod
421 milhoes milhoes 419 NUM nummod
422 e e 424 CCONJ cc
423 um um 424 DET det
424 campo campo 399 NOUN conj
425 de de 426 ADP case
426 golfe golfe 424 NOUN nmod
427 de de 428 ADP case
428 us us 424 PRON nmod
429 123 123 430 NUM nummod
430 milhoes milhoes 428 NUM nummod
431 incluindo incluir 424 VERB acl
432 uma um 433 DET det
433 taxa taxa 431 NOUN obj
434 de de 435 ADP case
435 us us 433 NOUN nmod
436 625 625 437 NUM nummod
437 milhoes milhoes 435 NUM nummod
438 para para 439 ADP mark
439 alugar alugar 154 VERB advcl
440 a o 441 DET det
441 terra terra 439 NOUN obj
442 em em 444 ADP case
443 o o 444 DET det
444 inicio inicio 431 NOUN nmod
445 deste deste 446 ADP case
446 ano ano 444 NOUN nmod
447 kim kim 448 PROPN nsubj
448 enviou enviar 225 VERB parataxis
449 16 16 450 NUM nummod
450 representantes representante 448 NOUN obj
451 a a 452 ADP case
452 espanha espanha 448 NOUN nmod
453 para para 454 ADP mark
454 coletar coletar 448 VERB advcl
455 ideias ideia 454 NOUN obj
456 para para 457 ADP case
457 wonsan wonsan 455 NOUN nmod
458 eles eles 459 PRON nsubj
459 visitaram visitar 448 VERB parataxis
460 marina marina 459 NOUN obj
461 dor dor 460 NOUN flat
462 um um 460 PRON appos
463 de de 466 ADP case
464 os o 466 DET det
465 maiores maior 466 ADJ amod
466 complexos complexo 462 NOUN nmod
467 de de 468 ADP case
468 ferias feria 466 NOUN nmod
469 de de 471 ADP case
470 o o 471 DET det
471 pais pais 466 NOUN nmod
472 mediterraneo mediterraneo 471 ADJ amod
473 e e 482 CCONJ cc
474 o o 475 DET det
475 parque parque 385 NOUN conj
476 terra terra 475 NOUN appos
477 mitica mitico 476 ADJ amod
478 em em 479 ADP case
479 benidorm benidorm 482 NOUN nmod
480 terra terra 482 NOUN nsubj
481 mitica mitico 480 ADJ amod
482 atende atende 459 VERB conj
483 a a 399 ADP case
484 os o 281 DET det
