1 veja ver 0 VERB root
240 senhoras senhora 237 NOUN conj
241 e e 244 CCONJ cc
242 o o 244 DET det
243 meu meu 244 DET det:poss
244 objetivo objetivo 237 NOUN conj
245 aqui aqui 248 ADV advmod
246 agora agora 248 ADV advmod
247 me me 248 PRON obj
248 dirijo dirir 232 VERB conj
249 mais mais 250 ADV advmod
250 uma uma 251 NUM nummod
251 vez vez 248 NOUN nmod
252 cumprimentando cumprimentar 248 VERB acl
253 a o 254 DET det
254 imprensa imprensa 252 NOUN obj
255 toda toda 257 DET det
256 a o 257 DET det
257 imprensa imprensa 252 NOUN obj
258 brasileira brasileiro 257 ADJ amod
259 nao nao 260 ADV advmod
260 sei saber 57 VERB conj
261 se se 262 CCONJ mark
262 ha ha 260 VERB ccomp
263 internacional internacional 262 ADJ xcomp
264 tambem tambem 262 ADV advmod
265 mas mas 267 CCONJ cc
266 eu eu 267 PRON nsubj
267 quero querer 260 VERB conj
268 me me 269 PRON obj
269 dirigir dirigir 267 VERB xcomp
270 a o 271 DET det
271 imprensa imprensa 269 NOUN obj
272 para para 273 ADP mark
273 salientar salientar 269 VERB advcl
274 preambularmente preambularmente 273 ADV advmod
275 preliminarmente preliminarmente 273 ADV advmod
276 que que 279 CCONJ mark
277 eu eu 279 PRON nsubj
278 me me 279 PRON obj
279 sinto sentir 273 VERB ccomp
280 em em 282 ADP case
281 o o 282 DET det
282 dever dever 279 NOUN nmod
283 de de 284 ADP mark
284 fazer fazer 282 VERB nmod
285 esta esta 286 DET det
286 declaracao declaracao 284 NOUN obj
287 nao nao 289 ADV advmod
288 vou ir 289 AUX aux
289 chamala chamala 118 VERB ccomp
290 de de 291 ADP case
291 pronunciamento pronunciamento 289 NOUN nmod
292 acho achar 273 VERB ccomp
293 que que 297 CCONJ mark
294 e e 297 CCONJ cc
295 um um 296 DET det
296 pouco pouco 297 ADV advmod
297 pretensioso pretensioso 292 ADJ ccomp
298 mas mas 301 CCONJ cc
299 e e 301 CCONJ cc
300 uma um 301 DET det
301 declaracao declaracao 292 NOUN conj
302 de de 304 ADP case
303 alguma alguma 304 DET det
304 maneira maneira 301 NOUN nmod
305 esclarecedora esclarecedor 304 ADJ amod
