1 genebra genebrar 0 VERB root
182 prestou prestar 175 VERB acl:relcl
183 depoimento depoimento 182 NOUN obj
184 em em 185 ADP case
185 15 15 182 NUM nmod
186 de de 187 ADP case
187 dezembro dezembro 185 PROPN nmod
188 de de 189 ADP case
189 2016 2016 187 NUM nmod
190 em em 192 ADP case
191 o o 192 DET det
192 ministerio ministerio 45 NOUN nmod
193 publico publico 192 ADJ amod
194 federal federal 192 ADJ amod
195 em em 197 ADP case
196 o o 197 DET det
197 brasil brasil 192 NOUN nmod
198 em em 200 ADP case
199 a o 200 DET det
200 declaracao declaracao 215 NOUN nmod
201 ele ele 202 PRON nsubj
202 explica explicar 56 VERB parataxis
203 como como 208 CCONJ mark
204 o o 205 DET det
205 venezuelano venezuelano 208 NOUN nsubj
206 americo americo 205 ADJ amod
207 mata mata 205 NOUN flat
208 apresentouse apresentousar 202 VERB ccomp
209 como como 210 ADP case
210 coordenador coordenador 208 NOUN nmod
211 de de 212 ADP case
212 campanha campanha 210 NOUN nmod
213 de de 214 ADP case
214 maduro maduro 210 NOUN nmod
215 pedindo pedir 208 VERB acl
216 as o 217 DET det
217 contribuicoes contribuicoe 215 NOUN obj
218 o o 219 DET det
219 executivo executivo 220 NOUN nsubj
220 condicionou condicionar 202 VERB ccomp
221 a o 222 DET det
222 ajuda ajuda 220 NOUN obj
223 a a 224 ADP case
224 garantias garantia 220 NOUN iobj
225 de de 229 ADP mark
226 que que 229 CCONJ mark
227 o o 228 DET det
228 governo governo 229 NOUN nsubj
229 liberaria liberar 224 VERB nmod
230 recursos recurso 229 NOUN obj
231 de de 232 ADP case
232 forma forma 229 NOUN nmod
233 regular regular 232 ADJ amod
234 para para 235 ADP mark
235 manter manter 229 VERB advcl
236 o o 237 DET det
237 ritmo ritmo 235 NOUN obj
238 de de 240 ADP case
239 as o 240 DET det
240 obras obra 237 NOUN nmod
241 para para 242 ADP mark
242 reforcar reforcar 229 VERB advcl
243 a o 244 DET det
244 relacao relacao 242 NOUN obj
245 entre entre 247 ADP case
246 os o 247 DET det
247 us us 244 NOUN nmod
248 35 35 249 NUM nummod
249 milhoes milhoes 247 NUM nummod
250 para para 252 ADP case
251 a o 252 DET det
252 campanha campanha 244 NOUN nmod
253 e e 255 CCONJ cc
254 a o 255 DET det
255 liberacao liberacao 252 NOUN conj
256 de de 258 ADP case
257 os o 258 DET det
258 recursos recurso 255 NOUN nmod
259 ele ele 260 PRON nsubj
260 apresentou apresentar 220 VERB advcl
261 a a 263 ADP case
262 o o 263 DET det
263 mp mp 260 NOUN iobj
264 sete sete 265 NUM nummod
265 documentos documento 260 NOUN obj
266 de de 268 ADP case
267 o o 268 DET det
268 governo governo 265 NOUN nmod
269 venezuelano venezuelano 268 ADJ amod
270 a a 272 ADP case
271 os o 272 DET det
272 quais quais 275 PRON nmod
273 o o 274 DET det
274 estado estado 275 NOUN nsubj
275 teve ter 265 VERB acl:relcl
276 acesso acesso 275 NOUN obj
277 todos todos 278 PRON nsubj
278 estao estao 265 VERB acl:relcl
279 assinados assinado 278 ADJ xcomp
280 e e 281 CCONJ cc
281 comentados comentar 279 VERB conj
282 por por 283 ADP case
283 maduro maduro 281 NOUN nmod
284 outra outra 285 DET det
285 parcela parcela 297 NOUN nsubj
286 de de 288 ADP case
287 a o 288 DET det
288 relacao relacao 285 NOUN nmod
289 de de 291 ADP case
290 a o 291 DET det
291 maquina maquina 288 NOUN nmod
292 publica publico 291 ADJ amod
293 brasileira brasileiro 291 ADJ amod
294 com com 296 ADP case
295 o o 296 DET det
296 chavismo chavismo 288 NOUN nmod
297 veio veio 80 VERB ccomp
298 de de 300 ADP case
299 a o 300 DET det
300 delacao delacao 297 NOUN nmod
301 de de 303 ADP case
302 os o 303 DET det
303 publicitarios publicitario 300 NOUN nmod
304 monica monica 303 NOUN appos
305 moura mouro 304 NOUN flat
306 e e 307 CCONJ cc
307 joao joao 304 NOUN conj
308 santana santano 307 ADJ amod
309 em em 310 ADP case
310 2 2 297 NUM nmod
311 de de 312 ADP case
312 agosto agosto 310 PROPN nmod
313 de de 314 ADP case
314 2017 2017 312 NUM nmod
315 eles eles 297 PRON nsubj
316 foram foram 297 AUX aux
