1 depois depois 4 ADV case
156 de de 157 ADP case
157 marechal marechal 155 NOUN nmod
158 thaumaturgo thaumaturgo 157 ADJ amod
159 em em 161 ADP case
160 o o 161 DET det
161 estado estado 152 NOUN nmod
162 de de 164 ADP case
163 o o 164 DET det
164 acre acre 161 NOUN nmod
165 quase quase 168 ADV advmod
166 em em 168 ADP case
167 a o 168 DET det
168 divisa divisa 152 NOUN nmod
169 com com 171 ADP case
170 o o 171 DET det
171 peru peru 168 NOUN nmod
172 e e 176 CCONJ cc
173 as o 174 DET det
174 atividades atividade 227 NOUN nsubj
175 vem vir 176 AUX aux
176 mudando mudar 57 VERB conj
177 a o 178 DET det
178 realidade realidade 176 NOUN obj
179 de de 181 ADP case
180 os o 181 DET det
181 moradores morador 178 NOUN nmod
182 um um 227 PRON nsubj
183 de de 185 ADP case
184 os o 185 DET det
185 irmaos irmao 182 NOUN nmod
186 isaac isaac 185 NOUN appos
187 piyako piyako 186 NOUN flat
188 e e 190 CCONJ cc
189 o o 190 DET det
190 prefeito prefeito 186 NOUN conj
191 de de 192 ADP case
192 marechal marechal 190 NOUN nmod
193 thaumaturgo thaumaturgo 192 NOUN amod
194 e e 198 CCONJ cc
195 foi foi 198 AUX cop
196 o o 198 DET det
197 primeiro primeiro 198 ADJ amod
198 prefeito prefeito 279 NOUN conj
199 indigena indigena 198 ADJ amod
200 de de 202 ADP case
201 o o 202 DET det
202 acre acre 198 NOUN nmod
203 a o 204 DET det
204 historia historia 227 NOUN obj
205 e e 372 CCONJ cc
206 mais mais 211 ADV advmod
207 ou ou 208 CCONJ cc
208 menos menos 206 ADV conj
209 assim assim 372 ADV advmod
210 apos apos 211 ADP case
211 conflitos conflito 152 NOUN nmod
212 por por 213 ADP case
213 ocupacao ocupacao 211 NOUN nmod
214 de de 215 ADP case
215 terra terra 213 NOUN nmod
216 em em 218 ADP case
217 a o 218 DET det
218 cidade cidade 43 NOUN nmod
219 de de 220 ADP case
220 marechal marechal 218 NOUN nmod
221 thaumaturgo thaumaturgo 220 NOUN flat
222 em em 223 ADP case
223 abril abril 227 PROPN nmod
224 de de 225 ADP case
225 2015 2015 223 NUM nmod
226 benki benki 227 NOUN nsubj
227 fez fazer 57 VERB conj
228 denuncia denuncia 227 NOUN obj
229 a a 230 ADP case
230 policia policia 227 NOUN iobj
231 federal federal 230 ADJ amod
232 para para 233 ADP mark
233 relatar relatar 227 VERB advcl
234 os o 235 DET det
235 riscos risco 233 NOUN obj
236 de de 237 ADP case
237 violencia violencia 235 NOUN nmod
238 que que 240 PRON obj
239 estava estar 240 AUX aux
240 sofrendo sofrer 235 VERB acl:relcl
241 em em 245 ADP case
242 razao razao 241 NOUN fixed
243 de de 373 ADP fixed
244 sua sua 245 DET det:poss
245 atuacao atuacao 240 NOUN nmod
246 como como 247 ADP case
247 agente agente 245 NOUN nmod
248 agroflorestal agroflorestal 247 ADJ amod
249 e e 250 CCONJ cc
250 lider lider 247 NOUN conj
251 de de 253 ADP case
252 a o 253 DET det
253 associacao associacao 250 NOUN nmod
254 de de 256 ADP case
255 os o 256 DET det
256 ashaninka ashaninka 253 NOUN nmod
257 de de 259 ADP case
258 o o 259 DET det
259 rio rio 218 NOUN nmod
260 amonia amonia 259 NOUN flat
261 a o 262 DET det
262 apiwtxa apiwtxa 265 NOUN nsubj
263 a o 264 DET det
264 palavra palavra 227 NOUN nsubj
265 significa significar 57 VERB parataxis
266 uniao uniao 265 NOUN obj
267 em em 269 ADP case
268 a o 269 DET det
269 lingua lingua 265 NOUN nmod
270 aruak aruak 269 ADJ appos
271 os o 272 DET det
272 responsaveis responsavel 227 NOUN nsubj
273 por por 275 ADP case
274 a o 275 DET det
275 investigacao investigacao 272 NOUN nmod
276 de de 278 ADP case
277 o o 278 DET det
278 caso caso 275 NOUN nmod
279 foram foram 57 VERB parataxis
280 ate ate 282 ADP case
281 a o 282 DET det
282 sede sede 279 NOUN nmod
283 de de 285 ADP case
284 o o 285 DET det
285 municipio municipio 282 NOUN nmod
286 e e 292 CCONJ cc
287 apos apos 288 ADP mark
288 ouvir ouvir 372 VERB advcl
289 apenas apenas 288 ADV advmod
290 os o 291 DET det
291 acusados acusado 288 NOUN nsubj
292 decidiram decidir 279 VERB conj
293 por por 294 ADP mark
294 arquivar arquivar 292 VERB nmod
295 a o 296 DET det
296 denuncia denuncia 294 NOUN obj
297 sem sem 298 ADP mark
298 ouvir ouvir 79 VERB advcl
299 benki benki 298 NOUN obj
300 ou ou 302 CCONJ cc
301 qualquer qualquer 302 DET det
302 uma uma 299 PRON conj
303 de de 305 ADP case
304 as o 305 DET det
305 pessoas pessoa 302 NOUN nmod
306 de de 308 ADP case
307 a o 308 DET det
308 associacao associacao 305 NOUN nmod
309 segundo segundo 311 ADP case
310 os o 311 DET det
311 advogados advogado 79 NOUN nmod
312 que que 313 PRON nsubj
313 cuidam cuidar 311 VERB acl:relcl
314 de de 316 ADP case
315 o o 316 DET det
316 caso caso 313 NOUN nmod
317 a o 318 DET det
318 autoridade autoridade 313 NOUN nsubj
319 policial policial 318 ADJ amod
320 o o 321 PRON obj
321 indiciou indiciar 292 VERB ccomp
322 e e 323 CCONJ cc
323 pediu pedir 321 VERB conj
324 a o 325 DET det
325 abertura abertura 323 NOUN obj
326 de de 327 ADP case
327 acao acao 325 NOUN nmod
328 penal penal 327 ADJ amod
329 contra contra 332 ADP case
330 o o 332 DET det
331 proprio proprio 332 ADJ amod
332 indigena indigena 327 NOUN nmod
333 por por 335 ADP case
334 o o 335 DET det
335 crime crime 327 NOUN nmod
336 de de 337 ADP case
337 denunciacao denunciacao 335 NOUN nmod
338 caluniosa calunioso 337 ADJ amod
339 o o 340 DET det
340 ministerio ministerio 346 NOUN nsubj
341 publico publico 340 ADJ amod
342 estadual estadual 340 ADJ amod
343 de de 345 ADP case
344 o o 345 DET det
345 acre acre 340 NOUN nmod
346 aceitou aceitar 279 VERB parataxis
347 o o 348 DET det
348 indiciamento indiciamento 346 NOUN obj
349 e e 350 CCONJ cc
350 propos propo 346 VERB conj
351 acao acao 350 NOUN obj
352 penal penal 351 ADJ amod
353 contra contra 354 ADP case
354 ele ele 350 PRON nmod
355 o o 356 DET det
356 processo processo 372 NOUN nsubj
357 tramita tramitar 356 VERB acl
358 em em 361 ADP case
359 a o 361 DET det
360 1 1 361 NUM nummod
361 vara vara 357 NOUN nmod
362 criminal criminal 361 ADJ amod
363 de de 365 ADP case
364 a o 365 DET det
365 comarca comarca 361 NOUN nmod
366 de de 367 ADP case
367 cruzeiro cruzeiro 365 NOUN nmod
368 de de 370 ADP case
369 o o 370 DET det
370 sul sul 367 NOUN nmod
371 ac ac 372 X nsubj
372 esta esta 227 PRON parataxis
373 em em 354 ADP case
