1 veio veio 0 VERB root
265 que que 273 CCONJ mark
266 a o 267 DET det
267 crise crise 273 NOUN nsubj
268 de de 269 ADP case
269 2015 2015 267 NUM nmod
270 e e 271 CCONJ cc
271 2016 2016 269 NUM conj
272 foi foi 273 AUX cop
273 resultado resultado 256 NOUN conj
274 de de 276 ADP case
275 a o 276 DET det
276 piora piora 273 NOUN nmod
277 de de 279 ADP case
278 o o 279 DET det
279 cenario cenario 276 NOUN nmod
280 internacional internacional 279 ADJ amod
281 combinada combinar 273 VERB acl
282 com com 284 ADP case
283 os o 284 DET det
284 impactos impacto 281 NOUN nmod
285 economicos economico 284 ADJ amod
286 de de 288 ADP case
287 a o 288 DET det
288 turbulencia turbulencia 284 NOUN nmod
289 politica politico 288 ADJ amod
290 que que 291 PRON nsubj
291 culminou culminar 288 VERB acl:relcl
292 em em 294 ADP case
293 o o 294 DET det
294 impeachment impeachment 291 NOUN nmod
295 de de 297 ADP case
296 a o 297 DET det
297 presidente presidente 294 NOUN nmod
298 dilma dilma 297 ADJ amod
299 rousseff rousseff 297 NOUN appos
300 ja ja 311 CCONJ cc
301 quem quem 302 PRON nsubj
302 prefere preferir 311 VERB ccomp
303 o o 304 DET det
304 modelo modelo 302 NOUN obj
305 mais mais 306 ADV advmod
306 liberal liberal 304 ADJ amod
307 de de 308 ADP case
308 1994 1994 304 NUM nmod
309 a a 310 ADP case
310 2005 2005 308 NUM nmod
311 dira dirar 246 VERB ccomp
312 que que 319 CCONJ mark
313 a o 314 DET det
314 bonanca bonanca 319 NOUN nsubj
315 ate ate 316 ADP case
316 2010 2010 314 NUM nmod
317 foi foi 319 AUX cop
318 uma um 319 DET det
319 combinacao combinacao 311 NOUN ccomp
320 de de 322 ADP case
321 os o 322 DET det
322 efeitos efeito 319 NOUN nmod
323 defasados defasar 322 VERB acl
324 de de 326 ADP case
325 os o 326 DET det
326 ajustes ajuste 322 NOUN nmod
327 durante durante 329 ADP case
328 o o 329 DET det
329 governo governo 323 NOUN nmod
330 de de 331 ADP case
331 fhc fhc 329 NOUN nmod
332 e e 334 CCONJ cc
333 o o 334 DET det
334 inicio inicio 329 NOUN conj
335 de de 336 ADP case
336 lula lula 334 NOUN nmod
337 com com 339 ADP case
338 a o 339 DET det
339 sorte sorte 456 NOUN nmod
340 de de 342 ADP case
341 o o 342 DET det
342 boom boom 339 NOUN nmod
343 de de 344 ADP case
344 commodities commodities 342 NOUN nmod
345 e e 346 CCONJ cc
346 acrescentara acrescentar 438 VERB conj
347 que que 354 CCONJ mark
348 a o 349 DET det
349 crise crise 354 NOUN nsubj
350 de de 351 ADP case
351 2015 2015 349 NUM nmod
352 e e 353 CCONJ cc
353 2016 2016 351 NUM conj
354 deveuse deveusar 346 VERB ccomp
355 a a 357 ADP case
356 o o 357 DET det
357 fato fato 354 NOUN nmod
358 de de 365 ADP mark
359 que que 365 CCONJ mark
360 o o 361 DET det
361 modelo modelo 354 NOUN nsubj
362 gastador gastador 361 ADJ amod
363 e e 364 CCONJ cc
364 intervencionista intervencionista 362 ADJ conj
365 era era 357 VERB nmod
366 estruturalmente estruturalmente 367 ADV advmod
367 insustentavel insustentavel 365 ADJ xcomp
368 quando quando 370 CCONJ mark
369 se se 370 PRON expl:pv
370 busca buscar 273 VERB advcl
371 um um 372 DET det
372 candidato candidato 370 NOUN nsubj
373 de de 374 ADP case
374 centro centro 372 NOUN nmod
375 ou ou 376 CCONJ cc
376 centrodireita centrodireita 374 NOUN conj
377 seja ser 378 AUX cop
378 alckmin alckmin 284 NOUN acl:relcl
379 doria doria 378 NOUN flat
380 luciano luciano 378 NOUN flat
381 huck huck 380 X flat
382 ou ou 384 CCONJ cc
383 qualquer qualquer 384 DET det
384 outro outro 378 PRON conj
385 o o 384 PRON appos
386 que que 388 PRON obj
387 se se 388 PRON nsubj
388 quer querer 385 VERB acl:relcl
389 e e 390 CCONJ cc
390 alguem alguem 378 PRON conj
391 que que 392 PRON nsubj
392 retome retomar 390 VERB acl:relcl
393 o o 394 DET det
394 modelo modelo 392 NOUN obj
395 de de 396 ADP case
396 1994 1994 394 NUM nmod
397 a a 398 ADP case
398 2005 2005 396 NUM nmod
399 como como 401 CCONJ mark
400 temer temer 401 NOUN nsubj
401 tentou tentar 501 VERB advcl
402 fazer fazer 401 VERB xcomp
403 em em 404 ADP case
404 2016 2016 402 NUM nmod
405 e e 406 CCONJ cc
406 2017 2017 404 NUM conj
407 talvez talvez 410 ADV advmod
408 com com 410 ADP case
409 alguma alguma 410 DET det
410 intensificacao intensificacao 281 NOUN nmod
411 de de 413 ADP case
412 o o 413 DET det
413 teor teor 410 NOUN nmod
414 liberal liberal 413 ADJ amod
415 por por 417 ADP case
416 o o 417 DET det
417 lado lado 413 NOUN nmod
418 de de 420 ADP case
419 a o 420 DET det
420 esquerda esquerda 417 NOUN nmod
421 entretanto entretanto 94 ADV advmod
422 e e 424 CCONJ cc
423 menos menos 424 ADV advmod
424 claro claro 113 ADJ conj
425 o o 510 PRON obj
426 que que 428 PRON obj
427 se se 428 PRON expl:pv
428 pretende pretender 425 VERB acl:relcl
429 em em 431 ADP case
430 a o 431 DET det
431 conversa conversa 428 NOUN nmod
432 com com 433 ADP case
433 jornalistas jornalista 431 NOUN nmod
434 em em 436 ADP case
435 a o 436 DET det
436 quartafeira quartafeira 37 NOUN nmod
437 lula lula 436 ADJ appos
438 disse dizer 1 VERB parataxis
439 simultaneamente simultaneamente 438 ADV advmod
440 que que 441 CCONJ mark
441 tem ter 438 VERB ccomp
442 responsabilidade responsabilidade 441 NOUN obj
443 fiscal fiscal 442 ADJ amod
444 e e 447 CCONJ cc
445 que que 447 CCONJ mark
446 vai ir 447 AUX aux
447 retomar retomar 441 VERB conj
448 o o 449 DET det
449 aumento aumento 447 NOUN obj
450 real real 449 ADJ amod
451 de de 453 ADP case
452 o o 453 DET det
453 salario salario 449 NOUN nmod
454 minimo minimo 453 ADJ amod
455 que que 456 PRON nsubj
456 indexa indexar 198 VERB acl:relcl
457 uma um 458 DET det
458 massa massa 456 NOUN obj
459 cada cada 460 DET det
460 vez vez 461 NOUN nmod
461 maior maior 458 ADJ amod
462 de de 463 ADP case
463 beneficios beneficio 458 NOUN nmod
464 previdenciarios previdenciario 463 ADJ amod
465 e e 271 CCONJ cc
466 sociais social 464 ADJ conj
467 disse dizer 246 VERB ccomp
468 que que 441 CCONJ mark
469 nao nao 256 ADV advmod
470 e e 471 CCONJ cc
471 radical radical 469 ADJ conj
472 mas mas 473 CCONJ cc
473 quer querer 467 VERB conj
474 discutir discutir 473 VERB xcomp
475 uma um 477 DET det
476 nova novo 477 ADJ amod
477 constituinte constituinte 474 NOUN obj
478 pois pois 482 CCONJ mark
479 a o 480 DET det
480 elite elite 482 NOUN nsubj
481 ja ja 482 ADV advmod
482 fez fazer 158 VERB advcl
483 uma um 485 DET det
484 nova novo 485 ADJ amod
485 constituicao constituicao 482 NOUN obj
486 atacou atacar 482 VERB ccomp
487 privatizacoes privatizacoes 486 NOUN obj
488 afirmou afirmar 311 VERB ccomp
489 que que 491 CCONJ mark
490 vai ir 491 AUX aux
491 isentar isentar 488 VERB ccomp
492 de de 493 ADP mark
493 ir ir 491 VERB nmod
494 trabalhadores trabalhador 493 NOUN obj
495 que que 496 PRON nsubj
496 ganham ganhar 494 VERB acl:relcl
497 ate ate 498 ADV advmod
498 cinco cinco 499 NUM nummod
499 salarios salario 496 NOUN obj
500 minimos minimo 499 ADJ amod
501 relativizou relativizar 311 VERB ccomp
502 o o 503 DET det
503 crescimento crescimento 501 NOUN obj
504 explosivo explosivo 503 ADJ amod
505 de de 507 ADP case
506 a o 507 DET det
507 divida divida 503 NOUN nmod
508 publica publico 507 ADJ amod
509 e e 510 CCONJ cc
510 defendeu defender 501 VERB conj
511 o o 512 DET det
512 estado estado 510 NOUN obj
513 indutor indutor 512 ADJ amod
514 em em 516 ADP case
515 o o 516 DET det
516 conjunto conjunto 510 NOUN nmod
517 a o 518 DET det
518 receita receita 519 NOUN nsubj
519 parece parecer 311 VERB ccomp
520 mais mais 519 ADV advmod
521 com com 523 ADP case
522 o o 523 DET det
523 periodo periodo 519 NOUN nmod
524 de de 525 ADP case
525 2006 2006 523 NUM nmod
526 a a 527 ADP case
527 2014 2014 525 NUM nmod
528 de de 532 ADP case
529 o o 523 DET det
530 que que 528 ADP fixed
531 com com 532 ADP case
532 aquele aquele 519 PRON nmod
533 de de 532 ADP case
1 1994 1994 9 NUM parataxis
2 a a 3 ADP case
3 2005 2005 1 NUM nmod
4 mas mas 9 CCONJ cc
5 pessoas pessoa 9 NOUN nsubj
6 proximas proximo 5 ADJ amod
7 de de 8 ADP case
8 lula lula 5 NOUN nmod
9 dizem dizer 0 VERB root
10 que que 14 CCONJ mark
11 isso isso 14 PRON nsubj
12 e e 14 AUX cop
13 um um 14 DET det
14 discurso discurso 9 NOUN ccomp
15 para para 17 ADP case
16 as o 17 DET det
17 bases base 14 NOUN nmod
18 de de 20 ADP case
19 o o 20 DET det
20 pt pt 17 PROPN nmod
21 mais mais 23 ADV advmod
22 a a 23 ADP case
23 esquerda esquerda 20 NOUN nmod
24 e e 32 CCONJ cc
25 que que 32 CCONJ mark
26 em em 28 ADP case
27 a o 28 DET det
28 hora hora 32 NOUN nmod
29 de de 30 ADP mark
30 governar governar 28 VERB nmod
31 ele ele 32 PRON nsubj
32 pendera pender 14 VERB conj
33 para para 35 ADP case
34 o o 35 DET det
35 centro centro 32 NOUN nmod
36 a o 37 DET det
37 incerteza incerteza 32 NOUN nsubj
38 sobre sobre 41 ADP case
39 as o 41 DET det
40 reais real 41 ADJ amod
41 intencoes intencoes 37 NOUN nmod
42 de de 43 ADP case
43 lula lula 41 NOUN nmod
44 ou ou 46 CCONJ cc
45 outro outro 46 DET det
46 candidato candidato 43 NOUN conj
47 petista petista 46 ADJ amod
48 e e 49 AUX aux:pass
49 vista ver 9 VERB conj
50 como como 51 ADP case
51 trunfo trunfo 49 NOUN nmod
52 politico politico 51 ADJ amod
53 mas mas 55 CCONJ cc
54 e e 55 CCONJ cc
55 pessima pessimo 51 ADJ conj
56 para para 58 ADP case
57 a o 58 DET det
58 evolucao evolucao 55 NOUN nmod
59 democratica democratico 58 ADJ amod
60 de de 62 ADP case
61 o o 62 DET det
62 pais pais 58 NOUN nmod
63 em em 65 ADP case
64 a o 65 DET det
65 ausencia ausencia 55 NOUN nmod
66 de de 67 ADP case
67 linhas linhas 65 NOUN nmod
68 programaticas programatico 67 ADJ amod
69 claras claro 67 ADJ amod
70 a o 71 DET det
71 campanha campanha 72 NOUN nsubj
72 tendera tender 49 VERB conj
73 ainda ainda 74 ADV advmod
74 mais mais 72 ADV advmod
75 a a 76 ADP mark
76 descambar descambar 72 VERB nmod
77 para para 79 ADP case
78 uma um 79 DET det
79 guerra guerra 76 NOUN nmod
80 exclusiva exclusivo 79 ADJ amod
81 de de 82 ADP case
82 troca troca 79 NOUN nmod
83 de de 84 ADP case
84 acusacoes acusacoe 82 NOUN nmod
85 de de 86 ADP case
86 corrupcao corrupcao 84 NOUN nmod
87 as o 91 DET det
88 grandes grande 91 ADJ amod
89 e e 90 CCONJ cc
90 decisivas decisivo 88 ADJ conj
91 questoes questoe 97 NOUN nsubj:pass
92 de de 93 ADP case
93 politica politica 91 NOUN nmod
94 publica publico 93 ADJ amod
95 nao nao 97 ADV advmod
96 serao ser 97 AUX aux:pass
97 entendidas entender 72 VERB parataxis
98 por por 100 ADP case
99 o o 100 DET det
100 eleitorado eleitorado 97 NOUN nmod
