1 relembre relembrar 0 VERB root
140 em em 142 ADP case
141 o o 142 DET det
142 supremo supremo 139 NOUN nmod
143 em em 146 ADP case
144 os o 146 DET det
145 ultimos ultimo 146 ADJ amod
146 meses mês 50 NOUN nmod
147 ele ele 148 PRON nsubj
148 manteve manter 15 VERB conj
149 o o 150 DET det
150 perfil perfil 148 NOUN obj
151 reservado reservado 150 ADJ amod
152 e e 154 CCONJ cc
153 o o 154 DET det
154 afastamento afastamento 47 NOUN conj
155 de de 157 ADP case
156 os o 157 DET det
157 holofotes holofote 154 NOUN nmod
158 veja ver 54 VERB conj
159 frases frase 158 NOUN obj
160 que que 161 PRON nsubj
161 marcaram marcar 159 VERB acl:relcl
162 a o 163 DET det
163 trajetoria trajetoria 161 NOUN obj
164 de de 165 ADP case
165 teori teori 163 NOUN nmod
166 durante durante 168 ADP case
167 a o 168 DET det
168 carreira carreira 163 NOUN nmod
169 em em 171 ADP case
170 o o 171 DET det
171 stf stf 168 NOUN nmod
172 o o 173 DET det
173 supremo supremo 175 NOUN nsubj
174 havia haver 175 AUX aux
175 recebido receber 54 VERB conj
176 em em 178 ADP case
177 a o 178 DET det
178 vespera vespera 175 NOUN nmod
179 de de 181 ADP case
180 o o 181 DET det
181 recesso recesso 178 NOUN nmod
182 de de 184 ADP case
183 o o 184 DET det
184 judiciario judiciario 181 NOUN nmod
185 em em 186 ADP case
186 dezembro dezembro 175 PROPN nmod
187 de de 188 ADP case
188 2016 2016 186 NUM nmod
189 os o 190 DET det
190 depoimentos depoimento 175 NOUN obj
191 de de 192 ADP case
192 delacoes delacoe 190 NOUN nmod
193 de de 194 ADP case
194 membros membro 192 NOUN nmod
195 de de 197 ADP case
196 a o 197 DET det
197 odebrecht odebrecht 194 NOUN nmod
198 teori teori 199 NOUN nsubj
199 ficou ficar 15 VERB parataxis
200 responsavel responsavel 199 ADJ xcomp
201 por por 203 ADP case
202 a o 203 DET det
203 analise analise 200 NOUN nmod
204 de de 206 ADP case
205 os o 206 DET det
206 documentos documento 203 NOUN nmod
207 e e 211 CCONJ cc
208 os o 209 DET det
209 papeis papei 211 NOUN nsubj:pass
210 foram foram 211 AUX aux:pass
211 guardados guardar 199 VERB conj
212 em em 214 ADP case
213 uma um 214 DET det
214 salacofre salacofre 211 NOUN nmod
215 em em 218 ADP case
216 o o 218 DET det
217 3 3 218 NUM amod
218 andar andar 211 NOUN nmod
219 de de 221 ADP case
220 o o 221 DET det
221 tribunal tribunal 218 NOUN nmod
222 o o 223 DET det
223 ministro ministro 224 NOUN nsubj
224 concedeu conceder 199 VERB conj
225 em em 227 ADP case
226 a o 227 DET det
227 ocasiao ocasiao 224 NOUN nmod
228 uma um 230 DET det
229 rara raro 230 ADJ amod
230 entrevista entrevista 224 NOUN obj
231 a a 233 ADP case
232 o o 233 DET det
233 jornal jornal 224 NOUN iobj
234 nacional nacional 233 ADJ amod
235 em em 237 ADP case
236 a o 237 DET det
237 qual qual 238 PRON nmod
238 afirmava afirmar 233 VERB acl:relcl
