1 dois dois 2 NUM nummod
164 marquez marquez 163 NOUN flat
165 y y 167 CCONJ cc
166 su su 167 DET det:poss
167 orquestra orquestra 163 NOUN conj
168 clique clicar 253 VERB conj
169 aqui aqui 168 ADV advmod
170 eldorado eldorado 168 NOUN appos
171 24 24 168 NUM nmod
172 de de 173 ADP case
173 julho julho 171 PROPN nmod
174 de de 175 ADP case
175 2017 2017 173 NUM nmod
176 segundafeira segundafeira 313 NOUN nsubj
177 sonora sonoro 176 ADJ amod
178 abrete abrete 176 NOUN appos
179 sesamo sesamo 178 NOUN flat
180 ramon ramon 178 NOUN appos
181 marquez marquez 180 PROPN flat
182 e e 184 CCONJ cc
183 sua sua 184 DET det:poss
184 orquestra orquestra 341 NOUN conj
185 https//wwwyoutubecom/watchv2hna07lphj0 https//wwwyoutubecom/watchv2hna07lphj0 184 X appos
186 comecar comecar 367 VERB parataxis
187 em em 189 ADP case
188 o o 189 DET det
189 124 124 186 NUM nmod
190 o o 191 DET det
191 estadao estadao 186 NOUN nsubj
192 em em 193 ADP case
193 cima cima 191 NOUN nmod
194 de de 196 ADP case
195 a o 196 DET det
196 mesa mesa 193 NOUN nmod
197 conta contar 9 VERB parataxis
198 em em 199 ADP case
199 manchete manchete 197 NOUN nmod
200 de de 202 ADP case
201 primeira primeiro 202 ADJ amod
202 pagina pagina 199 NOUN nmod
203 camara camara 204 NOUN nsubj
204 quer querer 9 VERB parataxis
205 mudar mudar 204 VERB xcomp
206 delacao delacao 205 NOUN obj
207 premiada premiado 206 ADJ amod
208 a o 210 DET det
209 primeira primeiro 210 ADJ amod
210 pergunta pergunta 204 NOUN nsubj
211 que que 213 CCONJ mark
212 nao nao 213 ADV advmod
213 quer querer 210 VERB acl:relcl
214 calar calar 213 VERB xcomp
215 e e 222 CCONJ cc
216 por por 217 ADP case
217 que que 222 PRON nmod
218 a o 219 DET det
219 segunda segunda 222 NOUN nsubj
220 eles eles 222 PRON nsubj
221 vao ir 222 AUX aux
222 conseguir conseguir 213 VERB conj
223 estadao estadao 222 NOUN obj
224 abre abrir 225 ADJ case
225 semana semana 222 NOUN nmod
226 com com 227 ADP case
227 reportagem reportagem 127 NOUN nmod
228 de de 229 ADP case
229 isadora isador 227 NOUN nmod
230 peron peron 229 ADJ flat
231 de de 233 ADP case
232 a o 233 DET det
233 sucursal sucursal 229 NOUN nmod
234 de de 235 ADP case
235 brasilia brasilia 233 NOUN nmod
236 informando informar 61 VERB acl
237 que que 253 CCONJ mark
238 em em 240 ADP case
239 o o 240 DET det
240 debate debate 253 NOUN nmod
241 sobre sobre 244 ADP case
242 o o 244 DET det
243 novo novo 244 ADJ amod
244 codigo codigo 240 NOUN nmod
245 de de 246 ADP case
246 processo processo 244 NOUN nmod
247 penal penal 246 ADJ amod
248 cpp cpp 222 NOUN nsubj
249 em em 251 ADP case
250 a o 251 DET det
251 camara camara 399 NOUN nmod
252 deputados deputado 251 ADJ amod
253 discutem discutir 236 VERB ccomp
254 mudancas mudanca 253 NOUN obj
255 em em 257 ADP case
256 as o 257 DET det
257 regras regra 485 NOUN nmod
258 de de 259 ADP case
259 delacao delacao 257 NOUN nmod
260 premiada premiado 259 ADJ amod
261 prisao prisao 257 NOUN appos
262 preventiva preventivo 261 ADJ amod
263 e e 264 CCONJ cc
264 conducao conducao 261 NOUN conj
265 coercitiva coercitivo 264 ADJ amod
266 alem alem 405 ADV advmod
267 de de 269 ADP case
268 a o 269 DET det
269 revogacao revogacao 266 NOUN nmod
270 de de 272 ADP case
271 o o 272 DET det
272 entendimento entendimento 269 NOUN nmod
273 de de 281 ADP mark
274 que que 281 CCONJ mark
275 as o 276 DET det
276 penas penas 281 NOUN nsubj:pass
277 podem podem 281 AUX aux
278 comecar comecar 281 AUX aux
279 a a 281 ADP mark
280 ser ser 281 AUX aux:pass
281 cumpridas cumprir 272 VERB nmod
282 apos apos 284 ADP case
283 a o 284 DET det
284 condenacao condenacao 281 NOUN nmod
285 em em 287 ADP case
286 segunda segundo 287 ADJ amod
287 instancia instancia 284 NOUN nmod
288 as o 289 DET det
289 medidas medida 313 NOUN nsubj
290 que que 295 PRON nsubj
291 em em 292 ADP case
292 parte parte 295 NOUN nmod
293 se se 295 PRON expl:pv
294 tornaram tornar 295 AUX cop
295 pilares pilar 289 NOUN acl:relcl
296 de de 298 ADP case
297 a o 298 DET det
298 operacao operacao 295 NOUN nmod
299 lava lava 298 NOUN appos
300 jato jato 299 NOUN flat
301 costumam costumar 272 VERB nmod
302 ser ser 303 AUX cop
303 alvo alvo 301 NOUN xcomp
304 de de 305 ADP case
305 criticas criticas 303 NOUN nmod
306 de de 308 ADP case
307 os o 308 DET det
308 parlamentares parlamentar 305 NOUN nmod
309 o o 310 DET det
310 ministerio ministerio 313 NOUN nsubj
311 publico publico 310 ADJ amod
312 federal federal 310 ADJ amod
313 atribui atribuir 272 VERB nmod
314 a o 315 DET case
315 colaboracao colaboracao 313 NOUN obj
316 premiada premiado 315 ADJ amod
317 importancia importancia 313 NOUN obj
318 significativa significativo 317 ADJ amod
319 para para 321 ADP case
320 o o 321 DET det
321 sucesso sucesso 317 NOUN nmod
322 de de 324 ADP case
323 a o 324 DET det
324 operacao operacao 321 NOUN nmod
325 e e 326 CCONJ cc
326 considera considerar 313 VERB conj
327 que que 333 CCONJ mark
328 acoes acoe 333 NOUN nsubj
329 para para 330 ADP mark
330 rever rever 328 VERB nmod
331 os o 332 DET det
332 acordos acordo 330 NOUN obj
333 tem ter 326 VERB ccomp
334 por por 335 ADP case
335 objetivo objetivo 333 NOUN nmod
336 enfraquecer enfraquecer 333 VERB xcomp
337 as o 338 DET det
338 investigacoes investigacoe 336 NOUN obj
339 atualmente atualmente 333 ADV advmod
340 o o 341 DET det
341 instrumento instrumento 333 NOUN nsubj
342 e e 343 CCONJ cc
343 regulado regular 532 VERB conj
344 por por 346 ADP case
345 a o 346 DET det
346 lei lei 343 NOUN nmod
347 que que 348 PRON nsubj
348 trata tratar 346 VERB acl:relcl
349 de de 350 ADP case
350 organizacoes organizacoe 348 NOUN nmod
351 criminosas criminoso 350 ADJ amod
352 de de 353 ADP case
353 2013 2013 350 NUM nmod
354 de de 356 ADP case
355 os o 356 DET det
356 artigos artigo 350 NOUN nmod
357 que que 358 PRON nsubj
358 constam constar 356 VERB acl:relcl
359 em em 362 ADP case
360 o o 362 DET det
361 atual atual 362 ADJ amod
362 codigo codigo 358 NOUN nmod
363 a o 364 DET det
364 prisao prisao 548 NOUN nsubj
365 preventiva preventivo 364 ADJ amod
366 nao nao 367 ADV advmod
367 tem ter 326 VERB ccomp
368 duracao duracao 367 NOUN obj
369 determinada determinado 368 ADJ amod
370 e e 375 CCONJ cc
371 a o 375 DET det
372 conducao conducao 367 NOUN nsubj
373 coercitiva coercitivo 372 ADJ amod
374 nao nao 375 ADV advmod
375 preve prever 367 VERB conj
376 punicao punicao 375 NOUN obj
377 em em 378 ADP case
378 caso caso 375 NOUN nmod
379 de de 380 ADP case
380 uso uso 378 NOUN nmod
381 considerado considerar 380 VERB acl
382 abusivo abusivo 381 ADJ xcomp
383 a o 384 DET det
384 reforma reforma 127 NOUN nsubj
385 em em 387 ADP case
386 o o 387 DET det
387 cpp cpp 384 NOUN nmod
388 que que 392 PRON nsubj
389 e e 392 CCONJ cc
390 de de 391 ADP case
391 1941 1941 233 NUM nmod
392 teve ter 210 VERB acl:relcl
393 inicio inicio 392 NOUN obj
394 em em 396 ADP case
395 o o 396 DET det
396 senado senado 392 NOUN nmod
397 e e 399 CCONJ cc
398 foi foi 399 AUX aux:pass
399 aprovada aprovar 392 VERB conj
400 em em 401 ADP case
401 2010 2010 399 NUM nmod
402 em em 404 ADP case
403 a o 404 DET det
404 camara camara 399 NOUN nmod
405 ficou ficar 9 VERB conj
406 esquecida esquecido 405 ADJ xcomp
407 ate ate 409 ADP case
408 o o 409 DET det
409 ano ano 406 NOUN nmod
410 passado passado 409 ADJ amod
411 e e 413 CCONJ cc
412 foi foi 413 AUX aux:pass
413 desengavetada desengavetar 253 VERB conj
414 durante durante 416 ADP case
415 a o 416 DET det
416 presidencia presidencia 413 NOUN nmod
417 de de 419 ADP case
418 o o 419 DET det
419 exdeputado exdeputado 416 NOUN nmod
420 eduardo eduardo 419 NOUN appos
421 cunha cunha 420 NOUN flat
422 pmdbrj pmdbrj 420 PROPN flat
423 alvo alvo 253 NOUN obj
424 de de 426 ADP case
425 a o 426 DET det
426 lava lava 423 NOUN nmod
427 jato jato 514 NOUN mark
428 o o 429 DET det
429 peemedebista peemedebista 514 NOUN nsubj
430 teve ter 204 VERB conj
431 a o 315 DET det
432 prisao prisao 313 NOUN obj
433 preventiva preventivo 315 ADJ amod
434 decretada decretar 317 VERB acl
435 em em 436 ADP case
436 outubro outubro 434 PROPN nmod
437 de de 438 ADP case
438 2016 2016 436 NUM nmod
439 e e 529 CCONJ cc
440 esta esta 367 PRON conj
441 atualmente atualmente 440 ADV advmod
442 em em 443 ADP case
443 curitiba curitiba 440 NOUN nmod
444 presidente presidente 440 NOUN nsubj
445 de de 447 ADP case
446 a o 447 DET det
447 comissao comissao 444 NOUN nmod
448 que que 449 PRON nsubj
449 discute discutir 447 VERB acl:relcl
450 o o 451 DET det
451 cpp cpp 449 NOUN obj
452 em em 454 ADP case
453 a o 454 DET det
454 casa casa 333 NOUN nmod
455 o o 456 DET det
456 deputado deputado 367 NOUN nsubj
457 danilo danilo 456 PROPN appos
458 forte forte 457 ADJ amod
459 psbce psbce 456 NOUN appos
460 que que 461 PRON nsubj
461 apareceu aparecer 456 VERB acl:relcl
462 recentemente recentemente 461 ADV advmod
463 em em 465 ADP case
464 a o 465 DET det
465 lambanca lambanca 461 NOUN nmod
466 que que 468 PRON obj
467 temer temer 468 VERB aux
468 fez fazer 465 VERB acl:relcl
469 querendo querer 461 VERB acl
470 atravessar atravessar 469 VERB xcomp
471 em em 473 ADP case
472 a o 473 DET det
473 adesao adesao 470 NOUN nmod
474 de de 476 ADP case
475 os o 476 DET det
476 dissidentes dissidente 473 NOUN nmod
477 de de 479 ADP case
478 o o 479 DET det
479 psb psb 244 NOUN nmod
480 a a 482 ADP case
481 o o 482 DET det
482 dem dem 143 PROPN nmod
483 tem ter 484 AUX aux
484 defendido defender 9 VERB conj
485 alteracoes alteracoes 484 NOUN obj
486 em em 488 ADP case
487 os o 488 DET det
488 acordos acordo 485 NOUN nmod
489 de de 490 ADP case
490 delacoes delacoe 488 NOUN nmod
491 premiadas premiado 490 ADJ amod
492 e e 399 CCONJ cc
493 em em 495 ADP case
494 a o 495 DET det
495 aplicacao aplicacao 392 NOUN conj
496 de de 498 ADP case
497 a o 498 DET det
498 conducao conducao 495 NOUN nmod
499 coercitiva coercitivo 498 ADJ amod
500 esses esses 501 DET det
501 pontos ponto 502 NOUN nsubj
502 estao estao 9 VERB conj
503 em em 504 ADP case
504 discussao discussao 405 NOUN nmod
505 mas mas 509 CCONJ cc
506 ainda ainda 509 ADV advmod
507 nao nao 509 ADV advmod
508 foram foram 509 AUX aux:pass
509 sistematizados sistematizar 253 VERB conj
510 em em 512 ADP case
511 um um 512 DET det
512 relatorio relatorio 509 NOUN nmod
513 forte forte 512 ADJ amod
514 discorda discordar 204 VERB conj
515 de de 517 ADP case
516 o o 517 DET det
517 fato fato 514 NOUN nmod
518 de de 523 ADP mark
519 uma um 520 DET det
520 pessoa pessoa 295 NOUN nsubj
521 presa preso 520 ADJ amod
522 poder poder 523 AUX aux
523 fechar fechar 272 VERB nmod
524 acordos acordo 523 NOUN obj
525 de de 526 ADP case
526 delacao delacao 524 NOUN nmod
527 premiada premiado 526 ADJ amod
528 e e 529 CCONJ cc
529 defende defender 313 VERB conj
530 que que 532 CCONJ mark
531 hoje hoje 532 ADV advmod
532 ha ha 326 VERB ccomp
533 um um 534 DET det
534 poder poder 532 NOUN obj
535 excessivo excessivo 534 ADJ amod
536 concentrado concentrado 534 ADJ amod
537 em em 539 ADP case
538 as o 539 DET det
539 maos mao 536 NOUN nmod
540 de de 542 ADP case
541 os o 542 DET det
542 procuradores procurador 539 NOUN nmod
543 para para 548 ADP mark
544 ele ele 548 PRON nsubj
545 o o 546 DET det
546 juiz juiz 548 NOUN nsubj
547 deveria dever 548 AUX aux
548 acompanhar acompanhar 532 VERB advcl
549 toda toda 346 DET det
1 a o 2 DET det
2 negociacao negociacao 28 NOUN nsubj
3 entre entre 5 ADP case
4 o o 5 DET det
5 ministerio ministerio 2 NOUN nmod
6 publico publico 5 ADJ amod
7 e e 9 CCONJ cc
8 o o 9 DET det
9 delator delator 5 NOUN conj
10 e e 13 CCONJ cc
11 nao nao 12 ADV advmod
12 apenas apenas 13 ADV advmod
13 ter ter 2 VERB conj
14 acesso acesso 13 NOUN obj
15 a a 17 ADP case
16 o o 17 DET det
17 acordo acordo 14 NOUN nmod
18 em em 20 ADP case
19 o o 20 DET det
20 final final 13 NOUN nmod
21 de de 23 ADP case
22 o o 23 DET det
23 processo processo 20 NOUN nmod
24 aliado aliado 23 ADJ amod
25 de de 26 ADP case
26 temer temer 23 NOUN nmod
27 ele ele 28 PRON nsubj
28 faz fazer 0 VERB root
29 criticas criticas 28 NOUN obj
30 a a 32 ADP case
31 o o 32 DET det
32 acordo acordo 29 NOUN nmod
33 fechado fechar 32 VERB acl
34 com com 36 ADP case
35 os o 36 DET det
36 irmaos irmao 33 NOUN nmod
37 joesley joesley 36 NOUN appos
38 e e 39 CCONJ cc
39 wesley wesley 37 NOUN conj
40 batista batista 39 ADJ amod
41 e e 42 CCONJ cc
42 diz dizer 28 VERB conj
43 que que 60 CCONJ mark
44 o o 45 DET det
45 perdao perdao 60 NOUN nsubj
46 de de 48 ADP case
47 a o 48 DET det
48 pena pena 45 NOUN nmod
49 concedido conceder 45 VERB acl
50 a a 51 ADP case
51 eles eles 49 PRON nmod
52 por por 54 ADP case
53 o o 54 DET det
54 procuradorgeral procuradorgeral 49 NOUN nmod
55 de de 57 ADP case
56 a o 57 DET det
57 republica republica 54 NOUN nmod
58 rodrigo rodrigo 45 NOUN appos
59 janot janot 58 NOUN flat
60 foi foi 42 VERB ccomp
61 excessivo excessivo 60 ADJ xcomp
62 forte forte 60 ADJ xcomp
63 tambem tambem 64 ADV advmod
64 considera considerar 28 VERB conj
65 que que 68 CCONJ mark
66 e e 64 VERB ccomp
67 preciso preciso 66 ADJ xcomp
68 prever prever 64 VERB ccomp
69 punicoes punicoe 68 NOUN obj
70 para para 72 ADP mark
71 quem quem 72 PRON nsubj
72 desrespeitar desrespeitar 69 VERB nmod
73 as o 74 DET det
74 regras regra 72 NOUN obj
75 de de 77 ADP case
76 a o 77 DET det
77 conducao conducao 74 NOUN nmod
78 coercitiva coercitivo 77 ADJ amod
79 que que 82 PRON nsubj:pass
80 deve dever 82 AUX aux
81 ser ser 82 AUX aux:pass
82 colocada colocar 74 VERB acl:relcl
83 em em 84 ADP case
84 pratica pratica 82 NOUN nmod
85 somente somente 90 ADV advmod
86 se se 90 CCONJ mark
87 uma um 88 DET det
88 pessoa pessoa 90 NOUN nsubj
89 se se 90 PRON expl:pv
90 negar negar 82 VERB advcl
91 a a 92 ADP mark
92 prestar prestar 90 VERB nmod
