1 comunidade comunidade 3 NOUN nsubj
89 china china 88 NOUN appos
90 e e 91 CCONJ cc
91 japao japao 89 NOUN conj
92 ja ja 94 ADV advmod
93 estao estao 94 AUX aux
94 monitorando monitorar 424 VERB conj
95 as o 96 DET det
96 condicoes condicoe 94 NOUN obj
97 radioativas radioativo 96 ADJ amod
98 em em 100 ADP case
99 a o 100 DET det
100 regiao regiao 94 NOUN nmod
101 este este 452 PRON nsubj
102 e e 105 CCONJ cc
103 o o 105 DET det
104 sexto sexto 105 ADJ amod
105 teste teste 219 NOUN conj
106 atomico atomico 105 ADJ amod
107 feito feito 105 VERB acl
108 por por 109 ADP case
109 pyongyang pyongyang 107 NOUN nmod
110 em em 114 ADP case
111 os o 114 DET det
112 ultimos ultimo 114 ADJ amod
113 11 11 114 NUM nummod
114 anos ano 107 NOUN nmod
115 e e 118 CCONJ cc
116 o o 118 DET det
117 mais mais 118 DET det
118 poderoso poderoso 219 NOUN conj
119 ate ate 120 ADP mark
120 agora agora 118 ADV nmod
121 o o 122 DET det
122 secretario secretario 366 NOUN nsubj
123 geral geral 122 ADJ amod
124 de de 126 ADP case
125 as o 126 DET det
126 nacoes nacoe 122 NOUN nmod
127 unidas unido 126 ADJ amod
128 antonio antonio 122 NOUN appos
129 guterres guterres 128 NOUN flat
130 qualificou qualificar 19 VERB conj
131 evento evento 130 NOUN obj
132 como como 134 ADP mark
133 profundamente profundamente 134 ADV advmod
134 desestabilizador desestabilizador 130 ADJ nmod
135 para para 137 ADP case
136 a o 137 DET det
137 seguranca seguranca 134 NOUN nmod
138 regional regional 137 ADJ amod
139 e e 140 CCONJ cc
140 pediu pedir 295 VERB conj
141 a a 142 ADP case
142 pyongyang pyongyang 140 NOUN iobj
143 para para 144 ADP mark
144 interromper interromper 140 VERB nmod
145 essas essas 146 DET det
146 acoes acoe 408 NOUN obj
147 esse esse 148 DET det
148 ato ato 229 NOUN obj
149 e e 452 CCONJ cc
150 ainda ainda 151 ADV advmod
151 outra outra 452 PRON nsubj
152 seria seria 153 AUX cop
153 violacao violacao 452 NOUN conj
154 de de 156 ADP case
155 as o 156 DET det
156 obrigacoes obrigacoe 153 NOUN nmod
157 internacionais internacional 156 ADJ amod
158 de de 160 ADP case
159 a o 160 DET det
160 coreia coreia 156 NOUN nmod
161 de de 163 ADP case
162 o o 163 DET det
163 norte norte 160 NOUN nmod
164 e e 165 CCONJ cc
165 mina minar 427 VERB conj
166 os o 167 DET det
167 esforcos esforco 452 NOUN obj
168 internacionais internacional 167 ADJ amod
169 para para 172 ADP case
170 a o 172 DET det
171 nao nao 172 ADV advmod
172 proliferacao proliferacao 167 NOUN nmod
173 nuclear nuclear 172 ADJ amod
174 e e 176 CCONJ cc
175 o o 176 DET det
176 desarmamento desarmamento 172 NOUN conj
177 disse dizer 29 VERB conj
178 guterres guterres 177 NOUN nsubj
179 em em 181 ADP case
180 um um 181 DET det
181 comunicado comunicado 177 NOUN nmod
182 em em 184 ADP case
183 o o 184 DET det
184 twitter twitter 181 PROPN nmod
185 donald donald 295 PROPN nsubj
186 trump trump 293 PROPN flat
187 disse dizer 19 VERB parataxis
188 que que 219 CCONJ mark
189 as o 190 DET det
190 palavras palavra 219 NOUN nsubj
191 e e 192 CCONJ cc
192 acoes acoe 190 NOUN conj
193 de de 195 ADP case
194 a o 195 DET det
195 coreia coreia 190 NOUN nmod
196 de de 198 ADP case
197 o o 198 DET det
198 norte norte 195 NOUN nmod
199 continuam continuar 200 AUX aux
200 sendo ser 187 VERB ccomp
201 muito muito 202 ADV advmod
202 hostis hostil 200 ADJ xcomp
203 e e 204 CCONJ cc
204 perigosas perigoso 202 ADJ conj
205 para para 207 ADP case
206 os o 207 DET det
207 estados estado 51 NOUN nmod
208 unidos unido 207 ADJ amod
209 ele ele 211 PRON nsubj
210 ainda ainda 211 ADV advmod
211 disse dizer 19 VERB conj
212 que que 219 CCONJ mark
213 o o 214 DET det
214 pais pais 219 NOUN nsubj
215 se se 219 PRON expl:pv
216 tornou tornar 219 AUX cop
217 uma um 219 DET det
218 grande grande 219 ADJ amod
219 ameaca ameaca 211 NOUN ccomp
220 e e 222 CCONJ cc
221 um um 222 DET det
222 constrangimento constrangimento 219 NOUN conj
223 para para 225 ADP case
224 a o 225 DET det
225 china china 222 NOUN nmod
226 que que 228 PRON nsubj
227 esta esta 228 AUX aux
228 tentando tentar 225 VERB acl:relcl
229 ajudar ajudar 228 VERB xcomp
230 mas mas 272 CCONJ cc
231 com com 233 ADP case
232 pouco pouco 233 DET det
233 sucesso sucesso 234 NOUN nmod
234 questionado questionar 65 VERB conj
235 neste neste 236 ADP case
236 domingo domingo 234 PROPN nmod
237 a a 239 ADP case
238 o o 239 DET det
239 deixar deixar 272 VERB advcl
240 um um 241 DET det
241 culto culto 239 NOUN obj
242 religioso religioso 241 ADJ amod
243 em em 245 ADP case
244 uma um 245 DET det
245 igreja igreja 239 NOUN nmod
246 se se 249 CCONJ mark
247 os o 248 DET det
248 eua eua 249 PRON nsubj
249 atacarao atacar 239 VERB advcl
250 a o 251 DET det
251 coreia coreia 249 NOUN obj
252 de de 254 ADP case
253 o o 254 DET det
254 norte norte 251 NOUN nmod
255 trump trump 256 PRON nsubj
256 respondeu responder 424 VERB acl:relcl
257 vamos ir 258 AUX aux
258 ver ver 256 VERB ccomp
259 segundo segundo 261 ADP case
260 a o 261 DET det
261 agencia agencia 366 NOUN nmod
262 reuters reuter 261 ADJ amod
263 trump trump 366 PROPN nsubj
264 e e 266 CCONJ cc
265 sua sua 266 DET det:poss
266 equipe equipe 89 NOUN conj
267 nacional nacional 266 ADJ amod
268 de de 269 ADP case
269 seguranca seguranca 266 NOUN nmod
270 devem devem 272 AUX aux
271 se se 272 PRON obj
272 reunir reunir 211 VERB ccomp
273 hoje hoje 272 ADV advmod
274 para para 275 ADP mark
275 tratar tratar 272 VERB advcl
276 de de 278 ADP case
277 o o 278 DET det
278 teste teste 275 NOUN nmod
279 de de 281 ADP case
280 a o 281 DET det
281 coreia coreia 278 NOUN nmod
282 de de 284 ADP case
283 o o 284 DET det
284 norte norte 281 NOUN nmod
285 em em 286 ADP case
286 paralelo paralelo 107 NOUN nmod
287 o o 288 DET det
288 secretario secretario 295 NOUN nsubj
289 de de 291 ADP case
290 o o 291 DET det
291 tesouro tesouro 288 NOUN nmod
292 norteamericano norteamericano 412 ADJ amod
293 steven steven 288 PROPN appos
294 mnuchin mnuchin 293 PROPN flat
295 anunciou anunciar 187 VERB ccomp
296 que que 298 CCONJ mark
297 ira ira 298 AUX aux
298 preparar preparar 295 VERB ccomp
299 uma um 300 DET det
300 serie serie 298 NOUN obj
301 de de 302 ADP case
302 sancoes sancoe 300 NOUN nmod
303 que que 304 PRON obj
304 apresentarei apresentar 302 VERB acl:relcl
305 a a 307 ADP case
306 o o 307 DET det
307 presidente presidente 304 NOUN iobj
308 para para 309 ADP mark
309 punir punir 298 VERB advcl
310 a o 311 DET det
311 coreia coreia 309 NOUN obj
312 de de 314 ADP case
313 o o 314 DET det
314 norte norte 311 NOUN nmod
315 aqueles aqueles 239 PRON obj
316 que que 304 PRON nsubj
317 fazem fazer 315 VERB acl:relcl
318 negocios negocio 317 NOUN obj
319 com com 320 ADP case
320 eles eles 304 PRON nmod
321 coreia coreia 219 NOUN nsubj
322 de de 324 ADP case
323 o o 324 DET det
324 norte norte 321 NOUN nmod
325 nao nao 327 ADV advmod
326 poderao poder 327 AUX aux
327 fazer fazer 219 VERB csubj
328 negocios negocio 327 NOUN obj
329 conosco conosco 330 X nmod
330 trabalharemos trabalhar 353 VERB advcl
331 com com 333 ADP case
332 nossos nossos 333 DET det:poss
333 aliados aliado 330 NOUN nmod
334 trabalharemos trabalhar 298 VERB ccomp
335 com com 337 ADP case
336 a o 337 DET det
337 china china 334 NOUN nmod
338 indicou indicar 295 VERB parataxis
339 segundo segundo 341 ADP case
340 a o 341 DET det
341 coreia coreia 452 NOUN nmod
342 de de 344 ADP case
343 o o 344 DET det
344 norte norte 341 NOUN nmod
345 o o 346 DET det
346 teste teste 452 NOUN nsubj
347 foi foi 338 VERB ccomp
348 bemsucedido bemsucedido 347 ADJ xcomp
349 a o 350 DET det
350 bomba bomba 353 NOUN nsubj:pass
351 pode pode 353 AUX aux
352 ser ser 353 AUX aux:pass
353 carregada carregar 315 VERB acl:relcl
354 em em 357 ADP case
355 o o 357 DET det
356 novo novo 357 ADJ amod
357 missil missil 353 NOUN nmod
358 balistico balistico 357 ADJ amod
359 intercontinental intercontinental 357 ADJ amod
360 de de 362 ADP case
361 o o 362 DET det
362 pais pais 357 NOUN nmod
363 o o 364 DET det
364 teste teste 452 NOUN nsubj
365 nuclear nuclear 364 ADJ amod
366 provocou provocar 295 VERB ccomp
367 um um 368 DET det
368 tremor tremor 366 NOUN obj
369 de de 370 ADP case
370 magnitude magnitude 368 NOUN nmod
371 63 63 370 NUM appos
372 em em 374 ADP case
373 o o 374 DET det
374 territorio territorio 353 NOUN nmod
375 nortecoreano nortecoreano 374 ADJ amod
376 logo logo 377 ADV advmod
377 depois depois 275 ADV mark
378 de de 377 ADP case
379 o o 377 DET det
380 terremoto terremoto 382 NOUN nmod
381 toquio toquio 380 PROPN appos
382 confirmou confirmar 295 VERB advcl
383 se se 384 CCONJ expl:pv
384 tratar tratar 382 VERB ccomp
385 de de 387 ADP case
386 um um 387 DET det
387 teste teste 384 NOUN nmod
388 nuclear nuclear 387 ADJ amod
389 o o 390 DET det
390 ministerio ministerio 366 NOUN nsubj
391 de de 393 ADP case
392 a o 393 DET det
393 defesa defesa 390 NOUN nmod
394 de de 396 ADP case
395 o o 396 DET det
396 japao japao 390 NOUN nmod
397 disse dizer 295 VERB ccomp
398 que que 298 CCONJ mark
399 havia haver 400 AUX aux
400 despachado despachar 397 VERB ccomp
401 por por 403 ADP case
402 o o 403 DET det
403 menos menos 404 ADV advmod
404 tres tres 405 NUM nummod
405 jatos jato 384 NOUN obj
406 militares militar 405 ADJ amod
407 para para 408 ADP mark
408 testar testar 384 VERB advcl
409 a o 410 DET det
410 radiacao radiacao 408 NOUN obj
411 o o 412 DET det
412 primeiroministro primeiroministro 249 NOUN nsubj
413 japones japones 412 ADJ amod
414 shinzo shinzo 412 PROPN appos
415 abe abe 414 PROPN flat
416 disse dizer 295 VERB ccomp
417 que que 424 CCONJ mark
418 o o 420 DET det
419 novo novo 420 ADJ amod
420 teste teste 424 NOUN nsubj
421 nuclear nuclear 420 ADJ amod
422 foi foi 424 AUX cop
423 uma um 424 DET det
424 ameaca ameaca 295 NOUN ccomp
425 de de 426 ADP case
426 seguranca seguranca 424 NOUN nmod
427 seria seria 426 ADJ amod
428 e e 429 CCONJ cc
429 imediata imediato 427 ADJ conj
430 que que 431 PRON nsubj
431 aumenta aumentar 424 VERB acl:relcl
432 ainda ainda 433 ADV advmod
433 mais mais 431 ADV advmod
434 o o 435 DET det
435 perigo perigo 431 NOUN obj
436 de de 438 ADP case
437 o o 438 DET det
438 regime regime 435 NOUN nmod
439 e e 440 CCONJ cc
440 compromete comprometer 431 VERB conj
441 seriamente seriamente 440 ADV advmod
442 a o 443 DET det
443 paz paz 440 NOUN obj
444 e e 446 CCONJ cc
445 a o 446 DET det
446 seguranca seguranca 443 NOUN conj
447 em em 449 ADP case
448 o o 449 DET det
449 pais pais 440 NOUN nmod
450 a o 451 DET det
451 china china 452 NOUN nsubj
452 condenou condenar 295 VERB conj
453 energicamente energicamente 452 ADV advmod
454 o o 456 DET det
455 novo novo 456 ADJ amod
456 teste teste 452 NOUN obj
457 nuclear nuclear 456 ADJ amod
458 segundo segundo 459 ADP case
459 comunicado comunicado 452 NOUN nmod
460 de de 462 ADP case
461 o o 462 DET det
462 ministerio ministerio 459 NOUN nmod
463 de de 464 ADP case
464 assuntos assunto 462 NOUN nmod
465 exteriores exterior 464 ADJ amod
466 de de 468 ADP case
467 o o 468 DET det
468 pais pais 462 NOUN nmod
469 de de 470 ADP case
470 acordo acordo 452 NOUN nmod
471 com com 459 ADP case
