1 segundafeira segundafeira 10 NOUN parataxis
128 de de 130 ADP mark
129 que que 130 CCONJ mark
130 houve haver 33 VERB nmod
131 um um 133 DET det
132 serio serio 133 ADJ amod
133 incidente incidente 154 NOUN obj
134 aproximadamente aproximadamente 137 ADV advmod
135 as o 137 DET det
136 21h15 21h15 137 NUM nummod
137 hora hora 312 NOUN obj
138 de de 161 ADP case
139 brasilia brasilia 137 NOUN nmod
140 foi foi 141 AUX aux:pass
141 informaddo informadr 52 VERB ccomp
142 que que 143 CCONJ mark
143 havia haver 199 VERB ccomp
144 19 19 145 NUM nummod
145 mortos morto 143 NOUN obj
146 e e 148 CCONJ cc
147 50 50 148 NUM nummod
148 feridos ferido 145 NOUN conj
149 em em 151 ADP case
150 a o 151 DET det
151 arena arena 124 NOUN nmod
152 em em 153 ADP case
153 que que 154 PRON nmod
154 houve haver 151 VERB acl:relcl
155 o o 156 DET det
156 show show 154 NOUN obj
157 em em 159 ADP case
158 a o 159 DET det
159 cidade cidade 154 NOUN nmod
160 de de 161 ADP case
161 manchester manchester 159 NOUN nmod
162 ainda ainda 164 ADV advmod
163 nao nao 164 ADV advmod
164 estao estao 52 VERB ccomp
165 claras claro 164 ADJ xcomp
166 as o 167 DET det
167 circunstancias circunstancia 281 NOUN nsubj
168 de de 170 ADP case
169 o o 170 DET det
170 ocorrido ocorrido 167 NOUN nmod
171 um um 172 DET det
172 fa fa 312 NOUN nsubj
173 registrou registrar 272 VERB acl:relcl
174 em em 175 ADP case
175 video video 173 NOUN nmod
176 o o 177 DET det
177 correcorre correcorre 173 NOUN obj
178 em em 180 ADP case
179 o o 180 DET det
180 local local 281 NOUN nmod
181 veja ver 52 VERB parataxis
182 aqui aqui 181 ADV advmod
183 informacoes informacoe 281 NOUN obj
184 atualizadas atualizado 183 ADJ amod
185 de de 187 ADP case
186 o o 187 DET det
187 incidente incidente 183 NOUN nmod
188 o o 189 DET det
189 perito perito 281 NOUN nsubj
190 ricardo ricardo 189 NOUN appos
191 molina molina 190 ADJ flat
192 contratado contratar 189 VERB acl
193 por por 195 ADP case
194 os o 195 DET det
195 advogados advogado 192 NOUN nmod
196 de de 80 ADP case
197 michel michel 80 ADJ amod
198 temer temer 195 NOUN nmod
199 declarou declarar 10 VERB parataxis
200 em em 201 ADP case
201 entrevista entrevista 199 NOUN nmod
202 coletiva coletivo 201 ADJ amod
203 que que 381 CCONJ mark
204 o o 205 DET det
205 audio audio 406 NOUN nsubj
206 de de 208 ADP case
207 a o 208 DET det
208 conversa conversa 205 NOUN nmod
209 entre entre 211 ADP case
210 o o 211 DET det
211 presidente presidente 208 NOUN nmod
212 e e 214 CCONJ cc
213 o o 214 DET det
214 proprietario proprietario 211 NOUN conj
215 de de 217 ADP case
216 a o 217 DET det
217 jbs jbs 214 NOUN nmod
218 e e 219 CCONJ cc
219 imprestavel imprestavel 143 ADJ conj
220 como como 221 ADP case
221 prova prova 219 NOUN nmod
222 em em 224 ADP case
223 uma um 224 DET det
224 investigacao investigacao 221 NOUN nmod
225 e e 82 CCONJ cc
226 nao nao 228 ADV advmod
227 seria seria 228 AUX aux:pass
228 aceita aceitar 406 VERB conj
229 em em 231 ADP case
230 uma um 231 DET det
231 situacao situacao 228 NOUN nmod
232 normal normal 231 ADJ amod
233 temer temer 281 PROPN nsubj
234 ja ja 237 ADV advmod
235 e e 237 CCONJ cc
236 formalmente formalmente 237 ADV advmod
237 investigado investigar 143 VERB conj
238 as o 239 DET det
239 delacoes delacoe 248 NOUN nsubj:pass
240 de de 242 ADP case
241 os o 242 DET det
242 irmaos irmao 239 NOUN nmod
243 joesley joesley 242 NOUN appos
244 e e 245 CCONJ cc
245 wesley wesley 243 NOUN conj
246 batista batista 245 ADJ amod
247 foram foram 248 AUX aux:pass
248 homologadas homologar 52 VERB conj
249 um um 250 DET det
250 pouco pouco 251 NOUN nmod
251 mais mais 252 ADV advmod
252 cedo cedo 248 ADV advmod
253 em em 255 ADP case
254 a o 255 DET det
255 segunda segunda 248 PROPN nmod
256 a o 257 DET det
257 defesa defesa 281 NOUN nsubj
258 de de 260 ADP case
259 o o 260 DET det
260 presidente presidente 257 NOUN nmod
261 desistiu desistir 52 VERB ccomp
262 de de 263 ADP mark
263 pedir pedir 261 VERB nmod
264 em em 266 ADP case
265 a o 266 DET det
266 justica justica 263 NOUN nmod
267 a o 268 DET det
268 suspensao suspensao 263 NOUN obj
269 de de 271 ADP case
270 a o 271 DET det
271 investigacao investigacao 268 NOUN nmod
272 procuradores procurador 281 NOUN nsubj
273 que que 274 PRON nsubj
274 compoem compoer 272 VERB acl:relcl
275 a o 276 DET det
276 forcatarefa forcatarefa 274 NOUN obj
277 de de 279 ADP case
278 a o 279 DET det
279 lava lava 276 NOUN nmod
280 jato jato 279 NOUN flat
281 denunciaram denunciar 52 VERB ccomp
282 o o 283 DET det
283 expresidente expresidente 281 NOUN obj
284 lula lula 283 ADJ appos
285 em em 286 ADP case
286 razao razao 281 NOUN nmod
287 de de 289 ADP case
288 as o 289 DET det
289 investigacoes investigacoe 286 NOUN nmod
290 que que 291 PRON nsubj
291 envolvem envolver 289 VERB acl:relcl
292 um um 293 DET det
293 sitio sitio 291 NOUN obj
294 em em 295 ADP case
295 atibaia atibaia 293 NOUN nmod
296 em em 298 ADP case
297 o o 298 DET det
298 interior interior 274 NOUN nmod
299 de de 300 ADP case
300 sao sao 298 NOUN nmod
301 paulo paulo 300 NOUN flat
302 e e 305 CCONJ cc
303 a o 305 DET det
304 terceira terceira 305 ADJ amod
305 denuncia denuncia 281 NOUN conj
306 que que 350 PRON obj
307 o o 308 DET det
308 ministerio ministerio 312 NOUN nsubj
309 publico publico 308 ADJ amod
310 federal federal 308 ADJ amod
311 mpf mpf 308 NOUN appos
312 apresenta apresentar 272 VERB acl:relcl
313 a o 314 DET det
314 justica justica 274 NOUN obj
315 em em 316 ADP case
316 curitiba curitiba 274 NOUN nmod
317 contra contra 318 ADP case
318 lula lula 361 NOUN nmod
319 cabera caber 367 VERB ccomp
320 a a 322 ADP case
321 o o 322 DET det
322 juiz juiz 281 NOUN iobj
323 sergio sergio 322 NOUN appos
324 moro moro 322 NOUN flat
325 definir definir 281 VERB xcomp
326 se se 327 CCONJ mark
327 recebe receber 325 VERB ccomp
328 ou ou 329 CCONJ cc
329 nao nao 327 ADV conj
330 a o 331 DET det
331 denuncia denuncia 327 NOUN obj
332 de de 334 ADP case
333 o o 334 DET det
334 mpf mpf 331 NOUN nmod
335 o o 336 DET det
336 juiz juiz 340 NOUN nsubj
337 federal federal 336 ADJ amod
338 sergio sergio 336 NOUN appos
339 moro moro 338 NOUN flat
340 homologou homologar 367 VERB ccomp
341 os o 342 DET det
342 acordos acordo 340 NOUN obj
343 de de 344 ADP case
344 leniencia leniencia 342 NOUN nmod
345 de de 347 ADP case
346 a o 347 DET det
347 odebrecht odebrecht 342 NOUN nmod
348 a o 349 DET det
349 empreiteira empreiteiro 350 NOUN nsubj
350 pagara pagar 367 VERB ccomp
351 multa multa 350 NOUN obj
352 de de 353 ADP case
353 r r 351 NOUN nmod
354 382 382 355 NUM nummod
355 bilhoes bilhoes 353 NUM nummod
356 as o 357 DET det
357 autoridades autoridade 350 NOUN nsubj
358 de de 360 ADP case
359 o o 360 DET det
360 brasil brasil 357 NOUN nmod
361 estados estado 357 NOUN appos
362 unidos unido 361 ADJ amod
363 e e 364 CCONJ cc
364 suica suico 362 ADJ conj
365 a o 366 DET det
366 empreiteira empreiteiro 281 NOUN nsubj
367 informou informar 305 VERB acl:relcl
368 que que 372 CCONJ mark
369 o o 370 DET det
370 valor valor 372 NOUN nsubj:pass
371 sera sera 372 AUX aux:pass
372 pago pagar 367 VERB ccomp
373 a a 375 ADP case
374 o o 375 DET det
375 longo longo 372 NOUN nmod
376 de de 378 ADP case
377 23 23 378 NUM nummod
378 anos ano 375 NOUN nmod
379 o o 380 DET det
380 brasil brasil 381 NOUN nsubj
381 ficara ficar 367 VERB ccomp
382 com com 383 ADP case
383 r r 381 NOUN nmod
384 3 3 385 NUM nummod
385 bilhoes bilhoes 383 NUM nummod
386 de de 388 ADP case
387 o o 388 DET det
388 valor valor 383 NOUN nmod
389 total total 388 ADJ amod
390 um um 391 NUM nummod
391 dia dia 388 NOUN nmod
392 apos apos 394 ADP case
393 a o 394 DET det
394 megaoperacao megaoperacao 381 NOUN nmod
395 em em 397 ADP case
396 a o 397 DET det
397 cracolandia cracolandia 394 NOUN nmod
398 o o 399 DET det
399 prefeito prefeito 406 NOUN nsubj
400 de de 402 ADP case
401 sao sao 402 ADJ amod
402 paulo paulo 399 NOUN nmod
403 joao joao 399 NOUN appos
404 doria doria 403 PROPN flat
405 psdb psdb 403 PROPN flat
406 prometeu prometer 367 VERB parataxis
407 ocupar ocupar 406 VERB xcomp
408 as o 409 DET det
409 pensoes pensoe 407 NOUN obj
410 hoteis hotel 407 NOUN obj
411 e e 412 CCONJ cc
412 demais demais 251 ADV advmod
