1 por por 2 ADP case
242 mercado mercado 239 NOUN nmod
243 de de 244 ADP case
244 trabalho trabalho 242 NOUN nmod
245 a o 246 DET det
246 candidatura candidatura 474 NOUN nsubj
247 de de 248 ADP case
248 temer temer 246 NOUN nmod
249 depende depender 332 VERB ccomp
250 porem porem 361 ADV advmod
251 de de 253 ADP case
252 a o 253 DET det
253 reversao reversao 361 NOUN nmod
254 de de 257 ADP case
255 seus seus 257 DET det:poss
256 baixissimos baixissimo 257 ADJ amod
257 indices indice 253 NOUN nmod
258 de de 259 ADP case
259 popularidade popularidade 257 NOUN nmod
260 e e 263 CCONJ cc
261 de de 263 ADP case
262 a o 263 DET det
263 construcao construcao 253 NOUN conj
264 de de 266 ADP case
265 ampla amplo 266 ADJ amod
266 alianca alianca 263 NOUN nmod
267 de de 268 ADP case
268 centro centro 266 NOUN nmod
269 para para 270 ADP mark
270 sustentar sustentar 177 VERB advcl
271 essa essa 272 DET det
272 empreitada empreitada 270 NOUN obj
273 a a 275 ADP case
274 o o 275 DET det
275 lado lado 187 NOUN nmod
276 de de 278 ADP case
277 o o 278 DET det
278 pmdb pmdb 275 NOUN nmod
279 dono dono 187 NOUN obj
280 de de 283 ADP case
281 o o 283 DET det
282 maior maior 283 ADJ amod
283 tempo tempo 279 NOUN nmod
284 de de 285 ADP case
285 tv tv 283 NOUN nmod
286 em em 288 ADP case
287 o o 288 DET det
288 horario horario 283 NOUN nmod
289 eleitoral eleitoral 288 ADJ amod
290 para para 293 ADP case
291 tanto tanto 293 ADV advmod
292 a o 293 DET det
293 meta meta 200 NOUN nmod
294 de de 296 ADP case
295 o o 296 DET det
296 planalto planalto 293 NOUN nmod
297 e e 301 CCONJ cc
298 que que 301 CCONJ mark
299 o o 300 DET det
300 presidente presidente 301 NOUN nsubj
301 chegue chegar 208 VERB conj
302 a a 304 ADP case
303 o o 304 DET det
304 inicio inicio 301 NOUN nmod
305 de de 306 ADP case
306 abril abril 304 PROPN nmod
307 com com 308 ADP case
308 indice indice 301 NOUN nmod
309 de de 310 ADP case
310 aprovacao aprovacao 308 NOUN nmod
311 de de 115 ADP case
312 em em 314 ADP case
313 o o 314 DET det
314 minimo minimo 315 NOUN nmod
315 15 15 115 NUM nmod
316 praticamente praticamente 318 ADV advmod
317 o o 318 DET det
318 triplo triplo 110 NOUN appos
319 de de 322 ADP case
320 o o 322 DET det
321 que que 319 CCONJ fixed
322 tem ter 208 VERB advcl
323 hoje hoje 322 ADV advmod
324 em em 326 ADP case
325 a o 326 DET det
326 semana semana 323 NOUN nmod
327 passada passado 326 ADJ amod
328 pesquisa pesquisa 332 NOUN nsubj
329 de de 331 ADP case
330 a o 331 DET det
331 cniibope cniibope 328 NOUN nmod
332 mostrou mostrar 42 VERB parataxis
333 que que 338 CCONJ mark
334 o o 335 DET det
335 aval aval 338 NOUN nsubj
336 a a 337 ADP case
337 temer temer 335 NOUN nmod
338 subiu subir 332 VERB ccomp
339 de de 340 ADP case
340 3 3 338 NUM nmod
341 em em 342 ADP case
342 setembro setembro 340 PROPN nmod
343 para para 344 ADP case
344 6 6 338 NUM nmod
345 em em 346 ADP case
346 dezembro dezembro 344 PROPN nmod
347 mas mas 161 CCONJ cc
348 seu seu 349 DET det:poss
349 desempenho desempenho 350 NOUN nsubj
350 continua continuar 338 VERB conj
351 aquem aquem 350 ADV advmod
352 de de 354 ADP case
353 as o 354 DET det
354 expectativas expectativa 351 NOUN nmod
355 sem sem 356 ADP case
356 herdeiros herdeiro 354 NOUN nmod
357 em em 359 ADP case
358 o o 359 DET det
359 pmdb pmdb 443 NOUN nmod
360 temer temer 361 NOUN nsubj
361 entra entrar 332 VERB ccomp
362 em em 365 ADP case
363 2018 2018 365 NUM nummod
364 ultimo ultimo 365 ADJ amod
365 ano ano 361 NOUN nmod
366 de de 368 ADP case
367 seu seu 368 DET det:poss
368 mandato mandato 365 NOUN nmod
369 como como 371 ADP case
370 um um 371 DET det
371 sobrevivente sobrevivente 361 NOUN nmod
372 de de 373 ADP case
373 escandalos escandalo 371 NOUN nmod
374 politicos politico 373 ADJ amod
375 e e 378 CCONJ cc
376 com com 378 ADP case
377 uma um 378 DET det
378 base base 253 NOUN conj
379 aliada aliado 378 ADJ amod
380 bem bem 381 ADV advmod
381 menor menor 378 ADJ amod
382 de de 270 ADP case
383 o o 65 DET det
384 que que 382 CCONJ fixed
385 quando quando 386 CCONJ mark
386 assumiu assumir 361 VERB advcl
387 o o 388 DET det
388 governo governo 386 NOUN obj
389 em em 391 ADP case
390 o o 391 DET det
391 rastro rastro 386 NOUN nmod
392 de de 394 ADP case
393 o o 394 DET det
394 impeachment impeachment 391 NOUN nmod
395 de de 397 ADP case
396 a o 397 DET det
397 petista petista 394 NOUN nmod
398 dilma dilma 397 NOUN appos
399 rousseff rousseff 398 NOUN flat
400 sua sua 401 DET det:poss
401 prioridade prioridade 42 NOUN obj
402 e e 403 CCONJ cc
403 emplacar emplacar 79 VERB conj
404 em em 405 ADP case
405 fevereiro fevereiro 403 PROPN nmod
406 a o 407 DET det
407 reforma reforma 187 NOUN obj
408 de de 410 ADP case
409 a o 410 DET det
410 previdencia previdencia 195 NOUN nmod
411 considerada considerar 195 VERB acl
412 essencial essencial 411 ADJ xcomp
413 para para 415 ADP case
414 o o 415 DET det
415 ajuste ajuste 412 NOUN nmod
416 de de 418 ADP case
417 as o 418 DET det
418 contas conta 415 NOUN nmod
419 publicas publico 418 ADJ amod
420 apesar apesar 423 ADV case
421 de de 420 ADP case
422 a o 420 DET det
423 pratica pratica 208 NOUN nmod
424 de de 426 ADP case
425 a o 426 DET det
426 distribuicao distribuicao 423 NOUN nmod
427 de de 428 ADP case
428 cargos cargo 426 NOUN nmod
429 e e 430 CCONJ cc
430 liberacao liberacao 426 NOUN conj
431 de de 432 ADP case
432 verbas verba 430 NOUN nmod
433 o o 434 DET det
434 planalto planalto 437 NOUN nsubj
435 ainda ainda 437 ADV advmod
436 nao nao 437 ADV advmod
437 tem ter 332 VERB ccomp
438 os o 440 DET det
439 308 308 440 NUM nummod
440 votos voto 338 NOUN obj
441 necessarios necessario 440 ADJ amod
442 para para 443 ADP mark
443 aprovar aprovar 441 VERB nmod
444 a o 445 DET det
445 proposta proposta 443 NOUN obj
446 em em 448 ADP case
447 a o 448 DET det
448 camara camara 443 NOUN nmod
449 a o 451 DET det
450 possivel possivel 451 ADJ amod
451 entrada entrada 361 NOUN nsubj
452 de de 454 ADP case
453 o o 454 DET det
454 ministro ministro 451 NOUN nmod
455 de de 457 ADP case
456 a o 457 DET det
457 fazenda fazenda 454 NOUN nmod
458 henrique henrique 454 NOUN appos
459 meirelles meirelles 458 NOUN flat
460 psd psd 458 NOUN flat
461 em em 463 ADP case
462 o o 463 DET det
463 pareo pareo 451 NOUN nmod
464 presidencial presidencial 463 ADJ amod
465 nao nao 466 ADV advmod
466 empolga empolgar 332 VERB ccomp
467 o o 468 DET det
468 governo governo 466 NOUN obj
469 mas mas 474 CCONJ cc
470 o o 471 DET det
471 apoio apoio 474 NOUN nsubj
472 a a 473 ADP case
473 ele ele 471 PRON nmod
474 continua continuar 466 VERB conj
