1 atualizada atualizar 9 VERB acl
92 presidente presidente 425 NOUN nsubj
93 dilma dilmo 92 ADJ amod
94 rousseff rousseff 92 NOUN amod
95 mudou mudar 9 VERB parataxis
96 sua sua 97 DET det:poss
97 agenda agenda 95 NOUN obj
98 e e 99 CCONJ cc
99 convocou convocar 425 VERB conj
100 os o 101 DET det
101 ministros ministro 425 NOUN obj
102 jaques jaque 101 NOUN appos
103 wagner wagner 102 NOUN flat
104 casa casa 102 NOUN appos
105 civil civil 104 ADJ amod
106 e e 109 CCONJ cc
107 o o 109 DET det
108 agora agora 109 ADV advmod
109 exministro exministro 102 NOUN conj
110 de de 112 ADP case
111 a o 112 DET det
112 justica justica 109 NOUN nmod
113 jose jose 109 NOUN appos
114 eduardo eduardo 113 NOUN flat
115 cardozo cardozo 113 NOUN flat
116 para para 117 ADP mark
117 definir definir 425 VERB advcl
118 qual qual 117 PRON ccomp
119 sera sera 117 VERB ccomp
120 a o 121 DET det
121 reacao reacao 119 NOUN nsubj
122 de de 124 ADP case
123 o o 124 DET det
124 governo governo 121 NOUN nmod
125 nesta nesta 126 ADP case
126 fase fase 425 NOUN nmod
127 o o 334 DET det
128 delator delator 425 NOUN nsubj
129 indica indicar 477 VERB ccomp
130 temas tema 129 NOUN obj
131 e e 132 CCONJ cc
132 nomes nome 130 NOUN conj
133 que que 134 PRON obj
134 pretende pretender 130 VERB acl:relcl
135 citar citar 134 VERB xcomp
136 em em 139 ADP case
137 seus seus 139 DET det:poss
138 futuros futuro 139 ADJ amod
139 depoimentos depoimento 135 NOUN nmod
140 apos apos 142 ADP case
141 a o 142 DET det
142 homologacao homologacao 180 NOUN nmod
143 de de 145 ADP case
144 o o 145 DET det
145 acordo acordo 142 NOUN nmod
146 delcidio delcidio 145 NOUN appos
147 foi foi 148 AUX aux:pass
148 preso preso 9 VERB conj
149 em em 151 ADP case
150 o o 151 DET det
151 dia dia 148 NOUN nmod
152 25 25 151 NUM nmod
153 de de 154 ADP case
154 novembro novembro 152 PROPN nmod
155 de de 157 ADP case
156 o o 157 DET det
157 ano ano 154 NOUN nmod
158 passado passado 157 ADJ amod
159 acusado acusar 213 VERB acl
160 de de 161 ADP mark
161 tentar tentar 159 VERB nmod
162 atrapalhar atrapalhar 161 VERB xcomp
163 as o 164 DET det
164 investigacoes investigacoe 162 NOUN obj
165 de de 167 ADP case
166 a o 167 DET det
167 operacao operacao 164 NOUN nmod
168 lava lava 167 NOUN appos
169 jato jato 168 NOUN flat
170 e e 171 CCONJ cc
171 solto solto 425 ADJ conj
172 em em 174 ADP case
173 o o 174 DET det
174 dia dia 171 NOUN nmod
175 19 19 174 NUM nmod
176 de de 177 ADP case
177 fevereiro fevereiro 175 PROPN nmod
178 desde desde 180 ADP mark
179 que que 397 CCONJ fixed
180 saiu sair 425 VERB advcl
181 de de 183 ADP case
182 a o 183 DET det
183 prisao prisao 180 NOUN nmod
184 delcidio delcidio 183 NOUN appos
185 nega negar 9 VERB conj
186 ter ter 187 AUX aux
187 feito feito 185 VERB xcomp
188 delacao delacao 187 NOUN obj
189 premiada premiado 188 ADJ amod
190 vejatambem vejatambem 187 PROPN advmod
191 a o 192 DET det
192 revista revista 213 NOUN nsubj
193 istoe istoe 192 PROPN appos
194 divulgou divulgar 9 VERB parataxis
195 os o 196 DET det
196 detalhes detalhe 425 NOUN obj
197 de de 199 ADP case
198 a o 199 DET det
199 delacao delacao 196 NOUN nmod
200 de de 201 ADP case
201 delcidio delcidio 199 NOUN nmod
202 que que 203 PRON nsubj
203 teria ter 196 VERB acl:relcl
204 400 400 205 NUM nummod
205 paginas pagina 203 NOUN obj
206 e e 207 CCONJ cc
207 trechos trecho 205 NOUN conj
208 de de 210 ADP case
209 o o 210 DET det
210 depoimento depoimento 55 NOUN nmod
211 o o 212 DET det
212 senador senador 213 NOUN nsubj
213 acusou acusar 73 VERB parataxis
214 a o 215 DET det
215 presidente presidente 213 NOUN obj
216 dilma dilma 215 ADJ amod
217 rousseff rousseff 215 ADJ amod
218 de de 219 ADP mark
219 atuar atuar 213 VERB nmod
220 tres tres 221 NUM nummod
221 vezes vez 219 NOUN nmod
222 para para 223 ADP mark
223 interferir interferir 162 VERB advcl
224 em em 226 ADP case
225 a o 226 DET det
226 operacao operacao 223 NOUN nmod
227 lava lava 226 ADJ appos
228 jato jato 227 NOUN flat
229 por por 230 ADP case
230 meio meio 425 NOUN nmod
231 de de 233 ADP case
232 o o 233 DET det
233 judiciario judiciario 230 NOUN nmod
234 e e 235 CCONJ cc
235 indiscutivel indiscutivel 425 ADJ conj
236 e e 237 CCONJ cc
237 inegavel inegavel 235 ADJ conj
238 a o 239 DET det
239 movimentacao movimentacao 425 NOUN nsubj
240 sistematica sistematico 239 ADJ amod
241 de de 243 ADP case
242 o o 243 DET det
243 ministro ministro 239 NOUN nmod
244 de de 246 ADP case
245 a o 246 DET det
246 justica justica 243 NOUN nmod
247 jose jose 239 NOUN appos
248 eduardo eduardo 247 NOUN flat
249 cardozo cardozo 247 NOUN flat
250 e e 254 CCONJ cc
251 de de 254 ADP case
252 a o 254 DET det
253 propria proprio 254 ADJ amod
254 presidente presidente 243 NOUN conj
255 dilma dilma 254 ADJ appos
256 rousseff rousseff 254 ADJ amod
257 em em 261 ADP case
258 o o 261 DET det
259 sentido sentido 397 NOUN fixed
260 de de 397 ADP fixed
261 promover promover 425 VERB advcl
262 a o 263 DET det
263 soltura soltura 261 NOUN obj
264 de de 265 ADP case
265 reus reu 263 NOUN nmod
266 presos preso 265 ADJ amod
267 em em 269 ADP case
268 a o 269 DET det
269 operacao operacao 266 NOUN nmod
270 afirmou afirmar 425 VERB parataxis
271 delcidio delcidio 425 NOUN obj
272 em em 274 ADP case
273 a o 274 DET det
274 delacao delacao 271 NOUN nmod
275 segundo segundo 277 ADP case
276 a o 277 DET det
277 revista revista 425 NOUN nmod
278 cardozo cardozo 277 NOUN flat
279 deixou deixar 425 VERB conj
280 esta esta 281 DET det
281 semana semana 279 NOUN nmod
282 o o 283 DET det
283 ministerio ministerio 425 NOUN obj
284 alegando alegar 425 VERB acl
285 sofrer sofrer 284 VERB xcomp
286 pressoes pressoe 285 NOUN obj
287 de de 289 ADP case
288 o o 289 DET det
289 pt pt 286 NOUN nmod
290 para para 291 ADP mark
291 interferir interferir 285 VERB advcl
292 em em 294 ADP case
293 a o 294 DET det
294 lava lava 291 NOUN nmod
295 jato jato 294 NOUN amod
296 ele ele 298 PRON nsubj:pass
297 foi foi 298 AUX aux:pass
298 nomeado nomear 425 VERB conj
299 por por 300 ADP case
300 dilma dilma 298 NOUN nmod
301 para para 303 ADP case
302 a o 303 DET det
303 advocacia advocacia 298 NOUN nmod
304 geral geral 303 ADJ amod
305 de de 307 ADP case
306 a o 307 DET det
307 uniao uniao 303 NOUN nmod
308 agu agu 458 NOUN nsubj
309 uma uma 458 PRON nsubj
310 de de 312 ADP case
311 as o 312 DET det
312 investidas investidas 309 NOUN nmod
313 de de 315 ADP case
314 a o 315 DET det
315 presidente presidente 312 NOUN nmod
316 dilma dilmo 315 ADJ amod
317 passou passar 458 VERB conj
318 por por 320 ADP case
319 a o 320 DET det
320 nomeacao nomeacao 458 NOUN nmod
321 de de 323 ADP case
322 o o 323 DET det
323 desembargador desembargador 320 NOUN nmod
324 marcelo marcelo 323 NOUN appos
325 navarro navarro 324 NOUN flat
326 para para 329 ADP case
327 o o 329 DET det
328 superior superior 329 ADJ amod
329 tribunal tribunal 320 NOUN nmod
330 de de 331 ADP case
331 justica justica 329 NOUN nmod
332 stj stj 329 NOUN appos
333 tal tal 334 DET det
334 nomeacao nomeacao 335 NOUN nsubj
335 seria seria 477 VERB ccomp
336 relevante relevante 335 ADJ xcomp
337 para para 339 ADP case
338 o o 339 DET det
339 governo governo 336 NOUN nmod
340 pois pois 343 CCONJ mark
341 o o 342 DET det
342 nomeado nomeado 343 NOUN nsubj
343 cuidaria cuidar 335 VERB advcl
344 de de 346 ADP case
345 os o 346 DET det
346 habeas habea 343 NOUN nmod
347 corpus corpus 346 NOUN flat
348 e e 349 CCONJ cc
349 recursos recurso 346 NOUN conj
350 de de 352 ADP case
351 a o 352 DET det
352 lava lava 346 NOUN nmod
353 jato jato 352 NOUN flat
354 em em 356 ADP case
355 o o 356 DET det
356 stj stj 352 NOUN nmod
357 informou informar 477 VERB ccomp
358 a a 359 ADP case
359 istoe istoe 357 NOUN iobj
360 delcidio delcidio 361 NOUN nsubj
361 contou contar 477 VERB ccomp
362 a a 364 ADP case
363 os o 364 DET det
364 procuradores procurador 361 NOUN iobj
365 que que 369 CCONJ mark
366 a o 367 DET det
367 estrategia estrategia 369 NOUN nsubj:pass
368 foi foi 369 AUX aux:pass
369 discutida discutir 361 VERB ccomp
370 com com 371 ADP case
371 dilma dilma 369 NOUN nmod
372 em em 374 ADP case
373 o o 374 DET det
374 palacio palacio 371 NOUN nmod
375 de de 377 ADP case
376 a o 377 DET det
377 alvorada alvorada 374 NOUN nmod
378 residencia residencia 374 NOUN appos
379 oficial oficial 378 ADJ amod
380 de de 382 ADP case
381 os o 382 DET det
382 presidentes presidente 378 NOUN nmod
383 de de 385 ADP case
384 a o 385 DET det
385 republica republica 382 NOUN nmod
386 e e 389 CCONJ cc
387 que que 389 CCONJ mark
388 sua sua 389 DET det:poss
389 tarefa tarefa 36 NOUN conj
390 era era 389 AUX cop
391 conversar conversar 389 VERB csubj
392 com com 394 ADP case
393 o o 394 DET det
394 desembargador desembargador 391 NOUN nmod
395 marcelo marcelo 394 NOUN appos
396 navarro navarro 395 NOUN flat
397 a a 425 ADP mark
398 fim fim 397 NOUN fixed
399 de de 397 ADP fixed
400 que que 397 CCONJ fixed
401 ele ele 402 PRON nsubj
402 confirmasse confirmar 425 VERB advcl
403 o o 404 DET det
404 compromisso compromisso 402 NOUN obj
405 de de 406 ADP case
406 soltura soltura 404 NOUN nmod
407 de de 408 ADP case
408 marcelo marcelo 404 NOUN nmod
409 odebrecht odebrecht 408 NOUN flat
410 e e 411 CCONJ cc
411 otavio otavio 408 NOUN conj
412 marques marque 411 NOUN flat
413 de de 414 ADP case
414 azevedo azevedo 411 NOUN nmod
415 de de 417 ADP case
416 a o 417 DET det
417 andrade andrade 411 NOUN nmod
418 gutierrez gutierrez 417 ADJ amod
419 conforme conforme 425 ADP mark
420 a a 421 ADP case
421 istoe istoe 425 NOUN nmod
422 o o 423 DET det
423 senador senador 425 NOUN nsubj
424 se se 425 PRON obj
425 reuniu reunir 73 VERB advcl
426 com com 427 ADP case
427 navarro navarro 425 NOUN nmod
428 em em 430 ADP case
429 o o 430 DET det
430 palacio palacio 425 NOUN nmod
431 de de 433 ADP case
432 o o 433 DET det
433 planalto planalto 430 NOUN nmod
434 em em 436 ADP case
435 o o 436 DET det
436 andar andar 425 NOUN nmod
437 terreo terreo 436 ADJ amod
438 em em 441 ADP case
439 uma um 441 DET det
440 pequena pequeno 441 ADJ amod
441 sala sala 298 NOUN nmod
442 de de 443 ADP case
443 espera espera 441 NOUN nmod
444 fato fato 425 NOUN parataxis
445 que que 448 PRON nsubj:pass
446 poderia poder 448 AUX aux
447 ser ser 448 AUX aux:pass
448 comprovado comprovar 444 VERB acl:relcl
449 por por 451 ADP case
450 as o 451 DET det
451 cameras camera 448 NOUN nmod
452 de de 453 ADP case
453 seguranca seguranca 451 NOUN nmod
454 em em 456 ADP case
455 o o 456 DET det
456 stj stj 448 NOUN nmod
457 navarro navarro 458 NOUN nsubj
458 votou votar 425 VERB parataxis
459 a a 460 ADP case
460 favor favor 458 NOUN nmod
461 de de 463 ADP case
462 a o 463 DET det
463 soltura soltura 460 NOUN nmod
464 de de 466 ADP case
465 os o 466 DET det
466 empresarios empresario 463 NOUN nmod
467 mas mas 469 CCONJ cc
468 foi foi 469 AUX cop
469 voto voto 458 NOUN conj
470 vencido vencer 469 VERB acl
471 de de 472 ADP case
472 acordo acordo 469 NOUN nmod
473 com com 475 ADP case
474 a o 475 DET det
475 istoe istoe 472 NOUN nmod
476 delcidio delcidio 475 NOUN appos
477 afirmou afirmar 458 VERB conj
478 que que 369 CCONJ mark
479 um um 335 PRON nsubj
480 de de 482 ADP case
481 os o 482 DET det
482 temas tema 479 NOUN nmod
483 que que 485 PRON nsubj
484 mais mais 485 ADV advmod
485 aflige afligar 482 VERB acl:relcl
486 o o 487 DET det
487 expresidente expresidente 485 NOUN obj
