1 lolla lolla 10 NOUN nsubj
185 ocupante ocupante 181 NOUN nmod
186 de de 188 ADP case
187 a o 188 DET det
188 casa casa 185 NOUN nmod
189 branca branco 188 ADJ amod
190 soa soa 56 VERB advcl
191 familiar familiar 190 ADJ xcomp
192 a a 194 ADP case
193 o o 194 DET det
194 que que 196 PRON nsubj:pass
195 era era 196 AUX aux:pass
196 dito dito 259 VERB advcl
197 em em 198 ADP case
198 discursos discurso 196 NOUN nmod
199 que que 200 PRON nsubj
200 rolavam rolar 198 VERB acl:relcl
201 por por 203 ADP case
202 a o 203 DET det
203 alemanha alemanha 200 NOUN nmod
204 em em 206 ADP case
205 os o 206 DET det
206 anos ano 200 NOUN nmod
207 1930 1930 206 NUM nmod
208 e e 212 CCONJ cc
209 depois depois 212 ADV advmod
210 em em 212 ADP case
211 a o 212 DET det
212 russia russia 206 NOUN conj
213 em em 215 ADP case
214 os o 215 DET det
215 anos ano 370 NOUN nmod
216 1940 1940 215 NUM nmod
217 escreveu escrever 56 VERB conj
218 ele ele 217 PRON nsubj
219 em em 221 ADP case
220 o o 221 DET det
221 twitter twitter 217 PROPN nmod
222 um um 217 PRON nsubj
223 de de 225 ADP case
224 seus seus 225 DET det:poss
225 parceiros parceiro 222 NOUN nmod
226 de de 227 ADP case
227 banda banda 225 NOUN nmod
228 o o 229 DET det
229 baterista baterista 319 NOUN nsubj
230 lars lars 229 PROPN appos
231 ulrich ulrich 230 PROPN flat
232 tambem tambem 234 ADV advmod
233 se se 234 PRON expl:pv
234 voltou voltar 56 VERB parataxis
235 contra contra 236 ADP case
236 trump trump 234 NOUN nmod
237 a o 238 DET det
238 impopularidade impopularidade 217 NOUN nsubj
239 artistica artistico 238 ADJ amod
240 de de 242 ADP case
241 o o 242 DET det
242 presidente presidente 238 NOUN nmod
243 vai ir 198 VERB acl:relcl
244 alem alem 200 ADV advmod
245 de de 247 ADP case
246 as o 247 DET det
247 fronteiras fronteiras 244 NOUN nmod
248 de de 250 ADP case
249 os o 250 DET det
250 estados estado 247 NOUN nmod
251 unidos unido 250 ADJ amod
252 o o 253 DET det
253 canadense canadense 259 NOUN nsubj
254 the the 255 PROPN det
255 weeknd weeknd 259 NOUN nsubj
256 certa certa 257 DET det
257 vez vez 259 NOUN nmod
258 se se 259 PRON expl:pv
259 desistiu desistir 56 VERB parataxis
260 de de 261 ADP mark
261 participar participar 259 VERB nmod
262 de de 264 ADP case
263 um um 264 DET det
264 talk talk 261 NOUN nmod
265 show show 264 NOUN flat
266 em em 268 ADP case
267 a o 268 DET det
268 tv tv 261 NOUN nmod
269 americana americano 156 ADJ amod
270 porque porque 364 CCONJ mark
271 se se 272 PART expl:pv
272 recusava recusar 259 VERB advcl
273 a a 274 ADP mark
274 ficar ficar 272 VERB nmod
275 em em 278 ADP case
276 o o 278 DET det
277 mesmo mesmo 278 ADJ amod
278 estudio estudio 274 NOUN nmod
279 em em 280 ADP case
280 que que 281 PRON nmod
281 estaria estar 278 VERB acl:relcl
282 o o 283 DET det
283 republicano republicano 281 NOUN nsubj
284 veja ver 286 AUX aux
285 a a 286 ADP mark
286 seguir seguir 259 VERB nmod
287 comentarios comentario 286 NOUN obj
288 sobre sobre 289 ADP case
289 donald donald 287 NOUN nmod
290 trump trump 289 NOUN flat
291 feito feito 287 VERB acl
292 por por 293 ADP case
293 alguns alguns 291 PRON nmod
294 de de 297 ADP case
295 os o 297 DET det
296 principais principal 297 ADJ amod
297 artistas artista 293 NOUN nmod
298 de de 300 ADP case
299 o o 300 DET det
300 lollapalooza lollapalooza 297 NOUN nmod
301 o o 302 DET det
302 pronunciamento pronunciamento 217 NOUN nsubj
303 inaugural inaugural 302 ADJ amod
304 de de 306 ADP case
305 o o 306 DET det
306 trump trump 302 NOUN nmod
307 e e 309 CCONJ cc
308 seu seu 309 DET det:poss
309 pedido pedido 302 NOUN conj
310 para para 311 ADP mark
311 colocarmos colocar 309 VERB nmod
312 a o 313 DET det
313 america america 311 NOUN obj
314 em em 316 ADP case
315 primeiro primeiro 316 ADJ amod
316 lugar lugar 311 NOUN nmod
317 para para 318 ADP case
318 mim mim 311 PRON nmod
319 soa soa 286 VERB advcl
320 familiar familiar 319 ADJ xcomp
321 a a 325 ADP case
322 o o 325 DET det
323 que que 325 PRON nsubj:pass
324 era era 325 AUX aux:pass
325 dito dito 319 VERB advcl
326 em em 328 ADP case
327 os o 328 DET det
328 discursos discurso 325 NOUN nmod
329 que que 330 PRON nsubj
330 rolavam rolar 328 VERB acl:relcl
331 por por 333 ADP case
332 a o 333 DET det
333 alemanha alemanha 330 NOUN nmod
334 em em 336 ADP case
335 os o 336 DET det
336 anos ano 330 NOUN nmod
337 1930 1930 336 NUM nmod
338 e e 342 CCONJ cc
339 depois depois 342 ADV advmod
340 em em 342 ADP case
341 a o 342 DET det
342 russia russia 92 NOUN conj
343 em em 345 ADP case
344 os o 345 DET det
345 anos ano 342 NOUN nmod
346 1940 1940 345 NUM nmod
347 preste preste 259 VERB advcl
348 atencao atencao 347 NOUN obj
349 lute lute 347 VERB parataxis
350 por por 351 ADP case
351 verdade verdade 349 NOUN nmod
352 compaixao compaixao 349 NOUN obj
353 uniao uniao 352 NOUN amod
354 nao nao 356 ADV advmod
355 se se 356 PRON expl:pv
356 contente contentar 349 VERB ccomp
357 com com 358 ADP case
358 nada nada 356 PRON nmod
359 menos menos 358 ADV advmod
360 de de 364 ADP case
361 o o 364 DET det
362 que que 360 CCONJ fixed
363 isso isso 364 PRON nsubj
364 rejeite rejeitar 356 VERB advcl
365 mentiras mentira 364 NOUN obj
366 cultura cultura 136 NOUN obj
367 de de 369 ADP case
368 o o 369 DET det
369 medo medo 366 NOUN nmod
370 odio odio 136 NOUN parataxis
371 sem sem 148 ADP case
