1 7 7 2 NUM nummod
364 a o 365 DET det
365 confusao confusao 475 NOUN nsubj
366 foi foi 367 AUX aux:pass
367 aumentando aumentar 101 VERB conj
368 dez dez 369 NUM nummod
369 dias dia 370 NOUN nmod
370 depois depois 372 ADV advmod
371 quando quando 372 CCONJ mark
372 surgiu surgir 475 VERB advcl
373 a o 374 DET det
374 noticia noticia 372 NOUN nsubj
375 de de 394 ADP mark
376 que que 394 CCONJ mark
377 os o 378 DET det
378 navios navio 394 NOUN nsubj
379 militares militar 378 ADJ amod
380 de de 382 ADP case
381 os o 382 DET det
382 estados estado 378 NOUN nmod
383 unidos unido 382 ADJ amod
384 aqueles aqueles 378 PRON appos
385 que que 387 PRON obj
386 trump trump 387 PRON nsubj
387 disse dizer 384 VERB acl:relcl
388 ter ter 389 AUX aux
389 enviado enviar 387 VERB xcomp
390 para para 392 ADP case
391 a o 392 DET det
392 peninsula peninsula 389 NOUN nmod
393 coreana coreano 392 ADJ amod
394 estavam estar 293 VERB ccomp
395 em em 397 ADP case
396 a o 397 DET det
397 verdade verdade 394 NOUN nmod
398 indo ir 394 VERB acl
399 para para 401 ADP case
400 a o 401 DET det
401 direcao direcao 398 NOUN nmod
402 oposta oposto 401 ADJ amod
403 enquanto enquanto 407 CCONJ mark
404 a o 405 DET det
405 casa casa 407 NOUN nsubj
406 branca branco 405 ADJ amod
407 esclarecia esclarecer 101 VERB advcl
408 o o 130 DET det
409 paradeiro paradeiro 407 NOUN obj
410 de de 412 ADP case
411 os o 412 DET det
412 navios navio 409 NOUN nmod
413 e e 414 CCONJ cc
414 insistia insistir 505 VERB conj
415 que que 417 CCONJ mark
416 eles eles 417 PRON nsubj
417 estavam estar 414 VERB ccomp
418 a a 419 ADP case
419 caminho caminho 417 NOUN nmod
420 trump trump 147 NOUN appos
421 mudou mudar 508 VERB ccomp
422 seu seu 423 DET det:poss
423 foco foco 421 NOUN obj
424 e e 427 CCONJ cc
425 passou passar 427 AUX aux
426 a a 427 ADP mark
427 pressionar pressionar 323 VERB conj
428 a o 429 DET det
429 china china 427 NOUN obj
430 para para 431 ADP mark
431 tomar tomar 427 VERB advcl
432 alguma alguma 433 DET det
433 atitude atitude 431 NOUN obj
434 a o 435 DET det
435 china china 149 NOUN nsubj
436 funciona funcionar 260 VERB conj
437 como como 440 ADP case
438 a o 440 DET det
439 grande grande 440 ADJ amod
440 salvacao salvacao 436 NOUN nmod
441 economica economico 440 ADJ amod
442 para para 444 ADP case
443 a o 444 DET det
444 coreia coreia 440 NOUN nmod
445 de de 447 ADP case
446 o o 447 DET det
447 norte norte 444 NOUN nmod
448 entao entao 281 ADV advmod
449 se se 451 CCONJ mark
450 ela ela 451 PRON nsubj
451 quiser querer 323 VERB advcl
452 resolver resolver 451 VERB xcomp
453 o o 454 DET det
454 problema problema 452 NOUN obj
455 de de 457 ADP case
456 a o 457 DET det
457 coreia coreia 454 NOUN nmod
458 de de 460 ADP case
459 o o 460 DET det
460 norte norte 457 NOUN nmod
461 ela ela 463 PRON nsubj
462 pode pode 463 AUX aux
463 tuitou tuitar 59 VERB conj
464 o o 465 DET det
465 presidente presidente 90 NOUN obj
466 mas mas 475 CCONJ cc
467 neste neste 468 ADP case
468 fim fim 475 NOUN nmod
469 de de 470 ADP case
470 semana semana 468 NOUN nmod
471 o o 472 DET det
472 presidente presidente 475 NOUN nsubj
473 voltou voltar 475 AUX aux
474 a a 475 ADP mark
475 defender defender 101 VERB conj
476 a o 477 DET det
477 china china 475 NOUN obj
478 depois depois 485 ADV mark
479 de de 478 ADP fixed
480 a o 481 DET det
481 coreia coreia 485 NOUN nsubj
482 de de 484 ADP case
483 o o 484 DET det
484 norte norte 481 NOUN nmod
485 afirmar afirmar 475 VERB advcl
486 ter ter 487 AUX aux
487 realizado realizar 485 VERB xcomp
488 mais mais 489 ADV advmod
489 um um 490 NUM nummod
490 teste teste 487 NOUN obj
491 com com 492 ADP case
492 missil missil 490 NOUN nmod
493 que que 494 PRON nsubj
494 fracassou fracassar 490 VERB acl:relcl
495 antes antes 498 ADV mark
496 mesmo mesmo 495 ADV fixed
497 de de 495 ADP fixed
498 deixar deixar 494 VERB advcl
499 o o 500 DET det
500 territorio territorio 498 NOUN obj
501 de de 503 ADP case
502 o o 503 DET det
503 pais pais 500 NOUN nmod
504 trump trump 505 PROPN nsubj
505 acusou acusar 293 VERB ccomp
506 pyongyang pyongyang 505 NOUN obj
507 de de 508 ADP mark
508 desrespeitar desrespeitar 374 VERB nmod
509 a o 510 DET det
510 china china 508 NOUN obj
511 e e 513 CCONJ cc
512 seu seu 513 DET det:poss
513 presidente presidente 510 NOUN conj
514 com com 517 ADP case
515 o o 517 DET det
516 novo novo 517 ADJ amod
517 teste teste 130 NOUN nmod
518 o o 520 DET det
519 proximo proximo 520 ADJ amod
520 passo passo 323 NOUN nsubj
521 dele dele 520 X det:poss
522 com com 523 ADP case
523 relacao relacao 520 NOUN nmod
524 a a 526 ADP case
525 essa essa 526 DET det
526 questao questao 523 NOUN nmod
527 e e 528 CCONJ cc
528 desconhecido desconhecido 421 ADJ conj
529 mas mas 531 CCONJ cc
530 as o 531 DET det
531 tentativas tentativas 323 NOUN nsubj
532 iniciais inicial 531 ADJ amod
533 desse desse 534 ADP case
534 presidente presidente 531 NOUN nmod
1 imprevisivel imprevisivel 12 ADJ xcomp
2 para para 3 ADP mark
3 enfrentar enfrentar 1 VERB nmod
4 o o 5 DET det
5 pais pais 3 NOUN obj
6 mais mais 7 ADV advmod
7 imprevisivel imprevisivel 5 ADJ amod
8 de de 10 ADP case
9 o o 10 DET det
10 mundo mundo 5 NOUN nmod
11 ja ja 12 ADV advmod
12 deram dar 0 VERB root
13 mostras mostra 12 NOUN obj
14 de de 16 ADP case
15 um um 16 DET det
16 ponto ponto 13 NOUN nmod
17 de de 18 ADP case
18 conflito conflito 16 NOUN nmod
19 que que 20 PRON nsubj
20 tera terar 16 VERB acl:relcl
21 mais mais 24 ADV det
22 e e 23 CCONJ cc
23 mais mais 21 DET conj
24 capitulos capitulo 20 NOUN obj
25 em em 28 ADP case
26 os o 28 DET det
27 proximos proximo 28 ADJ amod
28 anos ano 20 NOUN nmod
29 durante durante 28 ADP case
30 a o 28 DET det
