1 pf pf 2 NOUN nsubj
198 suspendeu suspender 192 VERB conj
199 os o 200 DET det
200 beneficios beneficio 198 NOUN obj
201 de de 203 ADP case
202 seu seu 203 DET det:poss
203 acordo acordo 200 NOUN nmod
204 de de 205 ADP case
205 delacao delacao 203 NOUN nmod
206 premiada premiado 205 ADJ amod
207 e e 209 CCONJ cc
208 de de 209 ADP case
209 ricardo ricardo 69 NOUN conj
210 saud saud 209 NOUN flat
211 executivo executivo 209 NOUN flat
212 de de 214 ADP case
213 a o 214 DET det
214 jbs jbs 209 NOUN nmod
215 os o 216 DET det
216 acordos acordo 451 NOUN nsubj
217 de de 221 ADP case
218 os o 221 DET det
219 outros outros 221 DET det
220 cinco cinco 221 NUM nummod
221 colaboradores colaborador 216 NOUN nmod
222 estao estao 24 VERB conj
223 mantidos mantido 222 ADJ xcomp
224 se se 226 CCONJ mark
225 nao nao 226 ADV advmod
226 houver haver 493 VERB advcl
227 pedido pedido 226 NOUN obj
228 de de 229 ADP case
229 prorrogacao prorrogacao 227 NOUN nmod
230 de de 231 ADP case
231 temporaria temporaria 229 NOUN nmod
232 ou ou 233 CCONJ cc
233 reversao reversao 231 NOUN conj
234 para para 235 ADP case
235 preventiva preventiva 233 NOUN nmod
236 de de 238 ADP case
237 a o 238 DET det
238 prisao prisao 235 NOUN nmod
239 de de 240 ADP case
240 joesley joesley 238 NOUN nmod
241 em em 243 ADP case
242 o o 243 DET det
243 distrito distrito 238 NOUN nmod
244 federal federal 243 ADJ amod
245 o o 246 DET det
246 empresario empresario 249 NOUN nsubj:pass
247 deve dever 249 AUX aux
248 ser ser 249 AUX aux:pass
249 transferido transferir 64 VERB parataxis
250 para para 251 ADP case
251 sao sao 493 NOUN nmod
252 paulo paulo 251 NOUN flat
253 onde onde 254 ADV advmod
254 cumprira cumprir 251 VERB acl:relcl
255 esse esse 257 DET det
256 segundo segundo 257 ADJ amod
257 mandado mandado 254 NOUN obj
258 de de 259 ADP case
259 prisao prisao 257 NOUN nmod
260 tendao tendao 254 NOUN appos
261 de de 262 ADP case
262 aquiles aquiles 260 NOUN nmod
263 as o 264 DET det
264 acoes acoe 254 NOUN nsubj
265 de de 267 ADP case
266 a o 267 DET det
267 policia policia 264 NOUN nmod
268 federal federal 267 ADJ amod
269 desta desta 271 ADP case
270 quarta quarta 188 PROPN nmod
271 13 13 267 NUM nmod
272 integram integrar 84 VERB ccomp
273 a o 275 DET det
274 segunda segundo 275 ADJ amod
275 fase fase 174 NOUN obj
276 de de 278 ADP case
277 a o 278 DET det
278 operacao operacao 275 NOUN nmod
279 tendao tendao 278 NOUN appos
280 de de 281 ADP case
281 aquiles aquile 279 NOUN nmod
282 que que 283 PRON nsubj
283 investiga investigar 278 VERB acl:relcl
284 desde desde 285 ADP case
285 junho junho 283 PROPN nmod
286 se se 291 CCONJ mark
287 os o 288 DET det
288 irmaos irmao 291 NOUN nsubj
289 batista batista 288 ADJ amod
290 se se 291 PRON obj
291 beneficiaram beneficiar 283 VERB ccomp
292 de de 294 ADP case
293 seu seu 294 DET det:poss
294 acordo acordo 291 NOUN nmod
295 de de 296 ADP case
296 delacao delacao 294 NOUN nmod
297 para para 298 ADP mark
298 lucrar lucrar 291 VERB advcl
299 em em 301 ADP case
300 o o 301 DET det
301 mercado mercado 298 NOUN nmod
302 financeiro financeiro 301 ADJ amod
303 fazendo fazer 291 VERB acl
304 reservas reserva 303 NOUN obj
305 a a 306 ADP case
306 pratica pratica 303 NOUN obj
307 em em 309 ADP case
308 o o 309 DET det
309 mercado mercado 306 NOUN nmod
310 e e 311 CCONJ cc
311 apelidada apelidar 291 VERB conj
312 de de 313 ADP case
313 insider insider 311 NOUN nmod
314 trading trading 313 NOUN flat
315 documentos documento 135 NOUN appos
316 apresentados apresentar 315 VERB acl
317 por por 319 ADP case
318 a o 319 DET det
319 jbs jbs 316 NOUN nmod
320 a a 321 ADP case
321 cvm cvm 316 NOUN nmod
322 comissao comissao 321 NOUN appos
323 de de 324 ADP case
324 valores valores 322 NOUN nmod
325 mobiliarios mobiliario 324 ADJ amod
326 mostram mostrar 84 VERB parataxis
327 que que 334 CCONJ mark
328 pessoas pessoa 334 NOUN nsubj
329 ligadas ligado 328 ADJ amod
330 a a 332 ADP case
331 os o 332 DET det
332 irmaos irmao 329 NOUN nmod
333 batista batista 332 ADJ amod
334 venderam vender 326 VERB ccomp
335 r r 334 NOUN obj
336 200 200 337 NUM nummod
337 milhoes milhoes 335 NUM nummod
338 em em 339 ADP case
339 acoes acoe 334 NOUN nmod
340 de de 342 ADP case
341 a o 342 DET det
342 empresa empresa 339 NOUN nmod
343 alguns alguns 344 DET det
344 dias dia 334 NOUN nmod
345 antes antes 348 ADV case
346 de de 345 ADP case
347 a o 345 DET det
348 divulgacao divulgacao 493 NOUN nmod
349 de de 351 ADP case
350 o o 351 DET det
351 acordo acordo 348 NOUN nmod
352 com com 354 ADP case
353 a o 354 DET det
354 pgr pgr 351 NOUN nmod
355 em em 356 ADP case
356 17 17 334 NUM nmod
357 de de 358 ADP case
358 maio maio 356 PROPN nmod
359 deste deste 360 ADP case
360 ano ano 358 NOUN nmod
361 o o 363 DET det
362 suposto suposto 363 ADJ amod
363 crime crime 493 NOUN nsubj
364 em em 366 ADP case
365 a o 366 DET det
366 cvm cvm 363 NOUN nmod
367 nao nao 493 ADV advmod
368 foi foi 493 AUX cop
369 relatado relatar 326 VERB ccomp
370 por por 372 ADP case
371 os o 372 DET det
372 executivos executivo 369 NOUN nmod
373 de de 375 ADP case
374 a o 375 DET det
375 jbs jbs 372 NOUN nmod
376 em em 378 ADP case
377 o o 378 DET det
378 acordo acordo 103 NOUN nmod
379 de de 380 ADP case
380 colaboracao colaboracao 378 NOUN nmod
381 premiada premiado 380 ADJ amod
382 os o 383 DET det
383 irmaos irmao 493 NOUN nsubj
384 prestaram prestar 326 VERB ccomp
385 depoimento depoimento 384 NOUN obj
386 em em 387 ADP case
387 julho julho 384 PROPN nmod
388 e e 389 CCONJ cc
389 negaram negar 272 VERB conj
390 que que 392 CCONJ mark
391 tenham ter 392 AUX aux
392 manipulado manipular 389 VERB ccomp
393 o o 394 DET det
394 mercado mercado 392 NOUN obj
395 o o 396 DET det
396 caso caso 291 NOUN nsubj
397 nao nao 254 ADV advmod
398 esta esta 389 VERB ccomp
399 relacionado relacionado 398 ADJ xcomp
400 a a 401 ADP case
401 delacao delacao 399 NOUN nmod
402 de de 403 ADP case
403 executivos executivo 401 NOUN nmod
404 de de 406 ADP case
405 a o 406 DET det
406 empresa empresa 403 NOUN nmod
407 e e 408 CCONJ cc
408 esta esta 254 PRON conj
409 fora fora 198 ADV advmod
410 de de 412 ADP case
411 a o 412 DET det
412 jurisdicao jurisdicao 409 NOUN nmod
413 de de 414 ADP case
414 fachin fachin 412 NOUN nmod
415 e e 417 CCONJ cc
416 de de 417 ADP case
417 rodrigo rodrigo 401 NOUN conj
418 janot janot 209 NOUN flat
419 procuradorgeral procuradorgeral 417 ADJ amod
420 de de 422 ADP case
421 a o 422 DET det
422 republica republica 417 NOUN nmod
423 por por 424 ADP case
424 isso isso 451 PRON nmod
425 a o 426 DET det
426 imunidade imunidade 291 NOUN nsubj
427 conquistada conquistar 426 VERB acl
428 por por 430 ADP case
429 os o 430 DET det
430 delatores delator 427 NOUN nmod
431 nao nao 432 ADV advmod
432 e e 291 VERB conj
433 valida valido 432 ADJ xcomp
434 para para 436 ADP case
435 esse esse 436 DET det
436 caso caso 433 NOUN nmod
437 e e 209 CCONJ cc
438 para para 439 ADP case
439 outros outros 436 PRON conj
440 alem alem 291 ADV advmod
441 de de 443 ADP case
442 a o 443 DET det
443 colaboracao colaboracao 440 NOUN nmod
444 transacoes transacoe 209 NOUN flat
445 segundo segundo 447 ADP case
446 a o 447 DET det
447 pf pf 316 NOUN nmod
448 as o 449 DET det
449 investigacoes investigacoe 451 NOUN nsubj
450 se se 451 PRON expl:pv
451 dividem dividir 2 VERB conj
452 em em 454 ADP case
453 dois dois 454 NUM nummod
454 acontecimentos acontecimento 451 NOUN nmod
455 o o 456 DET det
456 primeiro primeiro 451 NOUN nsubj
457 deles deles 456 X nmod
458 e e 460 CCONJ cc
459 a o 460 DET det
460 ordem ordem 135 NOUN conj
461 de de 462 ADP case
462 venda venda 460 NOUN nmod
463 por por 465 ADP case
464 a o 465 DET det
465 fb fb 460 NOUN nmod
466 participacoes participacoes 460 NOUN appos
467 controladora controlador 466 ADJ amod
468 de de 470 ADP case
469 o o 470 DET det
470 grupo grupo 466 NOUN nmod
471 de de 472 ADP case
472 r r 470 NOUN nmod
473 200 200 474 NUM nummod
474 milhoes milhoes 472 NUM nummod
475 em em 476 ADP case
476 acoes acoe 334 NOUN nmod
477 de de 479 ADP case
478 a o 479 DET det
479 jbs jbs 476 NOUN nmod
480 entre entre 481 ADP case
481 24 24 493 NUM nmod
482 de de 483 ADP case
483 abril abril 481 PROPN nmod
484 e e 485 CCONJ cc
485 17 17 481 NUM conj
486 de de 487 ADP case
487 maio maio 485 PROPN nmod
488 em em 490 ADP case
489 a o 490 DET det
490 ocasiao ocasiao 493 NOUN nmod
491 os o 492 DET det
492 papeis papeis 493 NOUN nsubj
493 estavam estar 326 VERB ccomp
494 em em 481 ADP case
