# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = economia imigracao popularidade o 1 ano de governo trump em seis graficos presidente dos estados unidos afirmou que sua gestao representou um avanco incrivel sera que os fatos confirmam a declaracao veja a analise da nova gestao em diversas areas donald trump tomou posse como presidente dos estados unidos ha um ano prometendo mudar a cara da politica americana e transferir o poder de volta ao povo mas o que de fato ele conseguiu fazer ate agora a bbc preparou seis graficos que analisam os primeiros 12 meses do seu governo incluindo comparacoes interessantes e ate surpreendentes com seus antecessores trump e um dos presidentes mais impopulares da era moderna sua taxa de aprovacao semanal gira em torno de 39 apos 12 meses no cargo de acordo com o instituto gallup os presidentes barack obama 50 bill clinton 54 e george w bush 83 apresentavam indices muito maiores no mesmo periodo de seus respectivos mandatos a media de aprovacao de trump ao longo do ano tambem e de 39 a mais baixa registrada entre os presidentes em seu primeiro mandato clinton apresenta por sua vez a segunda menor taxa 49 mesmo gerald ford que assumiu a presidencia apos a renuncia de richard nixon e o escandalo de watergate tinha cerca de 40 de aprovacao apos 12 meses no cargo segundo o gallup quando trump tomou posse
1	economia	economia	NOUN	NOUN	_	18	parataxis	_	TokenRange=0:8
93	meses	mês	NOUN	NOUN	_	89	obj	_	TokenRange=507:512
94-95	do	_	_	_	_	_	_	_	TokenRange=513:515
94	de	de	ADP	ADP	_	97	case	_	_
95	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	97	det	_	_
96	seu	_	DET	DET	_	97	det:poss	_	TokenRange=516:519
97	governo	governo	NOUN	NOUN	_	93	nmod	_	TokenRange=520:527
98	incluindo	incluir	VERB	VERB	_	93	acl	_	TokenRange=528:537
99	comparacoes	comparacoe	NOUN	NOUN	_	98	obj	_	TokenRange=538:549
100	interessantes	interessante	ADJ	ADJ	_	99	amod	_	TokenRange=550:563
101	e	e	CCONJ	CONJ	_	103	cc	_	TokenRange=564:565
102	ate	ate	ADV	ADV	_	103	advmod	_	TokenRange=566:569
103	surpreendentes	surpreendente	ADJ	ADJ	_	100	conj	_	TokenRange=570:584
104	com	com	ADP	ADP	_	106	case	_	TokenRange=585:588
105	seus	_	DET	DET	_	106	det:poss	_	TokenRange=589:593
106	antecessores	antecessor	NOUN	NOUN	_	207	nmod	_	TokenRange=594:606
107	trump	trump	NOUN	NOUN	_	106	appos	_	TokenRange=607:612
108	e	e	CCONJ	CONJ	_	109	cc	_	TokenRange=613:614
109	um	_	PRON	PRON	_	204	conj	_	TokenRange=615:617
110-111	dos	_	_	_	_	_	_	_	TokenRange=618:621
110	de	de	ADP	ADP	_	112	case	_	_
111	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	112	det	_	_
112	presidentes	presidente	NOUN	NOUN	_	109	nmod	_	TokenRange=622:633
113	mais	mais	ADV	ADV	_	114	advmod	_	TokenRange=634:638
114	impopulares	impopular	ADJ	ADJ	_	112	amod	_	TokenRange=639:650
115-116	da	_	_	_	_	_	_	_	TokenRange=651:653
115	de	de	ADP	ADP	_	117	case	_	_
116	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	117	det	_	_
117	era	era	NOUN	NOUN	_	112	nmod	_	TokenRange=654:657
118	moderna	moderno	ADJ	ADJ	_	117	amod	_	TokenRange=658:665
119	sua	_	DET	DET	_	120	det:poss	_	TokenRange=666:669
120	taxa	taxa	NOUN	NOUN	_	221	nsubj	_	TokenRange=670:674
121	de	de	ADP	ADP	_	122	case	_	TokenRange=675:677
122	aprovacao	aprovacao	NOUN	NOUN	_	120	nmod	_	TokenRange=678:687
123	semanal	semanal	ADJ	ADJ	_	122	amod	_	TokenRange=688:695
124	gira	_	VERB	VERB	_	18	ccomp	_	TokenRange=696:700
125	em	_	ADP	ADP	_	126	case	_	TokenRange=701:703
126	torno	torno	NOUN	NOUN	_	124	nmod	_	TokenRange=704:709
127	de	de	ADP	ADP	_	128	case	_	TokenRange=710:712
128	39	_	NUM	NUM	NumType=Card	126	nmod	_	TokenRange=713:715
129	apos	_	ADP	ADP	_	131	case	_	TokenRange=716:720
130	12	_	NUM	NUM	NumType=Card	131	nummod	_	TokenRange=721:723
131	meses	mês	NOUN	NOUN	_	126	nmod	_	TokenRange=724:729
132-133	no	_	_	_	_	_	_	_	TokenRange=730:732
132	em	em	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	cargo	cargo	NOUN	NOUN	_	126	nmod	_	TokenRange=733:738
135	de	de	ADP	ADP	_	136	case	_	TokenRange=739:741
136	acordo	acordo	NOUN	NOUN	_	124	nmod	_	TokenRange=742:748
137	com	com	ADP	ADP	_	139	case	_	TokenRange=749:752
138	o	o	DET	DET	_	139	det	_	TokenRange=753:754
139	instituto	instituto	NOUN	NOUN	_	136	nmod	_	TokenRange=755:764
140	gallup	_	ADJ	ADJ	_	139	flat	_	TokenRange=765:771
141	os	o	DET	DET	_	142	det	_	TokenRange=772:774
142	presidentes	presidente	NOUN	NOUN	_	124	nsubj	_	TokenRange=775:786
143	barack	_	NOUN	NOUN	_	142	appos	_	TokenRange=787:793
144	obama	_	NOUN	NOUN	_	143	flat	_	TokenRange=794:799
145	50	_	NUM	NUM	NumType=Card	146	nummod	_	TokenRange=800:802
146	bill	_	NOUN	NOUN	_	143	appos	_	TokenRange=803:807
147	clinton	_	PROPN	PNOUN	_	146	flat	_	TokenRange=808:815
148	54	_	NUM	NUM	NumType=Card	146	appos	_	TokenRange=816:818
149	e	e	CCONJ	CONJ	_	150	cc	_	TokenRange=819:820
150	george	george	NOUN	NOUN	_	146	conj	_	TokenRange=821:827
151	w	_	PROPN	PNOUN	_	150	appos	_	TokenRange=828:829
152	bush	_	NOUN	NOUN	_	150	flat	_	TokenRange=830:834
153	83	_	NUM	NUM	NumType=Card	150	appos	_	TokenRange=835:837
154	apresentavam	apresentar	VERB	VERB	_	18	conj	_	TokenRange=838:850
155	indices	_	NOUN	NOUN	_	154	obj	_	TokenRange=851:858
156	muito	muito	ADV	ADV	_	157	advmod	_	TokenRange=859:864
157	maiores	maior	ADJ	ADJ	_	155	amod	_	TokenRange=865:872
158-159	no	_	_	_	_	_	_	_	TokenRange=873:875
158	em	em	ADP	ADP	_	161	case	_	_
159	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	161	det	_	_
160	mesmo	mesmo	ADJ	ADJ	_	161	amod	_	TokenRange=876:881
161	periodo	periodo	NOUN	NOUN	_	154	nmod	_	TokenRange=882:889
162	de	de	ADP	ADP	_	165	case	_	TokenRange=890:892
163	seus	_	DET	DET	_	165	det:poss	_	TokenRange=893:897
164	respectivos	respectivo	ADJ	ADJ	_	165	amod	_	TokenRange=898:909
165	mandatos	mandato	NOUN	NOUN	_	161	nmod	_	TokenRange=910:918
166	a	o	DET	DET	_	167	det	_	TokenRange=919:920
167	media	media	NOUN	NOUN	_	154	nsubj	_	TokenRange=921:926
168	de	de	ADP	ADP	_	169	case	_	TokenRange=927:929
169	aprovacao	aprovacao	NOUN	NOUN	_	167	nmod	_	TokenRange=930:939
170	de	de	ADP	ADP	_	171	case	_	TokenRange=940:942
171	trump	_	NOUN	NOUN	_	169	nmod	_	TokenRange=943:948
172-173	ao	_	_	_	_	_	_	_	TokenRange=949:951
172	a	a	ADP	ADP	_	174	case	_	_
173	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	174	det	_	_
174	longo	longo	NOUN	NOUN	_	185	nmod	_	TokenRange=952:957
175-176	do	_	_	_	_	_	_	_	TokenRange=958:960
175	de	de	ADP	ADP	_	177	case	_	_
176	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	177	det	_	_
177	ano	ano	NOUN	NOUN	_	174	nmod	_	TokenRange=961:964
178	tambem	tambem	ADV	ADV	_	56	advmod	_	TokenRange=965:971
179	e	_	VERB	VERB	_	194	conj	_	TokenRange=972:973
180	de	de	ADP	ADP	_	181	case	_	TokenRange=974:976
181	39	_	NUM	NUM	NumType=Card	194	nmod	_	TokenRange=977:979
182	a	o	DET	DET	_	184	det	_	TokenRange=980:981
183	mais	mais	ADV	ADV	_	184	advmod	_	TokenRange=982:986
184	baixa	baixo	NOUN	NOUN	_	154	nsubj	_	TokenRange=987:992
185	registrada	registrar	VERB	VERB	_	184	acl	_	TokenRange=993:1003
186	entre	_	ADP	ADP	_	188	case	_	TokenRange=1004:1009
187	os	o	DET	DET	_	188	det	_	TokenRange=1010:1012
188	presidentes	presidente	NOUN	NOUN	_	185	nmod	_	TokenRange=1013:1024
189	em	em	ADP	ADP	_	192	case	_	TokenRange=1025:1027
190	seu	_	DET	DET	_	192	det:poss	_	TokenRange=1028:1031
191	primeiro	primeiro	ADJ	ADJ	_	192	amod	_	TokenRange=1032:1040
192	mandato	mandato	NOUN	NOUN	_	185	nmod	_	TokenRange=1041:1048
193	clinton	_	PROPN	PNOUN	_	194	nsubj	_	TokenRange=1049:1056
194	apresenta	apresentar	VERB	VERB	_	56	conj	_	TokenRange=1057:1066
195	por	por	ADP	ADP	_	197	case	_	TokenRange=1067:1070
196	sua	_	DET	DET	_	197	det:poss	_	TokenRange=1071:1074
197	vez	vez	NOUN	NOUN	_	194	nmod	_	TokenRange=1075:1078
198	a	o	DET	DET	_	201	det	_	TokenRange=1079:1080
199	segunda	segundo	ADJ	ADJ	_	201	amod	_	TokenRange=1081:1088
200	menor	menor	ADJ	ADJ	_	201	amod	_	TokenRange=1089:1094
201	taxa	taxa	NOUN	NOUN	_	194	obj	_	TokenRange=1095:1099
202	49	_	NUM	NUM	NumType=Card	204	nummod	_	TokenRange=1100:1102
203	mesmo	mesmo	ADV	ADV	_	204	advmod	_	TokenRange=1103:1108
204	gerald	gerald	NOUN	NOUN	_	221	nsubj	_	TokenRange=1109:1115
205	ford	_	PROPN	PNOUN	_	204	flat	_	TokenRange=1116:1120
206	que	_	PRON	PRON	_	207	nsubj	_	TokenRange=1121:1124
207	assumiu	assumir	VERB	VERB	_	204	acl:relcl	_	TokenRange=1125:1132
208	a	o	DET	DET	_	209	det	_	TokenRange=1133:1134
209	presidencia	presidencia	NOUN	NOUN	_	207	obj	_	TokenRange=1135:1146
210	apos	_	ADP	ADP	_	212	case	_	TokenRange=1147:1151
211	a	o	DET	DET	_	212	det	_	TokenRange=1152:1153
212	renuncia	renuncia	NOUN	NOUN	_	207	nmod	_	TokenRange=1154:1162
213	de	de	ADP	ADP	_	214	case	_	TokenRange=1163:1165
214	richard	_	PROPN	PNOUN	_	212	nmod	_	TokenRange=1166:1173
215	nixon	_	PROPN	PNOUN	_	214	flat	_	TokenRange=1174:1179
216	e	e	CCONJ	CONJ	_	218	cc	_	TokenRange=1180:1181
217	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	218	det	_	TokenRange=1182:1183
218	escandalo	escandalo	NOUN	NOUN	_	204	conj	_	TokenRange=1184:1193
219	de	de	ADP	ADP	_	220	case	_	TokenRange=1194:1196
220	watergate	watergate	NOUN	NOUN	_	218	nmod	_	TokenRange=1197:1206
221	tinha	ter	VERB	VERB	_	194	conj	_	TokenRange=1207:1212
222	cerca	cerca	ADV	ADV	_	224	advmod	_	TokenRange=1213:1218
223	de	de	ADP	ADP	_	222	case	_	TokenRange=1219:1221
224	40	_	NUM	NUM	NumType=Card	221	obj	_	TokenRange=1222:1224
225	de	de	ADP	ADP	_	226	case	_	TokenRange=1225:1227
226	aprovacao	aprovacao	NOUN	NOUN	_	224	nmod	_	TokenRange=1228:1237
227	apos	_	ADP	ADP	_	229	case	_	TokenRange=1238:1242
228	12	_	NUM	NUM	NumType=Card	229	nummod	_	TokenRange=1243:1245
229	meses	mês	NOUN	NOUN	_	124	nmod	_	TokenRange=1246:1251
230-231	no	_	_	_	_	_	_	_	TokenRange=1252:1254
230	em	em	ADP	ADP	_	232	case	_	_
231	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	232	det	_	_
232	cargo	cargo	NOUN	NOUN	_	229	nmod	_	TokenRange=1255:1260
233	segundo	_	ADP	ADP	_	235	case	_	TokenRange=1261:1268
234	o	o	DET	DET	_	235	det	_	TokenRange=1269:1270
235	gallup	_	NOUN	NOUN	_	221	nmod	_	TokenRange=1271:1277
236	quando	_	CCONJ	CONJ	_	238	mark	_	TokenRange=1278:1284
237	trump	_	PROPN	NOUN	_	238	nsubj	_	TokenRange=1285:1290
238	tomou	tomar	VERB	VERB	_	221	advcl	_	TokenRange=1291:1296
239	posse	posse	NOUN	NOUN	_	238	obj	_	SpacesAfter=\s\s|TokenRange=1297:1302

