# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = responsavel pela operacionalizacao dos pagamentos para politicos do grupo jf o delator ricardo saud entregou a procuradoriageral da republica pgr uma planilha com registro do repasse de r 15 milhoes para o pmdb na campanha eleitoral de 2014 supostamente por ordem do presidente michel temer no registro entregue no anexo 31 da delacao premiada de saud fechada com a forcatarefa da operacao lava jato na pgr e homologada pelo ministro edson fachin do supremo tribunal federal stf ha doacoes oficiais ao partido e r 3 milhoes relacionado ao exdeputado eduardo cunha pmdbrj e r 1 milhao sao oito registros de pagamentos com datas beneficiarios e empresa do grupo que pagou na versao contada pelos delatores os r 15 milhoes vinham da conta dilma que chegou a ter us 30 milhoes a disposicao da campanha presidencial por acerto do dono da jf joesley batista com o exministro da fazenda guido mantega o valor teria sido parte da compra de apoio dos caciques do pmdb que envolveu repasses ainda para renan calheiros pmdbal eunicio oliveira pmdbro jader barbalho pmdbpr entre outros no mesmo anexo saud entregou aos investigadores uma anotacao manuscrita que mostra como foi feita a divisao do valor destinado a temer a anotacao de saud relaciona os r 15 milhoes a suposto pedido do tesoureiro da campanha de reeleicao de dilma rousseff o exministro edinho silva temer 1500000000 a pedido edinho pt registra a anotacao abaixo do valor total supostamente relacionado a
1	responsavel	responsavel	ADJ	ADJ	_	15	amod	_	TokenRange=0:11
46	por	por	ADP	ADP	_	47	case	_	TokenRange=254:257
47	ordem	ordem	NOUN	NOUN	_	18	nmod	_	TokenRange=258:263
48-49	do	_	_	_	_	_	_	_	TokenRange=264:266
48	de	de	ADP	ADP	_	50	case	_	_
49	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	50	det	_	_
50	presidente	presidente	NOUN	NOUN	_	47	nmod	_	TokenRange=267:277
51	michel	michel	ADJ	ADJ	_	50	appos	_	TokenRange=278:284
52	temer	temer	NOUN	NOUN	_	50	appos	_	TokenRange=285:290
53-54	no	_	_	_	_	_	_	_	TokenRange=291:293
53	em	em	ADP	ADP	_	55	case	_	_
54	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	55	det	_	_
55	registro	registro	NOUN	NOUN	_	47	nmod	_	TokenRange=294:302
56	entregue	entregar	VERB	VERB	_	55	acl	_	TokenRange=303:311
57-58	no	_	_	_	_	_	_	_	TokenRange=312:314
57	em	em	ADP	ADP	_	59	case	_	_
58	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	59	det	_	_
59	anexo	anexo	NOUN	NOUN	_	56	nmod	_	TokenRange=315:320
60	31	_	NUM	NUM	NumType=Card	59	appos	_	TokenRange=321:323
61-62	da	_	_	_	_	_	_	_	TokenRange=324:326
61	de	de	ADP	ADP	_	63	case	_	_
62	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	63	det	_	_
63	delacao	delacao	NOUN	NOUN	_	59	nmod	_	TokenRange=327:334
64	premiada	premiar	VERB	VERB	_	63	acl	_	TokenRange=335:343
65	de	de	ADP	ADP	_	66	case	_	TokenRange=344:346
66	saud	saud	NOUN	NOUN	_	63	nmod	_	TokenRange=347:351
67	fechada	fechar	VERB	VERB	_	217	acl	_	TokenRange=352:359
68	com	com	ADP	ADP	_	70	case	_	TokenRange=360:363
69	a	o	DET	DET	_	70	det	_	TokenRange=364:365
70	forcatarefa	forcatarefa	NOUN	NOUN	_	67	nmod	_	TokenRange=366:377
71-72	da	_	_	_	_	_	_	_	TokenRange=378:380
71	de	de	ADP	ADP	_	73	case	_	_
72	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	73	det	_	_
73	operacao	operacao	NOUN	NOUN	_	70	nmod	_	TokenRange=381:389
74	lava	lava	NOUN	NOUN	_	73	appos	_	TokenRange=390:394
75	jato	jato	NOUN	NOUN	_	74	flat	_	TokenRange=395:399
76-77	na	_	_	_	_	_	_	_	TokenRange=400:402
76	em	em	ADP	ADP	_	78	case	_	_
77	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	78	det	_	_
78	pgr	_	NOUN	NOUN	_	73	nmod	_	TokenRange=403:406
79	e	e	CCONJ	CONJ	_	80	cc	_	TokenRange=407:408
80	homologada	homologar	VERB	VERB	_	67	conj	_	TokenRange=409:419
81-82	pelo	_	_	_	_	_	_	_	TokenRange=420:424
81	por	por	ADP	ADP	_	83	case	_	_
82	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	83	det	_	_
83	ministro	ministro	NOUN	NOUN	_	80	nmod	_	TokenRange=425:433
84	edson	_	NOUN	NOUN	_	83	appos	_	TokenRange=434:439
85	fachin	_	NOUN	NOUN	_	84	flat	_	TokenRange=440:446
86-87	do	_	_	_	_	_	_	_	TokenRange=447:449
86	de	de	ADP	ADP	_	89	case	_	_
87	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	89	det	_	_
88	supremo	supremo	ADJ	ADJ	_	89	amod	_	TokenRange=450:457
89	tribunal	tribunal	NOUN	NOUN	_	83	nmod	_	TokenRange=458:466
90	federal	federal	ADJ	ADJ	_	89	amod	_	TokenRange=467:474
91	stf	_	NOUN	NOUN	_	89	appos	_	TokenRange=475:478
92	ha	_	VERB	VERB	_	18	parataxis	_	TokenRange=479:481
93	doacoes	doacoe	NOUN	NOUN	_	265	obj	_	TokenRange=482:489
94	oficiais	oficial	ADJ	ADJ	_	93	amod	_	TokenRange=490:498
95-96	ao	_	_	_	_	_	_	_	TokenRange=499:501
95	a	a	ADP	ADP	_	97	case	_	_
96	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	97	det	_	_
97	partido	partido	NOUN	NOUN	_	93	nmod	_	TokenRange=502:509
98	e	e	CCONJ	CONJ	_	99	cc	_	TokenRange=510:511
99	r	r	NOUN	NOUN	_	93	conj	_	TokenRange=512:513
100	3	_	NUM	NUM	NumType=Card	101	nummod	_	TokenRange=514:515
101	milhoes	_	NUM	NUM	NumType=Card	99	nummod	_	TokenRange=516:523
102	relacionado	relacionar	VERB	VERB	_	99	acl	_	TokenRange=524:535
103-104	ao	_	_	_	_	_	_	_	TokenRange=536:538
103	a	a	ADP	ADP	_	105	case	_	_
104	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	105	det	_	_
105	exdeputado	exdeputado	NOUN	NOUN	_	274	nmod	_	TokenRange=539:549
106	eduardo	eduardo	NOUN	NOUN	_	105	appos	_	TokenRange=550:557
107	cunha	cunha	NOUN	NOUN	_	106	flat	_	TokenRange=558:563
108	pmdbrj	_	NOUN	NOUN	_	106	appos	_	TokenRange=564:570
109	e	e	CCONJ	CONJ	_	110	cc	_	TokenRange=571:572
110	r	r	NOUN	NOUN	_	265	nsubj	_	TokenRange=573:574
111	1	_	NUM	NUM	NumType=Card	112	nummod	_	TokenRange=575:576
112	milhao	_	NUM	NUM	NumType=Card	110	nummod	_	TokenRange=577:583
113	sao	_	VERB	VERB	_	179	conj	_	TokenRange=584:587
114	oito	_	NUM	NUM	NumType=Card	115	nummod	_	TokenRange=588:592
115	registros	registro	NOUN	NOUN	_	179	nsubj	_	TokenRange=593:602
116	de	de	ADP	ADP	_	117	case	_	TokenRange=603:605
117	pagamentos	pagamento	NOUN	NOUN	_	115	nmod	_	TokenRange=606:616
118	com	com	ADP	ADP	_	119	case	_	TokenRange=617:620
119	datas	data	NOUN	NOUN	_	117	nmod	_	TokenRange=621:626
120	beneficiarios	beneficiario	ADJ	ADJ	_	119	amod	_	TokenRange=627:640
121	e	e	CCONJ	CONJ	_	122	cc	_	TokenRange=641:642
122	empresa	empresa	NOUN	NOUN	_	119	conj	_	TokenRange=643:650
123-124	do	_	_	_	_	_	_	_	TokenRange=651:653
123	de	de	ADP	ADP	_	125	case	_	_
124	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	125	det	_	_
125	grupo	grupo	NOUN	NOUN	_	161	nmod	_	TokenRange=654:659
126	que	_	PRON	PRON	_	127	nsubj	_	TokenRange=660:663
127	pagou	pagar	VERB	VERB	_	125	acl:relcl	_	TokenRange=664:669
128-129	na	_	_	_	_	_	_	_	TokenRange=670:672
128	em	em	ADP	ADP	_	130	case	_	_
129	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	130	det	_	_
130	versao	versao	NOUN	NOUN	_	127	nmod	_	TokenRange=673:679
131	contada	contar	VERB	VERB	_	130	acl	_	TokenRange=680:687
132-133	pelos	_	_	_	_	_	_	_	TokenRange=688:693
132	por	por	ADP	ADP	_	134	case	_	_
133	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	134	det	_	_
134	delatores	delator	NOUN	NOUN	_	131	nmod	_	TokenRange=694:703
135	os	o	DET	DET	_	136	det	_	TokenRange=704:706
136	r	r	NOUN	NOUN	_	212	nsubj	_	TokenRange=707:708
137	15	_	NUM	NUM	NumType=Card	138	nummod	_	TokenRange=709:711
138	milhoes	_	NUM	NUM	NumType=Card	136	nummod	_	TokenRange=712:719
139	vinham	vir	VERB	VERB	_	18	parataxis	_	TokenRange=720:726
140-141	da	_	_	_	_	_	_	_	TokenRange=727:729
140	de	de	ADP	ADP	_	142	case	_	_
141	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	142	det	_	_
142	conta	conta	NOUN	NOUN	_	179	nmod	_	TokenRange=730:735
143	dilma	dilma	NOUN	NOUN	_	142	appos	_	TokenRange=736:741
144	que	_	PRON	PRON	_	147	nsubj	_	TokenRange=742:745
145	chegou	chegar	AUX	AUX	_	147	aux	_	TokenRange=746:752
146	a	_	ADP	ADP	_	147	mark	_	TokenRange=753:754
147	ter	ter	VERB	VERB	_	142	acl:relcl	_	TokenRange=755:758
148	us	_	DET	DET	_	147	obj	_	TokenRange=759:761
149	30	_	NUM	NUM	NumType=Card	150	nummod	_	TokenRange=762:764
150	milhoes	_	NUM	NUM	NumType=Card	33	nummod	_	TokenRange=765:772
151	a	o	DET	DET	_	152	det	_	TokenRange=773:774
152	disposicao	disposicao	NOUN	NOUN	_	179	nsubj	_	TokenRange=775:785
153-154	da	_	_	_	_	_	_	_	TokenRange=786:788
153	de	de	ADP	ADP	_	155	case	_	_
154	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	155	det	_	_
155	campanha	campanha	NOUN	NOUN	_	152	nmod	_	TokenRange=789:797
156	presidencial	presidencial	ADJ	ADJ	_	155	amod	_	TokenRange=798:810
157	por	por	ADP	ADP	_	158	case	_	TokenRange=811:814
158	acerto	acerto	NOUN	NOUN	_	192	nmod	_	TokenRange=815:821
159-160	do	_	_	_	_	_	_	_	TokenRange=822:824
159	de	de	ADP	ADP	_	161	case	_	_
160	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	161	det	_	_
161	dono	dono	NOUN	NOUN	_	158	nmod	_	TokenRange=825:829
162-163	da	_	_	_	_	_	_	_	TokenRange=830:832
162	de	de	ADP	ADP	_	164	case	_	_
163	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	164	det	_	_
164	jf	_	NOUN	NOUN	_	161	nmod	_	TokenRange=833:835
165	joesley	_	NOUN	NOUN	_	161	appos	_	TokenRange=836:843
166	batista	batista	NOUN	NOUN	_	165	flat	_	TokenRange=844:851
167	com	com	ADP	ADP	_	169	case	_	TokenRange=852:855
168	o	o	DET	DET	_	169	det	_	TokenRange=856:857
169	exministro	exministro	NOUN	NOUN	_	274	nmod	_	TokenRange=858:868
170-171	da	_	_	_	_	_	_	_	TokenRange=869:871
170	de	de	ADP	ADP	_	172	case	_	_
171	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	172	det	_	_
172	fazenda	fazenda	NOUN	NOUN	_	169	nmod	_	TokenRange=872:879
173	guido	guido	ADJ	ADJ	_	169	appos	_	TokenRange=880:885
174	mantega	mantega	NOUN	NOUN	_	173	flat	_	TokenRange=886:893
175	o	o	DET	DET	_	176	det	_	TokenRange=894:895
176	valor	valor	NOUN	NOUN	_	179	nsubj	_	TokenRange=896:901
177	teria	ter	AUX	AUX	_	179	aux	_	TokenRange=902:907
178	sido	ser	AUX	AUX	_	179	cop	_	TokenRange=908:912
179	parte	parte	NOUN	NOUN	_	18	parataxis	_	TokenRange=913:918
180-181	da	_	_	_	_	_	_	_	TokenRange=919:921
180	de	de	ADP	ADP	_	182	case	_	_
181	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	182	det	_	_
182	compra	compra	NOUN	NOUN	_	179	nmod	_	TokenRange=922:928
183	de	de	ADP	ADP	_	184	case	_	TokenRange=929:931
184	apoio	apoio	NOUN	NOUN	_	182	nmod	_	TokenRange=932:937
185-186	dos	_	_	_	_	_	_	_	TokenRange=938:941
185	de	de	ADP	ADP	_	187	case	_	_
186	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	187	det	_	_
187	caciques	cacique	NOUN	NOUN	_	184	nmod	_	TokenRange=942:950
188-189	do	_	_	_	_	_	_	_	TokenRange=951:953
188	de	de	ADP	ADP	_	190	case	_	_
189	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	190	det	_	_
190	pmdb	_	NOUN	NOUN	_	187	nmod	_	TokenRange=954:958
191	que	_	PRON	PRON	_	192	nsubj	_	TokenRange=959:962
192	envolveu	envolver	VERB	VERB	_	217	acl:relcl	_	TokenRange=963:971
193	repasses	repasse	NOUN	NOUN	_	192	obj	_	TokenRange=972:980
194	ainda	ainda	ADV	ADV	_	196	advmod	_	TokenRange=981:986
195	para	para	ADP	ADP	_	196	case	_	TokenRange=987:991
196	renan	_	NOUN	NOUN	_	192	nmod	_	TokenRange=992:997
197	calheiros	calheiro	NOUN	NOUN	_	196	flat	_	TokenRange=998:1007
198	pmdbal	_	NOUN	NOUN	_	196	flat	_	TokenRange=1008:1014
199	eunicio	_	NOUN	NOUN	_	196	appos	_	TokenRange=1015:1022
200	oliveira	oliveira	ADJ	NOUN	_	199	flat	_	TokenRange=1023:1031
201	pmdbro	pmdbro	NOUN	NOUN	_	196	appos	_	TokenRange=1032:1038
202	jader	jader	NOUN	NOUN	_	196	appos	_	TokenRange=1039:1044
203	barbalho	barbalho	NOUN	NOUN	_	202	flat	_	TokenRange=1045:1053
204	pmdbpr	pmdbpr	NOUN	NOUN	_	202	flat	_	TokenRange=1054:1060
205	entre	_	ADP	ADP	_	206	case	_	TokenRange=1061:1066
206	outros	_	PRON	PRON	_	56	nmod	_	TokenRange=1067:1073
207-208	no	_	_	_	_	_	_	_	TokenRange=1074:1076
207	em	em	ADP	ADP	_	210	case	_	_
208	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	210	det	_	_
209	mesmo	mesmo	ADJ	ADJ	_	210	amod	_	TokenRange=1077:1082
210	anexo	anexo	NOUN	NOUN	_	212	nmod	_	TokenRange=1083:1088
211	saud	_	PROPN	PNOUN	_	212	nsubj	_	TokenRange=1089:1093
212	entregou	entregar	VERB	VERB	_	18	parataxis	_	TokenRange=1094:1102
213-214	aos	_	_	_	_	_	_	_	TokenRange=1103:1106
213	a	a	ADP	ADP	_	215	case	_	_
214	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	215	det	_	_
215	investigadores	investigador	NOUN	NOUN	_	212	iobj	_	TokenRange=1107:1121
216	uma	um	DET	DET	_	217	det	_	TokenRange=1122:1125
217	anotacao	anotacao	NOUN	NOUN	_	212	obj	_	TokenRange=1126:1134
218	manuscrita	manuscrito	ADJ	ADJ	_	217	amod	_	TokenRange=1135:1145
219	que	_	PRON	PRON	_	220	nsubj	_	TokenRange=1146:1149
220	mostra	mostrar	VERB	VERB	_	217	acl:relcl	_	TokenRange=1150:1156
221	como	como	ADV	ADV	_	223	advmod	_	TokenRange=1157:1161
222	foi	_	AUX	AUX	_	223	aux:pass	_	TokenRange=1162:1165
223	feita	_	VERB	VERB	_	220	ccomp	_	TokenRange=1166:1171
224	a	o	DET	DET	_	225	det	_	TokenRange=1172:1173
225	divisao	divisao	NOUN	NOUN	_	223	nsubj:pass	_	TokenRange=1174:1181
226-227	do	_	_	_	_	_	_	_	TokenRange=1182:1184
226	de	de	ADP	ADP	_	228	case	_	_
227	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	228	det	_	_
228	valor	valor	NOUN	NOUN	_	225	nmod	_	TokenRange=1185:1190
229	destinado	destinar	VERB	VERB	_	228	acl	_	TokenRange=1191:1200
230	a	_	ADP	ADP	_	231	case	_	TokenRange=1201:1202
231	temer	temer	NOUN	NOUN	_	229	nmod	_	TokenRange=1203:1208
232	a	o	DET	DET	_	233	det	_	TokenRange=1209:1210
233	anotacao	anotacao	NOUN	NOUN	_	236	nsubj	_	TokenRange=1211:1219
234	de	de	ADP	ADP	_	235	case	_	TokenRange=1220:1222
235	saud	_	PROPN	PNOUN	_	233	nmod	_	TokenRange=1223:1227
236	relaciona	relacionar	VERB	VERB	_	212	ccomp	_	TokenRange=1228:1237
237	os	o	DET	DET	_	238	det	_	TokenRange=1238:1240
238	r	r	NOUN	NOUN	_	236	obj	_	TokenRange=1241:1242
239	15	_	NUM	NUM	NumType=Card	240	nummod	_	TokenRange=1243:1245
240	milhoes	_	NUM	NUM	NumType=Card	238	nummod	_	TokenRange=1246:1253
241	a	_	ADP	ADP	_	243	case	_	TokenRange=1254:1255
242	suposto	suposto	ADJ	ADJ	_	243	amod	_	TokenRange=1256:1263
243	pedido	pedido	NOUN	NOUN	_	236	nmod	_	TokenRange=1264:1270
244-245	do	_	_	_	_	_	_	_	TokenRange=1271:1273
244	de	de	ADP	ADP	_	246	case	_	_
245	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	246	det	_	_
246	tesoureiro	tesoureiro	NOUN	NOUN	_	243	nmod	_	TokenRange=1274:1284
247-248	da	_	_	_	_	_	_	_	TokenRange=1285:1287
247	de	de	ADP	ADP	_	249	case	_	_
248	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	249	det	_	_
249	campanha	campanha	NOUN	NOUN	_	246	nmod	_	TokenRange=1288:1296
250	de	de	ADP	ADP	_	251	case	_	TokenRange=1297:1299
251	reeleicao	reeleicao	NOUN	NOUN	_	249	nmod	_	TokenRange=1300:1309
252	de	de	ADP	ADP	_	253	case	_	TokenRange=1310:1312
253	dilma	dilma	NOUN	NOUN	_	249	nmod	_	TokenRange=1313:1318
254	rousseff	rousseff	ADJ	NOUN	_	253	flat	_	TokenRange=1319:1327
255	o	o	DET	DET	_	256	det	_	TokenRange=1328:1329
256	exministro	exministro	NOUN	NOUN	_	265	nsubj	_	TokenRange=1330:1340
257	edinho	_	PROPN	PNOUN	_	256	appos	_	TokenRange=1341:1347
258	silva	silva	NOUN	NOUN	_	257	flat	_	TokenRange=1348:1353
259	temer	temer	NOUN	NOUN	_	257	flat	_	TokenRange=1354:1359
260	1500000000	_	NUM	NUM	NumType=Card	256	appos	_	TokenRange=1360:1370
261	a	_	ADP	ADP	_	262	case	_	TokenRange=1371:1372
262	pedido	pedido	NOUN	NOUN	_	260	nmod	_	TokenRange=1373:1379
263	edinho	_	PROPN	PNOUN	_	256	appos	_	TokenRange=1380:1386
264	pt	_	PROPN	PNOUN	_	263	flat	_	TokenRange=1387:1389
265	registra	registrar	VERB	VERB	_	236	parataxis	_	TokenRange=1390:1398
266	a	o	DET	DET	_	267	det	_	TokenRange=1399:1400
267	anotacao	anotacao	NOUN	NOUN	_	265	obj	_	TokenRange=1401:1409
268	abaixo	abaixo	ADV	ADV	_	267	advmod	_	TokenRange=1410:1416
269-270	do	_	_	_	_	_	_	_	TokenRange=1417:1419
269	de	de	ADP	ADP	_	271	case	_	_
270	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	271	det	_	_
271	valor	valor	NOUN	NOUN	_	267	nmod	_	TokenRange=1420:1425
272	total	total	ADJ	ADJ	_	271	amod	_	TokenRange=1426:1431
273	supostamente	supostamente	ADV	ADV	_	274	advmod	_	TokenRange=1432:1444
274	relacionado	relacionado	ADJ	ADJ	_	267	amod	_	TokenRange=1445:1456
275	a	_	ADP	ADP	_	196	case	_	SpacesAfter=\s\s|TokenRange=1457:1458

