# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja os enredos das escolas de samba do rio para o carnaval 2018 beijaflor foi a ultima das 13 escolas a anunciar enredo sorteio da ordem dos desfiles foi realizado no sabado na feira carnavaliasambacon apesar das dificuldades e corte de verba por parte da prefeitura os preparativos para o carnaval 2018 ja estao em andamento por parte das escolas de samba das 13 agremiacoes 12 ja escolheram e divulgaram seus enredos para o carnaval 2018 ate 15 de julho so a beijaflor de nilopolis deixou para anunciar o seu no dia 30 de julho durante a feijoada na quadra da escola em nilopolis na baixada fluminense veja abaixo os enredos ja definidos por causa do impasse na com relacao a subvencao municipal somente no sabado 15 data limite prevista pelo regulamento foi sorteada e divulgada a ordem dos desfiles do grupo especial o sorteio aconteceu no encerramento da feira de empresas de carnaval a carnavaliasambacon no centro de convencoes sul america na cidade nova no centro da cidade em 2018 13 escolas vao se apresentar em dois dias de desfile ja que por conta dos acidentes ocorridos nas apresentacoes
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
28-29	da	_	_	_	_	_	_	_	TokenRange=129:131
28	de	de	ADP	ADP	_	30	case	_	_
29	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	30	det	_	_
30	ordem	ordem	NOUN	NOUN	_	27	nmod	_	TokenRange=132:137
31-32	dos	_	_	_	_	_	_	_	TokenRange=138:141
31	de	de	ADP	ADP	_	33	case	_	_
32	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	33	det	_	_
33	desfiles	desfile	NOUN	NOUN	_	30	nmod	_	TokenRange=142:150
34	foi	_	AUX	AUX	_	35	aux:pass	_	TokenRange=151:154
35	realizado	realizar	VERB	VERB	_	1	parataxis	_	TokenRange=155:164
36-37	no	_	_	_	_	_	_	_	TokenRange=165:167
36	em	em	ADP	ADP	_	38	case	_	_
37	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	38	det	_	_
38	sabado	_	PROPN	PNOUN	_	35	nmod	_	TokenRange=168:174
39-40	na	_	_	_	_	_	_	_	TokenRange=175:177
39	em	em	ADP	ADP	_	41	case	_	_
40	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	41	det	_	_
41	feira	feira	NOUN	NOUN	_	35	nmod	_	TokenRange=178:183
42	carnavaliasambacon	_	NOUN	NOUN	_	41	flat	_	TokenRange=184:202
43	apesar	apesar	ADV	ADV	_	46	case	_	TokenRange=203:209
44-45	das	_	_	_	_	_	_	_	TokenRange=210:213
44	de	de	ADP	ADP	_	43	case	_	_
45	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	43	det	_	_
46	dificuldades	dificuldade	NOUN	NOUN	_	153	nmod	_	TokenRange=214:226
47	e	e	CCONJ	CONJ	_	48	cc	_	TokenRange=227:228
48	corte	corte	NOUN	NOUN	_	46	conj	_	TokenRange=229:234
49	de	de	ADP	ADP	_	50	case	_	TokenRange=235:237
50	verba	verba	NOUN	NOUN	_	48	nmod	_	TokenRange=238:243
51	por	por	ADP	ADP	_	52	case	_	TokenRange=244:247
52	parte	parte	NOUN	NOUN	_	35	nmod	_	TokenRange=248:253
53-54	da	_	_	_	_	_	_	_	TokenRange=254:256
53	de	de	ADP	ADP	_	55	case	_	_
54	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	55	det	_	_
55	prefeitura	prefeitura	NOUN	NOUN	_	52	nmod	_	TokenRange=257:267
56	os	o	DET	DET	_	57	det	_	TokenRange=268:270
57	preparativos	_	NOUN	NOUN	_	167	nsubj	_	TokenRange=271:283
58	para	para	ADP	ADP	_	60	case	_	TokenRange=284:288
59	o	o	DET	DET	_	60	det	_	TokenRange=289:290
60	carnaval	carnaval	NOUN	NOUN	_	57	nmod	_	TokenRange=291:299
61	2018	_	NUM	NUM	NumType=Card	60	nmod	_	TokenRange=300:304
62	ja	ja	ADV	ADV	_	63	advmod	_	TokenRange=305:307
63	estao	_	VERB	VERB	_	35	advcl	_	TokenRange=308:313
64	em	em	ADP	ADP	_	65	case	_	TokenRange=314:316
65	andamento	andamento	NOUN	NOUN	_	167	nmod	_	TokenRange=317:326
66	por	por	ADP	ADP	_	67	case	_	TokenRange=327:330
67	parte	parte	NOUN	NOUN	_	167	nmod	_	TokenRange=331:336
68-69	das	_	_	_	_	_	_	_	TokenRange=337:340
68	de	de	ADP	ADP	_	70	case	_	_
69	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	70	det	_	_
70	escolas	escola	NOUN	NOUN	_	67	nmod	_	TokenRange=341:348
71	de	de	ADP	ADP	_	72	case	_	TokenRange=349:351
72	samba	samba	NOUN	NOUN	_	70	nmod	_	TokenRange=352:357
73-74	das	_	_	_	_	_	_	_	TokenRange=358:361
73	de	de	ADP	ADP	_	76	case	_	_
74	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	76	det	_	_
75	13	_	NUM	NUM	NumType=Card	76	nummod	_	TokenRange=362:364
76	agremiacoes	_	NOUN	NOUN	_	173	nmod	_	TokenRange=365:376
77	12	_	NUM	NUM	NumType=Card	76	appos	_	TokenRange=377:379
78	ja	ja	ADV	ADV	_	79	advmod	_	TokenRange=380:382
79	escolheram	escolher	VERB	VERB	_	76	acl:relcl	_	TokenRange=383:393
80	e	e	CCONJ	CONJ	_	81	cc	_	TokenRange=394:395
81	divulgaram	divulgar	VERB	VERB	_	79	conj	_	TokenRange=396:406
82	seus	_	DET	DET	_	83	det:poss	_	TokenRange=407:411
83	enredos	enredo	NOUN	NOUN	_	81	obj	_	TokenRange=412:419
84	para	para	ADP	ADP	_	86	case	_	TokenRange=420:424
85	o	o	DET	DET	_	86	det	_	TokenRange=425:426
86	carnaval	carnaval	NOUN	NOUN	_	83	nmod	_	TokenRange=427:435
87	2018	_	NUM	NUM	NumType=Card	86	nmod	_	TokenRange=436:440
88	ate	_	ADP	ADP	_	89	case	_	TokenRange=441:444
89	15	_	NUM	NUM	NumType=Card	81	nmod	_	TokenRange=445:447
90	de	de	ADP	ADP	_	91	case	_	TokenRange=448:450
91	julho	_	PROPN	PNOUN	_	89	nmod	_	TokenRange=451:456
92	so	so	ADV	ADV	_	97	advmod	_	TokenRange=457:459
93	a	o	DET	DET	_	94	det	_	TokenRange=460:461
94	beijaflor	_	NOUN	NOUN	_	97	nsubj	_	TokenRange=462:471
95	de	de	ADP	ADP	_	96	case	_	TokenRange=472:474
96	nilopolis	_	NOUN	NOUN	_	94	nmod	_	TokenRange=475:484
97	deixou	deixar	VERB	VERB	_	203	parataxis	_	TokenRange=485:491
98	para	_	ADP	ADP	_	99	mark	_	TokenRange=492:496
99	anunciar	anunciar	VERB	VERB	_	97	nmod	_	TokenRange=497:505
100	o	o	DET	DET	_	101	det	_	TokenRange=506:507
101	seu	_	PRON	PRON	_	99	obj	_	TokenRange=508:511
102-103	no	_	_	_	_	_	_	_	TokenRange=512:514
102	em	em	ADP	ADP	_	104	case	_	_
103	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	104	det	_	_
104	dia	dia	NOUN	NOUN	_	99	nmod	_	TokenRange=515:518
105	30	_	NUM	NUM	NumType=Card	104	nmod	_	TokenRange=519:521
106	de	de	ADP	ADP	_	107	case	_	TokenRange=522:524
107	julho	_	PROPN	PNOUN	_	105	nmod	_	TokenRange=525:530
108	durante	_	ADP	ADP	_	110	case	_	TokenRange=531:538
109	a	o	DET	DET	_	110	det	_	TokenRange=539:540
110	feijoada	_	NOUN	NOUN	_	99	nmod	_	TokenRange=541:549
111-112	na	_	_	_	_	_	_	_	TokenRange=550:552
111	em	em	ADP	ADP	_	113	case	_	_
112	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	113	det	_	_
113	quadra	quadra	NOUN	NOUN	_	110	nmod	_	TokenRange=553:559
114-115	da	_	_	_	_	_	_	_	TokenRange=560:562
114	de	de	ADP	ADP	_	116	case	_	_
115	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	116	det	_	_
116	escola	escola	NOUN	NOUN	_	113	nmod	_	TokenRange=563:569
117	em	em	ADP	ADP	_	118	case	_	TokenRange=570:572
118	nilopolis	_	NOUN	NOUN	_	216	nmod	_	TokenRange=573:582
119-120	na	_	_	_	_	_	_	_	TokenRange=583:585
119	em	em	ADP	ADP	_	121	case	_	_
120	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	121	det	_	_
121	baixada	baixada	NOUN	NOUN	_	118	nmod	_	TokenRange=586:593
122	fluminense	fluminense	ADJ	ADJ	_	121	amod	_	TokenRange=594:604
123	veja	ver	VERB	VERB	_	1	parataxis	_	TokenRange=605:609
124	abaixo	abaixo	ADV	ADV	_	123	advmod	_	TokenRange=610:616
125	os	o	DET	DET	_	126	det	_	TokenRange=617:619
126	enredos	enredo	NOUN	NOUN	_	123	obj	_	TokenRange=620:627
127	ja	ja	ADV	ADV	_	128	advmod	_	TokenRange=628:630
128	definidos	definir	VERB	VERB	_	126	acl	_	TokenRange=631:640
129	por	por	ADP	ADP	_	133	case	_	TokenRange=641:644
130	causa	causa	NOUN	NOUN	_	129	fixed	_	TokenRange=645:650
131-132	do	_	_	_	_	_	_	_	TokenRange=651:653
131	de	de	ADP	ADP	_	129	case	_	_
132	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	129	det	_	_
133	impasse	impasse	NOUN	NOUN	_	128	nmod	_	TokenRange=654:661
134-135	na	_	_	_	_	_	_	_	TokenRange=662:664
134	em	em	ADP	ADP	_	137	case	_	_
135	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	99	det	_	_
136	com	com	ADP	ADP	_	137	case	_	TokenRange=665:668
137	relacao	relacao	NOUN	NOUN	_	133	nmod	_	TokenRange=669:676
138	a	_	ADP	ADP	_	139	case	_	TokenRange=677:678
139	subvencao	subvencao	NOUN	NOUN	_	137	nmod	_	TokenRange=679:688
140	municipal	municipal	ADJ	ADJ	_	139	amod	_	TokenRange=689:698
141	somente	somente	ADV	ADV	_	144	advmod	_	TokenRange=699:706
142-143	no	_	_	_	_	_	_	_	TokenRange=707:709
142	em	em	ADP	ADP	_	144	case	_	_
143	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	144	det	_	_
144	sabado	_	PROPN	PNOUN	_	35	nmod	_	TokenRange=710:716
145	15	_	NUM	NUM	NumType=Card	146	nummod	_	TokenRange=717:719
146	data	data	NOUN	NOUN	_	144	appos	_	TokenRange=720:724
147	limite	limite	ADJ	ADJ	_	146	amod	_	TokenRange=725:731
148	prevista	prever	VERB	VERB	_	146	acl	_	TokenRange=732:740
149-150	pelo	_	_	_	_	_	_	_	TokenRange=741:745
149	por	por	ADP	ADP	_	151	case	_	_
150	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	151	det	_	_
151	regulamento	regulamento	NOUN	NOUN	_	148	nmod	_	TokenRange=746:757
152	foi	_	AUX	AUX	_	153	aux:pass	_	TokenRange=758:761
153	sorteada	sortear	VERB	VERB	_	1	parataxis	_	TokenRange=762:770
154	e	e	CCONJ	CONJ	_	155	cc	_	TokenRange=771:772
155	divulgada	divulgar	VERB	VERB	_	153	conj	_	TokenRange=773:782
156	a	o	DET	DET	_	157	det	_	TokenRange=783:784
157	ordem	ordem	NOUN	NOUN	_	167	nsubj	_	TokenRange=785:790
158-159	dos	_	_	_	_	_	_	_	TokenRange=791:794
158	de	de	ADP	ADP	_	160	case	_	_
159	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	160	det	_	_
160	desfiles	desfile	NOUN	NOUN	_	157	nmod	_	TokenRange=795:803
161-162	do	_	_	_	_	_	_	_	TokenRange=804:806
161	de	de	ADP	ADP	_	163	case	_	_
162	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	163	det	_	_
163	grupo	grupo	NOUN	NOUN	_	157	nmod	_	TokenRange=807:812
164	especial	especial	ADJ	ADJ	_	163	amod	_	TokenRange=813:821
165	o	o	DET	DET	_	166	det	_	TokenRange=822:823
166	sorteio	sorteio	NOUN	NOUN	_	167	nsubj	_	TokenRange=824:831
167	aconteceu	acontecer	VERB	VERB	_	35	conj	_	TokenRange=832:841
168-169	no	_	_	_	_	_	_	_	TokenRange=842:844
168	em	em	ADP	ADP	_	170	case	_	_
169	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	170	det	_	_
170	encerramento	encerramento	NOUN	NOUN	_	167	nmod	_	TokenRange=845:857
171-172	da	_	_	_	_	_	_	_	TokenRange=858:860
171	de	de	ADP	ADP	_	173	case	_	_
172	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	173	det	_	_
173	feira	feira	NOUN	NOUN	_	170	nmod	_	TokenRange=861:866
174	de	de	ADP	ADP	_	175	case	_	TokenRange=867:869
175	empresas	empresa	NOUN	NOUN	_	173	nmod	_	TokenRange=870:878
176	de	de	ADP	ADP	_	177	case	_	TokenRange=879:881
177	carnaval	carnaval	NOUN	NOUN	_	175	nmod	_	TokenRange=882:890
178	a	_	ADP	ADP	_	179	case	_	TokenRange=891:892
179	carnavaliasambacon	_	NOUN	NOUN	_	167	nmod	_	TokenRange=893:911
180-181	no	_	_	_	_	_	_	_	TokenRange=912:914
180	em	em	ADP	ADP	_	182	case	_	_
181	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	182	det	_	_
182	centro	centro	NOUN	NOUN	_	167	nmod	_	TokenRange=915:921
183	de	de	ADP	ADP	_	184	case	_	TokenRange=922:924
184	convencoes	convencoe	NOUN	NOUN	_	182	nmod	_	TokenRange=925:935
185	sul	sul	ADJ	ADJ	_	184	amod	_	TokenRange=936:939
186	america	americo	ADJ	ADJ	_	184	amod	_	TokenRange=940:947
187-188	na	_	_	_	_	_	_	_	TokenRange=948:950
187	em	em	ADP	ADP	_	189	case	_	_
188	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	189	det	_	_
189	cidade	cidade	NOUN	NOUN	_	79	nmod	_	TokenRange=951:957
190	nova	novo	ADJ	ADJ	_	189	amod	_	TokenRange=958:962
191-192	no	_	_	_	_	_	_	_	TokenRange=963:965
191	em	em	ADP	ADP	_	193	case	_	_
192	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	193	det	_	_
193	centro	centro	NOUN	NOUN	_	81	nmod	_	TokenRange=966:972
194-195	da	_	_	_	_	_	_	_	TokenRange=973:975
194	de	de	ADP	ADP	_	196	case	_	_
195	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	196	det	_	_
196	cidade	cidade	NOUN	NOUN	_	193	nmod	_	TokenRange=976:982
197	em	em	ADP	ADP	_	198	case	_	TokenRange=983:985
198	2018	_	NUM	NUM	NumType=Card	203	nmod	_	TokenRange=986:990
199	13	_	NUM	NUM	NumType=Card	200	nummod	_	TokenRange=991:993
200	escolas	escola	NOUN	NOUN	_	203	nsubj	_	TokenRange=994:1001
201	vao	ir	AUX	AUX	_	203	aux	_	TokenRange=1002:1005
202	se	_	PRON	PRON	_	203	obj	_	TokenRange=1006:1008
203	apresentar	apresentar	VERB	VERB	_	1	parataxis	_	TokenRange=1009:1019
204	em	em	ADP	ADP	_	206	case	_	TokenRange=1020:1022
205	dois	_	NUM	NUM	NumType=Card	206	nummod	_	TokenRange=1023:1027
206	dias	dia	NOUN	NOUN	_	203	nmod	_	TokenRange=1028:1032
207	de	de	ADP	ADP	_	208	case	_	TokenRange=1033:1035
208	desfile	desfile	NOUN	NOUN	_	206	nmod	_	TokenRange=1036:1043
209	ja	ja	ADV	ADV	_	123	mark	_	TokenRange=1044:1046
210	que	_	CCONJ	CONJ	_	211	fixed	_	TokenRange=1047:1050
211	por	por	ADP	ADP	_	215	case	_	TokenRange=1051:1054
212	conta	conta	NOUN	NOUN	_	211	fixed	_	TokenRange=1055:1060
213-214	dos	_	_	_	_	_	_	_	TokenRange=1061:1064
213	de	de	ADP	ADP	_	211	case	_	_
214	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	211	det	_	_
215	acidentes	acidente	NOUN	NOUN	_	203	nmod	_	TokenRange=1065:1074
216	ocorridos	ocorrer	VERB	VERB	_	215	acl	_	TokenRange=1075:1084
217-218	nas	_	_	_	_	_	_	_	TokenRange=1085:1088
217	em	em	ADP	ADP	_	219	case	_	_
218	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	219	det	_	_
219	apresentacoes	apresentacoe	NOUN	NOUN	_	216	nmod	_	SpacesAfter=\s\s|TokenRange=1089:1102

