# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = ouca o de olho no mundo online aqui ou ao vivo na radio estadao sabado as 19h domingo as 20h 929 fm com participacao de haisem abaki andrei netto jamil chade e lucia guimaraes roxane re esta de ferias ira o acordo historico que encerra tres decadas de isolamento do ira dominou a semana o presidente barack obama comecou uma campanha intensa de defesa do acordo que enfrenta grande resistencia no congresso controlado pelo partido republicano a reta final das negociacoes revelou um presidente mais ousado depois de se fortalecer em casa com vitorias em politica domestica jamil chade destaca o papel protagonista da russia nas negociacoes especialmente na questao do embargo a compra de armas convencionais pelo ira andrei neto conta que a franca teve um comportamento relativamente apatico nas negociacoes o governo frances tem uma desconfianca historica do governo xiita em teera e tende a se alinhar com paises arabes sunitas mas pela primeira vez em mais de quatro anos de guerra na siria o acordo com o ira ao reaproximar as potencias envolvidas nas negociacoes em viena pode abrir uma porta para uma solucao do conflito argumenta andrei netto destacando o apoio de teera ao governo de bashar alassad um ira integrado a comunidade internacional pode se dedicar melhor ao conflito que alimenta regularmente com financiamento e com armas a duvida e a siria esta em processo
1	ouca	oucar	VERB	VERB	_	0	root	_	TokenRange=0:4
17	estadao	estadao	NOUN	NOUN	_	16	flat	_	TokenRange=56:63
18	sabado	sabar	VERB	VERB	_	1	acl	_	TokenRange=64:70
19	as	o	DET	DET	_	20	det	_	TokenRange=71:73
20	19h	_	NUM	NUM	NumType=Card	18	nmod	_	TokenRange=74:77
21	domingo	_	PROPN	PNOUN	_	18	nmod	_	TokenRange=78:85
22	as	o	DET	DET	_	23	det	_	TokenRange=86:88
23	20h	_	NUM	NUM	NumType=Card	24	nummod	_	TokenRange=89:92
24	929	_	NUM	NUM	NumType=Card	25	nummod	_	TokenRange=93:96
25	fm	fm	NOUN	NOUN	_	21	appos	_	TokenRange=97:99
26	com	com	ADP	ADP	_	27	case	_	TokenRange=100:103
27	participacao	participacao	NOUN	NOUN	_	1	nmod	_	TokenRange=104:116
28	de	de	ADP	ADP	_	29	case	_	TokenRange=117:119
29	haisem	haisem	NOUN	NOUN	_	27	nmod	_	TokenRange=120:126
30	abaki	_	NOUN	NOUN	_	29	flat	_	TokenRange=127:132
31	andrei	andrei	NOUN	NOUN	_	29	appos	_	TokenRange=133:139
32	netto	netto	NOUN	NOUN	_	31	flat	_	TokenRange=140:145
33	jamil	_	PROPN	NOUN	_	31	appos	_	TokenRange=146:151
34	chade	chade	NOUN	NOUN	_	31	flat	_	TokenRange=152:157
35	e	e	CCONJ	CONJ	_	36	cc	_	TokenRange=158:159
36	lucia	lucia	NOUN	NOUN	_	33	conj	_	TokenRange=160:165
37	guimaraes	guimarae	NOUN	NOUN	_	36	amod	_	TokenRange=166:175
38	roxane	roxane	NOUN	NOUN	_	36	appos	_	TokenRange=176:182
39	re	_	NOUN	NOUN	_	40	flat	_	TokenRange=183:185
40	esta	_	PRON	PRON	_	36	appos	_	TokenRange=186:190
41	de	de	ADP	ADP	_	42	case	_	TokenRange=191:193
42	ferias	feria	NOUN	NOUN	_	40	nmod	_	TokenRange=194:200
43	ira	_	NOUN	NOUN	_	40	appos	_	TokenRange=201:204
44	o	o	DET	DET	_	45	det	_	TokenRange=205:206
45	acordo	acordo	NOUN	NOUN	_	150	nsubj	_	TokenRange=207:213
46	historico	historico	ADJ	ADJ	_	45	amod	_	TokenRange=214:223
47	que	_	PRON	PRON	_	48	nsubj	_	TokenRange=224:227
48	encerra	encerrar	VERB	VERB	_	45	acl:relcl	_	TokenRange=228:235
49	tres	_	NUM	NUM	NumType=Card	50	nummod	_	TokenRange=236:240
50	decadas	decada	NOUN	NOUN	_	48	obj	_	TokenRange=241:248
51	de	de	ADP	ADP	_	52	case	_	TokenRange=249:251
52	isolamento	isolamento	NOUN	NOUN	_	50	nmod	_	TokenRange=252:262
53-54	do	_	_	_	_	_	_	_	TokenRange=263:265
53	de	de	ADP	ADP	_	55	case	_	_
54	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	55	det	_	_
55	ira	ira	NOUN	NOUN	_	52	nmod	_	TokenRange=266:269
56	dominou	dominar	VERB	VERB	_	1	parataxis	_	TokenRange=270:277
57	a	o	DET	DET	_	58	det	_	TokenRange=278:279
58	semana	semana	NOUN	NOUN	_	56	obj	_	TokenRange=280:286
59	o	o	DET	DET	_	60	det	_	TokenRange=287:288
60	presidente	presidente	NOUN	NOUN	_	63	nsubj	_	TokenRange=289:299
61	barack	barack	NOUN	NOUN	_	60	appos	_	TokenRange=300:306
62	obama	_	NOUN	NOUN	_	61	flat	_	TokenRange=307:312
63	comecou	comecar	VERB	VERB	_	1	parataxis	_	TokenRange=313:320
64	uma	um	DET	DET	_	65	det	_	TokenRange=321:324
65	campanha	campanha	NOUN	NOUN	_	63	obj	_	TokenRange=325:333
66	intensa	intenso	ADJ	ADJ	_	65	amod	_	TokenRange=334:341
67	de	de	ADP	ADP	_	68	case	_	TokenRange=342:344
68	defesa	_	NOUN	NOUN	_	65	nmod	_	TokenRange=345:351
69-70	do	_	_	_	_	_	_	_	TokenRange=352:354
69	de	de	ADP	ADP	_	71	case	_	_
70	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	71	det	_	_
71	acordo	acordo	NOUN	NOUN	_	68	nmod	_	TokenRange=355:361
72	que	_	PRON	PRON	_	73	nsubj	_	TokenRange=362:365
73	enfrenta	enfrentar	VERB	VERB	_	65	acl:relcl	_	TokenRange=366:374
74	grande	grande	ADJ	ADJ	_	75	amod	_	TokenRange=375:381
75	resistencia	resistencia	NOUN	NOUN	_	73	obj	_	TokenRange=382:393
76-77	no	_	_	_	_	_	_	_	TokenRange=394:396
76	em	em	ADP	ADP	_	78	case	_	_
77	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	78	det	_	_
78	congresso	congresso	NOUN	NOUN	_	73	nmod	_	TokenRange=397:406
79	controlado	controlar	VERB	VERB	_	78	acl	_	TokenRange=407:417
80-81	pelo	_	_	_	_	_	_	_	TokenRange=418:422
80	por	por	ADP	ADP	_	82	case	_	_
81	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	82	det	_	_
82	partido	partido	NOUN	NOUN	_	79	nmod	_	TokenRange=423:430
83	republicano	republicano	ADJ	ADJ	_	82	amod	_	TokenRange=431:442
84	a	o	DET	DET	_	85	det	_	TokenRange=443:444
85	reta	reta	NOUN	NOUN	_	232	nsubj	_	TokenRange=445:449
86	final	final	ADJ	ADJ	_	85	amod	_	TokenRange=450:455
87-88	das	_	_	_	_	_	_	_	TokenRange=456:459
87	de	de	ADP	ADP	_	89	case	_	_
88	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	89	det	_	_
89	negociacoes	negociacoe	NOUN	NOUN	_	85	nmod	_	TokenRange=460:471
90	revelou	revelar	VERB	VERB	_	232	parataxis	_	TokenRange=472:479
91	um	um	DET	DET	_	92	det	_	TokenRange=480:482
92	presidente	presidente	NOUN	NOUN	_	90	obj	_	TokenRange=483:493
93	mais	mais	ADV	ADV	_	94	advmod	_	TokenRange=494:498
94	ousado	ousado	ADJ	ADJ	_	92	amod	_	TokenRange=499:505
95	depois	depois	ADV	ADV	_	98	mark	_	TokenRange=506:512
96	de	_	ADP	ADP	_	95	fixed	_	TokenRange=513:515
97	se	_	PRON	PRON	_	98	obj	_	TokenRange=516:518
98	fortalecer	fortalecer	VERB	VERB	_	238	advcl	_	TokenRange=519:529
99	em	em	ADP	ADP	_	100	case	_	TokenRange=530:532
100	casa	casa	NOUN	NOUN	_	98	nmod	_	TokenRange=533:537
101	com	com	ADP	ADP	_	102	case	_	TokenRange=538:541
102	vitorias	vitoria	NOUN	NOUN	_	98	nmod	_	TokenRange=542:550
103	em	em	ADP	ADP	_	104	case	_	TokenRange=551:553
104	politica	_	NOUN	NOUN	_	102	nmod	_	TokenRange=554:562
105	domestica	domestico	ADJ	ADJ	_	104	amod	_	TokenRange=563:572
106	jamil	_	PROPN	PNOUN	_	108	nsubj	_	TokenRange=573:578
107	chade	chade	NOUN	NOUN	_	106	flat	_	TokenRange=579:584
108	destaca	destacar	VERB	VERB	_	232	advcl	_	TokenRange=585:592
109	o	o	DET	DET	_	110	det	_	TokenRange=593:594
110	papel	papel	NOUN	NOUN	_	108	obj	_	TokenRange=595:600
111	protagonista	protagonista	ADJ	ADJ	_	110	amod	_	TokenRange=601:613
112-113	da	_	_	_	_	_	_	_	TokenRange=614:616
112	de	de	ADP	ADP	_	114	case	_	_
113	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	114	det	_	_
114	russia	russia	NOUN	NOUN	_	110	nmod	_	TokenRange=617:623
115-116	nas	_	_	_	_	_	_	_	TokenRange=624:627
115	em	em	ADP	ADP	_	117	case	_	_
116	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	117	det	_	_
117	negociacoes	negociacoe	NOUN	NOUN	_	110	nmod	_	TokenRange=628:639
118	especialmente	especialmente	ADV	ADV	_	121	advmod	_	TokenRange=640:653
119-120	na	_	_	_	_	_	_	_	TokenRange=654:656
119	em	em	ADP	ADP	_	121	case	_	_
120	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	121	det	_	_
121	questao	questao	NOUN	NOUN	_	238	nmod	_	TokenRange=657:664
122-123	do	_	_	_	_	_	_	_	TokenRange=665:667
122	de	de	ADP	ADP	_	124	case	_	_
123	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	124	det	_	_
124	embargo	embargo	NOUN	NOUN	_	121	nmod	_	TokenRange=668:675
125	a	_	ADP	ADP	_	126	case	_	TokenRange=676:677
126	compra	compra	NOUN	NOUN	_	124	nmod	_	TokenRange=678:684
127	de	de	ADP	ADP	_	128	case	_	TokenRange=685:687
128	armas	arma	NOUN	NOUN	_	126	nmod	_	TokenRange=688:693
129	convencionais	convencional	ADJ	ADJ	_	128	amod	_	TokenRange=694:707
130-131	pelo	_	_	_	_	_	_	_	TokenRange=708:712
130	por	por	ADP	ADP	_	132	case	_	_
131	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	132	det	_	_
132	ira	ira	NOUN	NOUN	_	126	nmod	_	TokenRange=713:716
133	andrei	andrei	NOUN	NOUN	_	135	nsubj	_	TokenRange=717:723
134	neto	neto	NOUN	NOUN	_	106	flat	_	TokenRange=724:728
135	conta	contar	VERB	VERB	_	1	parataxis	_	TokenRange=729:734
136	que	que	CCONJ	CONJ	_	139	mark	_	TokenRange=735:738
137	a	o	DET	DET	_	138	det	_	TokenRange=739:740
138	franca	_	NOUN	NOUN	_	139	nsubj	_	TokenRange=741:747
139	teve	ter	VERB	VERB	_	135	ccomp	_	TokenRange=748:752
140	um	um	DET	DET	_	141	det	_	TokenRange=753:755
141	comportamento	comportamento	NOUN	NOUN	_	139	obj	_	TokenRange=756:769
142	relativamente	relativamente	ADV	ADV	_	143	advmod	_	TokenRange=770:783
143	apatico	apatico	ADJ	ADJ	_	141	amod	_	TokenRange=784:791
144-145	nas	_	_	_	_	_	_	_	TokenRange=792:795
144	em	em	ADP	ADP	_	146	case	_	_
145	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	146	det	_	_
146	negociacoes	negociacoe	NOUN	NOUN	_	139	nmod	_	TokenRange=796:807
147	o	o	DET	DET	_	148	det	_	TokenRange=808:809
148	governo	governo	NOUN	NOUN	_	150	nsubj	_	TokenRange=810:817
149	frances	france	ADJ	ADJ	_	148	amod	_	TokenRange=818:825
150	tem	ter	VERB	VERB	_	135	ccomp	_	TokenRange=826:829
151	uma	um	DET	DET	_	152	det	_	TokenRange=830:833
152	desconfianca	desconfianca	NOUN	NOUN	_	150	obj	_	TokenRange=834:846
153	historica	historico	ADJ	ADJ	_	152	amod	_	TokenRange=847:856
154-155	do	_	_	_	_	_	_	_	TokenRange=857:859
154	de	de	ADP	ADP	_	156	case	_	_
155	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	156	det	_	_
156	governo	governo	NOUN	NOUN	_	152	nmod	_	TokenRange=860:867
157	xiita	xiita	ADJ	ADJ	_	156	amod	_	TokenRange=868:873
158	em	em	ADP	ADP	_	159	case	_	TokenRange=874:876
159	teera	teera	NOUN	NOUN	_	156	nmod	_	TokenRange=877:882
160	e	e	CCONJ	CONJ	_	161	cc	_	TokenRange=883:884
161	tende	_	VERB	VERB	_	150	conj	_	TokenRange=885:890
162	a	_	ADP	ADP	_	164	mark	_	TokenRange=891:892
163	se	_	PRON	PRON	_	164	obj	_	TokenRange=893:895
164	alinhar	alinhar	VERB	VERB	_	161	nmod	_	TokenRange=896:903
165	com	com	ADP	ADP	_	166	case	_	TokenRange=904:907
166	paises	paise	NOUN	NOUN	_	164	nmod	_	TokenRange=908:914
167	arabes	arabe	ADJ	ADJ	_	166	amod	_	TokenRange=915:921
168	sunitas	_	ADJ	ADJ	_	166	amod	_	TokenRange=922:929
169	mas	mas	CCONJ	CONJ	_	201	cc	_	TokenRange=930:933
170-171	pela	_	_	_	_	_	_	_	TokenRange=934:938
170	por	por	ADP	ADP	_	173	case	_	_
171	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	173	det	_	_
172	primeira	primeiro	ADJ	ADJ	_	173	amod	_	TokenRange=939:947
173	vez	vez	NOUN	NOUN	_	201	nmod	_	TokenRange=948:951
174	em	em	ADP	ADP	_	178	case	_	TokenRange=952:954
175	mais	mais	ADV	ADV	_	177	advmod	_	TokenRange=955:959
176	de	de	ADP	ADP	_	175	case	_	TokenRange=960:962
177	quatro	_	NUM	NUM	NumType=Card	178	nummod	_	TokenRange=963:969
178	anos	ano	NOUN	NOUN	_	191	nmod	_	TokenRange=970:974
179	de	de	ADP	ADP	_	180	case	_	TokenRange=975:977
180	guerra	guerra	NOUN	NOUN	_	178	nmod	_	TokenRange=978:984
181-182	na	_	_	_	_	_	_	_	TokenRange=985:987
181	em	em	ADP	ADP	_	183	case	_	_
182	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	183	det	_	_
183	siria	_	NOUN	NOUN	_	178	nmod	_	TokenRange=988:993
184	o	o	DET	DET	_	185	det	_	TokenRange=994:995
185	acordo	acordo	NOUN	NOUN	_	63	nsubj	_	TokenRange=996:1002
186	com	com	ADP	ADP	_	188	case	_	TokenRange=1003:1006
187	o	o	DET	DET	_	188	det	_	TokenRange=1007:1008
188	ira	ira	NOUN	NOUN	_	185	nmod	_	TokenRange=1009:1012
189-190	ao	_	_	_	_	_	_	_	TokenRange=1013:1015
189	a	a	ADP	ADP	_	191	case	_	_
190	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	191	det	_	_
191	reaproximar	reaproximar	VERB	VERB	_	201	advcl	_	TokenRange=1016:1027
192	as	o	DET	DET	_	193	det	_	TokenRange=1028:1030
193	potencias	potencia	NOUN	NOUN	_	191	obj	_	TokenRange=1031:1040
194	envolvidas	envolvido	ADJ	ADJ	_	193	amod	_	TokenRange=1041:1051
195-196	nas	_	_	_	_	_	_	_	TokenRange=1052:1055
195	em	em	ADP	ADP	_	197	case	_	_
196	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	197	det	_	_
197	negociacoes	negociacoe	NOUN	NOUN	_	194	nmod	_	TokenRange=1056:1067
198	em	em	ADP	ADP	_	199	case	_	TokenRange=1068:1070
199	viena	viena	NOUN	NOUN	_	48	nmod	_	TokenRange=1071:1076
200	pode	_	AUX	AUX	_	201	aux	_	TokenRange=1077:1081
201	abrir	abrir	VERB	VERB	_	1	conj	_	TokenRange=1082:1087
202	uma	um	DET	DET	_	203	det	_	TokenRange=1088:1091
203	porta	porta	NOUN	NOUN	_	201	obj	_	TokenRange=1092:1097
204	para	para	ADP	ADP	_	206	case	_	TokenRange=1098:1102
205	uma	um	DET	DET	_	206	det	_	TokenRange=1103:1106
206	solucao	solucao	NOUN	NOUN	_	203	nmod	_	TokenRange=1107:1114
207-208	do	_	_	_	_	_	_	_	TokenRange=1115:1117
207	de	de	ADP	ADP	_	209	case	_	_
208	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	209	det	_	_
209	conflito	conflito	NOUN	NOUN	_	206	nmod	_	TokenRange=1118:1126
210	argumenta	argumentar	VERB	VERB	_	1	parataxis	_	TokenRange=1127:1136
211	andrei	andrei	NOUN	NOUN	_	210	nsubj	_	TokenRange=1137:1143
212	netto	_	PROPN	PNOUN	_	211	flat	_	TokenRange=1144:1149
213	destacando	destacar	VERB	VERB	_	210	acl	_	TokenRange=1150:1160
214	o	o	DET	DET	_	215	det	_	TokenRange=1161:1162
215	apoio	apoio	NOUN	NOUN	_	213	obj	_	TokenRange=1163:1168
216	de	de	ADP	ADP	_	217	case	_	TokenRange=1169:1171
217	teera	teera	NOUN	NOUN	_	215	nmod	_	TokenRange=1172:1177
218-219	ao	_	_	_	_	_	_	_	TokenRange=1178:1180
218	a	a	ADP	ADP	_	220	case	_	_
219	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	220	det	_	_
220	governo	governo	NOUN	NOUN	_	215	nmod	_	TokenRange=1181:1188
221	de	de	ADP	ADP	_	222	case	_	TokenRange=1189:1191
222	bashar	bashar	NOUN	NOUN	_	220	nmod	_	TokenRange=1192:1198
223	alassad	_	NOUN	NOUN	_	222	flat	_	TokenRange=1199:1206
224	um	um	DET	DET	_	225	det	_	TokenRange=1207:1209
225	ira	ira	NOUN	NOUN	_	232	nsubj	_	TokenRange=1210:1213
226	integrado	integrar	VERB	VERB	_	225	acl	_	TokenRange=1214:1223
227	a	_	ADP	ADP	_	228	case	_	TokenRange=1224:1225
228	comunidade	comunidade	NOUN	NOUN	_	226	nmod	_	TokenRange=1226:1236
229	internacional	internacional	ADJ	ADJ	_	228	amod	_	TokenRange=1237:1250
230	pode	_	AUX	AUX	_	232	aux	_	TokenRange=1251:1255
231	se	_	PRON	PRON	_	232	expl:pv	_	TokenRange=1256:1258
232	dedicar	dedicar	VERB	VERB	_	210	ccomp	_	TokenRange=1259:1266
233	melhor	melhor	ADV	ADV	_	232	advmod	_	TokenRange=1267:1273
234-235	ao	_	_	_	_	_	_	_	TokenRange=1274:1276
234	a	a	ADP	ADP	_	236	case	_	_
235	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	236	det	_	_
236	conflito	conflito	NOUN	NOUN	_	232	nmod	_	TokenRange=1277:1285
237	que	_	PRON	PRON	_	238	nsubj	_	TokenRange=1286:1289
238	alimenta	alimentar	VERB	VERB	_	236	acl:relcl	_	TokenRange=1290:1298
239	regularmente	regularmente	ADV	ADV	_	238	advmod	_	TokenRange=1299:1311
240	com	com	ADP	ADP	_	241	case	_	TokenRange=1312:1315
241	financiamento	financiamento	NOUN	NOUN	_	238	nmod	_	TokenRange=1316:1329
242	e	e	CCONJ	CONJ	_	244	cc	_	TokenRange=1330:1331
243	com	com	ADP	ADP	_	244	case	_	TokenRange=1332:1335
244	armas	arma	NOUN	NOUN	_	241	conj	_	TokenRange=1336:1341
245	a	_	ADP	ADP	_	246	case	_	TokenRange=1342:1343
246	duvida	duvida	NOUN	NOUN	_	244	nmod	_	TokenRange=1344:1350
247	e	e	CCONJ	CONJ	_	250	cc	_	TokenRange=1351:1352
248	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	250	det	_	TokenRange=1353:1354
249	siria	_	NOUN	NOUN	_	250	nsubj	_	TokenRange=1355:1360
250	esta	_	VERB	VERB	_	232	conj	_	TokenRange=1361:1365
251	em	em	ADP	ADP	_	252	case	_	TokenRange=1366:1368
252	processo	processo	NOUN	NOUN	_	250	nmod	_	SpacesAfter=\s\s|TokenRange=1369:1377

