# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na quartafeira da semana que vem 24 de janeiro todo mundo ja esta careca de saber a 8 turma do tribunal regional federal da 4 regiao trf4 de porto alegre julgara os recursos apresentados pela defesa de luiz inacio lula da silva contra sua condenacao em primeira instancia pelo juiz sergio moro da 13 vara criminal de curitiba a nove anos e meio de prisao e claro que nao se trata de um julgamento comum pois o condenado nao e um ze mane qualquer mas um expresidente da republica com grandes possibilidades de vir a ser candidato a este posto mais poderoso pela terceira vez caso seja absolvido acontece que caso a votacao dos tres desembargadores encarregados confirme a sentenca do juiz muitos interessados alem do proprio lula de seu partido dos trabalhadores pt que nao tem outro pretendente com condicoes iguais ou ate similares as dele e seus eventuais aliados podem ser prejudicados por essa sentenca nao se trata de benemerencia simpatia ou espirito democratico de garantir a disputa igualitaria com um concorrente popular sentimentos tao nobres
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
29	4	_	NUM	NUM	NumType=Card	30	nummod	_	TokenRange=124:125
30	regiao	regiao	NOUN	NOUN	_	24	nmod	_	TokenRange=126:132
31	trf4	_	NOUN	NOUN	_	30	appos	_	TokenRange=133:137
32	de	de	ADP	ADP	_	33	case	_	TokenRange=138:140
33	porto	_	PROPN	PNOUN	_	30	nmod	_	TokenRange=141:146
34	alegre	alegre	ADJ	ADJ	_	33	amod	_	TokenRange=147:153
35	julgara	julgar	VERB	VERB	_	18	ccomp	_	TokenRange=154:161
36	os	o	DET	DET	_	37	det	_	TokenRange=162:164
37	recursos	recurso	NOUN	NOUN	_	35	obj	_	TokenRange=165:173
38	apresentados	apresentar	VERB	VERB	_	37	acl	_	TokenRange=174:186
39-40	pela	_	_	_	_	_	_	_	TokenRange=187:191
39	por	por	ADP	ADP	_	41	case	_	_
40	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	41	det	_	_
41	defesa	_	NOUN	NOUN	_	38	nmod	_	TokenRange=192:198
42	de	de	ADP	ADP	_	43	case	_	TokenRange=199:201
43	luiz	luiz	NOUN	NOUN	_	41	nmod	_	TokenRange=202:206
44	inacio	_	ADJ	ADJ	_	43	flat	_	TokenRange=207:213
45	lula	_	NOUN	NOUN	_	43	flat	_	TokenRange=214:218
46-47	da	_	_	_	_	_	_	_	TokenRange=219:221
46	de	de	ADP	ADP	_	48	case	_	_
47	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	48	det	_	_
48	silva	silva	NOUN	NOUN	_	43	nmod	_	TokenRange=222:227
49	contra	_	ADP	ADP	_	51	case	_	TokenRange=228:234
50	sua	_	DET	DET	_	51	det:poss	_	TokenRange=235:238
51	condenacao	condenacao	NOUN	NOUN	_	38	nmod	_	TokenRange=239:249
52	em	em	ADP	ADP	_	54	case	_	TokenRange=250:252
53	primeira	primeiro	ADJ	ADJ	_	54	amod	_	TokenRange=253:261
54	instancia	instancia	NOUN	NOUN	_	51	nmod	_	TokenRange=262:271
55-56	pelo	_	_	_	_	_	_	_	TokenRange=272:276
55	por	por	ADP	ADP	_	57	case	_	_
56	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	57	det	_	_
57	juiz	juiz	NOUN	NOUN	_	38	nmod	_	TokenRange=277:281
58	sergio	sergio	NOUN	NOUN	_	57	appos	_	TokenRange=282:288
59	moro	moro	NOUN	NOUN	_	57	flat	_	TokenRange=289:293
60-61	da	_	_	_	_	_	_	_	TokenRange=294:296
60	de	de	ADP	ADP	_	63	case	_	_
61	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	63	det	_	_
62	13	_	NUM	NUM	NumType=Card	63	nummod	_	TokenRange=297:299
63	vara	vara	NOUN	NOUN	_	57	nmod	_	TokenRange=300:304
64	criminal	criminal	ADJ	ADJ	_	63	amod	_	TokenRange=305:313
65	de	de	ADP	ADP	_	66	case	_	TokenRange=314:316
66	curitiba	curitiba	NOUN	NOUN	_	63	nmod	_	TokenRange=317:325
67	a	_	ADP	ADP	_	69	case	_	TokenRange=326:327
68	nove	_	NUM	NUM	NumType=Card	69	nummod	_	TokenRange=328:332
69	anos	ano	NOUN	NOUN	_	38	nmod	_	TokenRange=333:337
70	e	e	CCONJ	CONJ	_	71	cc	_	TokenRange=338:339
71	meio	meio	NOUN	NOUN	_	69	conj	_	TokenRange=340:344
72	de	de	ADP	ADP	_	73	case	_	TokenRange=345:347
73	prisao	prisao	NOUN	NOUN	_	69	nmod	_	TokenRange=348:354
74	e	e	CCONJ	CONJ	_	75	cc	_	TokenRange=355:356
75	claro	claro	ADJ	ADJ	_	35	conj	_	TokenRange=357:362
76	que	que	CCONJ	CONJ	_	79	mark	_	TokenRange=363:366
77	nao	nao	ADV	ADV	Polarity=Neg	79	advmod	_	TokenRange=367:370
78	se	_	PART	PRT	_	79	expl:pv	_	TokenRange=371:373
79	trata	tratar	VERB	VERB	_	119	csubj	_	TokenRange=374:379
80	de	de	ADP	ADP	_	82	case	_	TokenRange=380:382
81	um	um	DET	DET	_	82	det	_	TokenRange=383:385
82	julgamento	julgamento	NOUN	NOUN	_	79	nmod	_	TokenRange=386:396
83	comum	comum	ADJ	ADJ	_	82	amod	_	TokenRange=397:402
84	pois	_	CCONJ	CONJ	_	90	mark	_	TokenRange=403:407
85	o	o	DET	DET	_	86	det	_	TokenRange=408:409
86	condenado	condenado	NOUN	NOUN	_	90	nsubj	_	TokenRange=410:419
87	nao	nao	ADV	ADV	Polarity=Neg	90	advmod	_	TokenRange=420:423
88	e	e	AUX	AUX	_	90	cop	_	TokenRange=424:425
89	um	um	DET	DET	_	90	det	_	TokenRange=426:428
90	ze	_	NOUN	NOUN	_	35	advcl	_	TokenRange=429:431
91	mane	mane	NOUN	NOUN	_	90	flat	_	TokenRange=432:436
92	qualquer	_	DET	DET	_	90	det	_	TokenRange=437:445
93	mas	mas	CCONJ	CONJ	_	95	cc	_	TokenRange=446:449
94	um	um	DET	DET	_	95	det	_	TokenRange=450:452
95	expresidente	expresidente	NOUN	NOUN	_	90	conj	_	TokenRange=453:465
96-97	da	_	_	_	_	_	_	_	TokenRange=466:468
96	de	de	ADP	ADP	_	98	case	_	_
97	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	98	det	_	_
98	republica	_	NOUN	NOUN	_	95	nmod	_	TokenRange=469:478
99	com	com	ADP	ADP	_	101	case	_	TokenRange=479:482
100	grandes	grande	ADJ	ADJ	_	101	amod	_	TokenRange=483:490
101	possibilidades	possibilidade	NOUN	NOUN	_	95	nmod	_	TokenRange=491:505
102	de	_	ADP	ADP	_	106	mark	_	TokenRange=506:508
103	vir	_	AUX	AUX	_	106	aux	_	TokenRange=509:512
104	a	_	ADP	ADP	_	106	mark	_	TokenRange=513:514
105	ser	ser	AUX	AUX	_	106	cop	_	TokenRange=515:518
106	candidato	candidato	NOUN	NOUN	_	101	nmod	_	TokenRange=519:528
107	a	_	ADP	ADP	_	109	case	_	TokenRange=529:530
108	este	_	DET	DET	_	109	det	_	TokenRange=531:535
109	posto	posto	NOUN	NOUN	_	106	nmod	_	TokenRange=536:541
110	mais	mais	ADV	ADV	_	111	advmod	_	TokenRange=542:546
111	poderoso	poderoso	ADJ	ADJ	_	109	amod	_	TokenRange=547:555
112-113	pela	_	_	_	_	_	_	_	TokenRange=556:560
112	por	por	ADP	ADP	_	115	case	_	_
113	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	115	det	_	_
114	terceira	_	ADJ	ADJ	_	115	amod	_	TokenRange=561:569
115	vez	vez	NOUN	NOUN	_	106	nmod	_	TokenRange=570:573
116	caso	_	CCONJ	CONJ	_	118	mark	_	TokenRange=574:578
117	seja	ser	AUX	AUX	_	118	aux:pass	_	TokenRange=579:583
118	absolvido	absolver	VERB	VERB	_	151	advcl	_	TokenRange=584:593
119	acontece	acontecer	VERB	VERB	_	16	advcl	_	TokenRange=594:602
120	que	que	CCONJ	CONJ	_	79	mark	_	TokenRange=603:606
121	caso	_	CCONJ	CONJ	_	129	mark	_	TokenRange=607:611
122	a	o	DET	DET	_	123	det	_	TokenRange=612:613
123	votacao	votacao	NOUN	NOUN	_	129	nsubj	_	TokenRange=614:621
124-125	dos	_	_	_	_	_	_	_	TokenRange=622:625
124	de	de	ADP	ADP	_	127	case	_	_
125	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	127	det	_	_
126	tres	_	NUM	NUM	NumType=Card	127	nummod	_	TokenRange=626:630
127	desembargadores	desembargador	NOUN	NOUN	_	123	nmod	_	TokenRange=631:646
128	encarregados	encarregar	VERB	VERB	_	127	acl	_	TokenRange=647:659
129	confirme	confirmar	VERB	VERB	_	119	advcl	_	TokenRange=660:668
130	a	o	DET	DET	_	131	det	_	TokenRange=669:670
131	sentenca	_	NOUN	NOUN	_	129	obj	_	TokenRange=671:679
132-133	do	_	_	_	_	_	_	_	TokenRange=680:682
132	de	de	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	juiz	juiz	NOUN	NOUN	_	131	nmod	_	TokenRange=683:687
135	muitos	_	DET	DET	_	136	det	_	TokenRange=688:694
136	interessados	interessado	NOUN	NOUN	_	129	nsubj	_	TokenRange=695:707
137	alem	alem	ADV	ADV	_	136	advmod	_	TokenRange=708:712
138-139	do	_	_	_	_	_	_	_	TokenRange=713:715
138	de	de	ADP	ADP	_	141	case	_	_
139	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	141	det	_	_
140	proprio	proprio	ADJ	ADJ	_	141	amod	_	TokenRange=716:723
141	lula	_	NOUN	NOUN	_	137	nmod	_	TokenRange=724:728
142	de	de	ADP	ADP	_	144	case	_	TokenRange=729:731
143	seu	_	DET	DET	_	144	det:poss	_	TokenRange=732:735
144	partido	partido	NOUN	NOUN	_	141	nmod	_	TokenRange=736:743
145-146	dos	_	_	_	_	_	_	_	TokenRange=744:747
145	de	de	ADP	ADP	_	147	case	_	_
146	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	147	det	_	_
147	trabalhadores	trabalhador	NOUN	NOUN	_	144	nmod	_	TokenRange=748:761
148	pt	_	ADJ	ADJ	_	147	amod	_	TokenRange=762:764
149	que	_	PRON	PRON	_	151	nsubj	_	TokenRange=765:768
150	nao	nao	ADV	ADV	Polarity=Neg	151	advmod	_	TokenRange=769:772
151	tem	ter	VERB	VERB	_	141	acl:relcl	_	TokenRange=773:776
152	outro	_	DET	DET	_	153	det	_	TokenRange=777:782
153	pretendente	pretendente	NOUN	NOUN	_	151	obj	_	TokenRange=783:794
154	com	com	ADP	ADP	_	155	case	_	TokenRange=795:798
155	condicoes	condicoe	NOUN	NOUN	_	153	nmod	_	TokenRange=799:808
156	iguais	igual	ADJ	ADJ	_	155	amod	_	TokenRange=809:815
157	ou	ou	CCONJ	CONJ	_	159	cc	_	TokenRange=816:818
158	ate	ate	ADV	ADV	_	159	advmod	_	TokenRange=819:822
159	similares	similar	ADJ	ADJ	_	156	conj	_	TokenRange=823:832
160	as	_	ADP	ADPPRON	_	159	nmod	_	TokenRange=833:835
161	dele	_	X	ADPPRON	_	160	nmod	_	TokenRange=836:840
162	e	e	CCONJ	CONJ	_	165	cc	_	TokenRange=841:842
163	seus	_	DET	DET	_	165	det:poss	_	TokenRange=843:847
164	eventuais	eventual	ADJ	ADJ	_	165	amod	_	TokenRange=848:857
165	aliados	aliado	NOUN	NOUN	_	161	conj	_	TokenRange=858:865
166	podem	_	AUX	AUX	_	168	aux	_	TokenRange=866:871
167	ser	ser	AUX	AUX	_	168	aux:pass	_	TokenRange=872:875
168	prejudicados	prejudicar	VERB	VERB	_	79	conj	_	TokenRange=876:888
169	por	por	ADP	ADP	_	171	case	_	TokenRange=889:892
170	essa	_	DET	DET	_	171	det	_	TokenRange=893:897
171	sentenca	sentenca	NOUN	NOUN	_	168	nmod	_	TokenRange=898:906
172	nao	nao	ADV	ADV	Polarity=Neg	174	advmod	_	TokenRange=907:910
173	se	_	PART	PRT	_	174	expl:pv	_	TokenRange=911:913
174	trata	tratar	VERB	VERB	_	119	ccomp	_	TokenRange=914:919
175	de	de	ADP	ADP	_	176	case	_	TokenRange=920:922
176	benemerencia	_	NOUN	NOUN	_	174	nmod	_	TokenRange=923:935
177	simpatia	simpatia	NOUN	NOUN	_	176	flat	_	TokenRange=936:944
178	ou	ou	CCONJ	CONJ	_	179	cc	_	TokenRange=945:947
179	espirito	espirito	NOUN	NOUN	_	176	conj	_	TokenRange=948:956
180	democratico	democratico	ADJ	ADJ	_	179	amod	_	TokenRange=957:968
181	de	_	ADP	ADP	_	182	mark	_	TokenRange=969:971
182	garantir	garantir	VERB	VERB	_	176	nmod	_	TokenRange=972:980
183	a	o	DET	DET	_	184	det	_	TokenRange=981:982
184	disputa	disputa	NOUN	NOUN	_	182	obj	_	TokenRange=983:990
185	igualitaria	igualitario	ADJ	ADJ	_	184	amod	_	TokenRange=991:1002
186	com	com	ADP	ADP	_	188	case	_	TokenRange=1003:1006
187	um	um	DET	DET	_	188	det	_	TokenRange=1007:1009
188	concorrente	concorrente	NOUN	NOUN	_	184	nmod	_	TokenRange=1010:1021
189	popular	popular	ADJ	ADJ	_	188	amod	_	TokenRange=1022:1029
190	sentimentos	sentimento	NOUN	NOUN	_	182	obj	_	TokenRange=1030:1041
191	tao	tao	ADV	ADV	_	192	advmod	_	TokenRange=1042:1045
192	nobres	nobre	ADJ	ADJ	_	190	amod	_	SpacesAfter=\s\s|TokenRange=1046:1052

