# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na denuncia contra o expresidente lula apresentada ao supremo tribunal federal no inicio de maio o procuradorgeral da republica rodrigo janot afirma que o petista teve papel central na trama para tentar barrar a lava jato e a delacao premiada do exdiretor da petrobras nestor cervero o procurador esmiuca os contatos de lula com o exsenador e delator delcidio amaral expt/ms e o pecuarista jose carlos bumlai amigo pessoal do expresidente que teriam levado as tentativas de obstruir a investigacao as revelacoes sobre a denuncia de janot foram divulgadas pelo jornal nacional da tv globo nesta quartafeira 18 na acusacao o procurador conclui que lula impediu e/ou embaracou investigacao criminal que envolve organizacao criminosa ocupando papel central determinando e dirigindo a atividade criminosa praticada por delcidio do amaral andre santos esteves edson de siqueira ribeiro diogo ferreira rodrigues jose carlos bumlai o jornal nacional teve acesso a integra da denuncia da procuradoriageral da republica pgr contra o expresidente acusado de
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
29	petista	petista	NOUN	NOUN	_	30	nsubj	_	TokenRange=155:162
30	teve	ter	VERB	VERB	_	26	ccomp	_	TokenRange=163:167
31	papel	papel	NOUN	NOUN	_	30	obj	_	TokenRange=168:173
32	central	central	ADJ	ADJ	_	31	amod	_	TokenRange=174:181
33-34	na	_	_	_	_	_	_	_	TokenRange=182:184
33	em	em	ADP	ADP	_	35	case	_	_
34	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	35	det	_	_
35	trama	trama	NOUN	NOUN	_	30	nmod	_	TokenRange=185:190
36	para	_	ADP	ADP	_	37	mark	_	TokenRange=191:195
37	tentar	tentar	VERB	VERB	_	30	advcl	_	TokenRange=196:202
38	barrar	barrar	VERB	VERB	_	37	xcomp	_	TokenRange=203:209
39	a	o	DET	DET	_	40	det	_	TokenRange=210:211
40	lava	lava	NOUN	NOUN	_	38	obj	_	TokenRange=212:216
41	jato	jato	NOUN	NOUN	_	40	flat	_	TokenRange=217:221
42	e	e	CCONJ	CONJ	_	44	cc	_	TokenRange=222:223
43	a	o	DET	DET	_	44	det	_	TokenRange=224:225
44	delacao	delacao	NOUN	NOUN	_	40	conj	_	TokenRange=226:233
45	premiada	premiar	VERB	VERB	_	44	acl	_	TokenRange=234:242
46-47	do	_	_	_	_	_	_	_	TokenRange=243:245
46	de	de	ADP	ADP	_	48	case	_	_
47	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	48	det	_	_
48	exdiretor	exdiretor	NOUN	NOUN	_	45	nmod	_	TokenRange=246:255
49-50	da	_	_	_	_	_	_	_	TokenRange=256:258
49	de	de	ADP	ADP	_	51	case	_	_
50	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	51	det	_	_
51	petrobras	petrobra	NOUN	NOUN	_	48	nmod	_	TokenRange=259:268
52	nestor	nestor	NOUN	NOUN	_	48	appos	_	TokenRange=269:275
53	cervero	cervero	NOUN	NOUN	_	52	flat	_	TokenRange=276:283
54	o	o	DET	DET	_	55	det	_	TokenRange=284:285
55	procurador	procurador	NOUN	NOUN	_	56	nsubj	_	TokenRange=286:296
56	esmiuca	esmiucar	VERB	VERB	_	26	conj	_	TokenRange=297:304
57	os	o	DET	DET	_	58	det	_	TokenRange=305:307
58	contatos	contato	NOUN	NOUN	_	56	obj	_	TokenRange=308:316
59	de	de	ADP	ADP	_	60	case	_	TokenRange=317:319
60	lula	lula	NOUN	NOUN	_	58	nmod	_	TokenRange=320:324
61	com	com	ADP	ADP	_	63	case	_	TokenRange=325:328
62	o	o	DET	DET	_	63	det	_	TokenRange=329:330
63	exsenador	exsenador	NOUN	NOUN	_	58	nmod	_	TokenRange=331:340
64	e	e	CCONJ	CONJ	_	65	cc	_	TokenRange=341:342
65	delator	delator	NOUN	NOUN	_	63	conj	_	TokenRange=343:350
66	delcidio	delcidio	NOUN	NOUN	_	63	appos	_	TokenRange=351:359
67	amaral	amaral	ADJ	ADJ	_	66	amod	_	TokenRange=360:366
68	expt/ms	expt/ms	NOUN	NOUN	_	63	appos	_	TokenRange=367:374
69	e	e	CCONJ	CONJ	_	71	cc	_	TokenRange=375:376
70	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	71	det	_	TokenRange=377:378
71	pecuarista	pecuarista	NOUN	NOUN	_	63	conj	_	TokenRange=379:389
72	jose	jose	NOUN	NOUN	_	71	appos	_	TokenRange=390:394
73	carlos	_	NOUN	NOUN	_	72	flat	_	TokenRange=395:401
74	bumlai	_	NOUN	NOUN	_	72	flat	_	TokenRange=402:408
75	amigo	amigo	NOUN	NOUN	_	71	appos	_	TokenRange=409:414
76	pessoal	pessoal	ADJ	ADJ	_	75	amod	_	TokenRange=415:422
77-78	do	_	_	_	_	_	_	_	TokenRange=423:425
77	de	de	ADP	ADP	_	79	case	_	_
78	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	79	det	_	_
79	expresidente	expresidente	NOUN	NOUN	_	75	nmod	_	TokenRange=426:438
80	que	_	PRON	PRON	_	82	nsubj	_	TokenRange=439:442
81	teriam	ter	AUX	AUX	_	82	aux	_	TokenRange=443:449
82	levado	levar	VERB	VERB	_	75	acl:relcl	_	TokenRange=450:456
83	as	o	DET	DET	_	84	det	_	TokenRange=457:459
84	tentativas	_	NOUN	NOUN	_	82	obj	_	TokenRange=460:470
85	de	_	ADP	ADP	_	86	mark	_	TokenRange=471:473
86	obstruir	obstruir	VERB	VERB	_	84	nmod	_	TokenRange=474:482
87	a	o	DET	DET	_	88	det	_	TokenRange=483:484
88	investigacao	investigacao	NOUN	NOUN	_	86	obj	_	TokenRange=485:497
89	as	o	DET	DET	_	90	det	_	TokenRange=498:500
90	revelacoes	revelacoe	NOUN	NOUN	_	82	nsubj	_	TokenRange=501:511
91	sobre	_	ADP	ADP	_	93	case	_	TokenRange=512:517
92	a	o	DET	DET	_	93	det	_	TokenRange=518:519
93	denuncia	denuncia	NOUN	NOUN	_	90	nmod	_	TokenRange=520:528
94	de	de	ADP	ADP	_	95	case	_	TokenRange=529:531
95	janot	janot	NOUN	NOUN	_	93	nmod	_	TokenRange=532:537
96	foram	_	AUX	AUX	_	97	aux:pass	_	TokenRange=538:543
97	divulgadas	divulgar	VERB	VERB	_	79	acl:relcl	_	TokenRange=544:554
98-99	pelo	_	_	_	_	_	_	_	TokenRange=555:559
98	por	por	ADP	ADP	_	100	case	_	_
99	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	100	det	_	_
100	jornal	jornal	NOUN	NOUN	_	97	nmod	_	TokenRange=560:566
101	nacional	nacional	ADJ	ADJ	_	100	amod	_	TokenRange=567:575
102-103	da	_	_	_	_	_	_	_	TokenRange=576:578
102	de	de	ADP	ADP	_	104	case	_	_
103	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	104	det	_	_
104	tv	tv	NOUN	NOUN	_	100	nmod	_	TokenRange=579:581
105	globo	globo	ADJ	ADJ	_	104	flat	_	TokenRange=582:587
106	nesta	_	ADP	ADP	_	107	case	_	TokenRange=588:593
107	quartafeira	_	NOUN	NOUN	_	97	nmod	_	TokenRange=594:605
108	18	_	NUM	NUM	NumType=Card	107	appos	_	TokenRange=606:608
109-110	na	_	_	_	_	_	_	_	TokenRange=609:611
109	em	em	ADP	ADP	_	111	case	_	_
110	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	111	det	_	_
111	acusacao	acusacao	NOUN	NOUN	_	97	nmod	_	TokenRange=612:620
112	o	o	DET	DET	_	113	det	_	TokenRange=621:622
113	procurador	procurador	NOUN	NOUN	_	114	nsubj	_	TokenRange=623:633
114	conclui	concluir	VERB	VERB	_	26	parataxis	_	TokenRange=634:641
115	que	que	CCONJ	CONJ	_	117	mark	_	TokenRange=642:645
116	lula	_	NOUN	NOUN	_	117	nsubj	_	TokenRange=646:650
117	impediu	impedir	VERB	VERB	_	114	ccomp	_	TokenRange=651:658
118	e/ou	e/ou	CCONJ	CONJ	_	119	cc	_	TokenRange=659:663
119	embaracou	embaracar	VERB	VERB	_	117	conj	_	TokenRange=664:673
120	investigacao	investigacao	NOUN	NOUN	_	117	obj	_	TokenRange=674:686
121	criminal	criminal	ADJ	ADJ	_	120	amod	_	TokenRange=687:695
122	que	_	PRON	PRON	_	123	nsubj	_	TokenRange=696:699
123	envolve	envolver	VERB	VERB	_	120	acl:relcl	_	TokenRange=700:707
124	organizacao	organizacao	NOUN	NOUN	_	123	obj	_	TokenRange=708:719
125	criminosa	criminoso	ADJ	ADJ	_	124	amod	_	TokenRange=720:729
126	ocupando	ocupar	VERB	VERB	_	124	acl	_	TokenRange=730:738
127	papel	papel	NOUN	NOUN	_	126	obj	_	TokenRange=739:744
128	central	central	ADJ	ADJ	_	127	amod	_	TokenRange=745:752
129	determinando	determinar	VERB	VERB	_	44	acl	_	TokenRange=753:765
130	e	e	CCONJ	CONJ	_	131	cc	_	TokenRange=766:767
131	dirigindo	dirigir	VERB	VERB	_	129	conj	_	TokenRange=768:777
132	a	o	DET	DET	_	133	det	_	TokenRange=778:779
133	atividade	atividade	NOUN	NOUN	_	129	obj	_	TokenRange=780:789
134	criminosa	criminoso	ADJ	ADJ	_	133	amod	_	TokenRange=790:799
135	praticada	praticar	VERB	VERB	_	133	acl	_	TokenRange=800:809
136	por	por	ADP	ADP	_	137	case	_	TokenRange=810:813
137	delcidio	delcidio	NOUN	NOUN	_	135	nmod	_	TokenRange=814:822
138-139	do	_	_	_	_	_	_	_	TokenRange=823:825
138	de	de	ADP	ADP	_	140	case	_	_
139	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	140	det	_	_
140	amaral	amaral	NOUN	NOUN	_	137	nmod	_	TokenRange=826:832
141	andre	andre	NOUN	NOUN	_	58	appos	_	TokenRange=833:838
142	santos	santo	NOUN	NOUN	_	141	flat	_	TokenRange=839:845
143	esteves	_	NOUN	NOUN	_	141	flat	_	TokenRange=846:853
144	edson	_	NOUN	NOUN	_	141	flat	_	TokenRange=854:859
145	de	de	ADP	ADP	_	146	case	_	TokenRange=860:862
146	siqueira	siqueira	NOUN	NOUN	_	141	nmod	_	TokenRange=863:871
147	ribeiro	ribeiro	ADJ	ADJ	_	146	amod	_	TokenRange=872:879
148	diogo	diogo	NOUN	NOUN	_	146	appos	_	TokenRange=880:885
149	ferreira	_	NOUN	NOUN	_	148	flat	_	TokenRange=886:894
150	rodrigues	_	NOUN	NOUN	_	148	flat	_	TokenRange=895:904
151	jose	jose	NOUN	NOUN	_	148	appos	_	TokenRange=905:909
152	carlos	_	NOUN	NOUN	_	151	flat	_	TokenRange=910:916
153	bumlai	_	NOUN	NOUN	_	151	flat	_	TokenRange=917:923
154	o	o	DET	DET	_	155	det	_	TokenRange=924:925
155	jornal	jornal	NOUN	NOUN	_	157	nsubj	_	TokenRange=926:932
156	nacional	nacional	ADJ	ADJ	_	155	amod	_	TokenRange=933:941
157	teve	ter	VERB	VERB	_	26	conj	_	TokenRange=942:946
158	acesso	acesso	NOUN	NOUN	_	157	obj	_	TokenRange=947:953
159	a	_	ADP	ADP	_	160	case	_	TokenRange=954:955
160	integra	integra	NOUN	NOUN	_	158	nmod	_	TokenRange=956:963
161-162	da	_	_	_	_	_	_	_	TokenRange=964:966
161	de	de	ADP	ADP	_	163	case	_	_
162	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	163	det	_	_
163	denuncia	denuncia	NOUN	NOUN	_	160	nmod	_	TokenRange=967:975
164-165	da	_	_	_	_	_	_	_	TokenRange=976:978
164	de	de	ADP	ADP	_	166	case	_	_
165	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	166	det	_	_
166	procuradoriageral	procuradoriageral	NOUN	NOUN	_	163	nmod	_	TokenRange=979:996
167-168	da	_	_	_	_	_	_	_	TokenRange=997:999
167	de	de	ADP	ADP	_	169	case	_	_
168	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	169	det	_	_
169	republica	_	NOUN	NOUN	_	166	nmod	_	TokenRange=1000:1009
170	pgr	_	NOUN	NOUN	_	163	appos	_	TokenRange=1010:1013
171	contra	_	ADP	ADP	_	173	case	_	TokenRange=1014:1020
172	o	o	DET	DET	_	173	det	_	TokenRange=1021:1022
173	expresidente	expresidente	NOUN	NOUN	_	170	nmod	_	TokenRange=1023:1035
174	acusado	acusar	VERB	VERB	_	163	acl	_	TokenRange=1036:1043
175	de	de	ADP	ADP	_	86	mark	_	SpacesAfter=\s\s|TokenRange=1044:1046

