# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = nos brasileiros nao podemos chegar as eleicoes cabisbaixos afirmou o juiz federal sergio moro responsavel pelas acoes da operacao lava jato na primeira instancia em entrevista ao ao programa roda viva da tv cultura na noite desta segundafeira 26 as coisas vao mais lentamente no supremo diz moro eu sequer tenho opcao de cumprir ou nao cumprir afirma moro sobre ordem de prisao para lula o magistrado afirmou ao falar da corrida presidencial que nao se pode generalizar quando se fala de politicos mas que ha bons candidatos ao mesmo tempo segundo ele ha outros nao tao bons e ainda existem outros ainda que merecem juizo maior de censura espero que o stf tome a melhor decisao diz moro ao comentar as manifestacoes de 2015 e 2016 moro disse que as pessoas que sairam as ruas fizeram uma grande diferenca o juiz ressaltou que havia
1-2	nos	_	_	_	_	_	_	_	TokenRange=0:3
128	melhor	melhor	ADJ	ADJ	_	129	amod	_	TokenRange=663:669
129	decisao	decisao	NOUN	NOUN	_	126	obj	_	TokenRange=670:677
130	diz	dizer	VERB	VERB	_	122	ccomp	_	TokenRange=678:681
131	moro	moro	NOUN	NOUN	_	130	obj	_	TokenRange=682:686
132-133	ao	_	_	_	_	_	_	_	TokenRange=687:689
132	a	a	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	comentar	comentar	VERB	VERB	_	142	advcl	_	TokenRange=690:698
135	as	o	DET	DET	_	136	det	_	TokenRange=699:701
136	manifestacoes	manifestacoe	NOUN	NOUN	_	134	obj	_	TokenRange=702:715
137	de	de	ADP	ADP	_	138	case	_	TokenRange=716:718
138	2015	_	NUM	NUM	NumType=Card	136	nmod	_	TokenRange=719:723
139	e	e	CCONJ	CONJ	_	140	cc	_	TokenRange=724:725
140	2016	_	NUM	NUM	NumType=Card	138	conj	_	TokenRange=726:730
141	moro	moro	NOUN	NOUN	_	142	nsubj	_	TokenRange=731:735
142	disse	dizer	VERB	VERB	_	56	parataxis	_	TokenRange=736:741
143	que	que	CCONJ	CONJ	_	150	mark	_	TokenRange=742:745
144	as	o	DET	DET	_	145	det	_	TokenRange=746:748
145	pessoas	pessoa	NOUN	NOUN	_	150	nsubj	_	TokenRange=749:756
146	que	_	PRON	PRON	_	147	nsubj	_	TokenRange=757:760
147	sairam	sair	VERB	VERB	_	145	acl:relcl	_	TokenRange=761:767
148	as	o	DET	DET	_	149	det	_	TokenRange=768:770
149	ruas	rua	NOUN	NOUN	_	147	obj	_	TokenRange=771:775
150	fizeram	fazer	VERB	VERB	_	142	ccomp	_	TokenRange=776:783
151	uma	um	DET	DET	_	153	det	_	TokenRange=784:787
152	grande	grande	ADJ	ADJ	_	153	amod	_	TokenRange=788:794
153	diferenca	_	NOUN	NOUN	_	150	obj	_	TokenRange=795:804
154	o	o	DET	DET	_	155	det	_	TokenRange=805:806
155	juiz	juiz	NOUN	NOUN	_	158	nsubj	_	TokenRange=807:811
156	ressaltou	ressaltar	VERB	VERB	_	142	ccomp	_	TokenRange=812:821
157	que	que	CCONJ	CONJ	_	158	mark	_	TokenRange=822:825
158	havia	haver	VERB	VERB	_	156	ccomp	_	SpacesAfter=\s\s|TokenRange=826:831

