# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = cenario a coreia do norte e definitivamente uma potencia nuclear a bomba de hidrogenio da coreia do norte funciona e o missil de longo alcance feito para transportar a carga de ataque voa com precisao e capaz de chegar ao territorio continental dos eua as noticias sao as piores a bomba de hidrogenio da coreia do norte funciona e o missil de longo alcance feito para transportar a carga de ataque voa com precisao e capaz de chegar ao territorio continental dos eua ate julho de 2018 os especialistas do instituto de armas nucleares de pyongyang terao pronto o veiculo de reentrada a sofisticada capsula que conduz as ogivas explosivas para seus alvos no retorno a atmosfera depois do trajeto orbital com esse recurso os hwasongs poderao atingir pontos estrategicos do hemisferio norte depois do teste subterraneo deste domingo responsavel por uma onda sismica que deu a volta ao mundo e foi detectado na sede da agencia internacional de energia atomica aiea em viena o quadro mudou o ensaio deixou claro o dominio dos processos tecnologicos e dos procedimentos de engenharia a coreia do norte e sim uma nova e definitiva potencia nuclear com ou sem kim jongun no poder o experimento nas montanhas de quartzito de punggyeri pode ter liberado energia total de 100 a 120 quilotons muito mais que os 8 a 10 quilotons registrados na detonacao de 2013 e acima de 6 talvez ate 8 vezes alem das bombas que atingiram as cidades japonesas de hiroshima e nagasaki bombardeadas pelos eua ha 72 anos morreram 246 mil pessoas embora haja uma certa desconfianca formal quanto ao tipo de dispositivo empregado ontem todos os indicios apontam para um artefato compacto de hidrogenio termonuclear ou seja gerador de uma onda de calor que supera no nucleo os 2 milhoes de graus na extremidade do circulo chega aos 20 mil graus e a mesma fonte que faz as estrelas brilharem e mantem a
1	cenario	cenario	NOUN	NOUN	_	0	root	_	TokenRange=0:7
23	e	e	CCONJ	CONJ	_	25	cc	_	TokenRange=115:116
24	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	25	det	_	TokenRange=117:118
25	missil	missil	NOUN	NOUN	_	233	nsubj	_	TokenRange=119:125
26	de	de	ADP	ADP	_	28	case	_	TokenRange=126:128
27	longo	longo	ADJ	ADJ	_	28	amod	_	TokenRange=129:134
28	alcance	alcance	NOUN	NOUN	_	25	nmod	_	TokenRange=135:142
29	feito	_	VERB	VERB	_	25	acl	_	TokenRange=143:148
30	para	_	ADP	ADP	_	31	mark	_	TokenRange=149:153
31	transportar	transportar	VERB	VERB	_	29	advcl	_	TokenRange=154:165
32	a	o	DET	DET	_	33	det	_	TokenRange=166:167
33	carga	carga	NOUN	NOUN	_	31	obj	_	TokenRange=168:173
34	de	de	ADP	ADP	_	35	case	_	TokenRange=174:176
35	ataque	ataque	NOUN	NOUN	_	33	nmod	_	TokenRange=177:183
36	voa	voa	ADJ	ADJ	_	35	amod	_	TokenRange=184:187
37	com	com	ADP	ADP	_	38	case	_	TokenRange=188:191
38	precisao	precisao	NOUN	NOUN	_	36	nmod	_	TokenRange=192:200
39	e	e	CCONJ	CONJ	_	40	cc	_	TokenRange=201:202
40	capaz	capaz	ADJ	ADJ	_	117	conj	_	TokenRange=203:208
41	de	_	ADP	ADP	_	42	mark	_	TokenRange=209:211
42	chegar	chegar	VERB	VERB	_	40	nmod	_	TokenRange=212:218
43-44	ao	_	_	_	_	_	_	_	TokenRange=219:221
43	a	a	ADP	ADP	_	45	case	_	_
44	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	45	det	_	_
45	territorio	territorio	NOUN	NOUN	_	42	nmod	_	TokenRange=222:232
46	continental	continental	ADJ	ADJ	_	45	amod	_	TokenRange=233:244
47-48	dos	_	_	_	_	_	_	_	TokenRange=245:248
47	de	de	ADP	ADP	_	49	case	_	_
48	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	49	det	_	_
49	eua	_	NOUN	NOUN	_	45	nmod	_	TokenRange=249:252
50	as	o	DET	DET	_	51	det	_	TokenRange=253:255
51	noticias	noticia	NOUN	NOUN	_	107	nsubj	_	TokenRange=256:264
52	sao	_	AUX	AUX	_	54	cop	_	TokenRange=265:268
53	as	o	DET	DET	_	54	det	_	TokenRange=269:271
54	piores	_	NOUN	NOUN	_	107	parataxis	_	TokenRange=272:278
55	a	o	DET	DET	_	56	det	_	TokenRange=279:280
56	bomba	bomba	NOUN	NOUN	_	233	nsubj	_	TokenRange=281:286
57	de	de	ADP	ADP	_	58	case	_	TokenRange=287:289
58	hidrogenio	hidrogenio	NOUN	NOUN	_	56	nmod	_	TokenRange=290:300
59-60	da	_	_	_	_	_	_	_	TokenRange=301:303
59	de	de	ADP	ADP	_	61	case	_	_
60	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	61	det	_	_
61	coreia	coreia	NOUN	NOUN	_	56	nmod	_	TokenRange=304:310
62-63	do	_	_	_	_	_	_	_	TokenRange=311:313
62	de	de	ADP	ADP	_	64	case	_	_
63	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	64	det	_	_
64	norte	norte	NOUN	NOUN	_	61	nmod	_	TokenRange=314:319
65	funciona	funcionar	VERB	VERB	_	54	csubj	_	TokenRange=320:328
66	e	e	CCONJ	CONJ	_	233	cc	_	TokenRange=329:330
67	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	68	det	_	TokenRange=331:332
68	missil	missil	NOUN	NOUN	_	233	nsubj	_	TokenRange=333:339
69	de	de	ADP	ADP	_	71	case	_	TokenRange=340:342
70	longo	longo	ADJ	ADJ	_	71	amod	_	TokenRange=343:348
71	alcance	alcance	NOUN	NOUN	_	68	nmod	_	TokenRange=349:356
72	feito	_	VERB	VERB	_	68	acl	_	TokenRange=357:362
73	para	_	ADP	ADP	_	74	mark	_	TokenRange=363:367
74	transportar	transportar	VERB	VERB	_	72	advcl	_	TokenRange=368:379
75	a	o	DET	DET	_	76	det	_	TokenRange=380:381
76	carga	carga	NOUN	NOUN	_	74	obj	_	TokenRange=382:387
77	de	de	ADP	ADP	_	78	case	_	TokenRange=388:390
78	ataque	ataque	NOUN	NOUN	_	76	nmod	_	TokenRange=391:397
79	voa	voa	ADJ	ADJ	_	78	amod	_	TokenRange=398:401
80	com	com	ADP	ADP	_	81	case	_	TokenRange=402:405
81	precisao	precisao	NOUN	NOUN	_	160	nmod	_	TokenRange=406:414
82	e	e	CCONJ	CONJ	_	83	cc	_	TokenRange=415:416
83	capaz	capaz	ADJ	ADJ	_	321	conj	_	TokenRange=417:422
84	de	_	ADP	ADP	_	85	mark	_	TokenRange=423:425
85	chegar	chegar	VERB	VERB	_	83	nmod	_	TokenRange=426:432
86-87	ao	_	_	_	_	_	_	_	TokenRange=433:435
86	a	a	ADP	ADP	_	88	case	_	_
87	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	88	det	_	_
88	territorio	territorio	NOUN	NOUN	_	85	nmod	_	TokenRange=436:446
89	continental	continental	ADJ	ADJ	_	88	amod	_	TokenRange=447:458
90-91	dos	_	_	_	_	_	_	_	TokenRange=459:462
90	de	de	ADP	ADP	_	92	case	_	_
91	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	92	det	_	_
92	eua	_	NOUN	NOUN	_	88	nmod	_	TokenRange=463:466
93	ate	_	ADP	ADP	_	94	case	_	TokenRange=467:470
94	julho	_	PROPN	PNOUN	_	85	nmod	_	TokenRange=471:476
95	de	de	ADP	ADP	_	96	case	_	TokenRange=477:479
96	2018	_	NUM	NUM	NumType=Card	94	nmod	_	TokenRange=480:484
97	os	o	DET	DET	_	98	det	_	TokenRange=485:487
98	especialistas	especialista	NOUN	NOUN	_	107	nsubj	_	TokenRange=488:501
99-100	do	_	_	_	_	_	_	_	TokenRange=502:504
99	de	de	ADP	ADP	_	101	case	_	_
100	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	101	det	_	_
101	instituto	instituto	NOUN	NOUN	_	98	nmod	_	TokenRange=505:514
102	de	de	ADP	ADP	_	103	case	_	TokenRange=515:517
103	armas	arma	NOUN	NOUN	_	101	nmod	_	TokenRange=518:523
104	nucleares	nuclear	ADJ	ADJ	_	103	amod	_	TokenRange=524:533
105	de	de	ADP	ADP	_	106	case	_	TokenRange=534:536
106	pyongyang	_	NOUN	NOUN	_	101	nmod	_	TokenRange=537:546
107	terao	ter	VERB	VERB	_	1	parataxis	_	TokenRange=547:552
108	pronto	pronto	ADJ	ADJ	_	107	xcomp	_	TokenRange=553:559
109	o	o	DET	DET	_	110	det	_	TokenRange=560:561
110	veiculo	veiculo	NOUN	NOUN	_	108	nsubj	_	TokenRange=562:569
111	de	de	ADP	ADP	_	112	case	_	TokenRange=570:572
112	reentrada	reentrada	NOUN	NOUN	_	110	nmod	_	TokenRange=573:582
113	a	o	DET	DET	_	115	det	_	TokenRange=583:584
114	sofisticada	sofisticado	ADJ	ADJ	_	115	amod	_	TokenRange=585:596
115	capsula	capsula	NOUN	NOUN	_	110	appos	_	TokenRange=597:604
116	que	_	PRON	PRON	_	117	nsubj	_	TokenRange=605:608
117	conduz	conduzir	VERB	VERB	_	115	acl:relcl	_	TokenRange=609:615
118	as	o	DET	DET	_	119	det	_	TokenRange=616:618
119	ogivas	ogiva	NOUN	NOUN	_	117	obj	_	TokenRange=619:625
120	explosivas	explosivo	ADJ	ADJ	_	119	amod	_	TokenRange=626:636
121	para	para	ADP	ADP	_	123	case	_	TokenRange=637:641
122	seus	_	DET	DET	_	123	det:poss	_	TokenRange=642:646
123	alvos	alvo	NOUN	NOUN	_	117	nmod	_	TokenRange=647:652
124-125	no	_	_	_	_	_	_	_	TokenRange=653:655
124	em	em	ADP	ADP	_	126	case	_	_
125	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	126	det	_	_
126	retorno	retorno	NOUN	NOUN	_	117	nmod	_	TokenRange=656:663
127	a	_	ADP	ADP	_	128	case	_	TokenRange=664:665
128	atmosfera	atmosfera	NOUN	NOUN	_	126	nmod	_	TokenRange=666:675
129	depois	depois	ADV	ADV	_	132	case	_	TokenRange=676:682
130-131	do	_	_	_	_	_	_	_	TokenRange=683:685
130	de	de	ADP	ADP	_	129	case	_	_
131	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	129	det	_	_
132	trajeto	trajeto	NOUN	NOUN	_	140	nmod	_	TokenRange=686:693
133	orbital	orbital	ADJ	ADJ	_	132	amod	_	TokenRange=694:701
134	com	com	ADP	ADP	_	136	case	_	TokenRange=702:705
135	esse	_	DET	DET	_	136	det	_	TokenRange=706:710
136	recurso	recurso	NOUN	NOUN	_	140	nmod	_	TokenRange=711:718
137	os	o	DET	DET	_	138	det	_	TokenRange=719:721
138	hwasongs	hwasong	NOUN	NOUN	_	140	nsubj	_	TokenRange=722:730
139	poderao	poder	AUX	AUX	_	140	aux	_	TokenRange=731:738
140	atingir	atingir	VERB	VERB	_	54	advcl	_	TokenRange=739:746
141	pontos	ponto	NOUN	NOUN	_	140	obj	_	TokenRange=747:753
142	estrategicos	estrategico	ADJ	ADJ	_	141	amod	_	TokenRange=754:766
143-144	do	_	_	_	_	_	_	_	TokenRange=767:769
143	de	de	ADP	ADP	_	145	case	_	_
144	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	145	det	_	_
145	hemisferio	hemisferio	NOUN	NOUN	_	56	nmod	_	TokenRange=770:780
146	norte	norte	ADJ	ADJ	_	145	amod	_	TokenRange=781:786
147	depois	depois	ADV	ADV	_	150	case	_	TokenRange=787:793
148-149	do	_	_	_	_	_	_	_	TokenRange=794:796
148	de	de	ADP	ADP	_	147	case	_	_
149	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	147	det	_	_
150	teste	teste	NOUN	NOUN	_	233	nmod	_	TokenRange=797:802
151	subterraneo	subterraneo	ADJ	ADJ	_	150	amod	_	TokenRange=803:814
152	deste	_	ADP	ADP	_	153	case	_	TokenRange=815:820
153	domingo	_	PROPN	PNOUN	_	150	nmod	_	TokenRange=821:828
154	responsavel	responsavel	ADJ	ADJ	_	150	amod	_	TokenRange=829:840
155	por	por	ADP	ADP	_	157	case	_	TokenRange=841:844
156	uma	um	DET	DET	_	157	det	_	TokenRange=845:848
157	onda	onda	NOUN	NOUN	_	154	nmod	_	TokenRange=849:853
158	sismica	sismico	ADJ	ADJ	_	157	amod	_	TokenRange=854:861
159	que	_	PRON	PRON	_	160	nsubj	_	TokenRange=862:865
160	deu	dar	VERB	VERB	_	157	acl:relcl	_	TokenRange=866:869
161	a	o	DET	DET	_	162	det	_	TokenRange=870:871
162	volta	volta	NOUN	NOUN	_	160	obj	_	TokenRange=872:877
163-164	ao	_	_	_	_	_	_	_	TokenRange=878:880
163	a	a	ADP	ADP	_	165	case	_	_
164	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	165	det	_	_
165	mundo	mundo	NOUN	NOUN	_	162	nmod	_	TokenRange=881:886
166	e	e	CCONJ	CONJ	_	168	cc	_	TokenRange=887:888
167	foi	_	AUX	AUX	_	168	aux:pass	_	TokenRange=889:892
168	detectado	detectar	VERB	VERB	_	160	conj	_	TokenRange=893:902
169-170	na	_	_	_	_	_	_	_	TokenRange=903:905
169	em	em	ADP	ADP	_	171	case	_	_
170	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	171	det	_	_
171	sede	sede	NOUN	NOUN	_	168	nmod	_	TokenRange=906:910
172-173	da	_	_	_	_	_	_	_	TokenRange=911:913
172	de	de	ADP	ADP	_	174	case	_	_
173	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	174	det	_	_
174	agencia	agencia	NOUN	NOUN	_	171	nmod	_	TokenRange=914:921
175	internacional	internacional	ADJ	ADJ	_	174	amod	_	TokenRange=922:935
176	de	de	ADP	ADP	_	177	case	_	TokenRange=936:938
177	energia	energia	NOUN	NOUN	_	174	nmod	_	TokenRange=939:946
178	atomica	atomico	ADJ	ADJ	_	177	amod	_	TokenRange=947:954
179	aiea	_	PROPN	PNOUN	_	174	appos	_	TokenRange=955:959
180	em	em	ADP	ADP	_	181	case	_	TokenRange=960:962
181	viena	viena	NOUN	NOUN	_	276	nmod	_	TokenRange=963:968
182	o	o	DET	DET	_	183	det	_	TokenRange=969:970
183	quadro	quadro	NOUN	NOUN	_	184	nsubj	_	TokenRange=971:977
184	mudou	mudar	VERB	VERB	_	22	parataxis	_	TokenRange=978:983
185	o	o	DET	DET	_	186	det	_	TokenRange=984:985
186	ensaio	ensaio	NOUN	NOUN	_	184	nsubj	_	TokenRange=986:992
187	deixou	deixar	VERB	VERB	_	1	parataxis	_	TokenRange=993:999
188	claro	claro	ADJ	ADJ	_	187	xcomp	_	TokenRange=1000:1005
189	o	o	DET	DET	_	190	det	_	TokenRange=1006:1007
190	dominio	dominio	NOUN	NOUN	_	187	obj	_	TokenRange=1008:1015
191-192	dos	_	_	_	_	_	_	_	TokenRange=1016:1019
191	de	de	ADP	ADP	_	193	case	_	_
192	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	193	det	_	_
193	processos	processo	NOUN	NOUN	_	190	nmod	_	TokenRange=1020:1029
194	tecnologicos	tecnologico	ADJ	ADJ	_	193	amod	_	TokenRange=1030:1042
195	e	e	CCONJ	CONJ	_	198	cc	_	TokenRange=1043:1044
196-197	dos	_	_	_	_	_	_	_	TokenRange=1045:1048
196	de	de	ADP	ADP	_	198	case	_	_
197	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	198	det	_	_
198	procedimentos	procedimento	NOUN	NOUN	_	193	conj	_	TokenRange=1049:1062
199	de	de	ADP	ADP	_	200	case	_	TokenRange=1063:1065
200	engenharia	engenharia	NOUN	NOUN	_	198	nmod	_	TokenRange=1066:1076
201	a	o	DET	DET	_	202	det	_	TokenRange=1077:1078
202	coreia	coreia	NOUN	NOUN	_	117	obj	_	TokenRange=1079:1085
203-204	do	_	_	_	_	_	_	_	TokenRange=1086:1088
203	de	de	ADP	ADP	_	205	case	_	_
204	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	205	det	_	_
205	norte	norte	NOUN	NOUN	_	202	nmod	_	TokenRange=1089:1094
206	e	e	CCONJ	CONJ	_	212	cc	_	TokenRange=1095:1096
207	sim	sim	ADV	ADV	_	212	advmod	_	TokenRange=1097:1100
208	uma	um	DET	DET	_	212	det	_	TokenRange=1101:1104
209	nova	novo	ADJ	ADJ	_	212	amod	_	TokenRange=1105:1109
210	e	e	CCONJ	CONJ	_	211	cc	_	TokenRange=1110:1111
211	definitiva	definitivo	ADJ	ADJ	_	209	conj	_	TokenRange=1112:1122
212	potencia	potencia	NOUN	NOUN	_	190	conj	_	TokenRange=1123:1131
213	nuclear	nuclear	ADJ	ADJ	_	212	amod	_	TokenRange=1132:1139
214	com	com	ADP	ADP	_	217	case	_	TokenRange=1140:1143
215	ou	ou	CCONJ	CONJ	_	217	cc	_	TokenRange=1144:1146
216	sem	_	ADP	ADP	_	217	case	_	TokenRange=1147:1150
217	kim	_	NOUN	NOUN	_	212	nmod	_	TokenRange=1151:1154
218	jongun	_	NOUN	NOUN	_	217	flat	_	TokenRange=1155:1161
219-220	no	_	_	_	_	_	_	_	TokenRange=1162:1164
219	em	em	ADP	ADP	_	221	case	_	_
220	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	221	det	_	_
221	poder	poder	NOUN	NOUN	_	217	nmod	_	TokenRange=1165:1170
222	o	o	DET	DET	_	223	det	_	TokenRange=1171:1172
223	experimento	experimento	NOUN	NOUN	_	233	nsubj	_	TokenRange=1173:1184
224-225	nas	_	_	_	_	_	_	_	TokenRange=1185:1188
224	em	em	ADP	ADP	_	226	case	_	_
225	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	226	det	_	_
226	montanhas	montanha	NOUN	NOUN	_	223	nmod	_	TokenRange=1189:1198
227	de	de	ADP	ADP	_	228	case	_	TokenRange=1199:1201
228	quartzito	quartzito	NOUN	NOUN	_	226	nmod	_	TokenRange=1202:1211
229	de	de	ADP	ADP	_	230	case	_	TokenRange=1212:1214
230	punggyeri	_	NOUN	NOUN	_	226	nmod	_	TokenRange=1215:1224
231	pode	_	AUX	AUX	_	233	aux	_	TokenRange=1225:1229
232	ter	ter	AUX	AUX	_	233	aux	_	TokenRange=1230:1233
233	liberado	liberar	VERB	VERB	_	54	parataxis	_	TokenRange=1234:1242
234	energia	energia	NOUN	NOUN	_	233	obj	_	TokenRange=1243:1250
235	total	total	ADJ	ADJ	_	234	amod	_	TokenRange=1251:1256
236	de	de	ADP	ADP	_	240	case	_	TokenRange=1257:1259
237	100	_	NUM	NUM	NumType=Card	240	nummod	_	TokenRange=1260:1263
238	a	_	ADP	ADP	_	239	case	_	TokenRange=1264:1265
239	120	_	NUM	NUM	NumType=Card	237	nmod	_	TokenRange=1266:1269
240	quilotons	quilotom	NOUN	NOUN	_	234	nmod	_	TokenRange=1270:1279
241	muito	muito	ADV	ADV	_	242	advmod	_	TokenRange=1280:1285
242	mais	mais	ADV	ADV	_	240	advmod	_	TokenRange=1286:1290
243	que	_	ADP	ADP	_	248	case	_	TokenRange=1291:1294
244	os	o	DET	DET	_	248	det	_	TokenRange=1295:1297
245	8	_	NUM	NUM	NumType=Card	248	nummod	_	TokenRange=1298:1299
246	a	_	ADP	ADP	_	247	case	_	TokenRange=1300:1301
247	10	_	NUM	NUM	NumType=Card	245	nmod	_	TokenRange=1302:1304
248	quilotons	quilotom	NOUN	NOUN	_	242	nmod	_	TokenRange=1305:1314
249	registrados	registrar	VERB	VERB	_	248	acl	_	TokenRange=1315:1326
250-251	na	_	_	_	_	_	_	_	TokenRange=1327:1329
250	em	em	ADP	ADP	_	252	case	_	_
251	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	252	det	_	_
252	detonacao	detonacao	NOUN	NOUN	_	249	nmod	_	TokenRange=1330:1339
253	de	de	ADP	ADP	_	254	case	_	TokenRange=1340:1342
254	2013	_	NUM	NUM	NumType=Card	252	nmod	_	TokenRange=1343:1347
255	e	e	CCONJ	CONJ	_	283	cc	_	TokenRange=1348:1349
256	acima	acima	ADV	ADV	_	261	advmod	_	TokenRange=1350:1355
257	de	de	ADP	ADP	_	256	case	_	TokenRange=1356:1358
258	6	_	NUM	NUM	NumType=Card	233	conj	_	TokenRange=1359:1360
259	talvez	talvez	ADV	ADV	_	261	advmod	_	TokenRange=1361:1367
260	ate	ate	ADV	ADV	_	261	advmod	_	TokenRange=1368:1371
261	8	_	NUM	NUM	NumType=Card	262	nummod	_	TokenRange=1372:1373
262	vezes	vez	NOUN	NOUN	_	233	nmod	_	TokenRange=1374:1379
263	alem	alem	ADV	ADV	_	233	advmod	_	TokenRange=1380:1384
264-265	das	_	_	_	_	_	_	_	TokenRange=1385:1388
264	de	de	ADP	ADP	_	266	case	_	_
265	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	266	det	_	_
266	bombas	bomba	NOUN	NOUN	_	263	nmod	_	TokenRange=1389:1395
267	que	_	PRON	PRON	_	268	nsubj	_	TokenRange=1396:1399
268	atingiram	atingir	VERB	VERB	_	266	acl:relcl	_	TokenRange=1400:1409
269	as	o	DET	DET	_	270	det	_	TokenRange=1410:1412
270	cidades	cidade	NOUN	NOUN	_	268	obj	_	TokenRange=1413:1420
271	japonesas	japonês	ADJ	ADJ	_	270	amod	_	TokenRange=1421:1430
272	de	de	ADP	ADP	_	273	case	_	TokenRange=1431:1433
273	hiroshima	_	NOUN	NOUN	_	270	nmod	_	TokenRange=1434:1443
274	e	e	CCONJ	CONJ	_	275	cc	_	TokenRange=1444:1445
275	nagasaki	_	NOUN	NOUN	_	273	conj	_	TokenRange=1446:1454
276	bombardeadas	bombardear	VERB	VERB	_	270	acl	_	TokenRange=1455:1467
277-278	pelos	_	_	_	_	_	_	_	TokenRange=1468:1473
277	por	por	ADP	ADP	_	279	case	_	_
278	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	279	det	_	_
279	eua	_	NOUN	NOUN	_	276	nmod	_	TokenRange=1474:1477
280	ha	_	VERB	VERB	_	276	advcl	_	TokenRange=1478:1480
281	72	_	NUM	NUM	NumType=Card	282	nummod	_	TokenRange=1481:1483
282	anos	ano	NOUN	NOUN	_	280	nmod	_	TokenRange=1484:1488
283	morreram	morrer	VERB	VERB	_	233	conj	_	TokenRange=1489:1497
284	246	_	NUM	NUM	NumType=Card	285	nummod	_	TokenRange=1498:1501
285	mil	_	NUM	NUM	NumType=Card	286	nummod	_	TokenRange=1502:1505
286	pessoas	pessoa	NOUN	NOUN	_	233	obj	_	TokenRange=1506:1513
287	embora	_	CCONJ	CONJ	_	288	mark	_	TokenRange=1514:1520
288	haja	haver	VERB	VERB	_	233	advcl	_	TokenRange=1521:1525
289	uma	um	DET	DET	_	291	det	_	TokenRange=1526:1529
290	certa	_	DET	DET	_	291	det	_	TokenRange=1530:1535
291	desconfianca	desconfianca	NOUN	NOUN	_	288	obj	_	TokenRange=1536:1548
292	formal	formal	ADJ	ADJ	_	291	amod	_	TokenRange=1549:1555
293	quanto	quanto	ADV	ADV	_	291	advmod	_	TokenRange=1556:1562
294-295	ao	_	_	_	_	_	_	_	TokenRange=1563:1565
294	a	a	ADP	ADP	_	296	case	_	_
295	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	296	det	_	_
296	tipo	tipo	NOUN	NOUN	_	293	nmod	_	TokenRange=1566:1570
297	de	de	ADP	ADP	_	298	case	_	TokenRange=1571:1573
298	dispositivo	dispositivo	NOUN	NOUN	_	296	nmod	_	TokenRange=1574:1585
299	empregado	empregar	VERB	VERB	_	298	acl	_	TokenRange=1586:1595
300	ontem	ontem	ADV	ADV	_	304	advmod	_	TokenRange=1596:1601
301	todos	_	DET	DET	_	303	det	_	TokenRange=1602:1607
302	os	o	DET	DET	_	303	det	_	TokenRange=1608:1610
303	indicios	indicio	NOUN	NOUN	_	304	nsubj	_	TokenRange=1611:1619
304	apontam	apontar	VERB	VERB	_	283	parataxis	_	TokenRange=1620:1627
