# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja ponto a ponto o que diz a defesa de temer entregue a camara relator na comissao de constituicao e justica devera apresentar parecer na proxima segundafeira 10 depois de apreciada no colegiado denuncia sera votada no plenario da camara a defesa do presidente da republica michel temer entregue nesta quartafeira 5 a comissao de constituicao e justica ccj da camara diz que a denuncia por corrupcao passiva apresentada pela procuradoria geral da republica recorreu aos recursos intelectuais da suposicao da hipotese e das ilacoes leia a integra da defesa de temer o documento entregue pela defesa a ccj tem 98 paginas e esta dividido em topicos a peca e assinada pelo advogado antonio claudio mariz de oliveira especial g1 temer na mira da justica veja ponto a ponto o que diz a defesa de temer no primeiro topico a defesa questiona o fato de a pgr ter firmado acordo de delacao premiada com
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
48	de	de	ADP	ADP	_	50	case	_	_
49	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	50	det	_	_
50	presidente	presidente	NOUN	NOUN	_	47	nmod	_	TokenRange=252:262
51-52	da	_	_	_	_	_	_	_	TokenRange=263:265
51	de	de	ADP	ADP	_	53	case	_	_
52	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	53	det	_	_
53	republica	_	NOUN	NOUN	_	50	nmod	_	TokenRange=266:275
54	michel	michel	ADJ	ADJ	_	55	amod	_	TokenRange=276:282
55	temer	temer	NOUN	NOUN	_	50	appos	_	TokenRange=283:288
56	entregue	entregar	VERB	VERB	_	47	acl	_	TokenRange=289:297
57	nesta	_	ADP	ADP	_	58	case	_	TokenRange=298:303
58	quartafeira	_	NOUN	NOUN	_	56	nmod	_	TokenRange=304:315
59	5	_	NUM	NUM	NumType=Card	58	nmod	_	TokenRange=316:317
60	a	o	DET	DET	_	61	det	_	TokenRange=318:319
61	comissao	comissao	NOUN	NOUN	_	145	nsubj	_	TokenRange=320:328
62	de	de	ADP	ADP	_	63	case	_	TokenRange=329:331
63	constituicao	constituicao	NOUN	NOUN	_	61	nmod	_	TokenRange=332:344
64	e	e	CCONJ	CONJ	_	65	cc	_	TokenRange=345:346
65	justica	_	NOUN	NOUN	_	63	conj	_	TokenRange=347:354
66	ccj	_	NOUN	NOUN	_	61	appos	_	TokenRange=355:358
67-68	da	_	_	_	_	_	_	_	TokenRange=359:361
67	de	de	ADP	ADP	_	69	case	_	_
68	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	69	det	_	_
69	camara	camara	NOUN	NOUN	_	66	nmod	_	TokenRange=362:368
70	diz	dizer	VERB	VERB	_	1	parataxis	_	TokenRange=369:372
71	que	que	CCONJ	CONJ	_	85	mark	_	TokenRange=373:376
72	a	o	DET	DET	_	73	det	_	TokenRange=377:378
73	denuncia	denuncia	NOUN	NOUN	_	85	nsubj	_	TokenRange=379:387
74	por	por	ADP	ADP	_	75	case	_	TokenRange=388:391
75	corrupcao	corrupcao	NOUN	NOUN	_	73	nmod	_	TokenRange=392:401
76	passiva	passivo	ADJ	ADJ	_	75	amod	_	TokenRange=402:409
77	apresentada	apresentar	VERB	VERB	_	73	acl	_	TokenRange=410:421
78-79	pela	_	_	_	_	_	_	_	TokenRange=422:426
78	por	por	ADP	ADP	_	80	case	_	_
79	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	80	det	_	_
80	procuradoria	procuradoria	NOUN	NOUN	_	77	nmod	_	TokenRange=427:439
81	geral	geral	ADJ	ADJ	_	80	amod	_	TokenRange=440:445
82-83	da	_	_	_	_	_	_	_	TokenRange=446:448
82	de	de	ADP	ADP	_	84	case	_	_
83	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	84	det	_	_
84	republica	_	NOUN	NOUN	_	80	nmod	_	TokenRange=449:458
85	recorreu	recorrer	VERB	VERB	_	70	ccomp	_	TokenRange=459:467
86-87	aos	_	_	_	_	_	_	_	TokenRange=468:471
86	a	a	ADP	ADP	_	88	case	_	_
87	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	88	det	_	_
88	recursos	recurso	NOUN	NOUN	_	85	nmod	_	TokenRange=472:480
89	intelectuais	intelectual	ADJ	ADJ	_	88	amod	_	TokenRange=481:493
90-91	da	_	_	_	_	_	_	_	TokenRange=494:496
90	de	de	ADP	ADP	_	92	case	_	_
91	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	92	det	_	_
92	suposicao	suposicao	NOUN	NOUN	_	88	nmod	_	TokenRange=497:506
93-94	da	_	_	_	_	_	_	_	TokenRange=507:509
93	de	de	ADP	ADP	_	95	case	_	_
94	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	95	det	_	_
95	hipotese	hipotese	NOUN	NOUN	_	92	nmod	_	TokenRange=510:518
96	e	e	CCONJ	CONJ	_	99	cc	_	TokenRange=519:520
97-98	das	_	_	_	_	_	_	_	TokenRange=521:524
97	de	de	ADP	ADP	_	99	case	_	_
98	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	99	det	_	_
99	ilacoes	ilacoe	NOUN	NOUN	_	95	conj	_	TokenRange=525:532
100	leia	ler	VERB	VERB	_	70	ccomp	_	TokenRange=533:537
101	a	o	DET	DET	_	102	det	_	TokenRange=538:539
102	integra	integra	NOUN	NOUN	_	100	obj	_	TokenRange=540:547
103-104	da	_	_	_	_	_	_	_	TokenRange=548:550
103	de	de	ADP	ADP	_	105	case	_	_
104	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	105	det	_	_
105	defesa	_	NOUN	NOUN	_	102	nmod	_	TokenRange=551:557
106	de	de	ADP	ADP	_	107	case	_	TokenRange=558:560
107	temer	temer	NOUN	NOUN	_	105	nmod	_	TokenRange=561:566
108	o	o	DET	DET	_	109	det	_	TokenRange=567:568
109	documento	documento	NOUN	NOUN	_	39	nsubj:pass	_	TokenRange=569:578
110	entregue	entregar	VERB	VERB	_	109	acl	_	TokenRange=579:587
111-112	pela	_	_	_	_	_	_	_	TokenRange=588:592
111	por	por	ADP	ADP	_	113	case	_	_
112	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	113	det	_	_
113	defesa	_	NOUN	NOUN	_	110	nmod	_	TokenRange=593:599
114	a	_	ADP	ADP	_	115	case	_	TokenRange=600:601
115	ccj	_	NOUN	NOUN	_	110	nmod	_	TokenRange=602:605
116	tem	ter	VERB	VERB	_	70	ccomp	_	TokenRange=606:609
117	98	_	NUM	NUM	NumType=Card	118	nummod	_	TokenRange=610:612
118	paginas	pagina	NOUN	NOUN	_	116	obj	_	TokenRange=613:620
119	e	e	CCONJ	CONJ	_	120	cc	_	TokenRange=621:622
120	esta	_	PRON	PRON	_	39	conj	_	TokenRange=623:627
121	dividido	dividir	VERB	VERB	_	120	acl	_	TokenRange=628:636
122	em	em	ADP	ADP	_	123	case	_	TokenRange=637:639
123	topicos	topico	NOUN	NOUN	_	121	nmod	_	TokenRange=640:647
124	a	o	DET	DET	_	125	det	_	TokenRange=648:649
125	peca	peca	NOUN	NOUN	_	145	nsubj	_	TokenRange=650:654
126	e	e	CCONJ	CONJ	_	127	cc	_	TokenRange=655:656
127	assinada	assinar	VERB	VERB	_	39	conj	_	TokenRange=657:665
128-129	pelo	_	_	_	_	_	_	_	TokenRange=666:670
128	por	por	ADP	ADP	_	130	case	_	_
129	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	130	det	_	_
130	advogado	advogado	NOUN	NOUN	_	127	nmod	_	TokenRange=671:679
131	antonio	antonio	NOUN	NOUN	_	130	appos	_	TokenRange=680:687
132	claudio	claudio	NOUN	NOUN	_	131	flat	_	TokenRange=688:695
133	mariz	_	NOUN	NOUN	_	131	flat	_	TokenRange=696:701
134	de	de	ADP	ADP	_	135	case	_	TokenRange=702:704
135	oliveira	oliveira	NOUN	NOUN	_	131	nmod	_	TokenRange=705:713
136	especial	especial	ADJ	ADJ	_	135	amod	_	TokenRange=714:722
137	g1	_	NOUN	NOUN	_	61	appos	_	TokenRange=723:725
138	temer	temer	NOUN	NOUN	_	137	flat	_	TokenRange=726:731
139-140	na	_	_	_	_	_	_	_	TokenRange=732:734
139	em	em	ADP	ADP	_	141	case	_	_
140	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	141	det	_	_
141	mira	mira	NOUN	NOUN	_	61	nmod	_	TokenRange=735:739
142-143	da	_	_	_	_	_	_	_	TokenRange=740:742
142	de	de	ADP	ADP	_	144	case	_	_
143	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	144	det	_	_
144	justica	_	NOUN	NOUN	_	141	nmod	_	TokenRange=743:750
145	veja	ver	VERB	VERB	_	70	parataxis	_	TokenRange=751:755
146	ponto	ponto	NOUN	NOUN	_	145	obj	_	TokenRange=756:761
147	a	_	ADP	ADP	_	148	case	_	TokenRange=762:763
148	ponto	ponto	NOUN	NOUN	_	146	nmod	_	TokenRange=764:769
149	o	_	PRON	PRON	_	145	obj	_	TokenRange=770:771
150	que	_	PRON	PRON	_	151	nsubj	_	TokenRange=772:775
151	diz	dizer	VERB	VERB	_	149	acl:relcl	_	TokenRange=776:779
152	a	o	DET	DET	_	153	det	_	TokenRange=780:781
153	defesa	_	NOUN	NOUN	_	151	nsubj	_	TokenRange=782:788
154	de	de	ADP	ADP	_	155	case	_	TokenRange=789:791
155	temer	temer	NOUN	NOUN	_	153	nmod	_	TokenRange=792:797
156-157	no	_	_	_	_	_	_	_	TokenRange=798:800
156	em	em	ADP	ADP	_	159	case	_	_
157	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	159	det	_	_
158	primeiro	primeiro	ADJ	ADJ	_	159	amod	_	TokenRange=801:809
159	topico	topico	NOUN	NOUN	_	151	nmod	_	TokenRange=810:816
160	a	o	DET	DET	_	161	det	_	TokenRange=817:818
161	defesa	_	NOUN	NOUN	_	162	nsubj	_	TokenRange=819:825
162	questiona	questionar	VERB	VERB	_	70	ccomp	_	TokenRange=826:835
163	o	o	DET	DET	_	164	det	_	TokenRange=836:837
164	fato	fato	NOUN	NOUN	_	162	obj	_	TokenRange=838:842
165	de	_	ADP	ADP	_	169	mark	_	TokenRange=843:845
166	a	o	DET	DET	_	167	det	_	TokenRange=846:847
167	pgr	_	NOUN	NOUN	_	169	nsubj	_	TokenRange=848:851
168	ter	ter	AUX	AUX	_	169	aux	_	TokenRange=852:855
169	firmado	firmar	VERB	VERB	_	164	nmod	_	TokenRange=856:863
170	acordo	acordo	NOUN	NOUN	_	169	obj	_	TokenRange=864:870
171	de	de	ADP	ADP	_	172	case	_	TokenRange=871:873
172	delacao	delacao	NOUN	NOUN	_	170	nmod	_	TokenRange=874:881
173	premiada	premiar	ADJ	ADJ	_	170	amod	_	TokenRange=882:890
174	com	com	ADP	ADP	_	169	case	_	SpacesAfter=\s\s|TokenRange=891:894

