# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = cresce apoio a descriminalizacao do aborto aponta pesquisa datafolha a maioria dos brasileiros 57 acredita que a mulher deve ser punida e ir para a cadeia por fazer um aborto segundo pesquisa datafolha mas a taxa de brasileiros favoraveis a descriminalizacao da pratica aumentou no ultimo ano passando de 23 para 36 7 dos entrevistados nao souberam se posicionar as opinioes nao variam de acordo com o sexo do entrevistado 58 dos homens e 56 das mulheres sao favoraveis a punicao o que e considerado um empate ja que a margem de erro da pesquisa e de dois pontos percentuais para mais ou para menos em caso de estupro ou de risco de morte da mae quando o aborto ja e permitido por lei os brasileiros se mostram mais abertos a interrupcao da gravidez para 61 a mulher que corre esse risco deve ter o direito de abortar e para 53 a interrupcao deve ser permitida para vitimas de estupro o levantamento foi realizado com 2765 pessoas em 192 municipios do pais nos dias 29 e 30 de novembro quanto mais jovem escolarizado e com maior renda familiar mais favoravel a descriminalizacao do aborto os brasileiros de 16 a 24 anos sao os mais contrarios a punicao 44 acham que a mulher nao deve ir para a cadeia por abortar a taxa cai para 30 entre pessoas de 45 a 59 anos 61 deles defendem que o aborto deve continuar sendo um crime a apoio a descriminalizacao aumenta de acordo com o nivel de escolaridade para apenas 34 das pessoas com
1	cresce	crescer	VERB	VERB	_	0	root	_	TokenRange=0:6
74-75	do	_	_	_	_	_	_	_	TokenRange=407:409
74	de	de	ADP	ADP	_	76	case	_	_
75	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	76	det	_	_
76	entrevistado	entrevistado	NOUN	NOUN	_	73	nmod	_	TokenRange=410:422
77	58	_	NUM	NUM	NumType=Card	262	nsubj	_	TokenRange=423:425
78-79	dos	_	_	_	_	_	_	_	TokenRange=426:429
78	de	de	ADP	ADP	_	80	case	_	_
79	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	80	det	_	_
80	homens	homem	NOUN	NOUN	_	77	nmod	_	TokenRange=430:436
81	e	e	CCONJ	CONJ	_	82	cc	_	TokenRange=437:438
82	56	_	NUM	NUM	NumType=Card	118	conj	_	TokenRange=439:441
83-84	das	_	_	_	_	_	_	_	TokenRange=442:445
83	de	de	ADP	ADP	_	85	case	_	_
84	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	85	det	_	_
85	mulheres	mulher	NOUN	NOUN	_	82	nmod	_	TokenRange=446:454
86	sao	_	VERB	VERB	_	17	conj	_	TokenRange=455:458
87	favoraveis	favoravel	ADJ	ADJ	_	86	xcomp	_	TokenRange=459:469
88	a	_	ADP	ADP	_	89	case	_	TokenRange=470:471
89	punicao	punicao	NOUN	NOUN	_	87	nmod	_	TokenRange=472:479
90	o	o	DET	DET	_	91	det	_	TokenRange=480:481
91	que	_	PRON	PRON	_	62	nsubj	_	TokenRange=482:485
92	e	e	CCONJ	CONJ	_	95	cc	_	TokenRange=486:487
93	considerado	considerar	AUX	AUX	_	95	cop	_	TokenRange=488:499
94	um	um	DET	DET	_	95	det	_	TokenRange=500:502
95	empate	empate	NOUN	NOUN	_	223	ccomp	_	TokenRange=503:509
96	ja	ja	ADV	ADV	_	138	mark	_	TokenRange=510:512
97	que	_	CCONJ	CONJ	_	96	fixed	_	TokenRange=513:516
98	a	o	DET	DET	_	99	det	_	TokenRange=517:518
99	margem	margem	NOUN	NOUN	_	216	nsubj	_	TokenRange=519:525
100	de	de	ADP	ADP	_	101	case	_	TokenRange=526:528
101	erro	erro	NOUN	NOUN	_	99	nmod	_	TokenRange=529:533
102-103	da	_	_	_	_	_	_	_	TokenRange=534:536
102	de	de	ADP	ADP	_	104	case	_	_
103	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	104	det	_	_
104	pesquisa	pesquisa	NOUN	NOUN	_	99	nmod	_	TokenRange=537:545
105	e	e	VERB	VERB	_	216	advcl	_	TokenRange=546:547
106	de	de	ADP	ADP	_	108	case	_	TokenRange=548:550
107	dois	_	NUM	NUM	NumType=Card	108	nummod	_	TokenRange=551:555
108	pontos	ponto	NOUN	NOUN	_	175	nmod	_	TokenRange=556:562
109	percentuais	percentual	ADJ	ADJ	_	108	amod	_	TokenRange=563:574
110	para	_	ADP	ADP	_	111	mark	_	TokenRange=575:579
111	mais	mais	ADV	ADV	_	140	nmod	_	TokenRange=580:584
112	ou	ou	CCONJ	CONJ	_	114	cc	_	TokenRange=585:587
113	para	_	ADP	ADP	_	114	mark	_	TokenRange=588:592
114	menos	menos	ADV	ADV	_	111	conj	_	TokenRange=593:598
115	em	em	ADP	ADP	_	116	case	_	TokenRange=599:601
116	caso	caso	NOUN	NOUN	_	175	nmod	_	TokenRange=602:606
117	de	de	ADP	ADP	_	118	case	_	TokenRange=607:609
118	estupro	estupro	NOUN	NOUN	_	116	nmod	_	TokenRange=610:617
119	ou	ou	CCONJ	CONJ	_	121	cc	_	TokenRange=618:620
120	de	de	ADP	ADP	_	121	case	_	TokenRange=621:623
121	risco	risco	NOUN	NOUN	_	118	conj	_	TokenRange=624:629
122	de	de	ADP	ADP	_	123	case	_	TokenRange=630:632
123	morte	morte	NOUN	NOUN	_	121	nmod	_	TokenRange=633:638
124-125	da	_	_	_	_	_	_	_	TokenRange=639:641
124	de	de	ADP	ADP	_	126	case	_	_
125	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	126	det	_	_
126	mae	mae	NOUN	NOUN	_	123	nmod	_	TokenRange=642:645
127	quando	_	CCONJ	CONJ	_	132	mark	_	TokenRange=646:652
128	o	o	DET	DET	_	129	det	_	TokenRange=653:654
129	aborto	aborto	NOUN	NOUN	_	132	nsubj:pass	_	TokenRange=655:661
130	ja	ja	ADV	ADV	_	132	advmod	_	TokenRange=662:664
131	e	er	AUX	AUX	_	132	aux:pass	_	TokenRange=665:666
132	permitido	permitir	VERB	VERB	_	223	advcl	_	TokenRange=667:676
133	por	por	ADP	ADP	_	134	case	_	TokenRange=677:680
134	lei	lei	NOUN	NOUN	_	132	nmod	_	TokenRange=681:684
135	os	o	DET	DET	_	136	det	_	TokenRange=685:687
136	brasileiros	brasileiro	NOUN	NOUN	_	138	nsubj	_	TokenRange=688:699
137	se	_	PRON	PRON	_	138	expl:pv	_	TokenRange=700:702
138	mostram	mostrar	VERB	VERB	_	216	advcl	_	TokenRange=703:710
139	mais	mais	ADV	ADV	_	140	advmod	_	TokenRange=711:715
140	abertos	aberto	ADJ	ADJ	_	138	xcomp	_	TokenRange=716:723
141	a	_	ADP	ADP	_	142	case	_	TokenRange=724:725
142	interrupcao	interrupcao	NOUN	NOUN	_	140	nmod	_	TokenRange=726:737
143-144	da	_	_	_	_	_	_	_	TokenRange=738:740
143	de	de	ADP	ADP	_	145	case	_	_
144	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	145	det	_	_
145	gravidez	gravidez	NOUN	NOUN	_	142	nmod	_	TokenRange=741:749
146	para	para	ADP	ADP	_	147	case	_	TokenRange=750:754
147	61	_	NUM	NUM	NumType=Card	237	nmod	_	TokenRange=755:757
148	a	o	DET	DET	_	149	det	_	TokenRange=758:759
149	mulher	mulher	NOUN	NOUN	_	237	nsubj	_	TokenRange=760:766
150	que	_	PRON	PRON	_	151	nsubj	_	TokenRange=767:770
151	corre	correr	VERB	VERB	_	149	acl:relcl	_	TokenRange=771:776
152	esse	_	DET	DET	_	153	det	_	TokenRange=777:781
153	risco	risco	NOUN	NOUN	_	151	obj	_	TokenRange=782:787
154	deve	dever	AUX	AUX	_	155	aux	_	TokenRange=788:792
155	ter	ter	VERB	VERB	_	223	ccomp	_	TokenRange=793:796
156	o	o	DET	DET	_	157	det	_	TokenRange=797:798
157	direito	direito	NOUN	NOUN	_	155	obj	_	TokenRange=799:806
158	de	_	ADP	ADP	_	159	mark	_	TokenRange=807:809
159	abortar	abortar	VERB	VERB	_	157	nmod	_	TokenRange=810:817
160	e	e	CCONJ	CONJ	_	262	cc	_	TokenRange=818:819
161	para	para	ADP	ADP	_	162	case	_	TokenRange=820:824
162	53	_	NUM	NUM	NumType=Card	262	nmod	_	TokenRange=825:827
163	a	o	DET	DET	_	164	det	_	TokenRange=828:829
164	interrupcao	interrupcao	NOUN	NOUN	_	167	nsubj:pass	_	TokenRange=830:841
165	deve	dever	AUX	AUX	_	167	aux	_	TokenRange=842:846
166	ser	ser	AUX	AUX	_	167	aux:pass	_	TokenRange=847:850
167	permitida	permitir	VERB	VERB	_	23	conj	_	TokenRange=851:860
168	para	para	ADP	ADP	_	169	case	_	TokenRange=861:865
169	vitimas	_	NOUN	NOUN	_	167	nmod	_	TokenRange=866:873
170	de	de	ADP	ADP	_	171	case	_	TokenRange=874:876
171	estupro	estupro	NOUN	NOUN	_	169	nmod	_	TokenRange=877:884
172	o	o	DET	DET	_	173	det	_	TokenRange=885:886
173	levantamento	levantamento	NOUN	NOUN	_	175	nsubj:pass	_	TokenRange=887:899
174	foi	_	AUX	AUX	_	175	aux:pass	_	TokenRange=900:903
175	realizado	realizar	VERB	VERB	_	17	conj	_	TokenRange=904:913
176	com	com	ADP	ADP	_	178	case	_	TokenRange=914:917
177	2765	_	NUM	NUM	NumType=Card	178	nummod	_	TokenRange=918:922
178	pessoas	pessoa	NOUN	NOUN	_	175	nmod	_	TokenRange=923:930
179	em	em	ADP	ADP	_	181	case	_	TokenRange=931:933
180	192	_	NUM	NUM	NumType=Card	181	nummod	_	TokenRange=934:937
181	municipios	municipio	NOUN	NOUN	_	175	nmod	_	TokenRange=938:948
182-183	do	_	_	_	_	_	_	_	TokenRange=949:951
182	de	de	ADP	ADP	_	184	case	_	_
183	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	184	det	_	_
184	pais	_	NOUN	NOUN	_	181	nmod	_	TokenRange=952:956
185-186	nos	_	_	_	_	_	_	_	TokenRange=957:960
185	em	em	ADP	ADP	_	187	case	_	_
186	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	187	det	_	_
187	dias	dia	NOUN	NOUN	_	175	nmod	_	TokenRange=961:965
188	29	_	NUM	NUM	NumType=Card	187	nmod	_	TokenRange=966:968
189	e	e	CCONJ	CONJ	_	190	cc	_	TokenRange=969:970
190	30	_	NUM	NUM	NumType=Card	188	conj	_	TokenRange=971:973
191	de	de	ADP	ADP	_	192	case	_	TokenRange=974:976
192	novembro	_	PROPN	PNOUN	_	188	nmod	_	TokenRange=977:985
193	quanto	_	CCONJ	DET	_	195	mark	_	TokenRange=986:992
194	mais	mais	ADV	ADV	_	195	advmod	_	TokenRange=993:997
195	jovem	jovem	ADJ	ADJ	_	175	nmod	_	TokenRange=998:1003
196	escolarizado	escolarizado	ADJ	ADJ	_	175	xcomp	_	TokenRange=1004:1016
197	e	e	CCONJ	CONJ	_	200	cc	_	TokenRange=1017:1018
198	com	com	ADP	ADP	_	200	case	_	TokenRange=1019:1022
199	maior	maior	ADJ	ADJ	_	200	amod	_	TokenRange=1023:1028
200	renda	renda	NOUN	NOUN	_	196	conj	_	TokenRange=1029:1034
201	familiar	familiar	ADJ	ADJ	_	200	amod	_	TokenRange=1035:1043
202	mais	mais	ADV	ADV	_	203	advmod	_	TokenRange=1044:1048
203	favoravel	favoravel	ADJ	ADJ	_	200	amod	_	TokenRange=1049:1058
204	a	_	ADP	ADP	_	205	case	_	TokenRange=1059:1060
205	descriminalizacao	_	NOUN	NOUN	_	203	nmod	_	TokenRange=1061:1078
206-207	do	_	_	_	_	_	_	_	TokenRange=1079:1081
206	de	de	ADP	ADP	_	208	case	_	_
207	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	208	det	_	_
208	aborto	aborto	NOUN	NOUN	_	205	nmod	_	TokenRange=1082:1088
209	os	o	DET	DET	_	210	det	_	TokenRange=1089:1091
210	brasileiros	brasileiro	NOUN	NOUN	_	216	nsubj	_	TokenRange=1092:1103
211	de	de	ADP	ADP	_	215	case	_	TokenRange=1104:1106
212	16	_	NUM	NUM	NumType=Card	210	nmod	_	TokenRange=1107:1109
213	a	_	ADP	ADP	_	214	case	_	TokenRange=1110:1111
214	24	_	NUM	NUM	NumType=Card	212	nmod	_	TokenRange=1112:1114
215	anos	ano	NOUN	NOUN	_	210	nmod	_	TokenRange=1115:1119
216	sao	_	VERB	VERB	_	17	ccomp	_	TokenRange=1120:1123
217	os	o	DET	DET	_	219	det	_	TokenRange=1124:1126
218	mais	mais	ADV	ADV	_	219	advmod	_	TokenRange=1127:1131
219	contrarios	contrario	ADJ	ADJ	_	216	xcomp	_	TokenRange=1132:1142
220	a	_	ADP	ADP	_	221	case	_	TokenRange=1143:1144
221	punicao	punicao	NOUN	NOUN	_	219	nmod	_	TokenRange=1145:1152
222	44	_	NUM	NUM	NumType=Card	221	appos	_	TokenRange=1153:1155
223	acham	achar	VERB	VERB	_	216	parataxis	_	TokenRange=1156:1161
224	que	que	CCONJ	CONJ	_	229	mark	_	TokenRange=1162:1165
225	a	o	DET	DET	_	226	det	_	TokenRange=1166:1167
226	mulher	mulher	NOUN	NOUN	_	229	nsubj	_	TokenRange=1168:1174
227	nao	nao	ADV	ADV	Polarity=Neg	229	advmod	_	TokenRange=1175:1178
228	deve	dever	AUX	AUX	_	229	aux	_	TokenRange=1179:1183
229	ir	ir	VERB	VERB	_	223	ccomp	_	TokenRange=1184:1186
230	para	para	ADP	ADP	_	232	case	_	TokenRange=1187:1191
231	a	o	DET	DET	_	232	det	_	TokenRange=1192:1193
232	cadeia	cadeia	NOUN	NOUN	_	229	nmod	_	TokenRange=1194:1200
233	por	_	ADP	ADP	_	234	mark	_	TokenRange=1201:1204
234	abortar	abortar	VERB	VERB	_	229	advcl	_	TokenRange=1205:1212
235	a	o	DET	DET	_	236	det	_	TokenRange=1213:1214
236	taxa	taxa	NOUN	NOUN	_	237	nsubj	_	TokenRange=1215:1219
237	cai	cair	VERB	VERB	_	223	ccomp	_	TokenRange=1220:1223
238	para	para	ADP	ADP	_	239	case	_	TokenRange=1224:1228
239	30	_	NUM	NUM	NumType=Card	237	nmod	_	TokenRange=1229:1231
240	entre	_	ADP	ADP	_	241	case	_	TokenRange=1232:1237
241	pessoas	pessoa	NOUN	NOUN	_	237	nmod	_	TokenRange=1238:1245
242	de	de	ADP	ADP	_	243	case	_	TokenRange=1246:1248
243	45	_	NUM	NUM	NumType=Card	246	nummod	_	TokenRange=1249:1251
244	a	_	ADP	ADP	_	245	case	_	TokenRange=1252:1253
245	59	_	NUM	NUM	NumType=Card	243	nmod	_	TokenRange=1254:1256
246	anos	ano	NOUN	NOUN	_	241	nmod	_	TokenRange=1257:1261
247	61	_	NUM	NUM	NumType=Card	249	nsubj	_	TokenRange=1262:1264
248	deles	_	X	ADPPRON	_	247	nmod	_	TokenRange=1265:1270
249	defendem	defender	VERB	VERB	_	223	ccomp	_	TokenRange=1271:1279
250	que	que	CCONJ	CONJ	_	257	mark	_	TokenRange=1280:1283
251	o	o	DET	DET	_	252	det	_	TokenRange=1284:1285
252	aborto	aborto	NOUN	NOUN	_	257	nsubj	_	TokenRange=1286:1292
253	deve	dever	AUX	AUX	_	257	aux	_	TokenRange=1293:1297
254	continuar	continuar	AUX	AUX	_	257	aux	_	TokenRange=1298:1307
255	sendo	ser	AUX	AUX	_	257	cop	_	TokenRange=1308:1313
256	um	um	DET	DET	_	257	det	_	TokenRange=1314:1316
257	crime	crime	NOUN	NOUN	_	249	ccomp	_	TokenRange=1317:1322
258	a	_	ADP	ADP	_	259	case	_	TokenRange=1323:1324
259	apoio	apoio	NOUN	NOUN	_	262	nmod	_	TokenRange=1325:1330
260	a	_	ADP	ADP	_	261	case	_	TokenRange=1331:1332
261	descriminalizacao	_	NOUN	NOUN	_	259	nmod	_	TokenRange=1333:1350
262	aumenta	aumentar	VERB	VERB	_	249	ccomp	_	TokenRange=1351:1358
263	de	de	ADP	ADP	_	264	case	_	TokenRange=1359:1361
264	acordo	acordo	NOUN	NOUN	_	262	nmod	_	TokenRange=1362:1368
265	com	com	ADP	ADP	_	267	case	_	TokenRange=1369:1372
266	o	o	DET	DET	_	267	det	_	TokenRange=1373:1374
267	nivel	nivel	NOUN	NOUN	_	264	nmod	_	TokenRange=1375:1380
268	de	de	ADP	ADP	_	269	case	_	TokenRange=1381:1383
269	escolaridade	escolaridade	NOUN	NOUN	_	267	nmod	_	TokenRange=1384:1396
270	para	para	ADP	ADP	_	272	case	_	TokenRange=1397:1401
271	apenas	apenas	ADV	ADV	_	272	advmod	_	TokenRange=1402:1408
272	34	_	NUM	NUM	NumType=Card	262	nmod	_	TokenRange=1409:1411
273-274	das	_	_	_	_	_	_	_	TokenRange=1412:1415
273	de	de	ADP	ADP	_	275	case	_	_
274	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	275	det	_	_
275	pessoas	pessoa	NOUN	NOUN	_	272	nmod	_	TokenRange=1416:1423
276	com	com	ADP	ADP	_	272	case	_	SpacesAfter=\s\s|TokenRange=1424:1427

