# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = confira 20 temas polemicos que aguardam deputados e senadores apos o fim do recesso deputados e senadores retomam os trabalhos em 2 de fevereiro reforma da previdencia cassacao de paulo maluf e processo disciplinar de lucio vieira lima estao na pauta legislativa temas polemicos como reforma da previdencia social restricao ao foro privilegiado mudanca na chamada regra de ouro da economia e perda do mandato do deputado paulo maluf ppsp aguardam deputados e senadores na volta do recesso parlamentar em 2 de fevereiro a lista de assuntos espinhosos na fila de 2018 inclui medidas economicas impopulares com as quais o governo federal conta com a aprovacao para tentar diminuir o rombo nas contas publicas a proximidade das eleicoes em outubro porem podera ser um complicador para o palacio do planalto
1	confira	conferir	VERB	VERB	_	0	root	_	TokenRange=0:7
42	em	em	ADP	ADP	_	44	case	_	_
43	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
44	pauta	pauta	NOUN	NOUN	_	41	nmod	_	TokenRange=245:250
45	legislativa	legislativo	ADJ	ADJ	_	44	amod	_	TokenRange=251:262
46	temas	tema	NOUN	NOUN	_	41	nsubj	_	TokenRange=263:268
47	polemicos	polemico	ADJ	ADJ	_	46	amod	_	TokenRange=269:278
48	como	como	ADP	ADP	_	49	case	_	TokenRange=279:283
49	reforma	reforma	NOUN	NOUN	_	46	nmod	_	TokenRange=284:291
50-51	da	_	_	_	_	_	_	_	TokenRange=292:294
50	de	de	ADP	ADP	_	52	case	_	_
51	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	52	det	_	_
52	previdencia	previdencia	NOUN	NOUN	_	49	nmod	_	TokenRange=295:306
53	social	social	ADJ	ADJ	_	52	amod	_	TokenRange=307:313
54	restricao	restricao	NOUN	NOUN	_	49	appos	_	TokenRange=314:323
55-56	ao	_	_	_	_	_	_	_	TokenRange=324:326
55	a	a	ADP	ADP	_	57	case	_	_
56	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	57	det	_	_
57	foro	foro	NOUN	NOUN	_	54	nmod	_	TokenRange=327:331
58	privilegiado	privilegiado	ADJ	ADJ	_	57	amod	_	TokenRange=332:344
59	mudanca	mudanca	NOUN	NOUN	_	80	nsubj	_	TokenRange=345:352
60-61	na	_	_	_	_	_	_	_	TokenRange=353:355
60	em	em	ADP	ADP	_	63	case	_	_
61	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	63	det	_	_
62	chamada	chamado	ADJ	ADJ	_	63	amod	_	TokenRange=356:363
63	regra	regra	NOUN	NOUN	_	59	nmod	_	TokenRange=364:369
64	de	de	ADP	ADP	_	65	case	_	TokenRange=370:372
65	ouro	ouro	NOUN	NOUN	_	63	nmod	_	TokenRange=373:377
66-67	da	_	_	_	_	_	_	_	TokenRange=378:380
66	de	de	ADP	ADP	_	68	case	_	_
67	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	68	det	_	_
68	economia	economia	NOUN	NOUN	_	63	nmod	_	TokenRange=381:389
69	e	e	CCONJ	CONJ	_	70	cc	_	TokenRange=390:391
70	perda	perda	NOUN	NOUN	_	32	conj	_	TokenRange=392:397
71-72	do	_	_	_	_	_	_	_	TokenRange=398:400
71	de	de	ADP	ADP	_	73	case	_	_
72	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	73	det	_	_
73	mandato	mandato	NOUN	NOUN	_	70	nmod	_	TokenRange=401:408
74-75	do	_	_	_	_	_	_	_	TokenRange=409:411
74	de	de	ADP	ADP	_	76	case	_	_
75	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	76	det	_	_
76	deputado	deputado	NOUN	NOUN	_	70	nmod	_	TokenRange=412:420
77	paulo	paulo	NOUN	NOUN	_	76	appos	_	TokenRange=421:426
78	maluf	_	NOUN	NOUN	_	76	flat	_	TokenRange=427:432
79	ppsp	_	NOUN	NOUN	_	76	appos	_	TokenRange=433:437
80	aguardam	aguardar	VERB	VERB	_	41	parataxis	_	TokenRange=438:446
81	deputados	deputado	NOUN	NOUN	_	80	obj	_	TokenRange=447:456
82	e	e	CCONJ	CONJ	_	83	cc	_	TokenRange=457:458
83	senadores	senador	NOUN	NOUN	_	81	conj	_	TokenRange=459:468
84-85	na	_	_	_	_	_	_	_	TokenRange=469:471
84	em	em	ADP	ADP	_	86	case	_	_
85	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	86	det	_	_
86	volta	volta	NOUN	NOUN	_	80	nmod	_	TokenRange=472:477
87-88	do	_	_	_	_	_	_	_	TokenRange=478:480
87	de	de	ADP	ADP	_	89	case	_	_
88	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	89	det	_	_
89	recesso	recesso	NOUN	NOUN	_	86	nmod	_	TokenRange=481:488
90	parlamentar	parlamentar	ADJ	ADJ	_	89	amod	_	TokenRange=489:500
91	em	em	ADP	ADP	_	92	case	_	TokenRange=501:503
92	2	_	NUM	NUM	NumType=Card	80	nmod	_	TokenRange=504:505
93	de	de	ADP	ADP	_	94	case	_	TokenRange=506:508
94	fevereiro	_	PROPN	PNOUN	_	92	nmod	_	TokenRange=509:518
95	a	o	DET	DET	_	96	det	_	TokenRange=519:520
96	lista	lista	NOUN	NOUN	_	80	nsubj	_	TokenRange=521:526
97	de	de	ADP	ADP	_	98	case	_	TokenRange=527:529
98	assuntos	assunto	NOUN	NOUN	_	96	nmod	_	TokenRange=530:538
99	espinhosos	espinhoso	ADJ	ADJ	_	98	amod	_	TokenRange=539:549
100-101	na	_	_	_	_	_	_	_	TokenRange=550:552
100	em	em	ADP	ADP	_	102	case	_	_
101	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	102	det	_	_
102	fila	fila	NOUN	NOUN	_	96	nmod	_	TokenRange=553:557
103	de	de	ADP	ADP	_	104	case	_	TokenRange=558:560
104	2018	_	NUM	NUM	NumType=Card	102	nmod	_	TokenRange=561:565
105	inclui	incluir	VERB	VERB	_	1	parataxis	_	TokenRange=566:572
106	medidas	medida	NOUN	NOUN	_	105	obj	_	TokenRange=573:580
107	economicas	economico	ADJ	ADJ	_	106	amod	_	TokenRange=581:591
108	impopulares	impopular	ADJ	ADJ	_	106	amod	_	TokenRange=592:603
109	com	com	ADP	ADP	_	111	case	_	TokenRange=604:607
110	as	o	DET	DET	_	111	det	_	TokenRange=608:610
111	quais	_	PRON	PRON	_	115	nmod	_	TokenRange=611:616
112	o	o	DET	DET	_	113	det	_	TokenRange=617:618
113	governo	governo	NOUN	NOUN	_	115	nsubj	_	TokenRange=619:626
114	federal	federal	ADJ	ADJ	_	113	amod	_	TokenRange=627:634
115	conta	contar	VERB	VERB	_	106	acl:relcl	_	TokenRange=635:640
116	com	com	ADP	ADP	_	118	case	_	TokenRange=641:644
117	a	o	DET	DET	_	118	det	_	TokenRange=645:646
118	aprovacao	aprovacao	NOUN	NOUN	_	115	nmod	_	TokenRange=647:656
119	para	_	ADP	ADP	_	120	mark	_	TokenRange=657:661
120	tentar	tentar	VERB	VERB	_	115	advcl	_	TokenRange=662:668
121	diminuir	diminuir	VERB	VERB	_	120	xcomp	_	TokenRange=669:677
122	o	o	DET	DET	_	123	det	_	TokenRange=678:679
123	rombo	rombo	NOUN	NOUN	_	121	obj	_	TokenRange=680:685
124-125	nas	_	_	_	_	_	_	_	TokenRange=686:689
124	em	em	ADP	ADP	_	126	case	_	_
125	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	126	det	_	_
126	contas	conta	NOUN	NOUN	_	123	nmod	_	TokenRange=690:696
127	publicas	publico	ADJ	ADJ	_	126	amod	_	TokenRange=697:705
128	a	o	DET	DET	_	129	det	_	TokenRange=706:707
129	proximidade	proximidade	NOUN	NOUN	_	139	nsubj	_	TokenRange=708:719
130-131	das	_	_	_	_	_	_	_	TokenRange=720:723
130	de	de	ADP	ADP	_	132	case	_	_
131	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	132	det	_	_
132	eleicoes	eleicoe	NOUN	NOUN	_	129	nmod	_	TokenRange=724:732
133	em	em	ADP	ADP	_	134	case	_	TokenRange=733:735
134	outubro	_	PROPN	PNOUN	_	129	nmod	_	TokenRange=736:743
135	porem	_	ADV	ADV	_	139	advmod	_	TokenRange=744:749
136	podera	poder	AUX	AUX	_	139	aux	_	TokenRange=750:756
137	ser	ser	AUX	AUX	_	139	cop	_	TokenRange=757:760
138	um	um	DET	DET	_	139	det	_	TokenRange=761:763
139	complicador	complicador	NOUN	NOUN	_	105	parataxis	_	TokenRange=764:775
140	para	para	ADP	ADP	_	142	case	_	TokenRange=776:780
141	o	o	DET	DET	_	142	det	_	TokenRange=781:782
142	palacio	palacio	NOUN	NOUN	_	139	nmod	_	TokenRange=783:790
143-144	do	_	_	_	_	_	_	_	TokenRange=791:793
143	de	de	ADP	ADP	_	145	case	_	_
144	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	145	det	_	_
145	planalto	planalto	NOUN	NOUN	_	142	nmod	_	SpacesAfter=\s\s|TokenRange=794:802

