# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = saiba como foi a semana na economia reducao da taxa basica de juros resultado do pib e acordo de leniencia firmado pela jbs foram destaques conforme esperado pelos economistas o banco central reduziu a selic a taxa basica de juros em 1 ponto porcentual outro resultado esperado era do produto interno bruto pib do brasil que registrou alta apos oito trimestres no vermelho confira a seguir um resumo dos acontecimentos mais relevantes dos ultimos dias pib sobe 1 no 1 trimestre o produto interno bruto pib brasileiro cresceu 1 no primeiro trimestre deste ano em relacao ao quarto trimestre de 2016 interrompendo um ciclo de oito quedas trimestrais consecutivas informou o instituto brasileiro de geografia e estatistica ibge ainda segundo o instituto o pib do primeiro trimestre do ano totalizou r 1594 trilhao na avaliacao de economistas ainda e cedo para dizer que o brasil saiu da recessao pois os resultados dos proximos trimestres ainda poderao ser estaveis e sofrer pequena variacao leia mais pib do brasil ocupa ultima posicao em ranking com 39 paises novo corte na taxa basica de juros em meio as duvidas sobre o futuro do governo michel temer o banco central reduziu a selic os juros basicos da economia em 1 ponto porcentual de 1125 para 1025 ao ano e a menor taxa desde o fim de 2013 a decisao era esperada pelo mercado financeiro que via pouco espaco para uma reducao maior dos juros em funcao da crise politica jbs e investigada pela cvm e fecha maior acordo de leniencia da historia a comissao de valores mobiliarios cvm orgao regulador do mercado de capitais
1	saiba	saber	VERB	VERB	_	0	root	_	TokenRange=0:5
55	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	56	det	_	_
56	produto	produto	NOUN	NOUN	_	218	nmod	_	TokenRange=285:292
57	interno	interno	ADJ	ADJ	_	56	amod	_	TokenRange=293:300
58	bruto	bruto	ADJ	ADJ	_	56	amod	_	TokenRange=301:306
59	pib	_	NOUN	NOUN	_	56	appos	_	TokenRange=307:310
60-61	do	_	_	_	_	_	_	_	TokenRange=311:313
60	de	de	ADP	ADP	_	62	case	_	_
61	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	62	det	_	_
62	brasil	brasil	NOUN	NOUN	_	56	nmod	_	TokenRange=314:320
63	que	_	PRON	PRON	_	64	nsubj	_	TokenRange=321:324
64	registrou	registrar	VERB	VERB	_	56	acl:relcl	_	TokenRange=325:334
65	alta	_	NOUN	NOUN	_	64	obj	_	TokenRange=335:339
66	apos	_	VERB	VERB	_	68	case	_	TokenRange=340:344
67	oito	_	NUM	NUM	NumType=Card	68	nummod	_	TokenRange=345:349
68	trimestres	trimestre	NOUN	NOUN	_	64	nmod	_	TokenRange=350:360
69-70	no	_	_	_	_	_	_	_	TokenRange=361:363
69	em	em	ADP	ADP	_	71	case	_	_
70	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	71	det	_	_
71	vermelho	vermelho	NOUN	NOUN	_	72	nmod	_	TokenRange=364:372
72	confira	conferir	VERB	VERB	_	218	advcl	_	TokenRange=373:380
73	a	_	ADP	ADP	_	74	mark	_	TokenRange=381:382
74	seguir	seguir	VERB	VERB	_	72	nmod	_	TokenRange=383:389
75	um	um	DET	DET	_	76	det	_	TokenRange=390:392
76	resumo	resumo	NOUN	NOUN	_	74	nsubj	_	TokenRange=393:399
77-78	dos	_	_	_	_	_	_	_	TokenRange=400:403
77	de	de	ADP	ADP	_	79	case	_	_
78	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	79	det	_	_
79	acontecimentos	acontecimento	NOUN	NOUN	_	76	nmod	_	TokenRange=404:418
80	mais	mais	ADV	ADV	_	81	advmod	_	TokenRange=419:423
81	relevantes	relevante	ADJ	ADJ	_	79	amod	_	TokenRange=424:434
82-83	dos	_	_	_	_	_	_	_	TokenRange=435:438
82	de	de	ADP	ADP	_	85	case	_	_
83	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	85	det	_	_
84	ultimos	ultimo	ADJ	ADJ	_	85	amod	_	TokenRange=439:446
85	dias	dia	NOUN	NOUN	_	79	nmod	_	TokenRange=447:451
86	pib	pib	NOUN	NOUN	_	64	nsubj	_	TokenRange=452:455
87	sobe	subir	VERB	VERB	_	158	ccomp	_	TokenRange=456:460
88	1	_	NUM	NUM	NumType=Card	87	nmod	_	TokenRange=461:462
89-90	no	_	_	_	_	_	_	_	TokenRange=463:465
89	em	em	ADP	ADP	_	92	case	_	_
90	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	92	det	_	_
91	1	_	NUM	NUM	NumType=Card	92	nummod	_	TokenRange=466:467
92	trimestre	trimestre	NOUN	NOUN	_	87	nmod	_	TokenRange=468:477
93	o	o	DET	DET	_	94	det	_	TokenRange=478:479
94	produto	produto	NOUN	NOUN	_	250	nsubj:pass	_	TokenRange=480:487
95	interno	interno	ADJ	ADJ	_	94	amod	_	TokenRange=488:495
96	bruto	bruto	ADJ	ADJ	_	94	amod	_	TokenRange=496:501
97	pib	_	NOUN	NOUN	_	94	appos	_	TokenRange=502:505
98	brasileiro	brasileiro	ADJ	ADJ	_	94	amod	_	TokenRange=506:516
99	cresceu	crescer	VERB	VERB	_	218	parataxis	_	TokenRange=517:524
100	1	_	NUM	NUM	NumType=Card	99	obj	_	TokenRange=525:526
101-102	no	_	_	_	_	_	_	_	TokenRange=527:529
101	em	em	ADP	ADP	_	104	case	_	_
102	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	104	det	_	_
103	primeiro	primeiro	ADJ	ADJ	_	104	amod	_	TokenRange=530:538
104	trimestre	trimestre	NOUN	NOUN	_	99	nmod	_	TokenRange=539:548
105	deste	_	ADP	ADP	_	106	case	_	TokenRange=549:554
106	ano	ano	NOUN	NOUN	_	104	nmod	_	TokenRange=555:558
107	em	em	ADP	ADP	_	108	case	_	TokenRange=559:561
108	relacao	relacao	NOUN	NOUN	_	99	nmod	_	TokenRange=562:569
109-110	ao	_	_	_	_	_	_	_	TokenRange=570:572
109	a	a	ADP	ADP	_	112	case	_	_
110	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	112	det	_	_
111	quarto	_	ADJ	ADJ	_	112	amod	_	TokenRange=573:579
112	trimestre	trimestre	NOUN	NOUN	_	108	nmod	_	TokenRange=580:589
113	de	de	ADP	ADP	_	114	case	_	TokenRange=590:592
114	2016	_	NUM	NUM	NumType=Card	112	nmod	_	TokenRange=593:597
115	interrompendo	interromper	VERB	VERB	_	99	acl	_	TokenRange=598:611
116	um	um	DET	DET	_	117	det	_	TokenRange=612:614
117	ciclo	ciclo	NOUN	NOUN	_	115	obj	_	TokenRange=615:620
118	de	de	ADP	ADP	_	120	case	_	TokenRange=621:623
119	oito	_	NUM	NUM	NumType=Card	120	nummod	_	TokenRange=624:628
120	quedas	queda	NOUN	NOUN	_	117	nmod	_	TokenRange=629:635
121	trimestrais	trimestral	ADJ	ADJ	_	120	amod	_	TokenRange=636:647
122	consecutivas	consecutivo	ADJ	ADJ	_	120	amod	_	TokenRange=648:660
123	informou	informar	VERB	VERB	_	158	ccomp	_	TokenRange=661:669
124	o	o	DET	DET	_	125	det	_	TokenRange=670:671
125	instituto	instituto	NOUN	NOUN	_	123	nsubj	_	TokenRange=672:681
126	brasileiro	brasileiro	ADJ	ADJ	_	125	amod	_	TokenRange=682:692
127	de	de	ADP	ADP	_	128	case	_	TokenRange=693:695
128	geografia	geografia	NOUN	NOUN	_	125	nmod	_	TokenRange=696:705
129	e	e	CCONJ	CONJ	_	130	cc	_	TokenRange=706:707
130	estatistica	_	NOUN	NOUN	_	128	conj	_	TokenRange=708:719
131	ibge	ibge	NOUN	NOUN	_	279	parataxis	_	TokenRange=720:724
132	ainda	ainda	ADV	ADV	_	135	advmod	_	TokenRange=725:730
133	segundo	_	ADP	ADP	_	135	case	_	TokenRange=731:738
134	o	o	DET	DET	_	135	det	_	TokenRange=739:740
135	instituto	instituto	NOUN	NOUN	_	187	nmod	_	TokenRange=741:750
136	o	o	DET	DET	_	137	det	_	TokenRange=751:752
137	pib	pib	NOUN	NOUN	_	187	nsubj	_	TokenRange=753:756
138-139	do	_	_	_	_	_	_	_	TokenRange=757:759
138	de	de	ADP	ADP	_	141	case	_	_
139	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	141	det	_	_
140	primeiro	primeiro	ADJ	ADJ	_	141	amod	_	TokenRange=760:768
141	trimestre	trimestre	NOUN	NOUN	_	137	nmod	_	TokenRange=769:778
142-143	do	_	_	_	_	_	_	_	TokenRange=779:781
142	de	de	ADP	ADP	_	144	case	_	_
143	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	144	det	_	_
144	ano	ano	NOUN	NOUN	_	141	nmod	_	TokenRange=782:785
145	totalizou	totalizar	VERB	VERB	_	1	parataxis	_	TokenRange=786:795
146	r	r	NOUN	NOUN	_	218	obj	_	TokenRange=796:797
147	1594	_	NUM	NUM	NumType=Card	222	nummod	_	TokenRange=798:802
148	trilhao	trilhao	NOUN	NOUN	_	218	obj	_	TokenRange=803:810
149-150	na	_	_	_	_	_	_	_	TokenRange=811:813
149	em	em	ADP	ADP	_	151	case	_	_
150	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	151	det	_	_
151	avaliacao	avaliacao	NOUN	NOUN	_	145	nmod	_	TokenRange=814:823
152	de	de	ADP	ADP	_	153	case	_	TokenRange=824:826
153	economistas	economista	NOUN	NOUN	_	151	nmod	_	TokenRange=827:838
154	ainda	ainda	ADV	ADV	_	156	advmod	_	TokenRange=839:844
155	e	e	CCONJ	CONJ	_	156	cc	_	TokenRange=845:846
156	cedo	cedo	ADV	ADV	_	218	advmod	_	TokenRange=847:851
157	para	_	ADP	ADP	_	158	mark	_	TokenRange=852:856
158	dizer	dizer	VERB	VERB	_	218	advcl	_	TokenRange=857:862
159	que	que	CCONJ	CONJ	_	162	mark	_	TokenRange=863:866
160	o	o	DET	DET	_	161	det	_	TokenRange=867:868
161	brasil	brasil	NOUN	NOUN	_	162	nsubj	_	TokenRange=869:875
162	saiu	sair	VERB	VERB	_	158	ccomp	_	TokenRange=876:880
163-164	da	_	_	_	_	_	_	_	TokenRange=881:883
163	de	de	ADP	ADP	_	165	case	_	_
164	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	165	det	_	_
165	recessao	recessao	NOUN	NOUN	_	162	nmod	_	TokenRange=884:892
166	pois	_	CCONJ	CONJ	_	175	mark	_	TokenRange=893:897
167	os	o	DET	DET	_	168	det	_	TokenRange=898:900
168	resultados	resultado	NOUN	NOUN	_	175	nsubj	_	TokenRange=901:911
169-170	dos	_	_	_	_	_	_	_	TokenRange=912:915
169	de	de	ADP	ADP	_	172	case	_	_
170	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	172	det	_	_
171	proximos	proximo	ADJ	ADJ	_	172	amod	_	TokenRange=916:924
172	trimestres	trimestre	NOUN	NOUN	_	168	nmod	_	TokenRange=925:935
173	ainda	ainda	ADV	ADV	_	175	advmod	_	TokenRange=936:941
174	poderao	poder	AUX	AUX	_	175	aux	_	TokenRange=942:949
175	ser	ser	VERB	VERB	_	187	advcl	_	TokenRange=950:953
176	estaveis	estavel	ADJ	ADJ	_	175	xcomp	_	TokenRange=954:962
177	e	e	CCONJ	CONJ	_	178	cc	_	TokenRange=963:964
178	sofrer	sofrer	VERB	VERB	_	175	conj	_	TokenRange=965:971
179	pequena	pequeno	ADJ	ADJ	_	180	amod	_	TokenRange=972:979
180	variacao	variacao	NOUN	NOUN	_	178	obj	_	TokenRange=980:988
181	leia	ler	VERB	VERB	_	175	conj	_	TokenRange=989:993
182	mais	mais	DET	DET	_	183	det	_	TokenRange=994:998
183	pib	pib	NOUN	NOUN	_	187	nsubj	_	TokenRange=999:1002
184-185	do	_	_	_	_	_	_	_	TokenRange=1003:1005
184	de	de	ADP	ADP	_	186	case	_	_
185	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	186	det	_	_
186	brasil	brasil	NOUN	NOUN	_	183	nmod	_	TokenRange=1006:1012
187	ocupa	ocupar	VERB	VERB	_	218	conj	_	TokenRange=1013:1018
188	ultima	_	ADJ	ADJ	_	189	amod	_	TokenRange=1019:1025
189	posicao	posicao	NOUN	NOUN	_	187	obj	_	TokenRange=1026:1033
190	em	em	ADP	ADP	_	191	case	_	TokenRange=1034:1036
191	ranking	ranking	NOUN	NOUN	_	187	nmod	_	TokenRange=1037:1044
192	com	com	ADP	ADP	_	194	case	_	TokenRange=1045:1048
193	39	_	NUM	NUM	NumType=Card	194	nummod	_	TokenRange=1049:1051
194	paises	paise	NOUN	NOUN	_	191	nmod	_	TokenRange=1052:1058
195	novo	novo	ADJ	ADJ	_	196	amod	_	TokenRange=1059:1063
196	corte	corte	NOUN	NOUN	_	187	obj	_	TokenRange=1064:1069
197-198	na	_	_	_	_	_	_	_	TokenRange=1070:1072
197	em	em	ADP	ADP	_	199	case	_	_
198	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	199	det	_	_
199	taxa	taxa	NOUN	NOUN	_	196	nmod	_	TokenRange=1073:1077
200	basica	basico	ADJ	ADJ	_	199	amod	_	TokenRange=1078:1084
201	de	de	ADP	ADP	_	202	case	_	TokenRange=1085:1087
202	juros	juro	NOUN	NOUN	_	199	nmod	_	TokenRange=1088:1093
203	em	em	ADP	ADP	_	204	case	_	TokenRange=1094:1096
204	meio	meio	NOUN	NOUN	_	38	nmod	_	TokenRange=1097:1101
205	as	_	ADP	ADP	_	206	case	_	TokenRange=1102:1104
206	duvidas	duvida	NOUN	NOUN	_	204	nmod	_	TokenRange=1105:1112
207	sobre	_	ADP	ADP	_	209	case	_	TokenRange=1113:1118
208	o	o	DET	DET	_	209	det	_	TokenRange=1119:1120
209	futuro	futuro	NOUN	NOUN	_	206	nmod	_	TokenRange=1121:1127
210-211	do	_	_	_	_	_	_	_	TokenRange=1128:1130
210	de	de	ADP	ADP	_	212	case	_	_
211	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	212	det	_	_
212	governo	governo	NOUN	NOUN	_	209	nmod	_	TokenRange=1131:1138
213	michel	michel	ADJ	ADJ	_	212	appos	_	TokenRange=1139:1145
214	temer	temer	NOUN	NOUN	_	212	flat	_	TokenRange=1146:1151
215	o	o	DET	DET	_	216	det	_	TokenRange=1152:1153
216	banco	banco	NOUN	NOUN	_	218	nsubj	_	TokenRange=1154:1159
217	central	central	ADJ	ADJ	_	216	amod	_	TokenRange=1160:1167
218	reduziu	reduzir	VERB	VERB	_	29	conj	_	TokenRange=1168:1175
219	a	_	ADP	ADP	_	220	case	_	TokenRange=1176:1177
220	selic	selic	NOUN	NOUN	_	218	nmod	_	TokenRange=1178:1183
221	os	o	DET	DET	_	222	det	_	TokenRange=1184:1186
222	juros	juro	NOUN	NOUN	_	218	obj	_	TokenRange=1187:1192
223	basicos	basico	ADJ	ADJ	_	222	amod	_	TokenRange=1193:1200
224-225	da	_	_	_	_	_	_	_	TokenRange=1201:1203
224	de	de	ADP	ADP	_	226	case	_	_
225	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	226	det	_	_
226	economia	economia	NOUN	NOUN	_	222	nmod	_	TokenRange=1204:1212
227	em	em	ADP	ADP	_	229	case	_	TokenRange=1213:1215
228	1	_	NUM	NUM	NumType=Card	229	nummod	_	TokenRange=1216:1217
229	ponto	ponto	NOUN	NOUN	_	56	nmod	_	TokenRange=1218:1223
230	porcentual	porcentual	ADJ	ADJ	_	229	amod	_	TokenRange=1224:1234
231	de	de	ADP	ADP	_	232	case	_	TokenRange=1235:1237
232	1125	_	NUM	NUM	NumType=Card	229	nmod	_	TokenRange=1238:1242
233	para	para	ADP	ADP	_	234	case	_	TokenRange=1243:1247
234	1025	_	NUM	NUM	NumType=Card	196	nmod	_	TokenRange=1248:1252
235-236	ao	_	_	_	_	_	_	_	TokenRange=1253:1255
235	a	a	ADP	ADP	_	237	case	_	_
236	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	237	det	_	_
237	ano	ano	NOUN	NOUN	_	234	nmod	_	TokenRange=1256:1259
238	e	e	CCONJ	CONJ	_	241	cc	_	TokenRange=1260:1261
239	a	o	DET	DET	_	241	det	_	TokenRange=1262:1263
240	menor	menor	ADJ	ADJ	_	241	amod	_	TokenRange=1264:1269
241	taxa	taxa	NOUN	NOUN	_	56	conj	_	TokenRange=1270:1274
242	desde	_	ADP	ADP	_	244	case	_	TokenRange=1275:1280
243	o	o	DET	DET	_	244	det	_	TokenRange=1281:1282
244	fim	fim	NOUN	NOUN	_	250	nmod	_	TokenRange=1283:1286
245	de	de	ADP	ADP	_	246	case	_	TokenRange=1287:1289
246	2013	_	NUM	NUM	NumType=Card	244	nmod	_	TokenRange=1290:1294
247	a	o	DET	DET	_	248	det	_	TokenRange=1295:1296
248	decisao	decisao	NOUN	NOUN	_	250	nsubj:pass	_	TokenRange=1297:1304
249	era	_	AUX	AUX	_	250	aux:pass	_	TokenRange=1305:1308
250	esperada	esperar	VERB	VERB	_	218	conj	_	TokenRange=1309:1317
251-252	pelo	_	_	_	_	_	_	_	TokenRange=1318:1322
251	por	por	ADP	ADP	_	253	case	_	_
252	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	253	det	_	_
253	mercado	mercado	NOUN	NOUN	_	250	nmod	_	TokenRange=1323:1330
254	financeiro	financeiro	ADJ	ADJ	_	253	amod	_	TokenRange=1331:1341
255	que	_	PRON	PRON	_	256	nsubj	_	TokenRange=1342:1345
256	via	ver	VERB	VERB	_	253	acl:relcl	_	TokenRange=1346:1349
257	pouco	_	DET	DET	_	258	det	_	TokenRange=1350:1355
258	espaco	espaco	NOUN	NOUN	_	256	obj	_	TokenRange=1356:1362
259	para	para	ADP	ADP	_	261	case	_	TokenRange=1363:1367
260	uma	um	DET	DET	_	261	det	_	TokenRange=1368:1371
261	reducao	reducao	NOUN	NOUN	_	258	nmod	_	TokenRange=1372:1379
262	maior	maior	ADJ	ADJ	_	261	amod	_	TokenRange=1380:1385
263-264	dos	_	_	_	_	_	_	_	TokenRange=1386:1389
263	de	de	ADP	ADP	_	265	case	_	_
264	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	265	det	_	_
265	juros	juro	NOUN	NOUN	_	261	nmod	_	TokenRange=1390:1395
266	em	em	ADP	ADP	_	267	case	_	TokenRange=1396:1398
267	funcao	funcao	NOUN	NOUN	_	256	nmod	_	TokenRange=1399:1405
268-269	da	_	_	_	_	_	_	_	TokenRange=1406:1408
268	de	de	ADP	ADP	_	270	case	_	_
269	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	270	det	_	_
270	crise	crise	NOUN	NOUN	_	267	nmod	_	TokenRange=1409:1414
271	politica	politico	ADJ	ADJ	_	270	amod	_	TokenRange=1415:1423
272	jbs	_	PROPN	PNOUN	_	270	appos	_	TokenRange=1424:1427
273	e	e	CCONJ	CONJ	_	274	cc	_	TokenRange=1428:1429
274	investigada	investigar	VERB	VERB	_	250	conj	_	TokenRange=1430:1441
275-276	pela	_	_	_	_	_	_	_	TokenRange=1442:1446
275	por	por	ADP	ADP	_	277	case	_	_
276	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	277	det	_	_
277	cvm	_	NOUN	NOUN	_	274	nmod	_	TokenRange=1447:1450
278	e	e	CCONJ	CONJ	_	279	cc	_	TokenRange=1451:1452
279	fecha	fechar	VERB	VERB	_	99	conj	_	TokenRange=1453:1458
280	maior	maior	ADJ	ADJ	_	281	amod	_	TokenRange=1459:1464
281	acordo	acordo	NOUN	NOUN	_	279	obj	_	TokenRange=1465:1471
282	de	de	ADP	ADP	_	283	case	_	TokenRange=1472:1474
283	leniencia	leniencia	NOUN	NOUN	_	281	nmod	_	TokenRange=1475:1484
284-285	da	_	_	_	_	_	_	_	TokenRange=1485:1487
284	de	de	ADP	ADP	_	286	case	_	_
285	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	286	det	_	_
286	historia	historia	NOUN	NOUN	_	281	nmod	_	TokenRange=1488:1496
287	a	o	DET	DET	_	288	det	_	TokenRange=1497:1498
288	comissao	comissao	NOUN	NOUN	_	279	nsubj	_	TokenRange=1499:1507
289	de	de	ADP	ADP	_	290	case	_	TokenRange=1508:1510
290	valores	_	NOUN	NOUN	_	288	nmod	_	TokenRange=1511:1518
291	mobiliarios	mobiliario	ADJ	ADJ	_	290	amod	_	TokenRange=1519:1530
292	cvm	_	ADP	ADP	_	293	advmod	_	TokenRange=1531:1534
293	orgao	orgao	NOUN	NOUN	_	279	parataxis	_	TokenRange=1535:1540
294	regulador	regulador	ADJ	ADJ	_	293	amod	_	TokenRange=1541:1550
295-296	do	_	_	_	_	_	_	_	TokenRange=1551:1553
295	de	de	ADP	ADP	_	297	case	_	_
296	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	297	det	_	_
297	mercado	mercado	NOUN	NOUN	_	293	nmod	_	TokenRange=1554:1561
298	de	de	ADP	ADP	_	299	case	_	TokenRange=1562:1564
299	capitais	capital	NOUN	NOUN	_	297	nmod	_	SpacesAfter=\s\s|TokenRange=1565:1573

