# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = desafios do combate a violencia no para sao tema de sessao especial na alepa sessao especial sobre a campanha da fraternidade 2018 foi realizada nesta segundafeira 19 o tema da cf 2018 e fraternidade e superacao da violencia em cristo somos todos irmaos uma sessao especial sobre a campanha da fraternidade cf 2018 realizada nesta segundafeira 19 na assembleia legislativa do para alepa debateu o enfrentamento da violencia no para a cf e realizada anualmente pela igreja catolica no brasil e em conjunto com outras denominacoes cristas de forma ecumenica sempre no periodo da quaresma seu objetivo e despertar a solidariedade dos seus fieis e da sociedade em relacao a um problema concreto que envolve a sociedade brasileira buscando caminhos de solucao o tema da cf 2018 e fraternidade e superacao da violencia em cristo somos todos irmaos mateus 238 o evento foi requerido pelo deputado estadual carlos bordalo presidente da comissao de direitos humanos e defesa do consumidor da alepa somos uma sociedade doente e corremos o risco de nos tornarmos uma sociedade insensivel disse na sessao o padre bruno secchi representante da arquidiocese de belem ele foi um
1	desafios	desafio	NOUN	NOUN	_	11	nsubj	_	TokenRange=0:8
158	mateus	_	NOUN	NOUN	_	157	appos	_	TokenRange=842:848
159	238	_	NUM	NUM	NumType=Card	158	appos	_	TokenRange=849:852
160	o	o	DET	DET	_	161	det	_	TokenRange=853:854
161	evento	evento	NOUN	NOUN	_	163	nsubj:pass	_	TokenRange=855:861
162	foi	_	AUX	AUX	_	163	aux:pass	_	TokenRange=862:865
163	requerido	requerer	VERB	VERB	_	51	acl:relcl	_	TokenRange=866:875
164-165	pelo	_	_	_	_	_	_	_	TokenRange=876:880
164	por	por	ADP	ADP	_	166	case	_	_
165	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	166	det	_	_
166	deputado	deputado	NOUN	NOUN	_	163	nmod	_	TokenRange=881:889
167	estadual	estadual	ADJ	ADJ	_	166	amod	_	TokenRange=890:898
168	carlos	carlo	NOUN	NOUN	_	166	appos	_	TokenRange=899:905
169	bordalo	bordalo	NOUN	NOUN	_	168	flat	_	TokenRange=906:913
170	presidente	presidente	NOUN	NOUN	_	187	nsubj	_	TokenRange=914:924
171-172	da	_	_	_	_	_	_	_	TokenRange=925:927
171	de	de	ADP	ADP	_	173	case	_	_
172	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	173	det	_	_
173	comissao	comissao	NOUN	NOUN	_	170	nmod	_	TokenRange=928:936
174	de	de	ADP	ADP	_	175	case	_	TokenRange=937:939
175	direitos	direito	NOUN	NOUN	_	173	nmod	_	TokenRange=940:948
176	humanos	humano	ADJ	ADJ	_	175	amod	_	TokenRange=949:956
177	e	e	CCONJ	CONJ	_	178	cc	_	TokenRange=957:958
178	defesa	_	NOUN	NOUN	_	175	conj	_	TokenRange=959:965
179-180	do	_	_	_	_	_	_	_	TokenRange=966:968
179	de	de	ADP	ADP	_	181	case	_	_
180	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	181	det	_	_
181	consumidor	consumidor	NOUN	NOUN	_	178	nmod	_	TokenRange=969:979
182-183	da	_	_	_	_	_	_	_	TokenRange=980:982
182	de	de	ADP	ADP	_	184	case	_	_
183	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	184	det	_	_
184	alepa	alepa	NOUN	NOUN	_	67	nmod	_	TokenRange=983:988
185	somos	ser	AUX	AUX	_	187	cop	_	TokenRange=989:994
186	uma	um	DET	DET	_	187	det	_	TokenRange=995:998
187	sociedade	sociedade	NOUN	NOUN	_	73	parataxis	_	TokenRange=999:1008
188	doente	doente	ADJ	ADJ	_	187	amod	_	TokenRange=1009:1015
189	e	e	CCONJ	CONJ	_	190	cc	_	TokenRange=1016:1017
190	corremos	correr	VERB	VERB	_	73	conj	_	TokenRange=1018:1026
191	o	o	DET	DET	_	192	det	_	TokenRange=1027:1028
192	risco	risco	NOUN	NOUN	_	190	obj	_	TokenRange=1029:1034
193	de	_	ADP	ADP	_	196	mark	_	TokenRange=1035:1037
194-195	nos	_	_	_	_	_	_	_	TokenRange=1038:1041
194	em	em	ADP	ADP	_	196	case	_	_
195	os	o	PRON	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	196	det	_	_
196	tornarmos	tornar	AUX	AUX	_	190	nmod	_	TokenRange=1042:1051
197	uma	um	DET	DET	_	198	det	_	TokenRange=1052:1055
198	sociedade	sociedade	NOUN	NOUN	_	196	obj	_	TokenRange=1056:1065
199	insensivel	insensivel	ADJ	ADJ	_	198	amod	_	TokenRange=1066:1076
200	disse	dizer	VERB	VERB	_	190	parataxis	_	TokenRange=1077:1082
201-202	na	_	_	_	_	_	_	_	TokenRange=1083:1085
201	em	em	ADP	ADP	_	203	case	_	_
202	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	203	det	_	_
203	sessao	sessao	NOUN	NOUN	_	200	nmod	_	TokenRange=1086:1092
204	o	o	DET	DET	_	205	det	_	TokenRange=1093:1094
205	padre	padre	NOUN	NOUN	_	200	nsubj	_	TokenRange=1095:1100
206	bruno	bruno	NOUN	NOUN	_	205	appos	_	TokenRange=1101:1106
207	secchi	_	NOUN	NOUN	_	206	flat	_	TokenRange=1107:1113
208	representante	representante	NOUN	NOUN	_	205	appos	_	TokenRange=1114:1127
209-210	da	_	_	_	_	_	_	_	TokenRange=1128:1130
209	de	de	ADP	ADP	_	211	case	_	_
210	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	211	det	_	_
211	arquidiocese	arquidiocese	NOUN	NOUN	_	208	nmod	_	TokenRange=1131:1143
212	de	de	ADP	ADP	_	213	case	_	TokenRange=1144:1146
213	belem	belem	NOUN	NOUN	_	211	nmod	_	TokenRange=1147:1152
214	ele	_	PRON	PRON	_	200	nsubj	_	TokenRange=1153:1156
215	foi	_	AUX	AUX	_	112	cop	_	TokenRange=1157:1160
216	um	um	DET	DET	_	205	det	_	SpacesAfter=\s\s|TokenRange=1161:1163

