# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na semana passada afirmei que a camara e o senado perderam a vergonha de vez nas votacoes relampago da falsa reforma politica e do refis que perdoaria dividas de suspeitos de corrupcao com a uniao e terminou dando descontos de ate 90 a parlamentares sonegadores de impostos entre eles o relator da medida provisoria na camara newton cardoso jr a mesma conclusao agora serve para temer que convocado para opinar sobre eventual manutencao das medidas cautelares que impedem o senador aecio neves de exercer o mandato e o confinam ao lar a noite se mete nesse angu defendendo seus proprios interesses os investigados da republica em brasilia se reunem agora num sindicato de rabos de palha preso uma vergonha generalizada comentario no jornal eldorado da radio eldorado fm 1073 na segundafeira 9 de outubro de 2017 as 7h30 para ouvir clique aqui e em seguida no play para ouvir marcha do remador com mc marcelly clique aqui abaixo a integra da degravacao do comentario eldorado 9 de outubro de 2017 sextafeira parecer da advocacia geral da uniao e contra afastamento de parlamentares o supremo deve definir nesta semana se congresso nacional tera a palavra final sobre a aplicacao de medidas cautelares a parlamentares por que temer mandou um parecer que vai alem do pedido original da acao encaminhada ao supremo contra cunha de acordo com reportagem de breno pires reporter do estadao em brasilia apos o senado
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
26	e	e	CCONJ	CONJ	_	29	cc	_	TokenRange=126:127
27-28	do	_	_	_	_	_	_	_	TokenRange=128:130
27	de	de	ADP	ADP	_	29	case	_	_
28	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	29	det	_	_
29	refis	refis	NOUN	NOUN	_	24	conj	_	TokenRange=131:136
30	que	_	PRON	PRON	_	31	nsubj	_	TokenRange=137:140
31	perdoaria	perdoar	VERB	VERB	_	29	acl:relcl	_	TokenRange=141:150
32	dividas	divida	NOUN	NOUN	_	31	obj	_	TokenRange=151:158
33	de	de	ADP	ADP	_	34	case	_	TokenRange=159:161
34	suspeitos	suspeito	NOUN	NOUN	_	32	nmod	_	TokenRange=162:171
35	de	de	ADP	ADP	_	36	case	_	TokenRange=172:174
36	corrupcao	corrupcao	NOUN	NOUN	_	34	nmod	_	TokenRange=175:184
37	com	com	ADP	ADP	_	39	case	_	TokenRange=185:188
38	a	o	DET	DET	_	39	det	_	TokenRange=189:190
39	uniao	uniao	NOUN	NOUN	_	36	nmod	_	TokenRange=191:196
40	e	e	CCONJ	CONJ	_	42	cc	_	TokenRange=197:198
41	terminou	terminar	AUX	AUX	_	42	aux	_	TokenRange=199:207
42	dando	dar	VERB	VERB	_	12	conj	_	TokenRange=208:213
43	descontos	desconto	NOUN	NOUN	_	42	obj	_	TokenRange=214:223
44	de	de	ADP	ADP	_	46	case	_	TokenRange=224:226
45	ate	ate	ADV	ADV	_	46	advmod	_	TokenRange=227:230
46	90	_	NUM	NUM	NumType=Card	43	nmod	_	TokenRange=231:233
47	a	_	ADP	ADP	_	48	case	_	TokenRange=234:235
48	parlamentares	parlamentar	NOUN	NOUN	_	42	iobj	_	TokenRange=236:249
49	sonegadores	sonegador	ADJ	ADJ	_	48	amod	_	TokenRange=250:261
50	de	de	ADP	ADP	_	51	case	_	TokenRange=262:264
51	impostos	imposto	NOUN	NOUN	_	49	nmod	_	TokenRange=265:273
52	entre	_	ADP	ADP	_	53	case	_	TokenRange=274:279
53	eles	_	PRON	PRON	_	49	nmod	_	TokenRange=280:284
54	o	o	DET	DET	_	55	det	_	TokenRange=285:286
55	relator	relator	NOUN	NOUN	_	171	nsubj	_	TokenRange=287:294
56-57	da	_	_	_	_	_	_	_	TokenRange=295:297
56	de	de	ADP	ADP	_	58	case	_	_
57	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	58	det	_	_
58	medida	medida	NOUN	NOUN	_	55	nmod	_	TokenRange=298:304
59	provisoria	provisorio	ADJ	ADJ	_	58	amod	_	TokenRange=305:315
60-61	na	_	_	_	_	_	_	_	TokenRange=316:318
60	em	em	ADP	ADP	_	62	case	_	_
61	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	62	det	_	_
62	camara	camara	NOUN	NOUN	_	192	nmod	_	TokenRange=319:325
63	newton	_	NOUN	NOUN	_	55	appos	_	TokenRange=326:332
64	cardoso	cardoso	NOUN	NOUN	_	63	flat	_	TokenRange=333:340
65	jr	jr	ADV	ADV	_	63	flat	_	TokenRange=341:343
66	a	o	DET	DET	_	68	det	_	TokenRange=344:345
67	mesma	mesmo	ADJ	ADJ	_	68	amod	_	TokenRange=346:351
68	conclusao	conclusao	NOUN	NOUN	_	70	nsubj	_	TokenRange=352:361
69	agora	agora	ADV	ADV	_	70	advmod	_	TokenRange=362:367
70	serve	servir	VERB	VERB	_	5	parataxis	_	TokenRange=368:373
71	para	_	ADP	ADP	_	72	mark	_	TokenRange=374:378
72	temer	temer	VERB	VERB	_	70	nmod	_	TokenRange=379:384
73	que	que	CCONJ	CONJ	_	74	mark	_	TokenRange=385:388
74	convocado	convocar	VERB	VERB	_	72	ccomp	_	TokenRange=389:398
75	para	_	ADP	ADP	_	76	mark	_	TokenRange=399:403
76	opinar	opinar	VERB	VERB	_	74	advcl	_	TokenRange=404:410
77	sobre	_	ADP	ADP	_	79	case	_	TokenRange=411:416
78	eventual	eventual	ADJ	ADJ	_	79	amod	_	TokenRange=417:425
79	manutencao	manutencao	NOUN	NOUN	_	76	nmod	_	TokenRange=426:436
80-81	das	_	_	_	_	_	_	_	TokenRange=437:440
80	de	de	ADP	ADP	_	82	case	_	_
81	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	82	det	_	_
82	medidas	medida	NOUN	NOUN	_	79	nmod	_	TokenRange=441:448
83	cautelares	cautelar	ADJ	ADJ	_	82	amod	_	TokenRange=449:459
84	que	_	PRON	PRON	_	85	nsubj	_	TokenRange=460:463
85	impedem	impedir	VERB	VERB	_	82	acl:relcl	_	TokenRange=464:471
86	o	o	DET	DET	_	87	det	_	TokenRange=472:473
87	senador	senador	NOUN	NOUN	_	85	obj	_	TokenRange=474:481
88	aecio	_	NOUN	NOUN	_	87	appos	_	TokenRange=482:487
89	neves	_	ADJ	ADJ	_	88	flat	_	TokenRange=488:493
90	de	_	ADP	ADP	_	91	mark	_	TokenRange=494:496
91	exercer	exercer	VERB	VERB	_	85	nmod	_	TokenRange=497:504
92	o	o	DET	DET	_	93	det	_	TokenRange=505:506
93	mandato	mandato	NOUN	NOUN	_	91	obj	_	TokenRange=507:514
94	e	e	CCONJ	CONJ	_	96	cc	_	TokenRange=515:516
95	o	o	DET	DET	_	96	det	_	TokenRange=517:518
96	confinam	confinar	VERB	VERB	_	226	conj	_	TokenRange=519:527
97-98	ao	_	_	_	_	_	_	_	TokenRange=528:530
97	a	a	ADP	ADP	_	99	case	_	_
98	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	99	det	_	_
99	lar	lar	NOUN	NOUN	_	96	nmod	_	TokenRange=531:534
100	a	o	DET	DET	_	101	det	_	TokenRange=535:536
101	noite	noite	NOUN	NOUN	_	103	nsubj	_	TokenRange=537:542
102	se	_	PRON	PRON	_	103	expl:pv	_	TokenRange=543:545
103	mete	meter	VERB	VERB	_	226	conj	_	TokenRange=546:550
104	nesse	_	ADP	ADP	_	105	case	_	TokenRange=551:556
105	angu	_	NOUN	NOUN	_	103	nmod	_	TokenRange=557:561
106	defendendo	defender	VERB	VERB	_	103	acl	_	TokenRange=562:572
107	seus	_	DET	DET	_	109	det:poss	_	TokenRange=573:577
108	proprios	proprio	ADJ	ADJ	_	109	amod	_	TokenRange=578:586
109	interesses	interesse	NOUN	NOUN	_	106	obj	_	TokenRange=587:597
110	os	o	DET	DET	_	111	det	_	TokenRange=598:600
111	investigados	investigado	NOUN	NOUN	_	118	nsubj	_	TokenRange=601:613
112-113	da	_	_	_	_	_	_	_	TokenRange=614:616
112	de	de	ADP	ADP	_	114	case	_	_
113	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	114	det	_	_
114	republica	_	NOUN	NOUN	_	111	nmod	_	TokenRange=617:626
115	em	em	ADP	ADP	_	116	case	_	TokenRange=627:629
116	brasilia	brasilia	NOUN	NOUN	_	106	nmod	_	TokenRange=630:638
117	se	_	PRON	PRON	_	118	expl:pv	_	TokenRange=639:641
118	reunem	_	VERB	VERB	_	106	parataxis	_	TokenRange=642:648
119	agora	agora	ADV	ADV	_	118	advmod	_	TokenRange=649:654
120-121	num	_	_	_	_	_	_	_	TokenRange=655:658
120	em	em	ADP	ADP	_	122	case	_	_
121	um	um	DET	DET	_	122	det	_	_
122	sindicato	sindicato	NOUN	NOUN	_	118	nmod	_	TokenRange=659:668
123	de	de	ADP	ADP	_	124	case	_	TokenRange=669:671
124	rabos	rabo	NOUN	NOUN	_	122	nmod	_	TokenRange=672:677
125	de	de	ADP	ADP	_	126	case	_	TokenRange=678:680
126	palha	palha	NOUN	NOUN	_	124	nmod	_	TokenRange=681:686
127	preso	_	VERB	VERB	_	106	xcomp	_	TokenRange=687:692
128	uma	um	DET	DET	_	129	det	_	TokenRange=693:696
129	vergonha	vergonha	NOUN	NOUN	_	127	nsubj	_	TokenRange=697:705
130	generalizada	generalizado	ADJ	ADJ	_	129	amod	_	TokenRange=706:718
131	comentario	comentario	NOUN	NOUN	_	129	appos	_	TokenRange=719:729
132-133	no	_	_	_	_	_	_	_	TokenRange=730:732
132	em	em	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	jornal	jornal	NOUN	NOUN	_	131	nmod	_	TokenRange=733:739
135	eldorado	eldorado	ADJ	ADJ	_	134	amod	_	TokenRange=740:748
136-137	da	_	_	_	_	_	_	_	TokenRange=749:751
136	de	de	ADP	ADP	_	138	case	_	_
137	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	138	det	_	_
138	radio	radio	NOUN	NOUN	_	134	nmod	_	TokenRange=752:757
139	eldorado	eldorado	ADJ	ADJ	_	138	amod	_	TokenRange=758:766
140	fm	fm	NOUN	NOUN	_	138	appos	_	TokenRange=767:769
141	1073	_	NUM	NUM	NumType=Card	140	appos	_	TokenRange=770:774
142-143	na	_	_	_	_	_	_	_	TokenRange=775:777
142	em	em	ADP	ADP	_	144	case	_	_
143	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	144	det	_	_
144	segundafeira	_	NOUN	NOUN	_	118	nmod	_	TokenRange=778:790
145	9	_	NUM	NUM	NumType=Card	144	nmod	_	TokenRange=791:792
146	de	de	ADP	ADP	_	147	case	_	TokenRange=793:795
147	outubro	_	PROPN	PNOUN	_	145	nmod	_	TokenRange=796:803
148	de	de	ADP	ADP	_	149	case	_	TokenRange=804:806
149	2017	_	NUM	NUM	NumType=Card	147	nmod	_	TokenRange=807:811
150	as	o	DET	DET	_	151	det	_	TokenRange=812:814
151	7h30	_	NUM	NUM	NumType=Card	31	obj	_	TokenRange=815:819
152	para	_	ADP	ADP	_	153	mark	_	TokenRange=820:824
153	ouvir	ouvir	VERB	VERB	_	12	advcl	_	TokenRange=825:830
154	clique	clique	NOUN	NOUN	_	153	obj	_	TokenRange=831:837
155	aqui	aqui	ADV	ADV	_	154	advmod	_	TokenRange=838:842
156	e	e	CCONJ	CONJ	_	42	cc	_	TokenRange=843:844
157	em	em	ADP	ADP	_	158	case	_	TokenRange=845:847
158	seguida	_	NOUN	NOUN	_	171	nmod	_	TokenRange=848:855
159-160	no	_	_	_	_	_	_	_	TokenRange=856:858
159	em	em	ADP	ADP	_	161	case	_	_
160	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	161	det	_	_
161	play	play	NOUN	NOUN	_	178	nmod	_	TokenRange=859:863
162	para	_	ADP	ADP	_	163	mark	_	TokenRange=864:868
163	ouvir	ouvir	VERB	VERB	_	161	nmod	_	TokenRange=869:874
164	marcha	marcha	NOUN	NOUN	_	163	obj	_	TokenRange=875:881
165-166	do	_	_	_	_	_	_	_	TokenRange=882:884
165	de	de	ADP	ADP	_	167	case	_	_
166	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	167	det	_	_
167	remador	remador	NOUN	NOUN	_	164	nmod	_	TokenRange=885:892
168	com	com	ADP	ADP	_	169	case	_	TokenRange=893:896
169	mc	_	NOUN	NOUN	_	163	nmod	_	TokenRange=897:899
170	marcelly	_	NOUN	NOUN	_	169	flat	_	TokenRange=900:908
171	clique	clicar	VERB	VERB	_	12	conj	_	TokenRange=909:915
172	aqui	aqui	ADV	ADV	_	171	advmod	_	TokenRange=916:920
173	abaixo	abaixo	ADV	ADV	_	171	advmod	_	TokenRange=921:927
174	a	o	DET	DET	_	175	det	_	TokenRange=928:929
175	integra	integra	NOUN	NOUN	_	171	obj	_	TokenRange=930:937
176-177	da	_	_	_	_	_	_	_	TokenRange=938:940
176	de	de	ADP	ADP	_	178	case	_	_
177	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	178	det	_	_
178	degravacao	_	NOUN	NOUN	_	175	nmod	_	TokenRange=941:951
179-180	do	_	_	_	_	_	_	_	TokenRange=952:954
179	de	de	ADP	ADP	_	181	case	_	_
180	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	181	det	_	_
181	comentario	comentario	NOUN	NOUN	_	178	nmod	_	TokenRange=955:965
182	eldorado	eldorado	NOUN	NOUN	_	181	appos	_	TokenRange=966:974
183	9	_	NUM	NUM	NumType=Card	182	appos	_	TokenRange=975:976
184	de	de	ADP	ADP	_	185	case	_	TokenRange=977:979
185	outubro	_	PROPN	PNOUN	_	183	nmod	_	TokenRange=980:987
186	de	de	ADP	ADP	_	187	case	_	TokenRange=988:990
187	2017	_	NUM	NUM	NumType=Card	185	nmod	_	TokenRange=991:995
188	sextafeira	sextafeira	NOUN	NOUN	_	171	nsubj	_	TokenRange=996:1006
189	parecer	parecer	NOUN	NOUN	_	171	nsubj	_	TokenRange=1007:1014
190-191	da	_	_	_	_	_	_	_	TokenRange=1015:1017
190	de	de	ADP	ADP	_	192	case	_	_
191	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	192	det	_	_
192	advocacia	advocacia	NOUN	NOUN	_	189	nmod	_	TokenRange=1018:1027
193	geral	geral	ADJ	ADJ	_	192	amod	_	TokenRange=1028:1033
194-195	da	_	_	_	_	_	_	_	TokenRange=1034:1036
194	de	de	ADP	ADP	_	196	case	_	_
195	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	196	det	_	_
196	uniao	uniao	NOUN	NOUN	_	192	nmod	_	TokenRange=1037:1042
197	e	e	CCONJ	CONJ	_	199	cc	_	TokenRange=1043:1044
198	contra	_	ADP	ADP	_	199	case	_	TokenRange=1045:1051
199	afastamento	afastamento	NOUN	NOUN	_	196	conj	_	TokenRange=1052:1063
200	de	de	ADP	ADP	_	201	case	_	TokenRange=1064:1066
201	parlamentares	parlamentar	NOUN	NOUN	_	199	nmod	_	TokenRange=1067:1080
202	o	o	DET	DET	_	203	det	_	TokenRange=1081:1082
203	supremo	supremo	NOUN	NOUN	_	205	nsubj	_	TokenRange=1083:1090
204	deve	dever	AUX	AUX	_	205	aux	_	TokenRange=1091:1095
205	definir	definir	VERB	VERB	_	70	conj	_	TokenRange=1096:1103
206	nesta	_	ADP	ADP	_	207	case	_	TokenRange=1104:1109
207	semana	semana	NOUN	NOUN	_	205	nmod	_	TokenRange=1110:1116
208	se	_	CCONJ	CONJ	_	211	mark	_	TokenRange=1117:1119
209	congresso	congresso	NOUN	NOUN	_	211	nsubj	_	TokenRange=1120:1129
210	nacional	nacional	ADJ	ADJ	_	209	amod	_	TokenRange=1130:1138
211	tera	tar	VERB	VERB	_	205	ccomp	_	TokenRange=1139:1143
212	a	o	DET	DET	_	213	det	_	TokenRange=1144:1145
213	palavra	palavra	NOUN	NOUN	_	211	obj	_	TokenRange=1146:1153
214	final	final	ADJ	ADJ	_	213	amod	_	TokenRange=1154:1159
215	sobre	_	ADP	ADP	_	217	case	_	TokenRange=1160:1165
216	a	o	DET	DET	_	217	det	_	TokenRange=1166:1167
217	aplicacao	aplicacao	NOUN	NOUN	_	213	nmod	_	TokenRange=1168:1177
218	de	de	ADP	ADP	_	219	case	_	TokenRange=1178:1180
219	medidas	medida	NOUN	NOUN	_	217	nmod	_	TokenRange=1181:1188
220	cautelares	cautelar	ADJ	ADJ	_	219	amod	_	TokenRange=1189:1199
221	a	_	ADP	ADP	_	222	case	_	TokenRange=1200:1201
222	parlamentares	parlamentar	NOUN	NOUN	_	219	nmod	_	TokenRange=1202:1215
223	por	_	ADP	ADP	_	226	mark	_	TokenRange=1216:1219
224	que	_	CCONJ	CONJ	_	223	fixed	_	TokenRange=1220:1223
225	temer	temer	NOUN	NOUN	_	226	nsubj	_	TokenRange=1224:1229
226	mandou	mandar	VERB	VERB	_	205	advcl	_	TokenRange=1230:1236
227	um	um	DET	DET	_	228	det	_	TokenRange=1237:1239
228	parecer	parecer	NOUN	NOUN	_	226	obj	_	TokenRange=1240:1247
229	que	_	PRON	PRON	_	230	nsubj	_	TokenRange=1248:1251
230	vai	ir	VERB	VERB	_	228	acl:relcl	_	TokenRange=1252:1255
231	alem	alem	ADV	ADV	_	230	advmod	_	TokenRange=1256:1260
232-233	do	_	_	_	_	_	_	_	TokenRange=1261:1263
232	de	de	ADP	ADP	_	234	case	_	_
233	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	234	det	_	_
234	pedido	pedido	NOUN	NOUN	_	231	nmod	_	TokenRange=1264:1270
235	original	original	ADJ	ADJ	_	234	amod	_	TokenRange=1271:1279
236-237	da	_	_	_	_	_	_	_	TokenRange=1280:1282
236	de	de	ADP	ADP	_	238	case	_	_
237	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	238	det	_	_
238	acao	acao	NOUN	NOUN	_	234	nmod	_	TokenRange=1283:1287
239	encaminhada	encaminhar	VERB	VERB	_	238	acl	_	TokenRange=1288:1299
240-241	ao	_	_	_	_	_	_	_	TokenRange=1300:1302
240	a	a	ADP	ADP	_	242	case	_	_
241	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	242	det	_	_
242	supremo	supremo	NOUN	NOUN	_	239	nmod	_	TokenRange=1303:1310
243	contra	_	ADP	ADP	_	244	case	_	TokenRange=1311:1317
244	cunha	cunha	NOUN	NOUN	_	239	nmod	_	TokenRange=1318:1323
245	de	de	ADP	ADP	_	246	case	_	TokenRange=1324:1326
246	acordo	acordo	NOUN	NOUN	_	106	nmod	_	TokenRange=1327:1333
247	com	com	ADP	ADP	_	248	case	_	TokenRange=1334:1337
248	reportagem	reportagem	NOUN	NOUN	_	246	nmod	_	TokenRange=1338:1348
249	de	de	ADP	ADP	_	250	case	_	TokenRange=1349:1351
250	breno	breno	NOUN	NOUN	_	248	nmod	_	TokenRange=1352:1357
251	pires	_	ADJ	ADJ	_	250	flat	_	TokenRange=1358:1363
252	reporter	reporter	NOUN	NOUN	_	248	appos	_	TokenRange=1364:1372
253-254	do	_	_	_	_	_	_	_	TokenRange=1373:1375
253	de	de	ADP	ADP	_	255	case	_	_
254	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	255	det	_	_
255	estadao	estadao	NOUN	NOUN	_	252	nmod	_	TokenRange=1376:1383
256	em	em	ADP	ADP	_	257	case	_	TokenRange=1384:1386
257	brasilia	brasilia	NOUN	NOUN	_	252	nmod	_	TokenRange=1387:1395
258	apos	_	ADP	ADP	_	260	case	_	TokenRange=1396:1400
259	o	o	DET	DET	_	260	det	_	TokenRange=1401:1402
260	senado	senado	NOUN	NOUN	_	252	nmod	_	SpacesAfter=\s\s|TokenRange=1403:1409

