# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = atualizada as 17h57 o promotor de justica cassio conserino do ministerio publico de sao paulo intimou o expresidente luiz inacio lula da silva a mulher marisa leticia e o empreiteiro jose adelmario pinheiro o leo pinheiro ligado a oas para prestarem depoimento no dia 17 de fevereiro a partir das 11h sobre o triplex do condominio solaris no guaruja segundo o promotor o expresidente e marisa vao depor como investigados a promotoria suspeita que imovel pertenca a lula tambem foi intimado o engenheiro da oas igor pontes conserino diz ter indicios de que houve tentativa de esconder a identidade do verdadeiro dono do triplex 164 a no guaruja que seria do expresidente o que pode caracterizar crime de lavagem de dinheiro segundo o promotor cassio conserino os advogados da familia lula nao quiseram receber a notificacao porque nao tinham poderes o condominio solaris onde fica o triplex 164 a e alvo do ministerio publico de sao paulo os promotores de justica cassio conserino e jose carlos blat investigam quem e o real proprietario do apartamento de 297 metros quadrados de area na praia das asturias em guaruja no ambito da promotoria paulista foi aberto um inquerito em 2010 para investigar suspeitas de desvios de recursos da cooperativa habitacional dos bancarios do estado de sao paulo bancoop fundada nos anos 1990 por um nucleo do pt esse inquerito resultou em denuncia criminal a justica estadual a denuncia do promotor jose carlos blat foi acolhida pela 5 vara criminal da capital que abriu processo contra o expresidente da bancoop joao vaccari neto extesoureiro do pt preso na operacao lava jato depois da abertura da acao judicial a promotoria paulista abriu
1	atualizada	atualizar	VERB	VERB	_	0	root	_	TokenRange=0:10
188	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	189	det	_	_
189	apartamento	apartamento	NOUN	NOUN	_	186	nmod	_	TokenRange=1040:1051
190	de	de	ADP	ADP	_	192	case	_	TokenRange=1052:1054
191	297	_	NUM	NUM	NumType=Card	192	nummod	_	TokenRange=1055:1058
192	metros	metro	NOUN	NOUN	_	189	nmod	_	TokenRange=1059:1065
193	quadrados	quadrado	ADJ	ADJ	_	192	amod	_	TokenRange=1066:1075
194	de	de	ADP	ADP	_	195	case	_	TokenRange=1076:1078
195	area	area	NOUN	NOUN	_	192	nmod	_	TokenRange=1079:1083
196-197	na	_	_	_	_	_	_	_	TokenRange=1084:1086
196	em	em	ADP	ADP	_	198	case	_	_
197	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	198	det	_	_
198	praia	praia	NOUN	NOUN	_	43	nmod	_	TokenRange=1087:1092
199-200	das	_	_	_	_	_	_	_	TokenRange=1093:1096
199	de	de	ADP	ADP	_	201	case	_	_
200	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	201	det	_	_
201	asturias	asturia	NOUN	NOUN	_	198	nmod	_	TokenRange=1097:1105
202	em	em	ADP	ADP	_	203	case	_	TokenRange=1106:1108
203	guaruja	guaruja	NOUN	NOUN	_	43	nmod	_	TokenRange=1109:1116
204-205	no	_	_	_	_	_	_	_	TokenRange=1117:1119
204	em	em	ADP	ADP	_	206	case	_	_
205	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	206	det	_	_
206	ambito	ambito	NOUN	NOUN	_	309	nmod	_	TokenRange=1120:1126
207-208	da	_	_	_	_	_	_	_	TokenRange=1127:1129
207	de	de	ADP	ADP	_	209	case	_	_
208	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	209	det	_	_
209	promotoria	promotoria	NOUN	NOUN	_	206	nmod	_	TokenRange=1130:1140
210	paulista	paulista	ADJ	ADJ	_	209	amod	_	TokenRange=1141:1149
211	foi	_	AUX	AUX	_	212	aux:pass	_	TokenRange=1150:1153
212	aberto	abrir	VERB	VERB	_	17	parataxis	_	TokenRange=1154:1160
213	um	um	DET	DET	_	214	det	_	TokenRange=1161:1163
214	inquerito	inquerito	NOUN	NOUN	_	212	nsubj:pass	_	TokenRange=1164:1173
215	em	em	ADP	ADP	_	216	case	_	TokenRange=1174:1176
216	2010	_	NUM	NUM	NumType=Card	212	nmod	_	TokenRange=1177:1181
217	para	_	ADP	ADP	_	218	mark	_	TokenRange=1182:1186
218	investigar	investigar	VERB	VERB	_	212	advcl	_	TokenRange=1187:1197
219	suspeitas	_	NOUN	NOUN	_	218	obj	_	TokenRange=1198:1207
220	de	de	ADP	ADP	_	221	case	_	TokenRange=1208:1210
221	desvios	desvio	NOUN	NOUN	_	219	nmod	_	TokenRange=1211:1218
222	de	de	ADP	ADP	_	223	case	_	TokenRange=1219:1221
223	recursos	recurso	NOUN	NOUN	_	221	nmod	_	TokenRange=1222:1230
224-225	da	_	_	_	_	_	_	_	TokenRange=1231:1233
224	de	de	ADP	ADP	_	226	case	_	_
225	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	226	det	_	_
226	cooperativa	_	NOUN	NOUN	_	221	nmod	_	TokenRange=1234:1245
227	habitacional	habitacional	ADJ	ADJ	_	226	amod	_	TokenRange=1246:1258
228-229	dos	_	_	_	_	_	_	_	TokenRange=1259:1262
228	de	de	ADP	ADP	_	230	case	_	_
229	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	230	det	_	_
230	bancarios	bancario	NOUN	NOUN	_	226	nmod	_	TokenRange=1263:1272
231-232	do	_	_	_	_	_	_	_	TokenRange=1273:1275
231	de	de	ADP	ADP	_	233	case	_	_
232	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	233	det	_	_
233	estado	estado	NOUN	NOUN	_	226	nmod	_	TokenRange=1276:1282
234	de	de	ADP	ADP	_	235	case	_	TokenRange=1283:1285
235	sao	sao	NOUN	NOUN	_	233	nmod	_	TokenRange=1286:1289
236	paulo	paulo	ADJ	ADJ	_	235	amod	_	TokenRange=1290:1295
237	bancoop	_	NOUN	NOUN	_	251	nsubj	_	TokenRange=1296:1303
238	fundada	fundar	VERB	VERB	_	237	acl	_	TokenRange=1304:1311
239-240	nos	_	_	_	_	_	_	_	TokenRange=1312:1315
239	em	em	ADP	ADP	_	241	case	_	_
240	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	241	det	_	_
241	anos	ano	NOUN	NOUN	_	238	nmod	_	TokenRange=1316:1320
242	1990	_	NUM	NUM	NumType=Card	241	nmod	_	TokenRange=1321:1325
243	por	por	ADP	ADP	_	245	case	_	TokenRange=1326:1329
244	um	um	DET	DET	_	245	det	_	TokenRange=1330:1332
245	nucleo	nucleo	NOUN	NOUN	_	238	nmod	_	TokenRange=1333:1339
246-247	do	_	_	_	_	_	_	_	TokenRange=1340:1342
246	de	de	ADP	ADP	_	248	case	_	_
247	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	248	det	_	_
248	pt	_	NOUN	NOUN	_	245	nmod	_	TokenRange=1343:1345
249	esse	_	DET	DET	_	250	det	_	TokenRange=1346:1350
250	inquerito	inquerito	NOUN	NOUN	_	251	nsubj	_	TokenRange=1351:1360
251	resultou	resultar	VERB	VERB	_	74	parataxis	_	TokenRange=1361:1369
252	em	em	ADP	ADP	_	253	case	_	TokenRange=1370:1372
253	denuncia	denuncia	NOUN	NOUN	_	251	nmod	_	TokenRange=1373:1381
254	criminal	criminal	ADJ	ADJ	_	253	amod	_	TokenRange=1382:1390
255	a	o	DET	DET	_	256	det	_	TokenRange=1391:1392
256	justica	_	NOUN	NOUN	_	251	nsubj	_	TokenRange=1393:1400
257	estadual	estadual	ADJ	ADJ	_	256	amod	_	TokenRange=1401:1409
258	a	o	DET	DET	_	259	det	_	TokenRange=1410:1411
259	denuncia	denuncia	NOUN	NOUN	_	267	nsubj:pass	_	TokenRange=1412:1420
260-261	do	_	_	_	_	_	_	_	TokenRange=1421:1423
260	de	de	ADP	ADP	_	262	case	_	_
261	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	262	det	_	_
262	promotor	promotor	NOUN	NOUN	_	259	nmod	_	TokenRange=1424:1432
263	jose	jose	NOUN	NOUN	_	262	appos	_	TokenRange=1433:1437
264	carlos	_	NOUN	NOUN	_	263	flat	_	TokenRange=1438:1444
265	blat	_	NOUN	NOUN	_	263	flat	_	TokenRange=1445:1449
266	foi	_	AUX	AUX	_	267	aux:pass	_	TokenRange=1450:1453
267	acolhida	acolher	VERB	VERB	_	251	parataxis	_	TokenRange=1454:1462
268-269	pela	_	_	_	_	_	_	_	TokenRange=1463:1467
268	por	por	ADP	ADP	_	271	case	_	_
269	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	271	det	_	_
270	5	_	NUM	NUM	NumType=Card	271	nummod	_	TokenRange=1468:1469
271	vara	vara	NOUN	NOUN	_	267	nmod	_	TokenRange=1470:1474
272	criminal	criminal	ADJ	ADJ	_	271	amod	_	TokenRange=1475:1483
273-274	da	_	_	_	_	_	_	_	TokenRange=1484:1486
273	de	de	ADP	ADP	_	275	case	_	_
274	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	275	det	_	_
275	capital	capital	NOUN	NOUN	_	271	nmod	_	TokenRange=1487:1494
276	que	_	PRON	PRON	_	277	nsubj	_	TokenRange=1495:1498
277	abriu	abrir	VERB	VERB	_	271	acl:relcl	_	TokenRange=1499:1504
278	processo	processo	NOUN	NOUN	_	277	obj	_	TokenRange=1505:1513
279	contra	_	ADP	ADP	_	281	case	_	TokenRange=1514:1520
280	o	o	DET	DET	_	281	det	_	TokenRange=1521:1522
281	expresidente	expresidente	NOUN	NOUN	_	278	nmod	_	TokenRange=1523:1535
282-283	da	_	_	_	_	_	_	_	TokenRange=1536:1538
282	de	de	ADP	ADP	_	284	case	_	_
283	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	284	det	_	_
284	bancoop	bancoop	NOUN	NOUN	_	281	nmod	_	TokenRange=1539:1546
285	joao	joao	NOUN	NOUN	_	281	appos	_	TokenRange=1547:1551
286	vaccari	vaccar	NOUN	NOUN	_	285	flat	_	TokenRange=1552:1559
287	neto	neto	ADJ	ADJ	_	285	flat	_	TokenRange=1560:1564
288	extesoureiro	extesoureiro	NOUN	NOUN	_	285	appos	_	TokenRange=1565:1577
289-290	do	_	_	_	_	_	_	_	TokenRange=1578:1580
289	de	de	ADP	ADP	_	291	case	_	_
290	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	291	det	_	_
291	pt	_	NOUN	NOUN	_	288	nmod	_	TokenRange=1581:1583
292	preso	_	VERB	VERB	_	281	acl	_	TokenRange=1584:1589
293-294	na	_	_	_	_	_	_	_	TokenRange=1590:1592
293	em	em	ADP	ADP	_	295	case	_	_
294	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	295	det	_	_
295	operacao	operacao	NOUN	NOUN	_	292	nmod	_	TokenRange=1593:1601
296	lava	lava	NOUN	NOUN	_	295	appos	_	TokenRange=1602:1606
297	jato	jato	NOUN	NOUN	_	296	flat	_	TokenRange=1607:1611
298	depois	depois	ADV	ADV	_	301	case	_	TokenRange=1612:1618
299-300	da	_	_	_	_	_	_	_	TokenRange=1619:1621
299	de	de	ADP	ADP	_	298	case	_	_
300	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	298	det	_	_
301	abertura	abertura	NOUN	NOUN	_	309	nmod	_	TokenRange=1622:1630
302-303	da	_	_	_	_	_	_	_	TokenRange=1631:1633
302	de	de	ADP	ADP	_	304	case	_	_
303	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	304	det	_	_
