# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na proxima tercafeira dia 19 o empresario marcelo odebrecht vai ficar frente a frente com o juiz de execucao penal da 12 vara federal de curitiba danilo pereira junior e indicara ao magistrado o endereco onde vai cumprir sua prisao domiciliar a formalidade e o ultimo passo para que o empreiteiro herdeiro de uma das maiores construtoras do pais volte para casa exatos 914 dias depois de ser preso na 14 fase da operacao lava jato a foto publicada pelo estado nesta quartafeira 13 e pelo portal wwwestadaocom como sendo da casa do empresario marcelo odebrecht em sao paulo nao e a foto da casa dele o estado errou ao afirmar que odebrecht cumpriria sua prisao domiciliar nesse imovel da imagem publicada a partir da semana que vem odebrecht pagou us 200 milhoes a politicos latinoamericanos em andorra diz jornal espanhol marcelo vai trocar a cela mal iluminada de 12 metros quadrados nos fundos da superintendencia da policia federal na capital paranaense que dividia com outros
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
28	curitiba	curitiba	NOUN	NOUN	_	25	nmod	_	TokenRange=137:145
29	danilo	danilo	NOUN	NOUN	_	18	appos	_	TokenRange=146:152
30	pereira	_	NOUN	NOUN	_	29	flat	_	TokenRange=153:160
31	junior	junior	ADJ	ADJ	_	29	flat	_	TokenRange=161:167
32	e	e	CCONJ	CONJ	_	33	cc	_	TokenRange=168:169
33	indicara	indicar	VERB	VERB	_	12	conj	_	TokenRange=170:178
34-35	ao	_	_	_	_	_	_	_	TokenRange=179:181
34	a	a	ADP	ADP	_	36	case	_	_
35	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	36	det	_	_
36	magistrado	magistrado	NOUN	NOUN	_	33	iobj	_	TokenRange=182:192
37	o	o	DET	DET	_	38	det	_	TokenRange=193:194
38	endereco	endereco	NOUN	NOUN	_	33	obj	_	TokenRange=195:203
39	onde	onde	ADV	ADV	_	41	advmod	_	TokenRange=204:208
40	vai	ir	AUX	AUX	_	41	aux	_	TokenRange=209:212
41	cumprir	cumprir	VERB	VERB	_	38	acl:relcl	_	TokenRange=213:220
42	sua	_	DET	DET	_	43	det:poss	_	TokenRange=221:224
43	prisao	prisao	NOUN	NOUN	_	41	obj	_	TokenRange=225:231
44	domiciliar	domiciliar	ADJ	ADJ	_	43	amod	_	TokenRange=232:242
45	a	o	DET	DET	_	46	det	_	TokenRange=243:244
46	formalidade	formalidade	NOUN	NOUN	_	41	obj	_	TokenRange=245:256
47	e	e	CCONJ	CONJ	_	50	cc	_	TokenRange=257:258
48	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	50	det	_	TokenRange=259:260
49	ultimo	_	ADJ	ADJ	_	50	amod	_	TokenRange=261:267
50	passo	passo	NOUN	NOUN	_	38	conj	_	TokenRange=268:273
51	para	_	ADP	ADP	_	65	mark	_	TokenRange=274:278
52	que	_	CCONJ	CONJ	_	51	fixed	_	TokenRange=279:282
53	o	o	DET	DET	_	54	det	_	TokenRange=283:284
54	empreiteiro	empreiteiro	NOUN	NOUN	_	65	nsubj	_	TokenRange=285:296
55	herdeiro	herdeiro	NOUN	NOUN	_	54	flat	_	TokenRange=297:305
56	de	de	ADP	ADP	_	57	case	_	TokenRange=306:308
57	uma	_	PRON	PRON	_	54	nmod	_	TokenRange=309:312
58-59	das	_	_	_	_	_	_	_	TokenRange=313:316
58	de	de	ADP	ADP	_	61	case	_	_
59	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	61	det	_	_
60	maiores	maior	ADJ	ADJ	_	61	amod	_	TokenRange=317:324
61	construtoras	construtor	NOUN	NOUN	_	57	nmod	_	TokenRange=325:337
62-63	do	_	_	_	_	_	_	_	TokenRange=338:340
62	de	de	ADP	ADP	_	64	case	_	_
63	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	64	det	_	_
64	pais	_	NOUN	NOUN	_	61	nmod	_	TokenRange=341:345
65	volte	voltar	VERB	VERB	_	50	nmod	_	TokenRange=346:351
66	para	para	ADP	ADP	_	67	case	_	TokenRange=352:356
67	casa	casa	NOUN	NOUN	_	65	nmod	_	TokenRange=357:361
68	exatos	exato	ADJ	ADJ	_	67	amod	_	TokenRange=362:368
69	914	_	NUM	NUM	NumType=Card	70	nummod	_	TokenRange=369:372
70	dias	dia	NOUN	NOUN	_	65	nmod	_	TokenRange=373:377
71	depois	depois	ADV	ADV	_	74	mark	_	TokenRange=378:384
72	de	_	ADP	ADP	_	71	fixed	_	TokenRange=385:387
73	ser	ser	AUX	AUX	_	74	aux:pass	_	TokenRange=388:391
74	preso	_	VERB	VERB	_	159	advcl	_	TokenRange=392:397
75-76	na	_	_	_	_	_	_	_	TokenRange=398:400
75	em	em	ADP	ADP	_	78	case	_	_
76	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	78	det	_	_
77	14	_	NUM	NUM	NumType=Card	78	nummod	_	TokenRange=401:403
78	fase	fase	NOUN	NOUN	_	74	nmod	_	TokenRange=404:408
79-80	da	_	_	_	_	_	_	_	TokenRange=409:411
79	de	de	ADP	ADP	_	81	case	_	_
80	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	81	det	_	_
81	operacao	operacao	NOUN	NOUN	_	78	nmod	_	TokenRange=412:420
82	lava	lava	NOUN	NOUN	_	81	appos	_	TokenRange=421:425
83	jato	jato	NOUN	NOUN	_	82	flat	_	TokenRange=426:430
84	a	o	DET	DET	_	85	det	_	TokenRange=431:432
85	foto	foto	NOUN	NOUN	_	159	nsubj	_	TokenRange=433:437
86	publicada	publicar	VERB	VERB	_	85	acl	_	TokenRange=438:447
87-88	pelo	_	_	_	_	_	_	_	TokenRange=448:452
87	por	por	ADP	ADP	_	89	case	_	_
88	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	89	det	_	_
89	estado	estado	NOUN	NOUN	_	86	nmod	_	TokenRange=453:459
90	nesta	_	ADP	ADP	_	91	case	_	TokenRange=460:465
91	quartafeira	_	PROPN	PNOUN	_	86	nmod	_	TokenRange=466:477
92	13	_	NUM	NUM	NumType=Card	91	nmod	_	TokenRange=478:480
93	e	e	CCONJ	CONJ	_	96	cc	_	TokenRange=481:482
94-95	pelo	_	_	_	_	_	_	_	TokenRange=483:487
94	por	por	ADP	ADP	_	96	case	_	_
95	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	96	det	_	_
96	portal	portal	NOUN	NOUN	_	173	conj	_	TokenRange=488:494
97	wwwestadaocom	_	X	X	_	96	appos	_	TokenRange=495:508
98	como	_	CCONJ	CONJ	_	99	mark	_	TokenRange=509:513
99	sendo	ser	VERB	VERB	_	86	advcl	_	TokenRange=514:519
100-101	da	_	_	_	_	_	_	_	TokenRange=520:522
100	de	de	ADP	ADP	_	102	case	_	_
101	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	102	det	_	_
102	casa	casa	NOUN	NOUN	_	99	nmod	_	TokenRange=523:527
103-104	do	_	_	_	_	_	_	_	TokenRange=528:530
103	de	de	ADP	ADP	_	105	case	_	_
104	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	105	det	_	_
105	empresario	empresario	NOUN	NOUN	_	102	nmod	_	TokenRange=531:541
106	marcelo	marcelo	NOUN	NOUN	_	105	appos	_	TokenRange=542:549
107	odebrecht	_	PROPN	PNOUN	_	106	flat	_	TokenRange=550:559
108	em	em	ADP	ADP	_	109	case	_	TokenRange=560:562
109	sao	sao	NOUN	NOUN	_	41	nmod	_	TokenRange=563:566
110	paulo	paulo	NOUN	NOUN	_	109	flat	_	TokenRange=567:572
111	nao	nao	ADV	ADV	Polarity=Neg	121	advmod	_	TokenRange=573:576
112	e	e	CCONJ	CONJ	_	114	cc	_	TokenRange=577:578
113	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	114	det	_	TokenRange=579:580
114	foto	foto	NOUN	NOUN	_	33	conj	_	TokenRange=581:585
115-116	da	_	_	_	_	_	_	_	TokenRange=586:588
115	de	de	ADP	ADP	_	117	case	_	_
116	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	117	det	_	_
117	casa	casa	NOUN	NOUN	_	114	nmod	_	TokenRange=589:593
118	dele	_	X	ADPPRON	_	117	det:poss	_	TokenRange=594:598
119	o	o	DET	DET	_	120	det	_	TokenRange=599:600
120	estado	estado	NOUN	NOUN	_	121	nsubj	_	TokenRange=601:607
121	errou	errar	VERB	VERB	_	12	conj	_	TokenRange=608:613
122-123	ao	_	_	_	_	_	_	_	TokenRange=614:616
122	a	a	ADP	ADP	_	124	case	_	_
123	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	124	det	_	_
124	afirmar	afirmar	VERB	VERB	_	121	advcl	_	TokenRange=617:624
125	que	que	CCONJ	CONJ	_	127	mark	_	TokenRange=625:628
126	odebrecht	_	PROPN	PNOUN	_	127	nsubj	_	TokenRange=629:638
127	cumpriria	cumprir	VERB	VERB	_	124	ccomp	_	TokenRange=639:648
128	sua	_	DET	DET	_	129	det:poss	_	TokenRange=649:652
129	prisao	prisao	NOUN	NOUN	_	127	obj	_	TokenRange=653:659
130	domiciliar	domiciliar	ADJ	ADJ	_	129	amod	_	TokenRange=660:670
131	nesse	_	ADP	ADP	_	132	case	_	TokenRange=671:676
132	imovel	imovel	NOUN	NOUN	_	127	nmod	_	TokenRange=677:683
133-134	da	_	_	_	_	_	_	_	TokenRange=684:686
133	de	de	ADP	ADP	_	135	case	_	_
134	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	135	det	_	_
135	imagem	imagem	NOUN	NOUN	_	132	nmod	_	TokenRange=687:693
136	publicada	publicar	VERB	VERB	_	135	acl	_	TokenRange=694:703
137	a	_	ADP	ADP	_	138	mark	_	TokenRange=704:705
138	partir	partir	VERB	VERB	_	136	nmod	_	TokenRange=706:712
139-140	da	_	_	_	_	_	_	_	TokenRange=713:715
139	de	de	ADP	ADP	_	141	case	_	_
140	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	141	det	_	_
141	semana	semana	NOUN	NOUN	_	138	nmod	_	TokenRange=716:722
142	que	_	PRON	PRON	_	143	nsubj	_	TokenRange=723:726
143	vem	vir	VERB	VERB	_	141	acl:relcl	_	TokenRange=727:730
144	odebrecht	_	PROPN	PNOUN	_	145	nsubj	_	TokenRange=731:740
145	pagou	pagar	VERB	VERB	_	141	acl:relcl	_	TokenRange=741:746
146	us	_	DET	DET	_	148	nummod	_	TokenRange=747:749
147	200	_	NUM	NUM	NumType=Card	148	nummod	_	TokenRange=750:753
148	milhoes	_	NUM	NUM	NumType=Card	145	obj	_	TokenRange=754:761
149	a	_	ADP	ADP	_	150	case	_	TokenRange=762:763
150	politicos	politico	NOUN	NOUN	_	145	iobj	_	TokenRange=764:773
151	latinoamericanos	_	ADJ	ADJ	_	150	amod	_	TokenRange=774:790
152	em	em	ADP	ADP	_	153	case	_	TokenRange=791:793
153	andorra	andorra	NOUN	NOUN	_	145	nmod	_	TokenRange=794:801
154	diz	dizer	VERB	VERB	_	50	acl:relcl	_	TokenRange=802:805
155	jornal	jornal	NOUN	NOUN	_	154	nsubj	_	TokenRange=806:812
156	espanhol	espanhol	ADJ	ADJ	_	155	amod	_	TokenRange=813:821
157	marcelo	marcelo	NOUN	NOUN	_	159	nsubj	_	TokenRange=822:829
158	vai	ir	AUX	AUX	_	159	aux	_	TokenRange=830:833
159	trocar	trocar	VERB	VERB	_	154	ccomp	_	TokenRange=834:840
160	a	o	DET	DET	_	161	det	_	TokenRange=841:842
161	cela	cela	NOUN	NOUN	_	159	obj	_	TokenRange=843:847
162	mal	mal	ADV	ADV	_	163	advmod	_	TokenRange=848:851
163	iluminada	iluminado	ADJ	ADJ	_	161	amod	_	TokenRange=852:861
164	de	de	ADP	ADP	_	166	case	_	TokenRange=862:864
165	12	_	NUM	NUM	NumType=Card	166	nummod	_	TokenRange=865:867
166	metros	metro	NOUN	NOUN	_	161	nmod	_	TokenRange=868:874
167	quadrados	quadrado	ADJ	ADJ	_	166	amod	_	TokenRange=875:884
168-169	nos	_	_	_	_	_	_	_	TokenRange=885:888
168	em	em	ADP	ADP	_	170	case	_	_
169	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	170	det	_	_
170	fundos	_	NOUN	NOUN	_	159	nmod	_	TokenRange=889:895
171-172	da	_	_	_	_	_	_	_	TokenRange=896:898
171	de	de	ADP	ADP	_	173	case	_	_
172	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	173	det	_	_
173	superintendencia	superintendencia	NOUN	NOUN	_	170	nmod	_	TokenRange=899:915
174-175	da	_	_	_	_	_	_	_	TokenRange=916:918
174	de	de	ADP	ADP	_	176	case	_	_
175	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	176	det	_	_
176	policia	policia	NOUN	NOUN	_	173	nmod	_	TokenRange=919:926
177	federal	federal	ADJ	ADJ	_	176	amod	_	TokenRange=927:934
178-179	na	_	_	_	_	_	_	_	TokenRange=935:937
178	em	em	ADP	ADP	_	180	case	_	_
179	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	180	det	_	_
180	capital	capital	NOUN	NOUN	_	173	nmod	_	TokenRange=938:945
181	paranaense	paranaense	ADJ	ADJ	_	180	amod	_	TokenRange=946:956
182	que	_	PRON	PRON	_	183	obj	_	TokenRange=957:960
183	dividia	dividir	VERB	VERB	_	173	acl:relcl	_	TokenRange=961:968
184	com	com	ADP	ADP	_	185	case	_	TokenRange=969:972
185	outros	_	PRON	PRON	_	183	nmod	_	SpacesAfter=\s\s|TokenRange=973:979

