# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na minha travessia da infancia para a adolescencia internado no instituto redentorista santos anjos em bodocongo campina grande paraiba eu morria de saudade de minha casa paterna a 360 quilometros de distancia do seminario em pleno sertao e por incrivel que pareca meu lenitivo musical ainda nao era luiz gonzaga o rei do baiao jackson do pandeiro o bamba do coco ou ainda genival lacerda seu vava o democratico senador do rojao mas sim uma cancao de dominio publico norteamericana que desafinado como sempre cantava fazendo a segunda voz do coro nas festas mundanas do internato seu titulo greenfield nao os campos do sertao normalmente eram ressequidos e cinzentos nada tendo que ver com o verde da nostalgica cancao folclorica dos ianques mas sempre me bate uma saudade dolente quando a ouco nao tanto mais agora que os agentes policiais e procuradores federais recorreram ao titulo para batizar mais uma daquelas equipes de tarefas policiaisjudiciais com que se pretende por fim ao descalabro da corrupcao no servico publico nacional informa o novo pai dos inocentes o google que ela foi deflagrada em 5 de setembro de 2016
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
25	de	de	ADP	ADP	_	26	case	_	TokenRange=146:148
26	saudade	saudade	NOUN	NOUN	_	24	nmod	_	TokenRange=149:156
27	de	de	ADP	ADP	_	29	case	_	TokenRange=157:159
28	minha	_	DET	DET	_	29	det:poss	_	TokenRange=160:165
29	casa	casa	NOUN	NOUN	_	26	nmod	_	TokenRange=166:170
30	paterna	paterno	ADJ	ADJ	_	29	amod	_	TokenRange=171:178
31	a	_	ADP	ADP	_	33	case	_	TokenRange=179:180
32	360	_	NUM	NUM	NumType=Card	33	nummod	_	TokenRange=181:184
33	quilometros	quilometro	NOUN	NOUN	_	24	nmod	_	TokenRange=185:196
34	de	de	ADP	ADP	_	35	case	_	TokenRange=197:199
35	distancia	distancia	NOUN	NOUN	_	33	nmod	_	TokenRange=200:209
36-37	do	_	_	_	_	_	_	_	TokenRange=210:212
36	de	de	ADP	ADP	_	38	case	_	_
37	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	38	det	_	_
38	seminario	seminario	NOUN	NOUN	_	35	nmod	_	TokenRange=213:222
39	em	em	ADP	ADP	_	41	case	_	TokenRange=223:225
40	pleno	pleno	ADJ	ADJ	_	41	amod	_	TokenRange=226:231
41	sertao	sertao	NOUN	NOUN	_	132	nmod	_	TokenRange=232:238
42	e	e	CCONJ	CONJ	_	140	cc	_	TokenRange=239:240
43	por	_	ADP	ADP	_	44	mark	_	TokenRange=241:244
44	incrivel	incrivel	ADJ	ADJ	_	140	nmod	_	TokenRange=245:253
45	que	_	CCONJ	CONJ	_	46	mark	_	TokenRange=254:257
46	pareca	parecar	VERB	VERB	_	44	conj	_	TokenRange=258:264
47	meu	_	DET	DET	_	48	det:poss	_	TokenRange=265:268
48	lenitivo	lenitivo	NOUN	NOUN	_	46	nsubj	_	TokenRange=269:277
49	musical	musical	ADJ	ADJ	_	48	amod	_	TokenRange=278:285
50	ainda	ainda	ADV	ADV	_	53	advmod	_	TokenRange=286:291
51	nao	nao	ADV	ADV	Polarity=Neg	53	advmod	_	TokenRange=292:295
52	era	_	AUX	AUX	_	53	cop	_	TokenRange=296:299
53	luiz	luiz	NOUN	NOUN	_	158	conj	_	TokenRange=300:304
54	gonzaga	gonzaga	NOUN	NOUN	_	53	flat	_	TokenRange=305:312
55	o	o	DET	DET	_	56	det	_	TokenRange=313:314
56	rei	rei	NOUN	NOUN	_	53	nsubj	_	TokenRange=315:318
57-58	do	_	_	_	_	_	_	_	TokenRange=319:321
57	de	de	ADP	ADP	_	59	case	_	_
58	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	59	det	_	_
59	baiao	baiao	NOUN	NOUN	_	56	nmod	_	TokenRange=322:327
60	jackson	_	NOUN	NOUN	_	59	appos	_	TokenRange=328:335
61-62	do	_	_	_	_	_	_	_	TokenRange=336:338
61	de	de	ADP	ADP	_	63	case	_	_
62	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	63	det	_	_
63	pandeiro	pandeiro	NOUN	NOUN	_	60	nmod	_	TokenRange=339:347
64	o	o	DET	DET	_	65	det	_	TokenRange=348:349
65	bamba	bamba	NOUN	NOUN	_	167	appos	_	TokenRange=350:355
66-67	do	_	_	_	_	_	_	_	TokenRange=356:358
66	de	de	ADP	ADP	_	68	case	_	_
67	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	68	det	_	_
68	coco	coco	NOUN	NOUN	_	65	nmod	_	TokenRange=359:363
69	ou	ou	CCONJ	CONJ	_	71	cc	_	TokenRange=364:366
70	ainda	ainda	ADV	ADV	_	71	advmod	_	TokenRange=367:372
71	genival	genival	ADJ	ADJ	_	77	amod	_	TokenRange=373:380
72	lacerda	lacerda	NOUN	NOUN	_	71	nsubj	_	TokenRange=381:388
73	seu	_	DET	DET	_	74	det:poss	_	TokenRange=389:392
74	vava	_	NOUN	NOUN	_	71	nsubj	_	TokenRange=393:397
75	o	o	DET	DET	_	77	det	_	TokenRange=398:399
76	democratico	democratico	ADJ	ADJ	_	77	amod	_	TokenRange=400:411
77	senador	senador	NOUN	NOUN	_	84	appos	_	TokenRange=412:419
78-79	do	_	_	_	_	_	_	_	TokenRange=420:422
78	de	de	ADP	ADP	_	80	case	_	_
79	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	80	det	_	_
80	rojao	rojao	NOUN	NOUN	_	77	nmod	_	TokenRange=423:428
81	mas	mas	CCONJ	CONJ	_	84	cc	_	TokenRange=429:432
82	sim	sim	ADV	ADV	_	84	advmod	_	TokenRange=433:436
83	uma	um	DET	DET	_	84	det	_	TokenRange=437:440
84	cancao	cancao	NOUN	NOUN	_	24	conj	_	TokenRange=441:447
85	de	de	ADP	ADP	_	86	case	_	TokenRange=448:450
86	dominio	dominio	NOUN	NOUN	_	84	nmod	_	TokenRange=451:458
87	publico	_	ADJ	ADJ	_	86	amod	_	TokenRange=459:466
88	norteamericana	norteamericano	ADJ	ADJ	_	86	amod	_	TokenRange=467:481
89	que	_	PRON	PRON	_	90	nsubj	_	TokenRange=482:485
90	desafinado	desafinar	VERB	VERB	_	84	acl:relcl	_	TokenRange=486:496
91	como	_	CCONJ	CONJ	_	93	mark	_	TokenRange=497:501
92	sempre	sempre	ADV	ADV	_	93	advmod	_	TokenRange=502:508
93	cantava	cantar	VERB	VERB	_	90	advcl	_	TokenRange=509:516
94	fazendo	fazer	VERB	VERB	_	93	acl	_	TokenRange=517:524
95	a	o	DET	DET	_	97	det	_	TokenRange=525:526
96	segunda	segundo	ADJ	ADJ	_	97	amod	_	TokenRange=527:534
97	voz	voz	NOUN	NOUN	_	94	obj	_	TokenRange=535:538
98-99	do	_	_	_	_	_	_	_	TokenRange=539:541
98	de	de	ADP	ADP	_	100	case	_	_
99	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	100	det	_	_
100	coro	coro	NOUN	NOUN	_	97	nmod	_	TokenRange=542:546
101-102	nas	_	_	_	_	_	_	_	TokenRange=547:550
101	em	em	ADP	ADP	_	103	case	_	_
102	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	103	det	_	_
103	festas	festa	NOUN	NOUN	_	94	nmod	_	TokenRange=551:557
104	mundanas	mundano	ADJ	ADJ	_	103	amod	_	TokenRange=558:566
105-106	do	_	_	_	_	_	_	_	TokenRange=567:569
105	de	de	ADP	ADP	_	107	case	_	_
106	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	107	det	_	_
107	internato	internato	NOUN	NOUN	_	103	nmod	_	TokenRange=570:579
108	seu	_	DET	DET	_	109	det:poss	_	TokenRange=580:583
109	titulo	titulo	NOUN	NOUN	_	94	obj	_	TokenRange=584:590
110	greenfield	_	ADJ	ADJ	_	109	amod	_	TokenRange=591:601
111	nao	_	ADV	ADV	_	113	advmod	_	TokenRange=602:605
112	os	o	DET	DET	_	113	det	_	TokenRange=606:608
113	campos	campo	NOUN	NOUN	_	109	appos	_	TokenRange=609:615
114-115	do	_	_	_	_	_	_	_	TokenRange=616:618
114	de	de	ADP	ADP	_	116	case	_	_
115	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	116	det	_	_
116	sertao	sertao	NOUN	NOUN	_	113	nmod	_	TokenRange=619:625
117	normalmente	normalmente	ADV	ADV	_	118	advmod	_	TokenRange=626:637
118	eram	_	VERB	VERB	_	24	parataxis	_	TokenRange=638:642
119	ressequidos	ressequido	ADJ	ADJ	_	118	xcomp	_	TokenRange=643:654
120	e	e	CCONJ	CONJ	_	121	cc	_	TokenRange=655:656
121	cinzentos	cinzento	ADJ	ADJ	_	119	conj	_	TokenRange=657:666
122	nada	_	PRON	PRON	_	119	nsubj	_	TokenRange=667:671
123	tendo	_	AUX	AUX	_	125	aux	_	TokenRange=672:677
124	que	que	CCONJ	CONJ	_	125	mark	_	TokenRange=678:681
125	ver	ver	VERB	VERB	_	118	acl	_	TokenRange=682:685
126	com	com	ADP	ADP	_	128	case	_	TokenRange=686:689
127	o	o	DET	DET	_	128	det	_	TokenRange=690:691
128	verde	verde	NOUN	NOUN	_	125	nmod	_	TokenRange=692:697
129-130	da	_	_	_	_	_	_	_	TokenRange=698:700
129	de	de	ADP	ADP	_	132	case	_	_
130	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	132	det	_	_
131	nostalgica	nostalgico	ADJ	ADJ	_	132	amod	_	TokenRange=701:711
132	cancao	cancao	NOUN	NOUN	_	128	nmod	_	TokenRange=712:718
133	folclorica	folclorico	ADJ	ADJ	_	132	amod	_	TokenRange=719:729
134-135	dos	_	_	_	_	_	_	_	TokenRange=730:733
134	de	de	ADP	ADP	_	136	case	_	_
135	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	136	det	_	_
136	ianques	ianque	NOUN	NOUN	_	132	nmod	_	TokenRange=734:741
137	mas	mas	CCONJ	CONJ	_	140	cc	_	TokenRange=742:745
138	sempre	sempre	ADV	ADV	_	140	advmod	_	TokenRange=746:752
139	me	_	PRON	PRON	_	140	iobj	_	TokenRange=753:755
140	bate	bater	VERB	VERB	_	24	conj	_	TokenRange=756:760
141	uma	um	DET	DET	_	142	det	_	TokenRange=761:764
142	saudade	saudade	NOUN	NOUN	_	140	obj	_	TokenRange=765:772
143	dolente	dolente	ADJ	ADJ	_	142	amod	_	TokenRange=773:780
144	quando	_	CCONJ	CONJ	_	158	mark	_	TokenRange=781:787
145	a	_	DET	DET	_	146	det	_	TokenRange=788:789
146	ouco	_	ADV	ADV	_	144	nmod	_	TokenRange=790:794
147	nao	nao	ADV	ADV	_	149	advmod	_	TokenRange=795:798
148	tanto	tanto	ADV	ADV	_	149	advmod	_	TokenRange=799:804
149	mais	mais	ADV	ADV	_	158	advmod	_	TokenRange=805:809
150	agora	agora	ADV	ADV	_	158	mark	_	TokenRange=810:815
151	que	_	CCONJ	CONJ	_	150	fixed	_	TokenRange=816:819
152	os	o	DET	DET	_	153	det	_	TokenRange=820:822
153	agentes	agente	NOUN	NOUN	_	158	nsubj	_	TokenRange=823:830
154	policiais	policial	ADJ	ADJ	_	153	amod	_	TokenRange=831:840
155	e	e	CCONJ	CONJ	_	156	cc	_	TokenRange=841:842
156	procuradores	procurador	NOUN	NOUN	_	153	conj	_	TokenRange=843:855
157	federais	federal	ADJ	ADJ	_	156	amod	_	TokenRange=856:864
158	recorreram	recorrer	VERB	VERB	_	24	advcl	_	TokenRange=865:875
159-160	ao	_	_	_	_	_	_	_	TokenRange=876:878
159	a	a	ADP	ADP	_	161	case	_	_
160	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	161	det	_	_
161	titulo	titulo	NOUN	NOUN	_	158	nmod	_	TokenRange=879:885
162	para	_	ADP	ADP	_	163	mark	_	TokenRange=886:890
163	batizar	batizar	VERB	VERB	_	158	advcl	_	TokenRange=891:898
164	mais	mais	ADV	ADV	_	165	advmod	_	TokenRange=899:903
165	uma	_	NUM	NUM	NumType=Card	163	obj	_	TokenRange=904:907
166	daquelas	_	ADP	ADP	_	167	case	_	TokenRange=908:916
167	equipes	equipe	NOUN	NOUN	_	165	nmod	_	TokenRange=917:924
168	de	de	ADP	ADP	_	169	case	_	TokenRange=925:927
169	tarefas	tarefa	NOUN	NOUN	_	167	nmod	_	TokenRange=928:935
170	policiaisjudiciais	policiaisjudicial	ADJ	ADJ	_	169	amod	_	TokenRange=936:954
171	com	com	ADP	ADP	_	172	case	_	TokenRange=955:958
172	que	_	PRON	PRON	_	174	nmod	_	TokenRange=959:962
173	se	_	PRON	PRON	_	174	expl:pv	_	TokenRange=963:965
174	pretende	pretender	VERB	VERB	_	167	acl:relcl	_	TokenRange=966:974
175	por	por	ADP	ADP	_	176	case	_	TokenRange=975:978
176	fim	fim	NOUN	NOUN	_	174	nmod	_	TokenRange=979:982
177-178	ao	_	_	_	_	_	_	_	TokenRange=983:985
177	a	a	ADP	ADP	_	179	case	_	_
178	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	179	det	_	_
179	descalabro	descalabro	NOUN	NOUN	_	174	nmod	_	TokenRange=986:996
180-181	da	_	_	_	_	_	_	_	TokenRange=997:999
180	de	de	ADP	ADP	_	182	case	_	_
181	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	182	det	_	_
182	corrupcao	corrupcao	NOUN	NOUN	_	179	nmod	_	TokenRange=1000:1009
183-184	no	_	_	_	_	_	_	_	TokenRange=1010:1012
183	em	em	ADP	ADP	_	185	case	_	_
184	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	185	det	_	_
185	servico	servico	NOUN	NOUN	_	174	nmod	_	TokenRange=1013:1020
186	publico	publico	ADJ	ADJ	_	185	amod	_	TokenRange=1021:1028
187	nacional	nacional	ADJ	ADJ	_	185	amod	_	TokenRange=1029:1037
188	informa	informar	VERB	VERB	_	24	parataxis	_	TokenRange=1038:1045
189	o	o	DET	DET	_	191	det	_	TokenRange=1046:1047
190	novo	novo	ADJ	ADJ	_	191	amod	_	TokenRange=1048:1052
191	pai	pai	NOUN	NOUN	_	188	nsubj	_	TokenRange=1053:1056
192-193	dos	_	_	_	_	_	_	_	TokenRange=1057:1060
192	de	de	ADP	ADP	_	194	case	_	_
193	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	194	det	_	_
194	inocentes	inocente	NOUN	NOUN	_	191	nmod	_	TokenRange=1061:1070
195	o	o	DET	DET	_	196	det	_	TokenRange=1071:1072
196	google	_	NOUN	NOUN	_	188	nsubj	_	TokenRange=1073:1079
197	que	que	CCONJ	CONJ	_	200	mark	_	TokenRange=1080:1083
198	ela	_	PRON	PRON	_	200	nsubj:pass	_	TokenRange=1084:1087
199	foi	_	AUX	AUX	_	200	aux:pass	_	TokenRange=1088:1091
200	deflagrada	deflagrar	VERB	VERB	_	188	ccomp	_	TokenRange=1092:1102
201	em	em	ADP	ADP	_	202	case	_	TokenRange=1103:1105
202	5	_	NUM	NUM	NumType=Card	200	nmod	_	TokenRange=1106:1107
203	de	de	ADP	ADP	_	204	case	_	TokenRange=1108:1110
204	setembro	_	PROPN	PNOUN	_	202	nmod	_	TokenRange=1111:1119
205	de	de	ADP	ADP	_	206	case	_	TokenRange=1120:1122
206	2016	_	NUM	NUM	NumType=Card	204	nmod	_	SpacesAfter=\s\s|TokenRange=1123:1127

