# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja o que foi feito em 1 ano de gestao doria na cracolandia usuarios continuam na luz atual gestao comecou sua tentativa em maio apos megaoperacao na regiao segundo a prefeitura mais de 3 mil pessoas voluntariamente foram internadas e 30 delas fizeram o tratamento ate o final apos um ano de gestao do prefeito joao doria psdb usuarios continuam se concentrando para o uso de crack na regiao conhecida como cracolandia na luz no centro de sao paulo a tentativa da atual administracao de acabar com o problema comecou em maio logo depois que o estado responsavel pela seguranca publica fez uma operacao policial na cracolandia o objetivo era prender traficantes que vendiam drogas por la na epoca doria chegou a anunciar o fim da cracolandia a cracolandia acabou fisicamente ela nao vai mais existir mas o que acabou mesmo foi o programa de bracos abertos da gestao passada no lugar a prefeitura criou o programa redencao e entrou na justica para poder internar a forca os usuarios de drogas que se espalharam pelas ruas da regiao central o tribunal de justica negou mas a estrategia de tratar pela abstinencia continua foram criados quatro centros de assistencias com conteineres onde as pessoas comem tomam banho dormem e podem pedir ajuda para largar o vicio sao os atendes atendimento diario emergencial a prefeitura contou 325419 atendimentos nos conteineres ate o dia 6 de dezembro e 3210 dependentes quimicos foram encaminhados voluntariamente para tratamento medico desse total segundo a prefeitura 30 fez o tratamento ate o final lucio de 34 anos que prefere nao ter o sobrenome divulgado disse que deixou o programa porque nao se adaptou as regras que ele considera muito rigidas eu nao saio daqui nao e nem pela droga que nao
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
22	comecou	comecar	VERB	VERB	_	1	ccomp	_	TokenRange=100:107
23	sua	_	DET	DET	_	24	det:poss	_	TokenRange=108:111
24	tentativa	_	NOUN	NOUN	_	22	obj	_	TokenRange=112:121
25	em	em	ADP	ADP	_	26	case	_	TokenRange=122:124
26	maio	_	PROPN	PNOUN	_	22	nmod	_	TokenRange=125:129
27	apos	_	ADP	ADP	_	28	case	_	TokenRange=130:134
28	megaoperacao	_	NOUN	NOUN	_	22	nmod	_	TokenRange=135:147
29-30	na	_	_	_	_	_	_	_	TokenRange=148:150
29	em	em	ADP	ADP	_	31	case	_	_
30	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	31	det	_	_
31	regiao	regiao	NOUN	NOUN	_	28	nmod	_	TokenRange=151:157
32	segundo	_	ADP	ADP	_	34	case	_	TokenRange=158:165
33	a	o	DET	DET	_	34	det	_	TokenRange=166:167
34	prefeitura	prefeitura	NOUN	NOUN	_	22	nmod	_	TokenRange=168:178
35	mais	mais	ADV	ADV	_	38	advmod	_	TokenRange=179:183
36	de	de	ADP	ADP	_	35	case	_	TokenRange=184:186
37	3	_	NUM	NUM	NumType=Card	38	nummod	_	TokenRange=187:188
38	mil	_	NUM	NUM	NumType=Card	39	nummod	_	TokenRange=189:192
39	pessoas	pessoa	NOUN	NOUN	_	42	nsubj:pass	_	TokenRange=193:200
40	voluntariamente	voluntariamente	ADV	ADV	_	42	advmod	_	TokenRange=201:216
41	foram	_	AUX	AUX	_	42	aux:pass	_	TokenRange=217:222
42	internadas	internar	VERB	VERB	_	22	parataxis	_	TokenRange=223:233
43	e	e	CCONJ	CONJ	_	66	cc	_	TokenRange=234:235
44	30	_	NUM	NUM	NumType=Card	66	nsubj	_	TokenRange=236:238
45	delas	_	X	ADPPRON	_	44	nmod	_	TokenRange=239:244
46	fizeram	fazer	VERB	VERB	_	42	conj	_	TokenRange=245:252
47	o	o	DET	DET	_	48	det	_	TokenRange=253:254
48	tratamento	tratamento	NOUN	NOUN	_	46	obj	_	TokenRange=255:265
49	ate	_	ADP	ADP	_	51	case	_	TokenRange=266:269
50	o	o	DET	DET	_	51	det	_	TokenRange=270:271
51	final	final	NOUN	NOUN	_	46	nmod	_	TokenRange=272:277
52	apos	_	ADP	ADP	_	54	case	_	TokenRange=278:282
53	um	_	NUM	NUM	NumType=Card	54	nummod	_	TokenRange=283:285
54	ano	ano	NOUN	NOUN	_	66	nmod	_	TokenRange=286:289
55	de	de	ADP	ADP	_	56	case	_	TokenRange=290:292
56	gestao	gestao	NOUN	NOUN	_	54	nmod	_	TokenRange=293:299
57-58	do	_	_	_	_	_	_	_	TokenRange=300:302
57	de	de	ADP	ADP	_	59	case	_	_
58	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	59	det	_	_
59	prefeito	prefeito	NOUN	NOUN	_	56	nmod	_	TokenRange=303:311
60	joao	joao	ADJ	ADJ	_	59	appos	_	TokenRange=312:316
61	doria	doria	NOUN	NOUN	_	59	appos	_	TokenRange=317:322
62	psdb	_	PROPN	PNOUN	_	237	appos	_	TokenRange=323:327
63	usuarios	usuario	NOUN	NOUN	_	66	nsubj	_	TokenRange=328:336
64	continuam	continuar	AUX	AUX	_	66	aux	_	TokenRange=337:346
65	se	_	PRON	PRON	_	66	obj	_	TokenRange=347:349
66	concentrando	concentrar	VERB	VERB	_	42	conj	_	TokenRange=350:362
67	para	para	ADP	ADP	_	69	case	_	TokenRange=363:367
68	o	o	DET	DET	_	69	det	_	TokenRange=368:369
69	uso	uso	NOUN	NOUN	_	66	nmod	_	TokenRange=370:373
70	de	de	ADP	ADP	_	71	case	_	TokenRange=374:376
71	crack	crack	NOUN	NOUN	_	69	nmod	_	TokenRange=377:382
72-73	na	_	_	_	_	_	_	_	TokenRange=383:385
72	em	em	ADP	ADP	_	74	case	_	_
73	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	74	det	_	_
74	regiao	regiao	NOUN	NOUN	_	69	nmod	_	TokenRange=386:392
75	conhecida	conhecer	VERB	VERB	_	74	acl	_	TokenRange=393:402
76	como	como	ADP	ADP	_	77	case	_	TokenRange=403:407
77	cracolandia	cracolandia	NOUN	NOUN	_	75	nmod	_	TokenRange=408:419
78-79	na	_	_	_	_	_	_	_	TokenRange=420:422
78	em	em	ADP	ADP	_	80	case	_	_
79	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	80	det	_	_
80	luz	luz	NOUN	NOUN	_	77	nmod	_	TokenRange=423:426
81-82	no	_	_	_	_	_	_	_	TokenRange=427:429
81	em	em	ADP	ADP	_	83	case	_	_
82	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	83	det	_	_
83	centro	centro	NOUN	NOUN	_	75	nmod	_	TokenRange=430:436
84	de	de	ADP	ADP	_	85	case	_	TokenRange=437:439
85	sao	sao	NOUN	NOUN	_	83	nmod	_	TokenRange=440:443
86	paulo	paulo	NOUN	NOUN	_	85	flat	_	TokenRange=444:449
87	a	o	DET	DET	_	88	det	_	TokenRange=450:451
88	tentativa	_	NOUN	NOUN	_	66	nsubj	_	TokenRange=452:461
89-90	da	_	_	_	_	_	_	_	TokenRange=462:464
89	de	de	ADP	ADP	_	92	case	_	_
90	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	92	det	_	_
91	atual	atual	ADJ	ADJ	_	92	amod	_	TokenRange=465:470
92	administracao	administracao	NOUN	NOUN	_	88	nmod	_	TokenRange=471:484
93	de	_	ADP	ADP	_	94	mark	_	TokenRange=485:487
94	acabar	acabar	VERB	VERB	_	204	nmod	_	TokenRange=488:494
95	com	com	ADP	ADP	_	97	case	_	TokenRange=495:498
96	o	o	DET	DET	_	97	det	_	TokenRange=499:500
97	problema	problema	NOUN	NOUN	_	94	nmod	_	TokenRange=501:509
98	comecou	comecar	VERB	VERB	_	1	parataxis	_	TokenRange=510:517
99	em	em	ADP	ADP	_	100	case	_	TokenRange=518:520
100	maio	_	PROPN	PNOUN	_	98	nmod	_	TokenRange=521:525
101	logo	logo	ADV	ADV	_	66	advmod	_	TokenRange=526:530
102	depois	depois	ADV	ADV	_	111	mark	_	TokenRange=531:537
103	que	_	CCONJ	CONJ	_	102	fixed	_	TokenRange=538:541
104	o	o	DET	DET	_	105	det	_	TokenRange=542:543
105	estado	estado	NOUN	NOUN	_	111	nsubj	_	TokenRange=544:550
106	responsavel	responsavel	ADJ	ADJ	_	105	amod	_	TokenRange=551:562
107-108	pela	_	_	_	_	_	_	_	TokenRange=563:567
107	por	por	ADP	ADP	_	109	case	_	_
108	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	109	det	_	_
109	seguranca	_	NOUN	NOUN	_	106	nmod	_	TokenRange=568:577
110	publica	publico	ADJ	ADJ	_	109	amod	_	TokenRange=578:585
111	fez	fazer	VERB	VERB	_	98	advcl	_	TokenRange=586:589
112	uma	um	DET	DET	_	113	det	_	TokenRange=590:593
113	operacao	operacao	NOUN	NOUN	_	111	obj	_	TokenRange=594:602
114	policial	policial	ADJ	ADJ	_	113	amod	_	TokenRange=603:611
115-116	na	_	_	_	_	_	_	_	TokenRange=612:614
115	em	em	ADP	ADP	_	117	case	_	_
116	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	117	det	_	_
117	cracolandia	cracolandia	NOUN	NOUN	_	111	nmod	_	TokenRange=615:626
118	o	o	DET	DET	_	119	det	_	TokenRange=627:628
119	objetivo	objetivo	NOUN	NOUN	_	111	ccomp	_	TokenRange=629:637
120	era	_	AUX	AUX	_	119	cop	_	TokenRange=638:641
121	prender	prender	VERB	VERB	_	119	csubj	_	TokenRange=642:649
122	traficantes	traficante	NOUN	NOUN	_	121	obj	_	TokenRange=650:661
123	que	_	PRON	PRON	_	124	nsubj	_	TokenRange=662:665
124	vendiam	vender	VERB	VERB	_	122	acl:relcl	_	TokenRange=666:673
125	drogas	droga	NOUN	NOUN	_	124	obj	_	TokenRange=674:680
126	por	por	ADP	ADP	_	127	case	_	TokenRange=681:684
127	la	_	PRON	PRON	_	124	nmod	_	TokenRange=685:687
128-129	na	_	_	_	_	_	_	_	TokenRange=688:690
128	em	em	ADP	ADP	_	130	case	_	_
129	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	130	det	_	_
130	epoca	epoca	NOUN	NOUN	_	295	nmod	_	TokenRange=691:696
131	doria	doria	NOUN	NOUN	_	130	appos	_	TokenRange=697:702
132	chegou	chegar	AUX	AUX	_	305	aux	_	TokenRange=703:709
133	a	_	ADP	ADP	_	134	mark	_	TokenRange=710:711
134	anunciar	anunciar	VERB	VERB	_	218	acl:relcl	_	TokenRange=712:720
135	o	o	DET	DET	_	136	det	_	TokenRange=721:722
136	fim	fim	NOUN	NOUN	_	134	obj	_	TokenRange=723:726
137-138	da	_	_	_	_	_	_	_	TokenRange=727:729
137	de	de	ADP	ADP	_	139	case	_	_
138	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	139	det	_	_
139	cracolandia	cracolandia	NOUN	NOUN	_	136	nmod	_	TokenRange=730:741
140	a	o	DET	DET	_	141	det	_	TokenRange=742:743
141	cracolandia	cracolandia	NOUN	NOUN	_	124	nsubj	_	TokenRange=744:755
142	acabou	acabar	VERB	VERB	_	312	acl:relcl	_	TokenRange=756:762
143	fisicamente	fisicamente	ADV	ADV	_	148	advmod	_	TokenRange=763:774
144	ela	_	PRON	PRON	_	300	nsubj	_	TokenRange=775:778
145	nao	nao	ADV	ADV	Polarity=Neg	148	advmod	_	TokenRange=779:782
146	vai	ir	AUX	AUX	_	148	aux	_	TokenRange=783:786
147	mais	mais	ADV	ADV	_	148	advmod	_	TokenRange=787:791
148	existir	existir	VERB	VERB	_	300	ccomp	_	TokenRange=792:799
149	mas	mas	CCONJ	CONJ	_	150	cc	_	TokenRange=800:803
150	o	_	PRON	PRON	_	66	conj	_	TokenRange=804:805
151	que	_	PRON	PRON	_	152	nsubj	_	TokenRange=806:809
152	acabou	acabar	VERB	VERB	_	150	acl:relcl	_	TokenRange=810:816
153	mesmo	mesmo	ADV	ADV	_	152	advmod	_	TokenRange=817:822
154	foi	_	AUX	AUX	_	150	cop	_	TokenRange=823:826
155	o	o	DET	DET	_	156	det	_	TokenRange=827:828
156	programa	programa	NOUN	NOUN	_	152	nsubj	_	TokenRange=829:837
157	de	de	ADP	ADP	_	158	case	_	TokenRange=838:840
158	bracos	braco	NOUN	NOUN	_	156	nmod	_	TokenRange=841:847
159	abertos	aberto	ADJ	ADJ	_	158	amod	_	TokenRange=848:855
160-161	da	_	_	_	_	_	_	_	TokenRange=856:858
160	de	de	ADP	ADP	_	162	case	_	_
161	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	162	det	_	_
162	gestao	gestao	NOUN	NOUN	_	156	nmod	_	TokenRange=859:865
163	passada	passado	ADJ	ADJ	_	162	amod	_	TokenRange=866:873
164-165	no	_	_	_	_	_	_	_	TokenRange=874:876
164	em	em	ADP	ADP	_	166	case	_	_
165	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	166	det	_	_
166	lugar	lugar	NOUN	NOUN	_	189	nmod	_	TokenRange=877:882
167	a	o	DET	DET	_	168	det	_	TokenRange=883:884
168	prefeitura	prefeitura	NOUN	NOUN	_	169	nsubj	_	TokenRange=885:895
169	criou	criar	VERB	VERB	_	42	conj	_	TokenRange=896:901
170	o	o	DET	DET	_	171	det	_	TokenRange=902:903
171	programa	programa	NOUN	NOUN	_	169	obj	_	TokenRange=904:912
172	redencao	redencao	NOUN	NOUN	_	171	appos	_	TokenRange=913:921
173	e	e	CCONJ	CONJ	_	174	cc	_	TokenRange=922:923
174	entrou	entrar	VERB	VERB	_	42	conj	_	TokenRange=924:930
175-176	na	_	_	_	_	_	_	_	TokenRange=931:933
175	em	em	ADP	ADP	_	177	case	_	_
176	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	177	det	_	_
177	justica	_	NOUN	NOUN	_	174	nmod	_	TokenRange=934:941
178	para	_	ADP	ADP	_	180	mark	_	TokenRange=942:946
179	poder	poder	AUX	AUX	_	180	aux	_	TokenRange=947:952
180	internar	internar	VERB	VERB	_	66	advcl	_	TokenRange=953:961
181	a	o	DET	DET	_	182	det	_	TokenRange=962:963
182	forca	forca	NOUN	NOUN	_	180	obj	_	TokenRange=964:969
183	os	o	DET	DET	_	184	det	_	TokenRange=970:972
184	usuarios	usuario	NOUN	NOUN	_	180	obj	_	TokenRange=973:981
185	de	de	ADP	ADP	_	186	case	_	TokenRange=982:984
186	drogas	droga	NOUN	NOUN	_	184	nmod	_	TokenRange=985:991
187	que	_	PRON	PRON	_	189	nsubj	_	TokenRange=992:995
188	se	_	PRON	PRON	_	189	expl:pv	_	TokenRange=996:998
189	espalharam	espalhar	VERB	VERB	_	184	acl:relcl	_	TokenRange=999:1009
190-191	pelas	_	_	_	_	_	_	_	TokenRange=1010:1015
190	por	por	ADP	ADP	_	192	case	_	_
191	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	192	det	_	_
192	ruas	rua	NOUN	NOUN	_	189	nmod	_	TokenRange=1016:1020
193-194	da	_	_	_	_	_	_	_	TokenRange=1021:1023
193	de	de	ADP	ADP	_	195	case	_	_
194	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	195	det	_	_
195	regiao	regiao	NOUN	NOUN	_	192	nmod	_	TokenRange=1024:1030
196	central	central	ADJ	ADJ	_	195	amod	_	TokenRange=1031:1038
197	o	o	DET	DET	_	198	det	_	TokenRange=1039:1040
198	tribunal	tribunal	NOUN	NOUN	_	66	nsubj	_	TokenRange=1041:1049
199	de	de	ADP	ADP	_	200	case	_	TokenRange=1050:1052
200	justica	_	NOUN	NOUN	_	198	nmod	_	TokenRange=1053:1060
201	negou	negar	VERB	VERB	_	42	conj	_	TokenRange=1061:1066
202	mas	mas	CCONJ	CONJ	_	259	cc	_	TokenRange=1067:1070
203	a	o	DET	DET	_	204	det	_	TokenRange=1071:1072
204	estrategia	estrategia	NOUN	NOUN	_	66	nsubj	_	TokenRange=1073:1083
205	de	_	ADP	ADP	_	206	mark	_	TokenRange=1084:1086
206	tratar	tratar	VERB	VERB	_	204	nmod	_	TokenRange=1087:1093
207-208	pela	_	_	_	_	_	_	_	TokenRange=1094:1098
207	por	por	ADP	ADP	_	209	case	_	_
208	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	209	det	_	_
209	abstinencia	abstinencia	NOUN	NOUN	_	206	nmod	_	TokenRange=1099:1110
210	continua	continuar	VERB	VERB	_	59	conj	_	TokenRange=1111:1119
211	foram	_	AUX	AUX	_	66	aux	_	TokenRange=1120:1125
212	criados	criar	VERB	VERB	_	22	conj	_	TokenRange=1126:1133
213	quatro	_	NUM	NUM	NumType=Card	214	nummod	_	TokenRange=1134:1140
214	centros	centro	NOUN	NOUN	_	66	nsubj	_	TokenRange=1141:1148
215	de	de	ADP	ADP	_	216	case	_	TokenRange=1149:1151
216	assistencias	assistencia	NOUN	NOUN	_	214	nmod	_	TokenRange=1152:1164
217	com	com	ADP	ADP	_	218	case	_	TokenRange=1165:1168
218	conteineres	conteiner	NOUN	NOUN	_	214	nmod	_	TokenRange=1169:1180
219	onde	onde	ADV	ADV	_	222	advmod	_	TokenRange=1181:1185
220	as	o	DET	DET	_	221	det	_	TokenRange=1186:1188
221	pessoas	pessoa	NOUN	NOUN	_	222	nsubj	_	TokenRange=1189:1196
222	comem	comer	VERB	VERB	_	218	acl:relcl	_	TokenRange=1197:1202
223	tomam	tomar	VERB	VERB	_	222	xcomp	_	TokenRange=1203:1208
224	banho	banho	NOUN	NOUN	_	223	obj	_	TokenRange=1209:1214
225	dormem	dormer	VERB	VERB	_	113	acl:relcl	_	TokenRange=1215:1221
226	e	e	CCONJ	CONJ	_	228	cc	_	TokenRange=1222:1223
227	podem	_	AUX	AUX	_	228	aux	_	TokenRange=1224:1229
228	pedir	pedir	VERB	VERB	_	305	conj	_	TokenRange=1230:1235
229	ajuda	ajuda	NOUN	NOUN	_	228	obj	_	TokenRange=1236:1241
230	para	_	ADP	ADP	_	231	mark	_	TokenRange=1242:1246
231	largar	largar	VERB	VERB	_	228	advcl	_	TokenRange=1247:1253
232	o	o	DET	DET	_	233	det	_	TokenRange=1254:1255
233	vicio	vicio	NOUN	NOUN	_	231	obj	_	TokenRange=1256:1261
234	sao	_	AUX	AUX	_	237	cop	_	TokenRange=1262:1265
235	os	o	DET	DET	_	237	det	_	TokenRange=1266:1268
236	atendes	_	NOUN	NOUN	_	237	amod	_	TokenRange=1269:1276
237	atendimento	atendimento	NOUN	NOUN	_	66	parataxis	_	TokenRange=1277:1288
238	diario	diario	ADJ	ADJ	_	237	amod	_	TokenRange=1289:1295
239	emergencial	emergencial	ADJ	ADJ	_	237	amod	_	TokenRange=1296:1307
240	a	o	DET	DET	_	241	det	_	TokenRange=1308:1309
241	prefeitura	prefeitura	NOUN	NOUN	_	66	nsubj	_	TokenRange=1310:1320
242	contou	contar	VERB	VERB	_	66	parataxis	_	TokenRange=1321:1327
243	325419	_	NUM	NUM	NumType=Card	244	nummod	_	TokenRange=1328:1334
244	atendimentos	atendimento	NOUN	NOUN	_	66	obj	_	TokenRange=1335:1347
245-246	nos	_	_	_	_	_	_	_	TokenRange=1348:1351
245	em	em	ADP	ADP	_	247	case	_	_
246	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	247	det	_	_
247	conteineres	conteiner	NOUN	NOUN	_	244	nmod	_	TokenRange=1352:1363
248	ate	_	ADP	ADP	_	250	case	_	TokenRange=1364:1367
249	o	o	DET	DET	_	250	det	_	TokenRange=1368:1369
250	dia	dia	NOUN	NOUN	_	46	nmod	_	TokenRange=1370:1373
251	6	_	NUM	NUM	NumType=Card	250	nmod	_	TokenRange=1374:1375
252	de	de	ADP	ADP	_	253	case	_	TokenRange=1376:1378
253	dezembro	_	PROPN	PNOUN	_	251	nmod	_	TokenRange=1379:1387
254	e	e	CCONJ	CONJ	_	259	cc	_	TokenRange=1388:1389
255	3210	_	NUM	NUM	NumType=Card	256	nummod	_	TokenRange=1390:1394
256	dependentes	dependente	NOUN	NOUN	_	259	nsubj:pass	_	TokenRange=1395:1406
257	quimicos	quimico	ADJ	ADJ	_	256	amod	_	TokenRange=1407:1415
258	foram	_	AUX	AUX	_	259	aux:pass	_	TokenRange=1416:1421
259	encaminhados	encaminhar	VERB	VERB	_	66	conj	_	TokenRange=1422:1434
260	voluntariamente	voluntariamente	ADV	ADV	_	259	advmod	_	TokenRange=1435:1450
261	para	para	ADP	ADP	_	262	case	_	TokenRange=1451:1455
262	tratamento	tratamento	NOUN	NOUN	_	259	nmod	_	TokenRange=1456:1466
263	medico	medico	ADJ	ADJ	_	262	amod	_	TokenRange=1467:1473
264	desse	_	ADP	ADP	_	265	case	_	TokenRange=1474:1479
265	total	total	NOUN	NOUN	_	262	nmod	_	TokenRange=1480:1485
266	segundo	_	ADP	ADP	_	268	case	_	TokenRange=1486:1493
267	a	o	DET	DET	_	268	det	_	TokenRange=1494:1495
268	prefeitura	prefeitura	NOUN	NOUN	_	270	nmod	_	TokenRange=1496:1506
269	30	_	NUM	NUM	NumType=Card	270	nsubj	_	TokenRange=1507:1509
270	fez	fazer	VERB	VERB	_	66	conj	_	TokenRange=1510:1513
271	o	o	DET	DET	_	272	det	_	TokenRange=1514:1515
272	tratamento	tratamento	NOUN	NOUN	_	270	obj	_	TokenRange=1516:1526
273	ate	_	ADP	ADP	_	275	case	_	TokenRange=1527:1530
274	o	o	DET	DET	_	275	det	_	TokenRange=1531:1532
275	final	final	NOUN	NOUN	_	270	nmod	_	TokenRange=1533:1538
276	lucio	lucio	NOUN	NOUN	_	270	nsubj	_	TokenRange=1539:1544
277	de	de	ADP	ADP	_	279	case	_	TokenRange=1545:1547
278	34	_	NUM	NUM	NumType=Card	279	nummod	_	TokenRange=1548:1550
279	anos	ano	NOUN	NOUN	_	276	nmod	_	TokenRange=1551:1555
280	que	_	PRON	PRON	_	281	nsubj	_	TokenRange=1556:1559
281	prefere	preferir	VERB	VERB	_	276	acl:relcl	_	TokenRange=1560:1567
282	nao	nao	ADV	ADV	Polarity=Neg	283	advmod	_	TokenRange=1568:1571
283	ter	ter	VERB	VERB	_	281	xcomp	_	TokenRange=1572:1575
284	o	o	DET	DET	_	285	det	_	TokenRange=1576:1577
285	sobrenome	sobrenome	NOUN	NOUN	_	283	obj	_	TokenRange=1578:1587
286	divulgado	divulgado	ADJ	ADJ	_	285	amod	_	TokenRange=1588:1597
287	disse	dizer	VERB	VERB	_	98	parataxis	_	TokenRange=1598:1603
288	que	que	CCONJ	CONJ	_	289	mark	_	TokenRange=1604:1607
289	deixou	deixar	VERB	VERB	_	287	ccomp	_	TokenRange=1608:1614
290	o	o	DET	DET	_	291	det	_	TokenRange=1615:1616
291	programa	programa	NOUN	NOUN	_	289	obj	_	TokenRange=1617:1625
292	porque	_	CCONJ	CONJ	_	295	mark	_	TokenRange=1626:1632
293	nao	nao	ADV	ADV	Polarity=Neg	295	advmod	_	TokenRange=1633:1636
294	se	_	PRON	PRON	_	295	expl:pv	_	TokenRange=1637:1639
295	adaptou	adaptar	VERB	VERB	_	270	advcl	_	TokenRange=1640:1647
296	as	_	ADP	ADP	_	297	case	_	TokenRange=1648:1650
297	regras	regra	NOUN	NOUN	_	295	nmod	_	TokenRange=1651:1657
298	que	_	PRON	PRON	_	300	obj	_	TokenRange=1658:1661
299	ele	_	PRON	PRON	_	300	nsubj	_	TokenRange=1662:1665
300	considera	considerar	VERB	VERB	_	297	acl:relcl	_	TokenRange=1666:1675
301	muito	muito	ADV	ADV	_	302	advmod	_	TokenRange=1676:1681
302	rigidas	rigido	ADJ	ADJ	_	300	xcomp	_	TokenRange=1682:1689
303	eu	_	PRON	PRON	_	305	nsubj	_	TokenRange=1690:1692
304	nao	nao	ADV	ADV	Polarity=Neg	305	advmod	_	TokenRange=1693:1696
305	saio	saiar	VERB	VERB	_	287	ccomp	_	TokenRange=1697:1701
306	daqui	_	ADP	ADP	_	305	nmod	_	TokenRange=1702:1707
307	nao	nao	ADV	ADV	Polarity=Neg	306	advmod	_	TokenRange=1708:1711
308	e	e	CCONJ	CONJ	_	312	cc	_	TokenRange=1712:1713
309	nem	_	ADV	ADV	_	312	cc	_	TokenRange=1714:1717
310-311	pela	_	_	_	_	_	_	_	TokenRange=1718:1722
310	por	por	ADP	ADP	_	312	case	_	_
311	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	312	det	_	_
312	droga	droga	NOUN	NOUN	_	306	conj	_	TokenRange=1723:1728
313	que	_	PRON	PRON	_	305	nsubj	_	TokenRange=1729:1732
