# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = presos piloto e copiloto de aviao interceptado com mais de 600 kg de cocaina em goias eles disseram a pf que sairam da bolivia com a droga e iriam para fazenda em jussara sem pousar na propriedade arrendada pela familia do ministro blairo maggi a policia federal prendeu no inicio da noite desta segundafeira 26 o piloto e o copiloto do aviao bimotor interceptado pela forca aerea brasileira fab no fim de semana com 662 kg de cocaina em jussara na regiao noroeste de goias segundo apurou a tv anhanguera os dois ocupantes da aeronave sao o piloto apoena indio do brasil e o copiloto fabiano junior da silva eles disseram a pf que trouxeram a droga da bolivia e que ao contrario do que a fab divulgou nao estiveram na fazenda itamarati norte no mato grosso arrendada para a empresa amaggi da familia do
1	presos	preso	NOUN	NOUN	_	18	nsubj	_	TokenRange=0:6
30	iriam	_	VERB	VERB	_	22	conj	_	TokenRange=141:146
31	para	para	ADP	ADP	_	32	case	_	TokenRange=147:151
32	fazenda	fazenda	NOUN	NOUN	_	30	nmod	_	TokenRange=152:159
33	em	em	ADP	ADP	_	34	case	_	TokenRange=160:162
34	jussara	jussar	NOUN	NOUN	_	32	nmod	_	TokenRange=163:170
35	sem	_	ADP	ADP	_	36	mark	_	TokenRange=171:174
36	pousar	pousar	VERB	VERB	_	30	advcl	_	TokenRange=175:181
37-38	na	_	_	_	_	_	_	_	TokenRange=182:184
37	em	em	ADP	ADP	_	39	case	_	_
38	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	39	det	_	_
39	propriedade	propriedade	NOUN	NOUN	_	36	nmod	_	TokenRange=185:196
40	arrendada	arrendar	VERB	VERB	_	39	acl	_	TokenRange=197:206
41-42	pela	_	_	_	_	_	_	_	TokenRange=207:211
41	por	por	ADP	ADP	_	43	case	_	_
42	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	43	det	_	_
43	familia	familia	NOUN	NOUN	_	40	nmod	_	TokenRange=212:219
44-45	do	_	_	_	_	_	_	_	TokenRange=220:222
44	de	de	ADP	ADP	_	46	case	_	_
45	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	46	det	_	_
46	ministro	ministro	NOUN	NOUN	_	43	nmod	_	TokenRange=223:231
47	blairo	blairo	NOUN	NOUN	_	46	appos	_	TokenRange=232:238
48	maggi	_	NOUN	NOUN	_	47	flat	_	TokenRange=239:244
49	a	o	DET	DET	_	50	det	_	TokenRange=245:246
50	policia	policia	NOUN	NOUN	_	52	nsubj	_	TokenRange=247:254
51	federal	federal	ADJ	ADJ	_	50	amod	_	TokenRange=255:262
52	prendeu	prender	VERB	VERB	_	18	conj	_	TokenRange=263:270
53-54	no	_	_	_	_	_	_	_	TokenRange=271:273
53	em	em	ADP	ADP	_	55	case	_	_
54	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	55	det	_	_
55	inicio	inicio	NOUN	NOUN	_	52	nmod	_	TokenRange=274:280
56-57	da	_	_	_	_	_	_	_	TokenRange=281:283
56	de	de	ADP	ADP	_	58	case	_	_
57	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	58	det	_	_
58	noite	noite	NOUN	NOUN	_	55	nmod	_	TokenRange=284:289
59	desta	_	ADP	ADP	_	60	case	_	TokenRange=290:295
60	segundafeira	_	NOUN	NOUN	_	58	nmod	_	TokenRange=296:308
61	26	_	NUM	NUM	NumType=Card	60	appos	_	TokenRange=309:311
62	o	o	DET	DET	_	63	det	_	TokenRange=312:313
63	piloto	piloto	NOUN	NOUN	_	52	nsubj	_	TokenRange=314:320
64	e	e	CCONJ	CONJ	_	66	cc	_	TokenRange=321:322
65	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	66	det	_	TokenRange=323:324
66	copiloto	copiloto	NOUN	NOUN	_	63	conj	_	TokenRange=325:333
67-68	do	_	_	_	_	_	_	_	TokenRange=334:336
67	de	de	ADP	ADP	_	69	case	_	_
68	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	69	det	_	_
69	aviao	aviao	NOUN	NOUN	_	66	nmod	_	TokenRange=337:342
70	bimotor	bimotor	ADJ	ADJ	_	69	amod	_	TokenRange=343:350
71	interceptado	interceptar	VERB	VERB	_	69	acl	_	TokenRange=351:363
72-73	pela	_	_	_	_	_	_	_	TokenRange=364:368
72	por	por	ADP	ADP	_	74	case	_	_
73	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	74	det	_	_
74	forca	forca	NOUN	NOUN	_	71	nmod	_	TokenRange=369:374
75	aerea	aereo	ADJ	ADJ	_	74	amod	_	TokenRange=375:380
76	brasileira	brasileiro	ADJ	ADJ	_	74	amod	_	TokenRange=381:391
77	fab	_	NOUN	NOUN	_	74	appos	_	TokenRange=392:395
78-79	no	_	_	_	_	_	_	_	TokenRange=396:398
78	em	em	ADP	ADP	_	80	case	_	_
79	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	80	det	_	_
80	fim	fim	NOUN	NOUN	_	71	nmod	_	TokenRange=399:402
81	de	de	ADP	ADP	_	82	case	_	TokenRange=403:405
82	semana	semana	NOUN	NOUN	_	80	nmod	_	TokenRange=406:412
83	com	com	ADP	ADP	_	85	case	_	TokenRange=413:416
84	662	_	NUM	NUM	NumType=Card	85	nummod	_	TokenRange=417:420
85	kg	kg	NOUN	NOUN	_	71	nmod	_	TokenRange=421:423
86	de	de	ADP	ADP	_	87	case	_	TokenRange=424:426
87	cocaina	cocaina	NOUN	NOUN	_	85	nmod	_	TokenRange=427:434
88	em	em	ADP	ADP	_	89	case	_	TokenRange=435:437
89	jussara	jussar	NOUN	NOUN	_	71	nmod	_	TokenRange=438:445
90-91	na	_	_	_	_	_	_	_	TokenRange=446:448
90	em	em	ADP	ADP	_	92	case	_	_
91	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	92	det	_	_
92	regiao	regiao	NOUN	NOUN	_	71	nmod	_	TokenRange=449:455
93	noroeste	noroeste	ADJ	ADJ	_	92	amod	_	TokenRange=456:464
94	de	de	ADP	ADP	_	95	case	_	TokenRange=465:467
95	goias	goia	NOUN	NOUN	_	92	nmod	_	TokenRange=468:473
96	segundo	_	CCONJ	CONJ	_	97	mark	_	TokenRange=474:481
97	apurou	apurar	VERB	VERB	_	52	advcl	_	TokenRange=482:488
98	a	o	DET	DET	_	99	det	_	TokenRange=489:490
99	tv	tv	NOUN	NOUN	_	97	nsubj	_	TokenRange=491:493
100	anhanguera	anhanguero	ADJ	ADJ	_	99	amod	_	TokenRange=494:504
101	os	o	DET	DET	_	103	det	_	TokenRange=505:507
102	dois	_	NUM	NUM	NumType=Card	103	nummod	_	TokenRange=508:512
103	ocupantes	ocupante	NOUN	NOUN	_	52	nsubj	_	TokenRange=513:522
104-105	da	_	_	_	_	_	_	_	TokenRange=523:525
104	de	de	ADP	ADP	_	106	case	_	_
105	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	106	det	_	_
106	aeronave	aeronave	NOUN	NOUN	_	103	nmod	_	TokenRange=526:534
107	sao	_	AUX	AUX	_	109	cop	_	TokenRange=535:538
108	o	o	DET	DET	_	109	det	_	TokenRange=539:540
109	piloto	piloto	NOUN	NOUN	_	18	ccomp	_	TokenRange=541:547
110	apoena	_	NOUN	NOUN	_	109	appos	_	TokenRange=548:554
111	indio	indio	NOUN	NOUN	_	110	flat	_	TokenRange=555:560
112-113	do	_	_	_	_	_	_	_	TokenRange=561:563
112	de	de	ADP	ADP	_	114	case	_	_
113	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	114	det	_	_
114	brasil	brasil	NOUN	NOUN	_	110	nmod	_	TokenRange=564:570
115	e	e	CCONJ	CONJ	_	117	cc	_	TokenRange=571:572
116	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	117	det	_	TokenRange=573:574
117	copiloto	copiloto	NOUN	NOUN	_	109	conj	_	TokenRange=575:583
118	fabiano	fabiano	ADJ	ADJ	_	117	amod	_	TokenRange=584:591
119	junior	junior	ADJ	ADJ	_	117	amod	_	TokenRange=592:598
120-121	da	_	_	_	_	_	_	_	TokenRange=599:601
120	de	de	ADP	ADP	_	122	case	_	_
121	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	122	det	_	_
122	silva	silva	NOUN	NOUN	_	117	nmod	_	TokenRange=602:607
123	eles	_	PRON	PRON	_	124	nsubj	_	TokenRange=608:612
124	disseram	dizer	VERB	VERB	_	18	conj	_	TokenRange=613:621
125	a	_	ADP	ADP	_	126	case	_	TokenRange=622:623
126	pf	pf	NOUN	NOUN	_	124	iobj	_	TokenRange=624:626
127	que	que	CCONJ	CONJ	_	128	mark	_	TokenRange=627:630
128	trouxeram	sauxer	VERB	VERB	_	124	ccomp	_	TokenRange=631:640
129	a	o	DET	DET	_	130	det	_	TokenRange=641:642
130	droga	droga	NOUN	NOUN	_	128	obj	_	TokenRange=643:648
131-132	da	_	_	_	_	_	_	_	TokenRange=649:651
131	de	de	ADP	ADP	_	133	case	_	_
132	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	133	det	_	_
133	bolivia	bolivia	NOUN	NOUN	_	130	nmod	_	TokenRange=652:659
134	e	e	CCONJ	CONJ	_	146	cc	_	TokenRange=660:661
135	que	que	CCONJ	CONJ	_	146	mark	_	TokenRange=662:665
136-137	ao	_	_	_	_	_	_	_	TokenRange=666:668
136	a	a	ADP	ADP	_	138	case	_	_
137	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	138	det	_	_
138	contrario	contrario	NOUN	NOUN	_	146	nmod	_	TokenRange=669:678
139-140	do	_	_	_	_	_	_	_	TokenRange=679:681
139	de	de	ADP	ADP	_	144	case	_	_
140	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	144	det	_	_
141	que	_	PRON	PRON	_	144	obj	_	TokenRange=682:685
142	a	o	DET	DET	_	143	det	_	TokenRange=686:687
143	fab	_	NOUN	NOUN	_	144	nsubj	_	TokenRange=688:691
144	divulgou	divulgar	VERB	VERB	_	138	acl:relcl	_	TokenRange=692:700
145	nao	nao	ADV	ADV	Polarity=Neg	146	advmod	_	TokenRange=701:704
146	estiveram	estar	VERB	VERB	_	124	ccomp	_	TokenRange=705:714
147-148	na	_	_	_	_	_	_	_	TokenRange=715:717
147	em	em	ADP	ADP	_	149	case	_	_
148	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	149	det	_	_
149	fazenda	fazenda	NOUN	NOUN	_	146	nmod	_	TokenRange=718:725
150	itamarati	itamarati	NOUN	NOUN	_	149	appos	_	TokenRange=726:735
151	norte	norte	ADJ	ADJ	_	150	amod	_	TokenRange=736:741
152-153	no	_	_	_	_	_	_	_	TokenRange=742:744
152	em	em	ADP	ADP	_	154	case	_	_
153	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	154	det	_	_
154	mato	mato	NOUN	NOUN	_	149	nmod	_	TokenRange=745:749
155	grosso	grosso	ADJ	ADJ	_	154	amod	_	TokenRange=750:756
156	arrendada	arrendar	VERB	VERB	_	149	acl	_	TokenRange=757:766
157	para	para	ADP	ADP	_	159	case	_	TokenRange=767:771
158	a	o	DET	DET	_	159	det	_	TokenRange=772:773
159	empresa	empresa	NOUN	NOUN	_	156	nmod	_	TokenRange=774:781
160	amaggi	_	NOUN	NOUN	_	159	appos	_	TokenRange=782:788
161-162	da	_	_	_	_	_	_	_	TokenRange=789:791
161	de	de	ADP	ADP	_	163	case	_	_
162	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	163	det	_	_
163	familia	familia	NOUN	NOUN	_	159	nmod	_	TokenRange=792:799
164-165	do	_	_	_	_	_	_	_	SpacesAfter=\s\s|TokenRange=800:802
164	de	de	ADP	ADP	_	46	case	_	_
165	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	46	det	_	_

