# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na semana em que o relator da operacao lava jato no supremo tribunal federal stf comemorou em silencio cerimonioso a vitoria por 11 a 0 contra os colegas que desafiam seu poder absoluto sobre os destinos dos reus sob o peso de seu martelo seu parceiro procuradorgeral da republica recorreu a uma metafora primitiva o ministro do stf luiz edson fachin e o chefao do ministerio publico federal mpf rodrigo janot este em fim de linha nao se sentem forcados a dar explicacoes por terem patrocinado a delacao premiada mais generosa da historia da humanidade que ambos concederam a joesley batista o bamba do abate todo mundo sabe pelo menos dentro dos limites do distrito federal que ricardo saud um dos delatores premiados da holding jf que deixaram anapolis em goias para brilhar nesse mundao grandao de deus foi solicito parceiro do excelentissimo e eminentissimo relator em sua peregrinacao a cata de votos a seu favor na sabatina do senado para aprovar sua nomeacao para o supremo e ainda de conhecimento publico que sua escolha nao foi abencoada pela ausencia de suspeitas e desconfiancas no momento em que a dra dilma vana rousseff linhares resolveu substituir o relator do mensalao joaquim barbosa por ele e nao eram meros detalhes desprezaveis como diria o dr michel miguel devoto de palavras dicionarizadas que nao tem uso corriqueiro ou como o lente de direito constitucional da puc de sao paulo podia preferir lana caprina assim que findou sua passagem pela presidencia do stf alegando ter sido ameacado barbosa aposentouse a chefa do poder executivo levou oito longos meses quase uma gestacao para substituilo os cheios de pruridos eticos na escolha para ser membro tao poderoso de uma instituicao que deveria ficar acima de qualquer suspeita na vida toda entre os quais o autor destas linhas insistiram na tecla de que o ilustre jurista tinha advogado quando ainda era procurador do estado do parana o que fora proibido pela constituicao usei fora e nao era porque a mudanca constitucional foi usada como argumento para defendelo por entidades que nao tinham por que se meter no caso a ordem dos advogados do brasil oab e a associacao dos procuradores do estado do parana que apresentaram pareceres juridicos a respeito ao aprovalo na sabatina o senado estendeu aos pretendentes ao stf o principio basico do direito de defesa no direito romano in dubio pro reo ou seja na duvida a favor do reu para os insignes candidatos
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
28	0	_	NUM	NUM	NumType=Card	26	nmod	_	TokenRange=134:135
29	contra	_	ADP	ADP	_	31	case	_	TokenRange=136:142
30	os	o	DET	DET	_	31	det	_	TokenRange=143:145
31	colegas	colega	NOUN	NOUN	_	24	nmod	_	TokenRange=146:153
32	que	_	PRON	PRON	_	33	nsubj	_	TokenRange=154:157
33	desafiam	desafiar	VERB	VERB	_	31	acl:relcl	_	TokenRange=158:166
34	seu	_	DET	DET	_	35	det:poss	_	TokenRange=167:170
35	poder	poder	NOUN	NOUN	_	33	obj	_	TokenRange=171:176
36	absoluto	absoluto	ADJ	ADJ	_	35	amod	_	TokenRange=177:185
37	sobre	_	ADP	ADP	_	39	case	_	TokenRange=186:191
38	os	o	DET	DET	_	39	det	_	TokenRange=192:194
39	destinos	destino	NOUN	NOUN	_	35	nmod	_	TokenRange=195:203
40-41	dos	_	_	_	_	_	_	_	TokenRange=204:207
40	de	de	ADP	ADP	_	42	case	_	_
41	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	42	det	_	_
42	reus	reu	NOUN	NOUN	_	39	nmod	_	TokenRange=208:212
43	sob	_	ADP	ADP	_	45	case	_	TokenRange=213:216
44	o	o	DET	DET	_	45	det	_	TokenRange=217:218
45	peso	peso	NOUN	NOUN	_	33	nmod	_	TokenRange=219:223
46	de	de	ADP	ADP	_	48	case	_	TokenRange=224:226
47	seu	_	DET	DET	_	48	det:poss	_	TokenRange=227:230
48	martelo	martelo	NOUN	NOUN	_	45	nmod	_	TokenRange=231:238
49	seu	_	DET	DET	_	50	det:poss	_	TokenRange=239:242
50	parceiro	parceiro	NOUN	NOUN	_	19	nsubj	_	TokenRange=243:251
51	procuradorgeral	procuradorgeral	ADJ	ADJ	_	50	amod	_	TokenRange=252:267
52-53	da	_	_	_	_	_	_	_	TokenRange=268:270
52	de	de	ADP	ADP	_	54	case	_	_
53	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	54	det	_	_
54	republica	_	NOUN	NOUN	_	50	nmod	_	TokenRange=271:280
55	recorreu	recorrer	VERB	VERB	_	0	root	_	TokenRange=281:289
56	a	_	ADP	ADP	_	58	case	_	TokenRange=290:291
57	uma	um	DET	DET	_	58	det	_	TokenRange=292:295
58	metafora	metafora	NOUN	NOUN	_	55	nmod	_	TokenRange=296:304
59	primitiva	primitivo	ADJ	ADJ	_	58	amod	_	TokenRange=305:314
60	o	o	DET	DET	_	61	det	_	TokenRange=315:316
61	ministro	ministro	NOUN	NOUN	_	55	nsubj	_	TokenRange=317:325
62-63	do	_	_	_	_	_	_	_	TokenRange=326:328
62	de	de	ADP	ADP	_	64	case	_	_
63	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	64	det	_	_
64	stf	stf	NOUN	NOUN	_	61	nmod	_	TokenRange=329:332
65	luiz	luiz	NOUN	NOUN	_	61	appos	_	TokenRange=333:337
66	edson	_	NOUN	NOUN	_	65	flat	_	TokenRange=338:343
67	fachin	_	NOUN	NOUN	_	65	flat	_	TokenRange=344:350
68	e	e	CCONJ	CONJ	_	70	cc	_	TokenRange=351:352
69	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	70	det	_	TokenRange=353:354
70	chefao	chefao	NOUN	NOUN	_	61	conj	_	TokenRange=355:361
71-72	do	_	_	_	_	_	_	_	TokenRange=362:364
71	de	de	ADP	ADP	_	73	case	_	_
72	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	73	det	_	_
73	ministerio	ministerio	NOUN	NOUN	_	70	nmod	_	TokenRange=365:375
74	publico	_	ADJ	ADJ	_	73	amod	_	TokenRange=376:383
75	federal	federal	ADJ	ADJ	_	73	amod	_	TokenRange=384:391
76	mpf	_	NOUN	NOUN	_	70	appos	_	TokenRange=392:395
77	rodrigo	_	NOUN	NOUN	_	76	appos	_	TokenRange=396:403
78	janot	_	NOUN	NOUN	_	77	flat	_	TokenRange=404:409
79	este	_	PRON	PRON	_	70	appos	_	TokenRange=410:414
80	em	em	ADP	ADP	_	81	case	_	TokenRange=415:417
81	fim	fim	NOUN	NOUN	_	86	nmod	_	TokenRange=418:421
82	de	de	ADP	ADP	_	83	case	_	TokenRange=422:424
83	linha	_	NOUN	NOUN	_	81	nmod	_	TokenRange=425:430
84	nao	nao	ADV	ADV	Polarity=Neg	86	advmod	_	TokenRange=431:434
85	se	_	PRON	PRON	_	86	expl:pv	_	TokenRange=435:437
86	sentem	_	VERB	VERB	_	55	parataxis	_	TokenRange=438:444
87	forcados	forcado	ADJ	ADJ	_	86	xcomp	_	TokenRange=445:453
88	a	_	ADP	ADP	_	89	mark	_	TokenRange=454:455
89	dar	dar	VERB	VERB	_	87	nmod	_	TokenRange=456:459
90	explicacoes	explicacoe	NOUN	NOUN	_	89	obj	_	TokenRange=460:471
91	por	_	ADP	ADP	_	93	mark	_	TokenRange=472:475
92	terem	ter	AUX	AUX	_	93	aux	_	TokenRange=476:481
93	patrocinado	patrocinar	VERB	VERB	_	89	advcl	_	TokenRange=482:493
94	a	o	DET	DET	_	95	det	_	TokenRange=494:495
95	delacao	delacao	NOUN	NOUN	_	93	obj	_	TokenRange=496:503
96	premiada	premiar	VERB	VERB	_	95	acl	_	TokenRange=504:512
97	mais	mais	ADV	ADV	_	98	advmod	_	TokenRange=513:517
98	generosa	generoso	ADJ	ADJ	_	95	amod	_	TokenRange=518:526
99-100	da	_	_	_	_	_	_	_	TokenRange=527:529
99	de	de	ADP	ADP	_	101	case	_	_
100	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	101	det	_	_
101	historia	historia	NOUN	NOUN	_	95	nmod	_	TokenRange=530:538
102-103	da	_	_	_	_	_	_	_	TokenRange=539:541
102	de	de	ADP	ADP	_	104	case	_	_
103	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	104	det	_	_
104	humanidade	humanidade	NOUN	NOUN	_	101	nmod	_	TokenRange=542:552
105	que	_	PRON	PRON	_	407	obj	_	TokenRange=553:556
106	ambos	_	PRON	PRON	_	107	nsubj	_	TokenRange=557:562
107	concederam	conceder	VERB	VERB	_	95	acl:relcl	_	TokenRange=563:573
108	a	_	ADP	ADP	_	109	case	_	TokenRange=574:575
109	joesley	_	NOUN	NOUN	_	107	iobj	_	TokenRange=576:583
110	batista	batista	NOUN	NOUN	_	109	flat	_	TokenRange=584:591
111	o	o	DET	DET	_	112	det	_	TokenRange=592:593
112	bamba	bamba	NOUN	NOUN	_	107	obj	_	TokenRange=594:599
113-114	do	_	_	_	_	_	_	_	TokenRange=600:602
113	de	de	ADP	ADP	_	115	case	_	_
114	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	115	det	_	_
115	abate	abate	NOUN	NOUN	_	112	nmod	_	TokenRange=603:608
116	todo	_	DET	DET	_	117	det	_	TokenRange=609:613
117	mundo	mundo	NOUN	NOUN	_	118	nsubj	_	TokenRange=614:619
118	sabe	saber	VERB	VERB	_	3	acl:relcl	_	TokenRange=620:624
119-120	pelo	_	_	_	_	_	_	_	TokenRange=625:629
119	por	por	ADP	ADP	_	121	case	_	_
120	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	121	det	_	_
121	menos	menos	ADV	ADV	_	118	nmod	_	TokenRange=630:635
122	dentro	dentro	ADV	ADV	_	118	advmod	_	TokenRange=636:642
123-124	dos	_	_	_	_	_	_	_	TokenRange=643:646
123	de	de	ADP	ADP	_	125	case	_	_
124	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	125	det	_	_
125	limites	limite	NOUN	NOUN	_	122	nmod	_	TokenRange=647:654
126-127	do	_	_	_	_	_	_	_	TokenRange=655:657
126	de	de	ADP	ADP	_	128	case	_	_
127	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	128	det	_	_
128	distrito	distrito	NOUN	NOUN	_	125	nmod	_	TokenRange=658:666
129	federal	federal	ADJ	ADJ	_	128	amod	_	TokenRange=667:674
130	que	que	CCONJ	CONJ	_	19	mark	_	TokenRange=675:678
131	ricardo	ricardo	NOUN	NOUN	_	287	nsubj	_	TokenRange=679:686
132	saud	_	NOUN	NOUN	_	131	flat	_	TokenRange=687:691
133	um	_	PRON	PRON	_	131	appos	_	TokenRange=692:694
134-135	dos	_	_	_	_	_	_	_	TokenRange=695:698
134	de	de	ADP	ADP	_	136	case	_	_
135	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	136	det	_	_
136	delatores	delator	NOUN	NOUN	_	133	nmod	_	TokenRange=699:708
137	premiados	premiar	VERB	VERB	_	136	acl	_	TokenRange=709:718
138-139	da	_	_	_	_	_	_	_	TokenRange=719:721
138	de	de	ADP	ADP	_	140	case	_	_
139	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	140	det	_	_
140	holding	holding	NOUN	NOUN	_	136	nmod	_	TokenRange=722:729
141	jf	_	NOUN	NOUN	_	140	appos	_	TokenRange=730:732
142	que	_	PRON	PRON	_	143	nsubj	_	TokenRange=733:736
143	deixaram	deixar	VERB	VERB	_	136	acl:relcl	_	TokenRange=737:745
144	anapolis	_	NOUN	NOUN	_	143	obj	_	TokenRange=746:754
145	em	em	ADP	ADP	_	146	case	_	TokenRange=755:757
146	goias	goia	NOUN	NOUN	_	143	nmod	_	TokenRange=758:763
147	para	_	ADP	ADP	_	148	mark	_	TokenRange=764:768
148	brilhar	brilhar	VERB	VERB	_	143	advcl	_	TokenRange=769:776
149	nesse	_	ADP	ADP	_	150	case	_	TokenRange=777:782
150	mundao	mundao	NOUN	NOUN	_	148	nmod	_	TokenRange=783:789
151	grandao	grandao	NOUN	NOUN	_	148	nsubj	_	TokenRange=790:797
152	de	de	ADP	ADP	_	153	case	_	TokenRange=798:800
153	deus	deus	NOUN	NOUN	_	151	nmod	_	TokenRange=801:805
154	foi	_	AUX	AUX	_	156	cop	_	TokenRange=806:809
155	solicito	solicitar	VERB	VERB	_	55	parataxis	_	TokenRange=810:818
156	parceiro	parceiro	NOUN	NOUN	_	55	obj	_	TokenRange=819:827
157-158	do	_	_	_	_	_	_	_	TokenRange=828:830
157	de	de	ADP	ADP	_	162	case	_	_
158	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	162	det	_	_
159	excelentissimo	excelentissimo	ADJ	ADJ	_	162	amod	_	TokenRange=831:845
160	e	e	CCONJ	CONJ	_	161	cc	_	TokenRange=846:847
161	eminentissimo	eminentissimo	ADJ	ADJ	_	159	conj	_	TokenRange=848:861
162	relator	relator	NOUN	NOUN	_	156	nmod	_	TokenRange=862:869
163	em	em	ADP	ADP	_	165	case	_	TokenRange=870:872
164	sua	_	DET	DET	_	165	det:poss	_	TokenRange=873:876
165	peregrinacao	peregrinacao	NOUN	NOUN	_	156	nmod	_	TokenRange=877:889
166	a	_	DET	DET	_	167	case	_	TokenRange=890:891
167	cata	cata	NOUN	NOUN	_	156	nmod	_	TokenRange=892:896
168	de	de	ADP	ADP	_	169	case	_	TokenRange=897:899
169	votos	voto	NOUN	NOUN	_	167	nmod	_	TokenRange=900:905
170	a	_	ADP	ADP	_	172	case	_	TokenRange=906:907
171	seu	_	DET	DET	_	172	det:poss	_	TokenRange=908:911
172	favor	favor	NOUN	NOUN	_	169	nmod	_	TokenRange=912:917
173-174	na	_	_	_	_	_	_	_	TokenRange=918:920
173	em	em	ADP	ADP	_	175	case	_	_
174	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	175	det	_	_
175	sabatina	_	NOUN	NOUN	_	156	nmod	_	TokenRange=921:929
176-177	do	_	_	_	_	_	_	_	TokenRange=930:932
176	de	de	ADP	ADP	_	178	case	_	_
177	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	178	det	_	_
178	senado	senado	NOUN	NOUN	_	175	nmod	_	TokenRange=933:939
179	para	_	ADP	ADP	_	180	mark	_	TokenRange=940:944
180	aprovar	aprovar	VERB	VERB	_	156	advcl	_	TokenRange=945:952
181	sua	_	DET	DET	_	182	det:poss	_	TokenRange=953:956
182	nomeacao	nomeacao	NOUN	NOUN	_	180	obj	_	TokenRange=957:965
183	para	para	ADP	ADP	_	185	case	_	TokenRange=966:970
184	o	o	DET	DET	_	185	det	_	TokenRange=971:972
185	supremo	supremo	NOUN	NOUN	_	182	nmod	_	TokenRange=973:980
186	e	e	CCONJ	CONJ	_	261	cc	_	TokenRange=981:982
187	ainda	ainda	ADV	ADV	_	189	advmod	_	TokenRange=983:988
188	de	de	ADP	ADP	_	189	case	_	TokenRange=989:991
189	conhecimento	conhecimento	NOUN	NOUN	_	156	conj	_	TokenRange=992:1004
190	publico	publico	ADJ	ADJ	_	189	amod	_	TokenRange=1005:1012
191	que	que	CCONJ	CONJ	_	420	mark	_	TokenRange=1013:1016
192	sua	_	DET	DET	_	193	det:poss	_	TokenRange=1017:1020
193	escolha	escolha	NOUN	NOUN	_	261	nsubj	_	TokenRange=1021:1028
194	nao	nao	ADV	ADV	Polarity=Neg	196	advmod	_	TokenRange=1029:1032
195	foi	_	AUX	AUX	_	196	aux:pass	_	TokenRange=1033:1036
196	abencoada	abencoar	VERB	VERB	_	86	conj	_	TokenRange=1037:1046
197-198	pela	_	_	_	_	_	_	_	TokenRange=1047:1051
197	por	por	ADP	ADP	_	199	case	_	_
198	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	199	det	_	_
199	ausencia	ausencia	NOUN	NOUN	_	196	nmod	_	TokenRange=1052:1060
200	de	de	ADP	ADP	_	201	case	_	TokenRange=1061:1063
201	suspeitas	_	NOUN	NOUN	_	199	nmod	_	TokenRange=1064:1073
202	e	e	CCONJ	CONJ	_	203	cc	_	TokenRange=1074:1075
203	desconfiancas	_	NOUN	NOUN	_	201	conj	_	TokenRange=1076:1089
204-205	no	_	_	_	_	_	_	_	TokenRange=1090:1092
204	em	em	ADP	ADP	_	206	case	_	_
205	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	206	det	_	_
206	momento	momento	NOUN	NOUN	_	156	nmod	_	TokenRange=1093:1100
207	em	em	ADP	ADP	_	208	case	_	TokenRange=1101:1103
208	que	_	PRON	PRON	_	215	nmod	_	TokenRange=1104:1107
209	a	o	DET	DET	_	210	det	_	TokenRange=1108:1109
210	dra	_	NOUN	NOUN	_	215	nsubj	_	TokenRange=1110:1113
211	dilma	_	NOUN	NOUN	_	210	appos	_	TokenRange=1114:1119
212	vana	_	NOUN	NOUN	_	210	appos	_	TokenRange=1120:1124
213	rousseff	rousseff	NOUN	NOUN	_	211	flat	_	TokenRange=1125:1133
214	linhares	_	NOUN	NOUN	_	210	flat	_	TokenRange=1134:1142
215	resolveu	resolver	VERB	VERB	_	206	acl:relcl	_	TokenRange=1143:1151
216	substituir	substituir	VERB	VERB	_	215	xcomp	_	TokenRange=1152:1162
217	o	o	DET	DET	_	218	det	_	TokenRange=1163:1164
218	relator	relator	NOUN	NOUN	_	216	obj	_	TokenRange=1165:1172
219-220	do	_	_	_	_	_	_	_	TokenRange=1173:1175
219	de	de	ADP	ADP	_	221	case	_	_
220	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	221	det	_	_
221	mensalao	_	NOUN	NOUN	_	218	nmod	_	TokenRange=1176:1184
222	joaquim	joaquim	VERB	VERB	_	216	obj	_	TokenRange=1185:1192
223	barbosa	barbosa	NOUN	NOUN	_	222	flat	_	TokenRange=1193:1200
224	por	por	ADP	ADP	_	225	case	_	TokenRange=1201:1204
225	ele	_	PRON	PRON	_	216	nmod	_	TokenRange=1205:1208
226	e	e	CCONJ	CONJ	_	228	cc	_	TokenRange=1209:1210
227	nao	nao	ADV	ADV	Polarity=Neg	228	advmod	_	TokenRange=1211:1214
228	eram	_	VERB	VERB	_	156	conj	_	TokenRange=1215:1219
229	meros	mero	ADJ	ADJ	_	230	amod	_	TokenRange=1220:1225
230	detalhes	detalhe	NOUN	NOUN	_	86	nsubj	_	TokenRange=1226:1234
231	desprezaveis	desprezavel	ADJ	ADJ	_	230	amod	_	TokenRange=1235:1247
232	como	_	CCONJ	CONJ	_	233	mark	_	TokenRange=1248:1252
233	diria	dir	VERB	VERB	_	86	advcl	_	TokenRange=1253:1258
234	o	o	DET	DET	_	235	det	_	TokenRange=1259:1260
235	dr	dr	NOUN	NOUN	_	233	nsubj	_	TokenRange=1261:1263
236	michel	_	NOUN	NOUN	_	235	appos	_	TokenRange=1264:1270
237	miguel	miguel	ADJ	ADJ	_	236	flat	_	TokenRange=1271:1277
238	devoto	devoto	ADJ	ADJ	_	236	flat	_	TokenRange=1278:1284
239	de	de	ADP	ADP	_	240	case	_	TokenRange=1285:1287
240	palavras	palavra	NOUN	NOUN	_	61	nmod	_	TokenRange=1288:1296
241	dicionarizadas	dicionarizado	ADJ	ADJ	_	240	amod	_	TokenRange=1297:1311
242	que	_	PRON	PRON	_	244	nsubj	_	TokenRange=1312:1315
243	nao	nao	ADV	ADV	Polarity=Neg	244	advmod	_	TokenRange=1316:1319
244	tem	ter	VERB	VERB	_	206	acl:relcl	_	TokenRange=1320:1323
245	uso	uso	NOUN	NOUN	_	244	obj	_	TokenRange=1324:1327
246	corriqueiro	corriqueiro	ADJ	ADJ	_	262	amod	_	TokenRange=1328:1339
247	ou	ou	CCONJ	CONJ	_	261	cc	_	TokenRange=1340:1342
248	como	como	CCONJ	CONJ	_	261	mark	_	TokenRange=1343:1347
249	o	o	DET	DET	_	250	det	_	TokenRange=1348:1349
250	lente	lente	NOUN	NOUN	_	261	nsubj	_	TokenRange=1350:1355
251	de	de	ADP	ADP	_	252	case	_	TokenRange=1356:1358
252	direito	direito	NOUN	NOUN	_	250	nmod	_	TokenRange=1359:1366
253	constitucional	constitucional	ADJ	ADJ	_	252	amod	_	TokenRange=1367:1381
254-255	da	_	_	_	_	_	_	_	TokenRange=1382:1384
254	de	de	ADP	ADP	_	256	case	_	_
255	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	256	det	_	_
256	puc	_	NOUN	NOUN	_	250	nmod	_	TokenRange=1385:1388
257	de	de	ADP	ADP	_	258	case	_	TokenRange=1389:1391
258	sao	sao	NOUN	NOUN	_	256	nmod	_	TokenRange=1392:1395
259	paulo	paulo	ADJ	ADJ	_	258	amod	_	TokenRange=1396:1401
260	podia	poder	AUX	AUX	_	261	aux	_	TokenRange=1402:1407
261	preferir	preferir	VERB	VERB	_	156	conj	_	TokenRange=1408:1416
262	lana	_	NOUN	NOUN	_	261	obj	_	TokenRange=1417:1421
263	caprina	_	NOUN	NOUN	_	262	flat	_	TokenRange=1422:1429
264	assim	assim	ADV	ADV	_	266	mark	_	TokenRange=1430:1435
265	que	_	CCONJ	CONJ	_	264	fixed	_	TokenRange=1436:1439
266	findou	findar	VERB	VERB	_	287	advcl	_	TokenRange=1440:1446
267	sua	_	DET	DET	_	268	det:poss	_	TokenRange=1447:1450
268	passagem	passagem	NOUN	NOUN	_	266	obj	_	TokenRange=1451:1459
269-270	pela	_	_	_	_	_	_	_	TokenRange=1460:1464
269	por	por	ADP	ADP	_	271	case	_	_
270	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	271	det	_	_
271	presidencia	presidencia	NOUN	NOUN	_	386	nmod	_	TokenRange=1465:1476
272-273	do	_	_	_	_	_	_	_	TokenRange=1477:1479
272	de	de	ADP	ADP	_	274	case	_	_
273	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	274	det	_	_
274	stf	stf	NOUN	NOUN	_	271	nmod	_	TokenRange=1480:1483
275	alegando	alegar	VERB	VERB	_	266	acl	_	TokenRange=1484:1492
276	ter	ter	AUX	AUX	_	278	aux	_	TokenRange=1493:1496
277	sido	ser	AUX	AUX	_	278	aux:pass	_	TokenRange=1497:1501
278	ameacado	ameacar	VERB	VERB	_	275	xcomp	_	TokenRange=1502:1510
279	barbosa	barboso	NOUN	ADJ	_	278	nsubj:pass	_	TokenRange=1511:1518
280	aposentouse	aposentousar	VERB	VERB	_	266	ccomp	_	TokenRange=1519:1530
281	a	o	DET	DET	_	282	det	_	TokenRange=1531:1532
282	chefa	chefa	NOUN	NOUN	_	280	nsubj	_	TokenRange=1533:1538
283-284	do	_	_	_	_	_	_	_	TokenRange=1539:1541
283	de	de	ADP	ADP	_	285	case	_	_
284	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	285	det	_	_
285	poder	poder	NOUN	NOUN	_	282	nmod	_	TokenRange=1542:1547
286	executivo	executivo	ADJ	ADJ	_	285	amod	_	TokenRange=1548:1557
287	levou	levar	VERB	VERB	_	420	parataxis	_	TokenRange=1558:1563
288	oito	_	NUM	NUM	NumType=Card	290	nummod	_	TokenRange=1564:1568
289	longos	longo	ADJ	ADJ	_	290	amod	_	TokenRange=1569:1575
290	meses	mês	NOUN	NOUN	_	287	nmod	_	TokenRange=1576:1581
291	quase	quase	ADV	ADV	_	292	advmod	_	TokenRange=1582:1587
292	uma	_	NUM	NUM	NumType=Card	293	nummod	_	TokenRange=1588:1591
293	gestacao	gestacao	NOUN	NOUN	_	287	obj	_	TokenRange=1592:1600
294	para	_	ADP	ADP	_	295	mark	_	TokenRange=1601:1605
