# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = entender objetivos dos eua e pressionar putin a estrategia do g7 sobre conflito na siria em reuniao de ministros das relacoes exteriores potencias querem estabelecer demandas para minar apoio de governo russo a regime assad apos suposto ataque quimico a busca por uma estrategia unificada para lidar com o conflito na siria apos o suposto ataque quimico no pais na semana passada deve dominar a reuniao do g7 o grupo das sete maiores economias do mundo que ocorre nesta segundafeira 10 na italia ministros de relacoes exteriores de canada franca alemanha italia japao reino unido e dos estados unidos estao buscando formas de pressionar a russia a distanciarse do presidente sirio bashar alassad os aliados tambem deverao exigir mais clareza sobre a posicao dos estados unidos em relacao a siria apos o que foi interpretado como mensagens confusas da administracao trump o secretario de estado americano rex tillerson criticou duramente a russia no ultimo domingo afirmando que o pais nao impediu o governo sirio de realizar
1	entender	entender	VERB	VERB	_	28	csubj	_	TokenRange=0:8
17	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	18	det	_	_
18	siria	_	NOUN	NOUN	_	15	nmod	_	TokenRange=83:88
19	em	em	ADP	ADP	_	20	case	_	TokenRange=89:91
20	reuniao	reuniao	NOUN	NOUN	_	10	nmod	_	TokenRange=92:99
21	de	de	ADP	ADP	_	22	case	_	TokenRange=100:102
22	ministros	ministro	NOUN	NOUN	_	20	nmod	_	TokenRange=103:112
23-24	das	_	_	_	_	_	_	_	TokenRange=113:116
23	de	de	ADP	ADP	_	25	case	_	_
24	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	25	det	_	_
25	relacoes	relacoe	NOUN	NOUN	_	22	nmod	_	TokenRange=117:125
26	exteriores	exterior	ADJ	ADJ	_	25	amod	_	TokenRange=126:136
27	potencias	potencia	NOUN	NOUN	_	28	nsubj	_	TokenRange=137:146
28	querem	querer	VERB	VERB	_	0	root	_	TokenRange=147:153
29	estabelecer	estabelecer	VERB	VERB	_	28	xcomp	_	TokenRange=154:165
30	demandas	demanda	NOUN	NOUN	_	29	obj	_	TokenRange=166:174
31	para	_	ADP	ADP	_	32	mark	_	TokenRange=175:179
32	minar	minar	VERB	VERB	_	30	nmod	_	TokenRange=180:185
33	apoio	apoio	NOUN	NOUN	_	32	obj	_	TokenRange=186:191
34	de	de	ADP	ADP	_	35	case	_	TokenRange=192:194
35	governo	governo	NOUN	NOUN	_	33	nmod	_	TokenRange=195:202
36	russo	russo	ADJ	ADJ	_	35	amod	_	TokenRange=203:208
37	a	_	ADP	ADP	_	38	case	_	TokenRange=209:210
38	regime	regime	NOUN	NOUN	_	32	nmod	_	TokenRange=211:217
39	assad	_	ADJ	ADJ	_	38	amod	_	TokenRange=218:223
40	apos	_	ADP	ADP	_	42	case	_	TokenRange=224:228
41	suposto	suposto	ADJ	ADJ	_	42	amod	_	TokenRange=229:236
42	ataque	ataque	NOUN	NOUN	_	10	nmod	_	TokenRange=237:243
43	quimico	quimico	ADJ	ADJ	_	42	amod	_	TokenRange=244:251
44	a	o	DET	DET	_	45	det	_	TokenRange=252:253
45	busca	busca	NOUN	NOUN	_	28	nsubj	_	TokenRange=254:259
46	por	por	ADP	ADP	_	48	case	_	TokenRange=260:263
47	uma	um	DET	DET	_	48	det	_	TokenRange=264:267
48	estrategia	estrategia	NOUN	NOUN	_	45	nmod	_	TokenRange=268:278
49	unificada	unificado	ADJ	ADJ	_	48	amod	_	TokenRange=279:288
50	para	_	ADP	ADP	_	51	mark	_	TokenRange=289:293
51	lidar	lidar	VERB	VERB	_	48	nmod	_	TokenRange=294:299
52	com	com	ADP	ADP	_	54	case	_	TokenRange=300:303
53	o	o	DET	DET	_	54	det	_	TokenRange=304:305
54	conflito	conflito	NOUN	NOUN	_	51	nmod	_	TokenRange=306:314
55-56	na	_	_	_	_	_	_	_	TokenRange=315:317
55	em	em	ADP	ADP	_	57	case	_	_
56	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	57	det	_	_
57	siria	_	NOUN	NOUN	_	54	nmod	_	TokenRange=318:323
58	apos	_	ADP	ADP	_	61	case	_	TokenRange=324:328
59	o	o	DET	DET	_	61	det	_	TokenRange=329:330
60	suposto	suposto	ADJ	ADJ	_	61	amod	_	TokenRange=331:338
61	ataque	ataque	NOUN	NOUN	_	51	nmod	_	TokenRange=339:345
62	quimico	quimico	ADJ	ADJ	_	61	amod	_	TokenRange=346:353
63-64	no	_	_	_	_	_	_	_	TokenRange=354:356
63	em	em	ADP	ADP	_	65	case	_	_
64	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	65	det	_	_
65	pais	_	NOUN	NOUN	_	61	nmod	_	TokenRange=357:361
66-67	na	_	_	_	_	_	_	_	TokenRange=362:364
66	em	em	ADP	ADP	_	68	case	_	_
67	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	68	det	_	_
68	semana	semana	NOUN	NOUN	_	51	nmod	_	TokenRange=365:371
69	passada	passado	ADJ	ADJ	_	68	amod	_	TokenRange=372:379
70	deve	dever	AUX	AUX	_	71	aux	_	TokenRange=380:384
71	dominar	dominar	VERB	VERB	_	28	advcl	_	TokenRange=385:392
72	a	o	DET	DET	_	73	det	_	TokenRange=393:394
73	reuniao	reuniao	NOUN	NOUN	_	71	obj	_	TokenRange=395:402
74-75	do	_	_	_	_	_	_	_	TokenRange=403:405
74	de	de	ADP	ADP	_	76	case	_	_
75	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	76	det	_	_
76	g7	_	NOUN	NOUN	_	73	nmod	_	TokenRange=406:408
77	o	o	DET	DET	_	78	det	_	TokenRange=409:410
78	grupo	grupo	NOUN	NOUN	_	164	nsubj	_	TokenRange=411:416
79-80	das	_	_	_	_	_	_	_	TokenRange=417:420
79	de	de	ADP	ADP	_	83	case	_	_
80	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	83	det	_	_
81	sete	_	NUM	NUM	NumType=Card	83	nummod	_	TokenRange=421:425
82	maiores	maior	ADJ	ADJ	_	83	amod	_	TokenRange=426:433
83	economias	economia	NOUN	NOUN	_	78	nmod	_	TokenRange=434:443
84-85	do	_	_	_	_	_	_	_	TokenRange=444:446
84	de	de	ADP	ADP	_	86	case	_	_
85	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	86	det	_	_
86	mundo	mundo	NOUN	NOUN	_	83	nmod	_	TokenRange=447:452
87	que	_	PRON	PRON	_	88	nsubj	_	TokenRange=453:456
88	ocorre	ocorrer	VERB	VERB	_	83	acl:relcl	_	TokenRange=457:463
89	nesta	_	ADP	ADP	_	90	case	_	TokenRange=464:469
90	segundafeira	_	NOUN	NOUN	_	88	nmod	_	TokenRange=470:482
91	10	_	NUM	NUM	NumType=Card	90	nmod	_	TokenRange=483:485
92-93	na	_	_	_	_	_	_	_	TokenRange=486:488
92	em	em	ADP	ADP	_	94	case	_	_
93	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	94	det	_	_
94	italia	italia	NOUN	NOUN	_	164	nmod	_	TokenRange=489:495
95	ministros	ministro	NOUN	NOUN	_	164	nsubj	_	TokenRange=496:505
96	de	de	ADP	ADP	_	97	case	_	TokenRange=506:508
97	relacoes	relacoe	NOUN	NOUN	_	95	nmod	_	TokenRange=509:517
98	exteriores	exterior	ADJ	ADJ	_	97	amod	_	TokenRange=518:528
99	de	de	ADP	ADP	_	100	case	_	TokenRange=529:531
100	canada	canada	NOUN	NOUN	_	95	nmod	_	TokenRange=532:538
101	franca	franco	ADJ	ADJ	_	100	amod	_	TokenRange=539:545
102	alemanha	alemanha	NOUN	NOUN	_	100	appos	_	TokenRange=546:554
103	italia	italia	NOUN	NOUN	_	102	flat	_	TokenRange=555:561
104	japao	japao	NOUN	NOUN	_	105	amod	_	TokenRange=562:567
105	reino	reino	NOUN	NOUN	_	177	nsubj	_	TokenRange=568:573
106	unido	unido	ADJ	ADJ	_	105	amod	_	TokenRange=574:579
107	e	e	CCONJ	CONJ	_	110	cc	_	TokenRange=580:581
108-109	dos	_	_	_	_	_	_	_	TokenRange=582:585
108	de	de	ADP	ADP	_	110	case	_	_
109	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	110	det	_	_
110	estados	estado	NOUN	NOUN	_	105	conj	_	TokenRange=586:593
111	unidos	unido	ADJ	ADJ	_	110	amod	_	TokenRange=594:600
112	estao	_	AUX	AUX	_	113	aux	_	TokenRange=601:606
113	buscando	buscar	VERB	VERB	_	28	conj	_	TokenRange=607:615
114	formas	forma	NOUN	NOUN	_	113	obj	_	TokenRange=616:622
115	de	_	ADP	ADP	_	116	mark	_	TokenRange=623:625
116	pressionar	pressionar	VERB	VERB	_	114	nmod	_	TokenRange=626:636
117	a	o	DET	DET	_	118	det	_	TokenRange=637:638
118	russia	russia	NOUN	NOUN	_	116	obj	_	TokenRange=639:645
119	a	_	ADP	ADP	_	120	mark	_	TokenRange=646:647
120	distanciarse	distanciarse	VERB	VERB	_	116	nmod	_	TokenRange=648:660
121-122	do	_	_	_	_	_	_	_	TokenRange=661:663
121	de	de	ADP	ADP	_	123	case	_	_
122	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	123	det	_	_
123	presidente	presidente	NOUN	NOUN	_	120	nmod	_	TokenRange=664:674
124	sirio	sirio	ADJ	ADJ	_	123	amod	_	TokenRange=675:680
125	bashar	bashar	NOUN	NOUN	_	123	appos	_	TokenRange=681:687
126	alassad	_	NOUN	NOUN	_	125	flat	_	TokenRange=688:695
127	os	o	DET	DET	_	128	det	_	TokenRange=696:698
128	aliados	aliado	NOUN	NOUN	_	131	nsubj	_	TokenRange=699:706
129	tambem	tambem	ADV	ADV	_	131	advmod	_	TokenRange=707:713
130	deverao	dever	AUX	AUX	_	131	aux	_	TokenRange=714:721
131	exigir	exigir	VERB	VERB	_	28	parataxis	_	TokenRange=722:728
132	mais	_	DET	DET	_	133	det	_	TokenRange=729:733
133	clareza	clareza	NOUN	NOUN	_	131	obj	_	TokenRange=734:741
134	sobre	_	ADP	ADP	_	136	case	_	TokenRange=742:747
135	a	o	DET	DET	_	136	det	_	TokenRange=748:749
136	posicao	posicao	NOUN	NOUN	_	133	nmod	_	TokenRange=750:757
137-138	dos	_	_	_	_	_	_	_	TokenRange=758:761
137	de	de	ADP	ADP	_	139	case	_	_
138	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	139	det	_	_
139	estados	estado	NOUN	NOUN	_	136	nmod	_	TokenRange=762:769
140	unidos	unido	ADJ	ADJ	_	139	amod	_	TokenRange=770:776
141	em	em	ADP	ADP	_	142	case	_	TokenRange=777:779
142	relacao	relacao	NOUN	NOUN	_	136	nmod	_	TokenRange=780:787
143	a	_	ADP	ADP	_	144	case	_	TokenRange=788:789
144	siria	siria	NOUN	NOUN	_	142	nmod	_	TokenRange=790:795
145	apos	_	ADP	ADP	_	149	mark	_	TokenRange=796:800
146	o	o	DET	DET	_	147	det	_	TokenRange=801:802
147	que	_	PRON	PRON	_	149	nmod	_	TokenRange=803:806
148	foi	_	AUX	AUX	_	149	aux:pass	_	TokenRange=807:810
149	interpretado	interpretar	VERB	VERB	_	131	advcl	_	TokenRange=811:823
150	como	como	ADP	ADP	_	151	case	_	TokenRange=824:828
151	mensagens	mensagem	NOUN	NOUN	_	149	nmod	_	TokenRange=829:838
152	confusas	confuso	ADJ	ADJ	_	151	amod	_	TokenRange=839:847
153-154	da	_	_	_	_	_	_	_	TokenRange=848:850
153	de	de	ADP	ADP	_	155	case	_	_
154	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	155	det	_	_
155	administracao	administracao	NOUN	NOUN	_	151	nmod	_	TokenRange=851:864
156	trump	_	NOUN	NOUN	_	155	flat	_	TokenRange=865:870
157	o	o	DET	DET	_	158	det	_	TokenRange=871:872
158	secretario	secretario	NOUN	NOUN	_	164	nsubj	_	TokenRange=873:883
159	de	de	ADP	ADP	_	160	case	_	TokenRange=884:886
160	estado	estado	NOUN	NOUN	_	158	nmod	_	TokenRange=887:893
161	americano	americano	ADJ	ADJ	_	160	amod	_	TokenRange=894:903
162	rex	_	PROPN	PNOUN	_	158	appos	_	TokenRange=904:907
163	tillerson	_	PROPN	PNOUN	_	162	flat	_	TokenRange=908:917
164	criticou	criticar	VERB	VERB	_	131	parataxis	_	TokenRange=918:926
165	duramente	duramente	ADV	ADV	_	164	advmod	_	TokenRange=927:936
166	a	o	DET	DET	_	167	det	_	TokenRange=937:938
167	russia	russia	NOUN	NOUN	_	164	obj	_	TokenRange=939:945
168-169	no	_	_	_	_	_	_	_	TokenRange=946:948
168	em	em	ADP	ADP	_	171	case	_	_
169	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	171	det	_	_
170	ultimo	_	ADJ	ADJ	_	171	amod	_	TokenRange=949:955
171	domingo	_	PROPN	PNOUN	_	164	nmod	_	TokenRange=956:963
172	afirmando	afirmar	VERB	VERB	_	164	acl	_	TokenRange=964:973
173	que	que	CCONJ	CONJ	_	177	mark	_	TokenRange=974:977
174	o	o	DET	DET	_	175	det	_	TokenRange=978:979
175	pais	_	NOUN	NOUN	_	177	nsubj	_	TokenRange=980:984
176	nao	nao	ADV	ADV	Polarity=Neg	177	advmod	_	TokenRange=985:988
177	impediu	impedir	VERB	VERB	_	172	ccomp	_	TokenRange=989:996
178	o	o	DET	DET	_	179	det	_	TokenRange=997:998
179	governo	governo	NOUN	NOUN	_	177	obj	_	TokenRange=999:1006
180	sirio	sirio	ADJ	ADJ	_	179	amod	_	TokenRange=1007:1012
181	de	_	ADP	ADP	_	182	mark	_	TokenRange=1013:1015
182	realizar	realizar	VERB	VERB	_	177	nmod	_	SpacesAfter=\s\s|TokenRange=1016:1024

