# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja quem sao os mortos na tragedia em creche no norte de mg sete criancas uma professora de 43 anos e o autor do crime morreram damiao soares dos santos ateou fogo ao seu proprio corpo e em alunos da creche gente inocente sete criancas uma professora e o proprio autor do crime morreram na quintafeira 5 no incendio criminoso ocorrido no centro municipal de educacao infantil gente inocente damiao soares dos santos que trabalhava como vigia noturno no local desde 2008 jogou alcool nas criancas e nele mesmo e em seguida ateou fogo nesta sextafeira 6 41 pessoas seguiam internadas em hospitais de janauba montes claros e belo horizonte de acordo com informacoes
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
102	mesmo	mesmo	ADV	ADV	_	101	advmod	_	TokenRange=504:509
103	e	e	CCONJ	CONJ	_	106	cc	_	TokenRange=510:511
104	em	em	ADP	ADP	_	105	case	_	TokenRange=512:514
105	seguida	_	NOUN	NOUN	_	106	nmod	_	TokenRange=515:522
106	ateou	atear	VERB	VERB	_	95	conj	_	TokenRange=523:528
107	fogo	fogo	NOUN	NOUN	_	106	obj	_	TokenRange=529:533
108	nesta	_	ADP	ADP	_	109	case	_	TokenRange=534:539
109	sextafeira	sextafeira	NOUN	NOUN	_	106	nmod	_	TokenRange=540:550
110	6	_	NUM	NUM	NumType=Card	109	appos	_	TokenRange=551:552
111	41	_	NUM	NUM	NumType=Card	112	nummod	_	TokenRange=553:555
112	pessoas	pessoa	NOUN	NOUN	_	113	nsubj	_	TokenRange=556:563
113	seguiam	seguir	VERB	VERB	_	95	conj	_	TokenRange=564:571
114	internadas	internado	ADJ	ADJ	_	113	xcomp	_	TokenRange=572:582
115	em	em	ADP	ADP	_	116	case	_	TokenRange=583:585
116	hospitais	hospital	NOUN	NOUN	_	114	nmod	_	TokenRange=586:595
117	de	de	ADP	ADP	_	118	case	_	TokenRange=596:598
118	janauba	janauba	NOUN	NOUN	_	116	nmod	_	TokenRange=599:606
119	montes	monte	NOUN	NOUN	_	116	appos	_	TokenRange=607:613
120	claros	claro	ADJ	ADJ	_	119	amod	_	TokenRange=614:620
121	e	e	CCONJ	CONJ	_	123	cc	_	TokenRange=621:622
122	belo	belo	ADJ	ADJ	_	123	amod	_	TokenRange=623:627
123	horizonte	horizonte	ADJ	ADJ	_	119	conj	_	TokenRange=628:637
124	de	de	ADP	ADP	_	125	case	_	TokenRange=638:640
125	acordo	acordo	NOUN	NOUN	_	113	nmod	_	TokenRange=641:647
126	com	com	ADP	ADP	_	127	case	_	TokenRange=648:651
127	informacoes	informacoe	NOUN	NOUN	_	125	nmod	_	SpacesAfter=\s\s|TokenRange=652:663

