# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja os principais trechos do julgamento do recurso de lula no trf4 em porto alegre tres desembargadores julgaram o recurso do expresidente lula no processo do triplex na segunda instancia sessao aconteceu nesta quartafeira 24 o recurso apresentado pelo expresidente luiz inacio lula da silva pt no processo do triplex foi julgado nesta quartafeira 24 pelo tribunal regional federal da 4 regiao trf4 segunda instancia das acoes da operacao lava jato ele foi condenado em decisao unanime dos tres desembargadores que aumentaram a pena de nove para 12 anos o g1 acompanhou ao vivo julgamento veja como foi votaram no julgamento que durou 8 horas e 15 minutos alem de uma hora de intervalo o relator do processo joao pedro gebran neto o revisor leandro paulsen
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
21	julgaram	julgar	VERB	VERB	_	1	ccomp	_	TokenRange=105:113
22	o	o	DET	DET	_	23	det	_	TokenRange=114:115
23	recurso	recurso	NOUN	NOUN	_	21	obj	_	TokenRange=116:123
24-25	do	_	_	_	_	_	_	_	TokenRange=124:126
24	de	de	ADP	ADP	_	26	case	_	_
25	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	26	det	_	_
26	expresidente	expresidente	NOUN	NOUN	_	23	nmod	_	TokenRange=127:139
27	lula	lula	ADJ	ADJ	_	26	amod	_	TokenRange=140:144
28-29	no	_	_	_	_	_	_	_	TokenRange=145:147
28	em	em	ADP	ADP	_	30	case	_	_
29	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	30	det	_	_
30	processo	processo	NOUN	NOUN	_	23	nmod	_	TokenRange=148:156
31-32	do	_	_	_	_	_	_	_	TokenRange=157:159
31	de	de	ADP	ADP	_	33	case	_	_
32	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	33	det	_	_
33	triplex	_	NOUN	NOUN	_	30	nmod	_	TokenRange=160:167
34-35	na	_	_	_	_	_	_	_	TokenRange=168:170
34	em	em	ADP	ADP	_	37	case	_	_
35	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	37	det	_	_
36	segunda	segundo	ADJ	ADJ	_	37	amod	_	TokenRange=171:178
37	instancia	instancia	NOUN	NOUN	_	39	nmod	_	TokenRange=179:188
38	sessao	_	NOUN	NOUN	_	39	nsubj	_	TokenRange=189:195
39	aconteceu	acontecer	VERB	VERB	_	21	parataxis	_	TokenRange=196:205
40	nesta	_	ADP	ADP	_	41	case	_	TokenRange=206:211
41	quartafeira	_	NOUN	NOUN	_	39	nmod	_	TokenRange=212:223
42	24	_	NUM	NUM	NumType=Card	41	nmod	_	TokenRange=224:226
43	o	o	DET	DET	_	44	det	_	TokenRange=227:228
44	recurso	recurso	NOUN	NOUN	_	39	nsubj	_	TokenRange=229:236
45	apresentado	apresentar	VERB	VERB	_	44	acl	_	TokenRange=237:248
46-47	pelo	_	_	_	_	_	_	_	TokenRange=249:253
46	por	por	ADP	ADP	_	48	case	_	_
47	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	48	det	_	_
48	expresidente	expresidente	NOUN	NOUN	_	45	nmod	_	TokenRange=254:266
49	luiz	luiz	NOUN	NOUN	_	48	appos	_	TokenRange=267:271
50	inacio	_	NOUN	NOUN	_	49	flat	_	TokenRange=272:278
51	lula	_	PROPN	PNOUN	_	49	flat	_	TokenRange=279:283
52-53	da	_	_	_	_	_	_	_	TokenRange=284:286
52	de	de	ADP	ADP	_	54	case	_	_
53	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	54	det	_	_
54	silva	silva	NOUN	NOUN	_	49	nmod	_	TokenRange=287:292
55	pt	_	PROPN	PNOUN	_	49	appos	_	TokenRange=293:295
56-57	no	_	_	_	_	_	_	_	TokenRange=296:298
56	em	em	ADP	ADP	_	58	case	_	_
57	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	58	det	_	_
58	processo	processo	NOUN	NOUN	_	63	nmod	_	TokenRange=299:307
59-60	do	_	_	_	_	_	_	_	TokenRange=308:310
59	de	de	ADP	ADP	_	61	case	_	_
60	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	61	det	_	_
61	triplex	_	NOUN	NOUN	_	58	nmod	_	TokenRange=311:318
62	foi	_	AUX	AUX	_	63	aux:pass	_	TokenRange=319:322
63	julgado	julgar	VERB	VERB	_	21	parataxis	_	TokenRange=323:330
64	nesta	_	ADP	ADP	_	65	case	_	TokenRange=331:336
65	quartafeira	quartafeira	NOUN	NOUN	_	63	nmod	_	TokenRange=337:348
66	24	_	NUM	NUM	NumType=Card	65	nmod	_	TokenRange=349:351
67-68	pelo	_	_	_	_	_	_	_	TokenRange=352:356
67	por	por	ADP	ADP	_	69	case	_	_
68	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	69	det	_	_
69	tribunal	tribunal	NOUN	NOUN	_	63	nmod	_	TokenRange=357:365
70	regional	regional	ADJ	ADJ	_	69	amod	_	TokenRange=366:374
71	federal	federal	ADJ	ADJ	_	69	amod	_	TokenRange=375:382
72-73	da	_	_	_	_	_	_	_	TokenRange=383:385
72	de	de	ADP	ADP	_	75	case	_	_
73	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	75	det	_	_
74	4	_	NUM	NUM	NumType=Card	75	nummod	_	TokenRange=386:387
75	regiao	regiao	NOUN	NOUN	_	69	nmod	_	TokenRange=388:394
76	trf4	_	NOUN	NOUN	_	75	appos	_	TokenRange=395:399
77	segunda	segundo	ADJ	ADJ	_	78	amod	_	TokenRange=400:407
78	instancia	instancia	NOUN	NOUN	_	63	nsubj:pass	_	TokenRange=408:417
79-80	das	_	_	_	_	_	_	_	TokenRange=418:421
79	de	de	ADP	ADP	_	81	case	_	_
80	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	81	det	_	_
81	acoes	acoe	NOUN	NOUN	_	78	nmod	_	TokenRange=422:427
82-83	da	_	_	_	_	_	_	_	TokenRange=428:430
82	de	de	ADP	ADP	_	84	case	_	_
83	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	84	det	_	_
84	operacao	operacao	NOUN	NOUN	_	81	nmod	_	TokenRange=431:439
85	lava	lava	NOUN	NOUN	_	84	appos	_	TokenRange=440:444
86	jato	jato	NOUN	NOUN	_	84	flat	_	TokenRange=445:449
87	ele	_	PRON	PRON	_	89	nsubj:pass	_	TokenRange=450:453
88	foi	_	AUX	AUX	_	89	aux:pass	_	TokenRange=454:457
89	condenado	condenar	VERB	VERB	_	63	parataxis	_	TokenRange=458:467
90	em	em	ADP	ADP	_	91	case	_	TokenRange=468:470
91	decisao	decisao	NOUN	NOUN	_	89	nmod	_	TokenRange=471:478
92	unanime	unanime	ADJ	ADJ	_	91	amod	_	TokenRange=479:486
93-94	dos	_	_	_	_	_	_	_	TokenRange=487:490
93	de	de	ADP	ADP	_	96	case	_	_
94	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	96	det	_	_
95	tres	_	NUM	NUM	NumType=Card	96	nummod	_	TokenRange=491:495
96	desembargadores	desembargador	NOUN	NOUN	_	91	nmod	_	TokenRange=496:511
97	que	_	PRON	PRON	_	98	nsubj	_	TokenRange=512:515
98	aumentaram	aumentar	VERB	VERB	_	96	acl:relcl	_	TokenRange=516:526
99	a	o	DET	DET	_	100	det	_	TokenRange=527:528
100	pena	_	NOUN	NOUN	_	98	obj	_	TokenRange=529:533
101	de	de	ADP	ADP	_	102	case	_	TokenRange=534:536
102	nove	_	NUM	NUM	NumType=Card	100	nmod	_	TokenRange=537:541
103	para	para	ADP	ADP	_	105	case	_	TokenRange=542:546
104	12	_	NUM	NUM	NumType=Card	105	nummod	_	TokenRange=547:549
105	anos	ano	NOUN	NOUN	_	98	nmod	_	TokenRange=550:554
106	o	o	DET	DET	_	107	det	_	TokenRange=555:556
107	g1	g1	NOUN	NOUN	_	108	nsubj	_	TokenRange=557:559
108	acompanhou	acompanhar	VERB	VERB	_	89	parataxis	_	TokenRange=560:570
109-110	ao	_	_	_	_	_	_	_	TokenRange=571:573
109	a	a	ADP	ADP	_	112	case	_	_
110	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	112	det	_	_
111	vivo	vivo	ADJ	ADJ	_	112	amod	_	TokenRange=574:578
112	julgamento	julgamento	NOUN	NOUN	_	108	nmod	_	TokenRange=579:589
113	veja	ver	VERB	VERB	_	108	parataxis	_	TokenRange=590:594
114	como	como	ADV	ADV	_	116	advmod	_	TokenRange=595:599
115	foi	_	AUX	AUX	_	116	aux	_	TokenRange=600:603
116	votaram	votar	VERB	VERB	_	113	ccomp	_	TokenRange=604:611
117-118	no	_	_	_	_	_	_	_	TokenRange=612:614
117	em	em	ADP	ADP	_	119	case	_	_
118	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	119	det	_	_
119	julgamento	julgamento	NOUN	NOUN	_	116	nmod	_	TokenRange=615:625
120	que	_	PRON	PRON	_	121	nsubj	_	TokenRange=626:629
121	durou	durar	VERB	VERB	_	119	acl:relcl	_	TokenRange=630:635
122	8	_	NUM	NUM	NumType=Card	123	nummod	_	TokenRange=636:637
123	horas	hora	NOUN	NOUN	_	121	nmod	_	TokenRange=638:643
124	e	e	CCONJ	CONJ	_	126	cc	_	TokenRange=644:645
125	15	_	NUM	NUM	NumType=Card	126	nummod	_	TokenRange=646:648
126	minutos	minuto	NOUN	NOUN	_	123	conj	_	TokenRange=649:656
127	alem	alem	ADV	ADV	_	121	advmod	_	TokenRange=657:661
128	de	de	ADP	ADP	_	127	case	_	TokenRange=662:664
129	uma	_	NUM	NUM	NumType=Card	130	nummod	_	TokenRange=665:668
130	hora	hora	NOUN	NOUN	_	127	nmod	_	TokenRange=669:673
131	de	de	ADP	ADP	_	132	case	_	TokenRange=674:676
132	intervalo	intervalo	NOUN	NOUN	_	130	nmod	_	TokenRange=677:686
133	o	o	DET	DET	_	134	det	_	TokenRange=687:688
134	relator	relator	NOUN	NOUN	_	121	nsubj	_	TokenRange=689:696
135-136	do	_	_	_	_	_	_	_	TokenRange=697:699
135	de	de	ADP	ADP	_	137	case	_	_
136	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	137	det	_	_
137	processo	processo	NOUN	NOUN	_	134	nmod	_	TokenRange=700:708
138	joao	joao	NOUN	NOUN	_	134	appos	_	TokenRange=709:713
139	pedro	pedro	NOUN	NOUN	_	138	flat	_	TokenRange=714:719
140	gebran	_	NOUN	NOUN	_	138	flat	_	TokenRange=720:726
141	neto	neto	ADJ	ADJ	_	144	flat	_	TokenRange=727:731
142	o	o	DET	DET	_	143	det	_	TokenRange=732:733
143	revisor	revisor	NOUN	NOUN	_	134	appos	_	TokenRange=734:741
144	leandro	leandro	NOUN	NOUN	_	143	appos	_	TokenRange=742:749
145	paulsen	_	NOUN	NOUN	_	144	flat	_	SpacesAfter=\s\s|TokenRange=750:757

