# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja pontoschave da decisao de moro sobre recurso de lula defesa do expresidente apresentou embargos de declaracao contra sentenca que condenou lula por corrupcao passiva e lavagem de dinheiro recurso foi negado o juiz sergio moro negou nesta tercafeira 18 o primeiro recurso da defesa do expresidente luiz inacio lula da silva contra a sentenca que o condenou a 9 anos e 6 meses de prisao por corrupcao passiva e lavagem de dinheiro no processo que apura se um triplex em guaruja litoral de sao paulo foi propina paga pela oas a lula por meio de contratos da petrobras a defesa ainda pode apresentar uma apelacao recurso que vai ser analisado pelo trf
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
112	apresentar	apresentar	VERB	VERB	_	94	acl:relcl	_	TokenRange=590:600
113	uma	um	DET	DET	_	114	det	_	TokenRange=601:604
114	apelacao	apelacao	NOUN	NOUN	_	112	obj	_	TokenRange=605:613
115	recurso	recurso	NOUN	NOUN	_	114	appos	_	TokenRange=614:621
116	que	_	PRON	PRON	_	119	nsubj:pass	_	TokenRange=622:625
117	vai	ir	AUX	AUX	_	119	aux	_	TokenRange=626:629
118	ser	ser	AUX	AUX	_	119	aux:pass	_	TokenRange=630:633
119	analisado	analisar	VERB	VERB	_	114	acl:relcl	_	TokenRange=634:643
120-121	pelo	_	_	_	_	_	_	_	TokenRange=644:648
120	por	por	ADP	ADP	_	122	case	_	_
121	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	122	det	_	_
122	trf	_	PROPN	PNOUN	_	119	nmod	_	SpacesAfter=\s\s|TokenRange=649:652

