# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja fhc testemunha de lula expresidente tucano foi arrolado pela defesa do petista em acao sobre suposto trafico de influencia na aquisicao de cacas e na edicao de medida provisoria que beneficiou o setor automotivo o expresidente fernando henrique cardoso psdb testemunhou nesta tercafeira 12 ao juiz da 10 vara federal de brasilia vallisney oliveira arrolado pela defesa de lula em acao na qual o petista e reu por suposto trafico de influencia para que o governo da sucessora dilma rousseff adquirisse os cacas da saab e tambem para viabilizar a edicao da medida provisoria 627 editada pela petista em 2013 que prorrogou incentivos fiscais de montadoras de veiculos alem do tucano prestaram depoimento como testemunhas de lula o exministro da fazenda na gestao de fernando henrique pedro malan alem dos exministros da justica jose eduardo cardozo e da defesa nelson jobim os dois ultimos exerceram os cargos nos governos petistas
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
46	testemunhou	testemunhar	VERB	VERB	_	9	parataxis	_	TokenRange=263:274
47	nesta	_	ADP	ADP	_	48	case	_	TokenRange=275:280
48	tercafeira	tercafeira	NOUN	NOUN	_	46	nmod	_	TokenRange=281:291
49	12	_	NUM	NUM	NumType=Card	48	appos	_	TokenRange=292:294
50-51	ao	_	_	_	_	_	_	_	TokenRange=295:297
50	a	a	ADP	ADP	_	52	case	_	_
51	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	52	det	_	_
52	juiz	juiz	NOUN	NOUN	_	46	iobj	_	TokenRange=298:302
53-54	da	_	_	_	_	_	_	_	TokenRange=303:305
53	de	de	ADP	ADP	_	56	case	_	_
54	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	56	det	_	_
55	10	_	NUM	NUM	NumType=Card	56	nummod	_	TokenRange=306:308
56	vara	vara	NOUN	NOUN	_	52	nmod	_	TokenRange=309:313
57	federal	federal	ADJ	ADJ	_	56	amod	_	TokenRange=314:321
58	de	de	ADP	ADP	_	59	case	_	TokenRange=322:324
59	brasilia	brasilia	NOUN	NOUN	_	56	nmod	_	TokenRange=325:333
60	vallisney	_	NOUN	NOUN	_	46	obj	_	TokenRange=334:343
61	oliveira	oliveira	ADJ	ADJ	_	60	flat	_	TokenRange=344:352
62	arrolado	arrolar	VERB	VERB	_	60	acl	_	TokenRange=353:361
63-64	pela	_	_	_	_	_	_	_	TokenRange=362:366
63	por	por	ADP	ADP	_	65	case	_	_
64	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	65	det	_	_
65	defesa	_	NOUN	NOUN	_	62	nmod	_	TokenRange=367:373
66	de	de	ADP	ADP	_	67	case	_	TokenRange=374:376
67	lula	lula	NOUN	NOUN	_	65	nmod	_	TokenRange=377:381
68	em	em	ADP	ADP	_	69	case	_	TokenRange=382:384
69	acao	acao	NOUN	NOUN	_	62	nmod	_	TokenRange=385:389
70-71	na	_	_	_	_	_	_	_	TokenRange=390:392
70	em	em	ADP	ADP	_	72	case	_	_
71	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	72	det	_	_
72	qual	_	PRON	PRON	_	76	nmod	_	TokenRange=393:397
73	o	o	DET	DET	_	74	det	_	TokenRange=398:399
74	petista	petista	NOUN	NOUN	_	76	nsubj	_	TokenRange=400:407
75	e	_	CCONJ	CONJ	_	76	cc	_	TokenRange=408:409
76	reu	_	VERB	VERB	_	69	acl:relcl	_	TokenRange=410:413
77	por	por	ADP	ADP	_	79	case	_	TokenRange=414:417
78	suposto	suposto	ADJ	ADJ	_	79	amod	_	TokenRange=418:425
79	trafico	trafico	NOUN	NOUN	_	76	nmod	_	TokenRange=426:433
80	de	de	ADP	ADP	_	81	case	_	TokenRange=434:436
81	influencia	influencia	NOUN	NOUN	_	79	nmod	_	TokenRange=437:447
82	para	_	ADP	ADP	_	91	mark	_	TokenRange=448:452
83	que	_	CCONJ	CONJ	_	82	fixed	_	TokenRange=453:456
84	o	o	DET	DET	_	85	det	_	TokenRange=457:458
85	governo	governo	NOUN	NOUN	_	91	nsubj	_	TokenRange=459:466
86-87	da	_	_	_	_	_	_	_	TokenRange=467:469
86	de	de	ADP	ADP	_	88	case	_	_
87	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	88	det	_	_
88	sucessora	sucessor	NOUN	NOUN	_	85	nmod	_	TokenRange=470:479
89	dilma	dilma	ADJ	ADJ	_	88	amod	_	TokenRange=480:485
90	rousseff	rousseff	NOUN	NOUN	_	88	amod	_	TokenRange=486:494
91	adquirisse	adquirir	VERB	VERB	_	62	advcl	_	TokenRange=495:505
92	os	o	DET	DET	_	93	det	_	TokenRange=506:508
93	cacas	caca	NOUN	NOUN	_	91	obj	_	TokenRange=509:514
94-95	da	_	_	_	_	_	_	_	TokenRange=515:517
94	de	de	ADP	ADP	_	96	case	_	_
95	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	96	det	_	_
96	saab	_	PROPN	PNOUN	_	93	nmod	_	TokenRange=518:522
97	e	e	CCONJ	CONJ	_	100	cc	_	TokenRange=523:524
98	tambem	tambem	ADV	ADV	_	100	advmod	_	TokenRange=525:531
99	para	_	ADP	ADP	_	100	mark	_	TokenRange=532:536
100	viabilizar	viabilizar	VERB	VERB	_	126	advcl	_	TokenRange=537:547
101	a	o	DET	DET	_	102	det	_	TokenRange=548:549
102	edicao	edicao	NOUN	NOUN	_	100	obj	_	TokenRange=550:556
103-104	da	_	_	_	_	_	_	_	TokenRange=557:559
103	de	de	ADP	ADP	_	105	case	_	_
104	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	105	det	_	_
105	medida	medida	NOUN	NOUN	_	102	nmod	_	TokenRange=560:566
106	provisoria	provisorio	ADJ	ADJ	_	105	amod	_	TokenRange=567:577
107	627	_	NUM	NUM	NumType=Card	105	appos	_	TokenRange=578:581
108	editada	editar	VERB	VERB	_	105	acl	_	TokenRange=582:589
109-110	pela	_	_	_	_	_	_	_	TokenRange=590:594
109	por	por	ADP	ADP	_	111	case	_	_
110	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	111	det	_	_
111	petista	petista	NOUN	NOUN	_	108	nmod	_	TokenRange=595:602
112	em	em	ADP	ADP	_	113	case	_	TokenRange=603:605
113	2013	_	NUM	NUM	NumType=Card	108	nmod	_	TokenRange=606:610
114	que	_	PRON	PRON	_	115	nsubj	_	TokenRange=611:614
115	prorrogou	prorrogar	VERB	VERB	_	133	acl:relcl	_	TokenRange=615:624
116	incentivos	incentivo	NOUN	NOUN	_	115	obj	_	TokenRange=625:635
117	fiscais	fiscal	ADJ	ADJ	_	116	amod	_	TokenRange=636:643
118	de	de	ADP	ADP	_	119	case	_	TokenRange=644:646
119	montadoras	montador	NOUN	NOUN	_	116	nmod	_	TokenRange=647:657
120	de	de	ADP	ADP	_	121	case	_	TokenRange=658:660
121	veiculos	veiculo	NOUN	NOUN	_	119	nmod	_	TokenRange=661:669
122	alem	alem	ADV	ADV	_	126	advmod	_	TokenRange=670:674
123-124	do	_	_	_	_	_	_	_	TokenRange=675:677
123	de	de	ADP	ADP	_	125	case	_	_
124	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	125	det	_	_
125	tucano	tucano	NOUN	NOUN	_	122	nmod	_	TokenRange=678:684
126	prestaram	prestar	VERB	VERB	_	69	acl:relcl	_	TokenRange=685:694
127	depoimento	depoimento	NOUN	NOUN	_	126	obj	_	TokenRange=695:705
128	como	como	ADP	ADP	_	129	case	_	TokenRange=706:710
129	testemunhas	testemunha	NOUN	NOUN	_	126	nmod	_	TokenRange=711:722
130	de	de	ADP	ADP	_	131	case	_	TokenRange=723:725
131	lula	lula	NOUN	NOUN	_	129	nmod	_	TokenRange=726:730
132	o	o	DET	DET	_	133	det	_	TokenRange=731:732
133	exministro	exministro	NOUN	NOUN	_	126	nsubj	_	TokenRange=733:743
134-135	da	_	_	_	_	_	_	_	TokenRange=744:746
134	de	de	ADP	ADP	_	136	case	_	_
135	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	136	det	_	_
136	fazenda	fazenda	NOUN	NOUN	_	133	nmod	_	TokenRange=747:754
137-138	na	_	_	_	_	_	_	_	TokenRange=755:757
137	em	em	ADP	ADP	_	139	case	_	_
138	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	139	det	_	_
139	gestao	gestao	NOUN	NOUN	_	133	nmod	_	TokenRange=758:764
140	de	de	ADP	ADP	_	141	case	_	TokenRange=765:767
141	fernando	fernando	NOUN	NOUN	_	139	nmod	_	TokenRange=768:776
142	henrique	henrique	NOUN	NOUN	_	141	flat	_	TokenRange=777:785
143	pedro	pedro	NOUN	NOUN	_	141	flat	_	TokenRange=786:791
144	malan	_	NOUN	NOUN	_	141	flat	_	TokenRange=792:797
145	alem	alem	ADV	ADV	_	46	advmod	_	TokenRange=798:802
146-147	dos	_	_	_	_	_	_	_	TokenRange=803:806
146	de	de	ADP	ADP	_	148	case	_	_
147	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	148	det	_	_
148	exministros	exministro	NOUN	NOUN	_	145	nmod	_	TokenRange=807:818
149-150	da	_	_	_	_	_	_	_	TokenRange=819:821
149	de	de	ADP	ADP	_	151	case	_	_
150	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	151	det	_	_
151	justica	_	NOUN	NOUN	_	148	nmod	_	TokenRange=822:829
152	jose	jose	NOUN	NOUN	_	148	appos	_	TokenRange=830:834
153	eduardo	eduardo	NOUN	NOUN	_	152	flat	_	TokenRange=835:842
154	cardozo	cardozo	NOUN	NOUN	_	152	flat	_	TokenRange=843:850
155	e	e	CCONJ	CONJ	_	158	cc	_	TokenRange=851:852
156-157	da	_	_	_	_	_	_	_	TokenRange=853:855
156	de	de	ADP	ADP	_	158	case	_	_
157	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	158	det	_	_
158	defesa	_	NOUN	NOUN	_	151	conj	_	TokenRange=856:862
159	nelson	nelson	NOUN	NOUN	_	148	appos	_	TokenRange=863:869
160	jobim	jobim	NOUN	NOUN	_	159	flat	_	TokenRange=870:875
161	os	o	DET	DET	_	163	det	_	TokenRange=876:878
162	dois	_	NUM	NUM	NumType=Card	163	nummod	_	TokenRange=879:883
163	ultimos	_	NOUN	NOUN	_	164	nsubj	_	TokenRange=884:891
164	exerceram	exercer	VERB	VERB	_	126	parataxis	_	TokenRange=892:901
165	os	o	DET	DET	_	166	det	_	TokenRange=902:904
166	cargos	cargo	NOUN	NOUN	_	164	obj	_	TokenRange=905:911
167-168	nos	_	_	_	_	_	_	_	TokenRange=912:915
167	em	em	ADP	ADP	_	169	case	_	_
168	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	169	det	_	_
169	governos	governo	NOUN	NOUN	_	164	nmod	_	TokenRange=916:924
170	petistas	petista	ADJ	ADJ	_	169	amod	_	TokenRange=925:933

