# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = notas fiscais contratos de fornecimentos de servicos e equipamentos registros do imovel copias de mensagens de email registros fotograficos laudos periciais relatorios de comissoes internas da petrobras e apuracoes do tribunal de contas da uniao tcu integram o rol de provas que levaram o juiz federal sergio moro a concluir pela culpa do expresidente luiz inacio lula da silva na primeira condenacao dele por envolvimento no mega esquema de corrupcao descoberto pela operacao lava jato lula foi condenado a 9 anos e seis meses de prisao nesta quintafeira 12 por moro pelo recebimento em beneficio proprio de r 22 milhoes de propinas da oas no apartamento triplex do guaruja sp que segundo a sentenca era propriedade oculta do petista lula e condenado a 9 anos e seis meses moro noa decreta prisao do petista os autos da acao penal do triplex do guaruja o processo foi aberto no dia 20 de setembro de 2016 a propina seria parte de uma corrupcao de r 87 milhoes paga pela oas pela participacao do grupo em
1	notas	nota	NOUN	NOUN	_	41	nsubj	_	TokenRange=0:5
42	o	o	DET	DET	_	43	det	_	TokenRange=259:260
43	rol	rol	NOUN	NOUN	_	41	obj	_	TokenRange=261:264
44	de	de	ADP	ADP	_	45	case	_	TokenRange=265:267
45	provas	prova	NOUN	NOUN	_	43	nmod	_	TokenRange=268:274
46	que	_	PRON	PRON	_	47	nsubj	_	TokenRange=275:278
47	levaram	levar	VERB	VERB	_	45	acl:relcl	_	TokenRange=279:286
48	o	o	DET	DET	_	49	det	_	TokenRange=287:288
49	juiz	juiz	NOUN	NOUN	_	47	obj	_	TokenRange=289:293
50	federal	federal	ADJ	ADJ	_	49	amod	_	TokenRange=294:301
51	sergio	_	NOUN	NOUN	_	49	appos	_	TokenRange=302:308
52	moro	moro	NOUN	NOUN	_	51	flat	_	TokenRange=309:313
53	a	_	ADP	ADP	_	54	mark	_	TokenRange=314:315
54	concluir	concluir	VERB	VERB	_	47	nmod	_	TokenRange=316:324
55-56	pela	_	_	_	_	_	_	_	TokenRange=325:329
55	por	por	ADP	ADP	_	57	case	_	_
56	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	57	det	_	_
57	culpa	culpa	NOUN	NOUN	_	54	nmod	_	TokenRange=330:335
58-59	do	_	_	_	_	_	_	_	TokenRange=336:338
58	de	de	ADP	ADP	_	60	case	_	_
59	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	60	det	_	_
60	expresidente	expresidente	NOUN	NOUN	_	57	nmod	_	TokenRange=339:351
61	luiz	luiz	ADJ	ADJ	_	60	amod	_	TokenRange=352:356
62	inacio	_	NOUN	NOUN	_	61	flat	_	TokenRange=357:363
63	lula	_	PROPN	PNOUN	_	60	appos	_	TokenRange=364:368
64-65	da	_	_	_	_	_	_	_	TokenRange=369:371
64	de	de	ADP	ADP	_	66	case	_	_
65	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	66	det	_	_
66	silva	silva	NOUN	NOUN	_	159	nmod	_	TokenRange=372:377
67-68	na	_	_	_	_	_	_	_	TokenRange=378:380
67	em	em	ADP	ADP	_	70	case	_	_
68	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	70	det	_	_
69	primeira	primeiro	ADJ	ADJ	_	70	amod	_	TokenRange=381:389
70	condenacao	condenacao	NOUN	NOUN	_	146	nmod	_	TokenRange=390:400
71	dele	_	X	ADPPRON	_	70	det:poss	_	TokenRange=401:405
72	por	por	ADP	ADP	_	73	case	_	TokenRange=406:409
73	envolvimento	envolvimento	NOUN	NOUN	_	146	nmod	_	TokenRange=410:422
74-75	no	_	_	_	_	_	_	_	TokenRange=423:425
74	em	em	ADP	ADP	_	77	case	_	_
75	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	77	det	_	_
76	mega	mego	ADJ	ADJ	_	77	amod	_	TokenRange=426:430
77	esquema	esquema	NOUN	NOUN	_	73	nmod	_	TokenRange=431:438
78	de	de	ADP	ADP	_	79	case	_	TokenRange=439:441
79	corrupcao	corrupcao	NOUN	NOUN	_	77	nmod	_	TokenRange=442:451
80	descoberto	descobrir	VERB	VERB	_	77	acl	_	TokenRange=452:462
81-82	pela	_	_	_	_	_	_	_	TokenRange=463:467
81	por	por	ADP	ADP	_	83	case	_	_
82	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	83	det	_	_
83	operacao	operacao	NOUN	NOUN	_	80	nmod	_	TokenRange=468:476
84	lava	lava	NOUN	NOUN	_	83	appos	_	TokenRange=477:481
85	jato	jato	NOUN	NOUN	_	84	flat	_	TokenRange=482:486
86	lula	_	NOUN	NOUN	_	88	nsubj:pass	_	TokenRange=487:491
87	foi	_	AUX	AUX	_	88	aux:pass	_	TokenRange=492:495
88	condenado	condenar	VERB	VERB	_	41	parataxis	_	TokenRange=496:505
89	a	_	ADP	ADP	_	91	case	_	TokenRange=506:507
90	9	_	NUM	NUM	NumType=Card	91	nummod	_	TokenRange=508:509
91	anos	ano	NOUN	NOUN	_	178	nmod	_	TokenRange=510:514
92	e	e	CCONJ	CONJ	_	94	cc	_	TokenRange=515:516
93	seis	_	NUM	NUM	NumType=Card	94	nummod	_	TokenRange=517:521
94	meses	mês	NOUN	NOUN	_	91	conj	_	TokenRange=522:527
95	de	de	ADP	ADP	_	96	case	_	TokenRange=528:530
96	prisao	prisao	NOUN	NOUN	_	91	nmod	_	TokenRange=531:537
97	nesta	_	ADP	ADP	_	98	case	_	TokenRange=538:543
98	quintafeira	quintafeira	NOUN	NOUN	_	88	nmod	_	TokenRange=544:555
99	12	_	NUM	NUM	NumType=Card	98	appos	_	TokenRange=556:558
100	por	por	ADP	ADP	_	101	case	_	TokenRange=559:562
101	moro	moro	NOUN	NOUN	_	88	nmod	_	TokenRange=563:567
102-103	pelo	_	_	_	_	_	_	_	TokenRange=568:572
102	por	por	ADP	ADP	_	104	case	_	_
103	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	104	det	_	_
104	recebimento	recebimento	NOUN	NOUN	_	88	nmod	_	TokenRange=573:584
105	em	em	ADP	ADP	_	106	case	_	TokenRange=585:587
106	beneficio	beneficio	NOUN	NOUN	_	104	nmod	_	TokenRange=588:597
107	proprio	proprio	ADJ	ADJ	_	106	amod	_	TokenRange=598:605
108	de	de	ADP	ADP	_	109	case	_	TokenRange=606:608
109	r	r	NOUN	NOUN	_	181	nmod	_	TokenRange=609:610
110	22	_	NUM	NUM	NumType=Card	111	nummod	_	TokenRange=611:613
111	milhoes	_	NUM	NUM	NumType=Card	109	nummod	_	TokenRange=614:621
112	de	de	ADP	ADP	_	113	case	_	TokenRange=622:624
113	propinas	propina	NOUN	NOUN	_	106	nmod	_	TokenRange=625:633
114-115	da	_	_	_	_	_	_	_	TokenRange=634:636
114	de	de	ADP	ADP	_	116	case	_	_
115	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	116	det	_	_
116	oas	_	NOUN	NOUN	_	113	nmod	_	TokenRange=637:640
117-118	no	_	_	_	_	_	_	_	TokenRange=641:643
117	em	em	ADP	ADP	_	119	case	_	_
118	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	119	det	_	_
119	apartamento	apartamento	NOUN	NOUN	_	196	nmod	_	TokenRange=644:655
120	triplex	_	NOUN	NOUN	_	119	appos	_	TokenRange=656:663
121-122	do	_	_	_	_	_	_	_	TokenRange=664:666
121	de	de	ADP	ADP	_	123	case	_	_
122	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	123	det	_	_
123	guaruja	guaruja	NOUN	NOUN	_	119	nmod	_	TokenRange=667:674
124	sp	sp	ADJ	ADJ	_	123	amod	_	TokenRange=675:677
125	que	_	PRON	PRON	_	130	nsubj	_	TokenRange=678:681
126	segundo	_	ADP	ADP	_	128	case	_	TokenRange=682:689
127	a	o	DET	DET	_	128	det	_	TokenRange=690:691
128	sentenca	sentenca	NOUN	NOUN	_	130	nmod	_	TokenRange=692:700
129	era	_	AUX	AUX	_	130	cop	_	TokenRange=701:704
130	propriedade	propriedade	NOUN	NOUN	_	45	acl:relcl	_	TokenRange=705:716
131	oculta	oculto	ADJ	ADJ	_	130	amod	_	TokenRange=717:723
132-133	do	_	_	_	_	_	_	_	TokenRange=724:726
132	de	de	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	petista	petista	NOUN	NOUN	_	130	nmod	_	TokenRange=727:734
135	lula	lula	ADJ	ADJ	_	134	appos	_	TokenRange=735:739
136	e	e	CCONJ	CONJ	_	137	cc	_	TokenRange=740:741
137	condenado	condenar	VERB	VERB	_	130	conj	_	TokenRange=742:751
138	a	_	ADP	ADP	_	140	case	_	TokenRange=752:753
139	9	_	NUM	NUM	NumType=Card	140	nummod	_	TokenRange=754:755
140	anos	ano	NOUN	NOUN	_	137	nmod	_	TokenRange=756:760
141	e	e	CCONJ	CONJ	_	143	cc	_	TokenRange=761:762
142	seis	_	NUM	NUM	NumType=Card	143	nummod	_	TokenRange=763:767
143	meses	mês	NOUN	NOUN	_	140	conj	_	TokenRange=768:773
144	moro	moro	NOUN	NOUN	_	60	appos	_	TokenRange=774:778
145	noa	_	ADJ	ADJ	_	144	amod	_	TokenRange=779:782
146	decreta	decretar	VERB	VERB	_	47	conj	_	TokenRange=783:790
147	prisao	prisao	NOUN	NOUN	_	146	obj	_	TokenRange=791:797
148-149	do	_	_	_	_	_	_	_	TokenRange=798:800
148	de	de	ADP	ADP	_	150	case	_	_
149	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	150	det	_	_
150	petista	petista	NOUN	NOUN	_	147	nmod	_	TokenRange=801:808
151	os	o	DET	DET	_	152	det	_	TokenRange=809:811
152	autos	auto	NOUN	NOUN	_	146	obj	_	TokenRange=812:817
153-154	da	_	_	_	_	_	_	_	TokenRange=818:820
153	de	de	ADP	ADP	_	155	case	_	_
154	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	155	det	_	_
155	acao	acao	NOUN	NOUN	_	152	nmod	_	TokenRange=821:825
156	penal	penal	ADJ	ADJ	_	155	amod	_	TokenRange=826:831
157-158	do	_	_	_	_	_	_	_	TokenRange=832:834
157	de	de	ADP	ADP	_	159	case	_	_
158	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	159	det	_	_
159	triplex	_	NOUN	NOUN	_	155	nmod	_	TokenRange=835:842
160-161	do	_	_	_	_	_	_	_	TokenRange=843:845
160	de	de	ADP	ADP	_	162	case	_	_
161	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	162	det	_	_
162	guaruja	guaruja	NOUN	NOUN	_	159	nmod	_	TokenRange=846:853
163	o	o	DET	DET	_	164	det	_	TokenRange=854:855
164	processo	processo	NOUN	NOUN	_	146	nsubj	_	TokenRange=856:864
165	foi	_	AUX	AUX	_	166	aux:pass	_	TokenRange=865:868
166	aberto	abrir	VERB	VERB	_	41	parataxis	_	TokenRange=869:875
167-168	no	_	_	_	_	_	_	_	TokenRange=876:878
167	em	em	ADP	ADP	_	169	case	_	_
168	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	169	det	_	_
169	dia	dia	NOUN	NOUN	_	166	nmod	_	TokenRange=879:882
170	20	_	NUM	NUM	NumType=Card	169	nmod	_	TokenRange=883:885
171	de	de	ADP	ADP	_	172	case	_	TokenRange=886:888
172	setembro	_	PROPN	PNOUN	_	170	nmod	_	TokenRange=889:897
173	de	de	ADP	ADP	_	174	case	_	TokenRange=898:900
174	2016	_	NUM	NUM	NumType=Card	172	nmod	_	TokenRange=901:905
175	a	o	DET	DET	_	176	det	_	TokenRange=906:907
176	propina	propina	NOUN	NOUN	_	178	nsubj	_	TokenRange=908:915
177	seria	_	AUX	AUX	_	178	cop	_	TokenRange=916:921
178	parte	parte	NOUN	NOUN	_	166	parataxis	_	TokenRange=922:927
179	de	de	ADP	ADP	_	181	case	_	TokenRange=928:930
180	uma	um	DET	DET	_	181	det	_	TokenRange=931:934
181	corrupcao	corrupcao	NOUN	NOUN	_	178	nmod	_	TokenRange=935:944
182	de	de	ADP	ADP	_	183	case	_	TokenRange=945:947
183	r	r	NOUN	NOUN	_	181	nmod	_	TokenRange=948:949
184	87	_	NUM	NUM	NumType=Card	185	nummod	_	TokenRange=950:952
185	milhoes	_	NUM	NUM	NumType=Card	183	nummod	_	TokenRange=953:960
186	paga	pagar	VERB	VERB	_	181	acl	_	TokenRange=961:965
187-188	pela	_	_	_	_	_	_	_	TokenRange=966:970
187	por	por	ADP	ADP	_	189	case	_	_
188	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	189	det	_	_
189	oas	_	NOUN	NOUN	_	186	nmod	_	TokenRange=971:974
190-191	pela	_	_	_	_	_	_	_	TokenRange=975:979
190	por	por	ADP	ADP	_	192	case	_	_
191	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	192	det	_	_
192	participacao	participacao	NOUN	NOUN	_	186	nmod	_	TokenRange=980:992
193-194	do	_	_	_	_	_	_	_	TokenRange=993:995
193	de	de	ADP	ADP	_	195	case	_	_
194	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	195	det	_	_
195	grupo	grupo	NOUN	NOUN	_	192	nmod	_	TokenRange=996:1001
196	em	em	ADP	ADP	_	192	case	_	SpacesAfter=\s\s|TokenRange=1002:1004

