# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = durmo e acordo pensando nele diz mae de menino que sumiu no ac e deixou 14 livros criptografados desaparecimento de bruno borges de 25 anos completou mais de 40 dias mae diz que leu quatro livros do estudante entao me sinto gravida gravida dessa espera de esperar voce voltar de outra vez te acolher dentro dos meus bracos o trecho do texto faz parte de uma carta escrita pela psicologa e empresaria denise borges mae do estudante bruno borges desaparecido desde 27 de marco o jovem deixou para tras a familia e 14 livros codificados em seu quarto na capital do acre rio branco a carta que denise fez para o filho ganhou proporcao nas redes sociais e tambem nos aplicativos de mensagens no domingo 7 quando o sumico do jovem completou 40 dias e ela acreditava que ele voltaria no texto ela fala da saudade e da falta de noticias do filho que sumiu ha quase 50 dias a empresaria diz que esta gravida de bruno e que sente a necessidade de velo ao g1 a mae diz que nao cria mais expectativas em relacao a data que o filho deve voltar segundo ela a familia chegou a esperar que bruno chegasse no aniversario do pai ou ate mesmo no do irmao que e gemeo do estudante porem a espera foi frustrada e denise diz tentar evitar a
1	durmo	durmo	VERB	VERB	_	0	root	_	TokenRange=0:5
73-74	pela	_	_	_	_	_	_	_	TokenRange=372:376
73	por	por	ADP	ADP	_	75	case	_	_
74	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	75	det	_	_
75	psicologa	psicologa	NOUN	NOUN	_	72	nmod	_	TokenRange=377:386
76	e	e	CCONJ	CONJ	_	77	cc	_	TokenRange=387:388
77	empresaria	empresaria	NOUN	NOUN	_	75	conj	_	TokenRange=389:399
78	denise	denise	NOUN	NOUN	_	75	appos	_	TokenRange=400:406
79	borges	borge	NOUN	NOUN	_	78	flat	_	TokenRange=407:413
80	mae	mae	NOUN	NOUN	_	78	appos	_	TokenRange=414:417
81-82	do	_	_	_	_	_	_	_	TokenRange=418:420
81	de	de	ADP	ADP	_	83	case	_	_
82	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	83	det	_	_
83	estudante	estudante	NOUN	NOUN	_	80	nmod	_	TokenRange=421:430
84	bruno	bruno	NOUN	NOUN	_	205	appos	_	TokenRange=431:436
85	borges	borge	NOUN	NOUN	_	84	flat	_	TokenRange=437:443
86	desaparecido	desaparecer	VERB	VERB	_	205	acl	_	TokenRange=444:456
87	desde	_	ADP	ADP	_	88	case	_	TokenRange=457:462
88	27	_	NUM	NUM	NumType=Card	56	nmod	_	TokenRange=463:465
89	de	de	ADP	ADP	_	90	case	_	TokenRange=466:468
90	marco	_	PROPN	PNOUN	_	88	nmod	_	TokenRange=469:474
91	o	o	DET	DET	_	92	det	_	TokenRange=475:476
92	jovem	jovem	NOUN	NOUN	_	121	nsubj	_	TokenRange=477:482
93	deixou	deixar	VERB	VERB	_	217	ccomp	_	TokenRange=483:489
94	para	_	ADP	ADP	_	95	mark	_	TokenRange=490:494
95	tras	tras	ADV	ADV	_	93	nmod	_	TokenRange=495:499
96	a	o	DET	DET	_	97	det	_	TokenRange=500:501
97	familia	familia	NOUN	NOUN	_	93	obj	_	TokenRange=502:509
98	e	e	CCONJ	CONJ	_	100	cc	_	TokenRange=510:511
99	14	_	NUM	NUM	NumType=Card	100	nummod	_	TokenRange=512:514
100	livros	livro	NOUN	NOUN	_	75	conj	_	TokenRange=515:521
101	codificados	codificar	VERB	VERB	_	100	acl	_	TokenRange=522:533
102	em	em	ADP	ADP	_	104	case	_	TokenRange=534:536
103	seu	_	DET	DET	_	104	det:poss	_	TokenRange=537:540
104	quarto	quarto	NOUN	NOUN	_	101	nmod	_	TokenRange=541:547
105-106	na	_	_	_	_	_	_	_	TokenRange=548:550
105	em	em	ADP	ADP	_	107	case	_	_
106	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	107	det	_	_
107	capital	capital	NOUN	NOUN	_	101	nmod	_	TokenRange=551:558
108-109	do	_	_	_	_	_	_	_	TokenRange=559:561
108	de	de	ADP	ADP	_	110	case	_	_
109	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	110	det	_	_
110	acre	acre	NOUN	NOUN	_	107	nmod	_	TokenRange=562:566
111	rio	rio	NOUN	NOUN	_	210	nmod	_	TokenRange=567:570
112	branco	branco	ADJ	ADJ	_	111	amod	_	TokenRange=571:577
113	a	o	DET	DET	_	114	det	_	TokenRange=578:579
114	carta	carta	NOUN	NOUN	_	121	nsubj	_	TokenRange=580:585
115	que	_	PRON	PRON	_	117	obj	_	TokenRange=586:589
116	denise	_	PROPN	NOUN	_	117	nsubj	_	TokenRange=590:596
117	fez	fazer	VERB	VERB	_	114	acl:relcl	_	TokenRange=597:600
118	para	para	ADP	ADP	_	120	case	_	TokenRange=601:605
119	o	o	DET	DET	_	120	det	_	TokenRange=606:607
120	filho	filho	NOUN	NOUN	_	117	nmod	_	TokenRange=608:613
121	ganhou	ganhar	VERB	VERB	_	217	ccomp	_	TokenRange=614:620
122	proporcao	proporcao	NOUN	NOUN	_	121	obj	_	TokenRange=621:630
123-124	nas	_	_	_	_	_	_	_	TokenRange=631:634
123	em	em	ADP	ADP	_	125	case	_	_
124	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	125	det	_	_
125	redes	rede	NOUN	NOUN	_	121	nmod	_	TokenRange=635:640
126	sociais	social	ADJ	ADJ	_	125	amod	_	TokenRange=641:648
127	e	e	CCONJ	CONJ	_	131	cc	_	TokenRange=649:650
128	tambem	tambem	ADV	ADV	_	131	advmod	_	TokenRange=651:657
129-130	nos	_	_	_	_	_	_	_	TokenRange=658:661
129	em	em	ADP	ADP	_	131	case	_	_
130	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	131	det	_	_
131	aplicativos	aplicativo	NOUN	NOUN	_	125	conj	_	TokenRange=662:673
132	de	de	ADP	ADP	_	133	case	_	TokenRange=674:676
133	mensagens	mensagem	NOUN	NOUN	_	131	nmod	_	TokenRange=677:686
134-135	no	_	_	_	_	_	_	_	TokenRange=687:689
134	em	em	ADP	ADP	_	136	case	_	_
135	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	136	det	_	_
136	domingo	_	PROPN	PNOUN	_	121	nmod	_	TokenRange=690:697
137	7	_	NUM	NUM	NumType=Card	136	nmod	_	TokenRange=698:699
138	quando	quando	ADV	ADV	_	144	advmod	_	TokenRange=700:706
139	o	o	DET	DET	_	140	det	_	TokenRange=707:708
140	sumico	sumico	NOUN	NOUN	_	144	nsubj	_	TokenRange=709:715
141-142	do	_	_	_	_	_	_	_	TokenRange=716:718
141	de	de	ADP	ADP	_	143	case	_	_
142	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	143	det	_	_
143	jovem	jovem	NOUN	NOUN	_	140	nmod	_	TokenRange=719:724
144	completou	completar	VERB	VERB	_	125	acl:relcl	_	TokenRange=725:734
145	40	_	NUM	NUM	NumType=Card	146	nummod	_	TokenRange=735:737
146	dias	dia	NOUN	NOUN	_	144	obj	_	TokenRange=738:742
147	e	e	CCONJ	CONJ	_	149	cc	_	TokenRange=743:744
148	ela	_	PRON	PRON	_	149	nsubj	_	TokenRange=745:748
149	acreditava	acreditar	VERB	VERB	_	144	conj	_	TokenRange=749:759
150	que	que	CCONJ	CONJ	_	152	mark	_	TokenRange=760:763
151	ele	_	PRON	PRON	_	152	nsubj	_	TokenRange=764:767
152	voltaria	voltar	VERB	VERB	_	149	ccomp	_	TokenRange=768:776
153-154	no	_	_	_	_	_	_	_	TokenRange=777:779
153	em	em	ADP	ADP	_	155	case	_	_
154	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	155	det	_	_
155	texto	texto	NOUN	NOUN	_	152	nmod	_	TokenRange=780:785
156	ela	_	PRON	PRON	_	157	nsubj	_	TokenRange=786:789
157	fala	_	VERB	VERB	_	33	ccomp	_	TokenRange=790:794
158-159	da	_	_	_	_	_	_	_	TokenRange=795:797
158	de	de	ADP	ADP	_	160	case	_	_
159	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	160	det	_	_
160	saudade	saudade	NOUN	NOUN	_	157	nmod	_	TokenRange=798:805
161	e	e	CCONJ	CONJ	_	164	cc	_	TokenRange=806:807
162-163	da	_	_	_	_	_	_	_	TokenRange=808:810
162	de	de	ADP	ADP	_	164	case	_	_
163	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	164	det	_	_
164	falta	_	NOUN	NOUN	_	160	conj	_	TokenRange=811:816
165	de	de	ADP	ADP	_	166	case	_	TokenRange=817:819
166	noticias	noticia	NOUN	NOUN	_	164	nmod	_	TokenRange=820:828
167-168	do	_	_	_	_	_	_	_	TokenRange=829:831
167	de	de	ADP	ADP	_	169	case	_	_
168	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	169	det	_	_
169	filho	filho	NOUN	NOUN	_	164	nmod	_	TokenRange=832:837
170	que	_	PRON	PRON	_	171	nsubj	_	TokenRange=838:841
171	sumiu	sumir	VERB	VERB	_	169	acl:relcl	_	TokenRange=842:847
172	ha	_	VERB	VERB	_	171	advcl	_	TokenRange=848:850
173	quase	quase	ADV	ADV	_	174	advmod	_	TokenRange=851:856
174	50	_	NUM	NUM	NumType=Card	175	nummod	_	TokenRange=857:859
175	dias	dia	NOUN	NOUN	_	172	nmod	_	TokenRange=860:864
176	a	o	DET	DET	_	177	det	_	TokenRange=865:866
177	empresaria	empresaria	NOUN	NOUN	_	178	nsubj	_	TokenRange=867:877
178	diz	dizer	VERB	VERB	_	33	ccomp	_	TokenRange=878:881
179	que	que	CCONJ	CONJ	_	35	mark	_	TokenRange=882:885
180	esta	_	VERB	VERB	_	178	ccomp	_	TokenRange=886:890
181	gravida	gravido	ADJ	ADJ	_	180	xcomp	_	TokenRange=891:898
182	de	de	ADP	ADP	_	183	case	_	TokenRange=899:901
183	bruno	bruno	NOUN	NOUN	_	181	nmod	_	TokenRange=902:907
184	e	e	CCONJ	CONJ	_	186	cc	_	TokenRange=908:909
185	que	que	CCONJ	CONJ	_	186	mark	_	TokenRange=910:913
186	sente	_	VERB	VERB	_	35	conj	_	TokenRange=914:919
187	a	o	DET	DET	_	188	det	_	TokenRange=920:921
188	necessidade	necessidade	NOUN	NOUN	_	186	obj	_	TokenRange=922:933
189	de	_	ADP	ADP	_	190	mark	_	TokenRange=934:936
190	velo	velo	VERB	VERB	_	188	nmod	_	TokenRange=937:941
191-192	ao	_	_	_	_	_	_	_	TokenRange=942:944
191	a	a	ADP	ADP	_	193	case	_	_
192	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	193	det	_	_
193	g1	_	NOUN	NOUN	_	190	nmod	_	TokenRange=945:947
194	a	o	DET	DET	_	195	det	_	TokenRange=948:949
195	mae	mae	NOUN	NOUN	_	196	nsubj	_	TokenRange=950:953
196	diz	dizer	VERB	VERB	_	178	conj	_	TokenRange=954:957
197	que	que	CCONJ	CONJ	_	199	mark	_	TokenRange=958:961
198	nao	nao	ADV	ADV	Polarity=Neg	199	advmod	_	TokenRange=962:965
199	cria	_	VERB	VERB	_	196	ccomp	_	TokenRange=966:970
200	mais	_	DET	DET	_	201	det	_	TokenRange=971:975
201	expectativas	expectativa	NOUN	NOUN	_	199	obj	_	TokenRange=976:988
202	em	em	ADP	ADP	_	203	case	_	TokenRange=989:991
203	relacao	relacao	NOUN	NOUN	_	199	nmod	_	TokenRange=992:999
204	a	_	ADP	ADP	_	205	case	_	TokenRange=1000:1001
205	data	data	NOUN	NOUN	_	203	nmod	_	TokenRange=1002:1006
206	que	_	PRON	PRON	_	210	obj	_	TokenRange=1007:1010
207	o	o	DET	DET	_	208	det	_	TokenRange=1011:1012
208	filho	filho	NOUN	NOUN	_	210	nsubj	_	TokenRange=1013:1018
209	deve	dever	AUX	AUX	_	210	aux	_	TokenRange=1019:1023
210	voltar	voltar	VERB	VERB	_	205	acl:relcl	_	TokenRange=1024:1030
211	segundo	_	ADP	ADP	_	212	case	_	TokenRange=1031:1038
212	ela	_	PRON	PRON	_	210	nmod	_	TokenRange=1039:1042
213	a	o	DET	DET	_	214	det	_	TokenRange=1043:1044
214	familia	familia	NOUN	NOUN	_	217	nsubj	_	TokenRange=1045:1052
215	chegou	chegar	AUX	AUX	_	217	aux	_	TokenRange=1053:1059
216	a	_	ADP	ADP	_	217	mark	_	TokenRange=1060:1061
217	esperar	esperar	VERB	VERB	_	196	advcl	_	TokenRange=1062:1069
218	que	que	CCONJ	CONJ	_	220	mark	_	TokenRange=1070:1073
219	bruno	bruno	NOUN	NOUN	_	220	nsubj	_	TokenRange=1074:1079
220	chegasse	chegar	VERB	VERB	_	217	ccomp	_	TokenRange=1080:1088
221-222	no	_	_	_	_	_	_	_	TokenRange=1089:1091
221	em	em	ADP	ADP	_	223	case	_	_
222	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	223	det	_	_
223	aniversario	aniversario	NOUN	NOUN	_	220	nmod	_	TokenRange=1092:1103
224-225	do	_	_	_	_	_	_	_	TokenRange=1104:1106
224	de	de	ADP	ADP	_	226	case	_	_
225	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	226	det	_	_
226	pai	pai	NOUN	NOUN	_	223	nmod	_	TokenRange=1107:1110
227	ou	ou	CCONJ	CONJ	_	231	cc	_	TokenRange=1111:1113
228	ate	ate	ADV	ADV	_	229	advmod	_	TokenRange=1114:1117
229	mesmo	mesmo	ADV	ADV	_	231	advmod	_	TokenRange=1118:1123
230-231	no	_	_	_	_	_	_	_	TokenRange=1124:1126
230	em	em	ADP	ADP	_	234	case	_	_
231	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	223	det	_	_
232-233	do	_	_	_	_	_	_	_	TokenRange=1127:1129
232	de	de	ADP	ADP	_	234	case	_	_
233	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	234	det	_	_
234	irmao	irmao	NOUN	NOUN	_	231	nmod	_	TokenRange=1130:1135
235	que	_	PRON	PRON	_	210	nsubj	_	TokenRange=1136:1139
236	e	e	CCONJ	CONJ	_	237	cc	_	TokenRange=1140:1141
237	gemeo	gemeo	NOUN	NOUN	_	234	conj	_	TokenRange=1142:1147
238-239	do	_	_	_	_	_	_	_	TokenRange=1148:1150
238	de	de	ADP	ADP	_	240	case	_	_
239	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	240	det	_	_
240	estudante	estudante	NOUN	NOUN	_	237	nmod	_	TokenRange=1151:1160
241	porem	_	CCONJ	AUX	_	245	advmod	_	TokenRange=1161:1166
242	a	o	DET	DET	_	243	det	_	TokenRange=1167:1168
243	espera	espera	NOUN	NOUN	_	245	nsubj:pass	_	TokenRange=1169:1175
244	foi	_	AUX	AUX	_	245	aux:pass	_	TokenRange=1176:1179
245	frustrada	frustrar	VERB	VERB	_	217	conj	_	TokenRange=1180:1189
246	e	e	CCONJ	CONJ	_	248	cc	_	TokenRange=1190:1191
247	denise	_	PROPN	PNOUN	_	248	nsubj	_	TokenRange=1192:1198
248	diz	dizer	VERB	VERB	_	121	conj	_	TokenRange=1199:1202
249	tentar	tentar	VERB	VERB	_	248	xcomp	_	TokenRange=1203:1209
250	evitar	evitar	VERB	VERB	_	249	xcomp	_	TokenRange=1210:1216
251	a	o	DET	DET	_	243	det	_	SpacesAfter=\s\s|TokenRange=1217:1218

