1 acredite acreditar 0 VERB root
221 vitoria vitoria 220 NOUN appos
222 10000 10000 220 NUM appos
223 como como 226 CCONJ mark
224 as o 225 DET det
225 investigacoes investigacoe 226 NOUN nsubj
226 indicam indicar 270 VERB advcl
227 um um 228 DET det
228 desvio desvio 226 NOUN obj
229 de de 230 ADP case
230 r r 228 NOUN nmod
231 18 18 232 NUM nummod
232 milhoes milhoes 230 NUM nummod
233 por por 235 ADP case
234 o o 235 DET det
235 grupo grupo 228 NOUN nmod
236 para para 237 ADP mark
237 abastecer abastecer 228 VERB nmod
238 os o 239 DET det
239 cofres cofre 237 NOUN obj
240 de de 242 ADP case
241 o o 242 DET det
242 partido partido 239 NOUN nmod
243 de de 245 ADP case
244 os o 245 DET det
245 trabalhadores trabalhador 242 NOUN nmod
246 bumlai bumlai 245 NOUN appos
247 esta esta 270 VERB ccomp
248 preso preso 247 ADJ xcomp
249 em em 250 ADP case
250 curitiba curitiba 248 NOUN nmod
251 desde desde 252 ADP case
252 24 24 101 NUM nmod
253 de de 254 ADP case
254 novembro novembro 252 PROPN nmod
255 o o 256 DET det
256 procurador procurador 247 NOUN nsubj
257 de de 259 ADP case
258 a o 259 DET det
259 republica republica 256 NOUN nmod
260 deltan deltan 308 PROPN appos
261 dallagnol dallagnol 260 ADJ amod
262 coordenador coordenador 260 NOUN appos
263 de de 265 ADP case
264 a o 265 DET det
265 forca forca 262 NOUN nmod
266 tarefa tarefa 265 NOUN flat
267 de de 269 ADP case
268 a o 269 DET det
269 lavajato lavajato 265 NOUN nmod
270 afirmou afirmar 89 VERB parataxis
271 que que 380 CCONJ mark
272 bumlai bumlai 276 NOUN nsubj
273 nao nao 276 ADV advmod
274 e e 276 CCONJ cop
275 o o 276 DET det
276 centro centro 270 NOUN ccomp
277 de de 279 ADP case
278 a o 279 DET det
279 investigacao investigacao 276 NOUN nmod
280 bumlai bumlai 331 ADJ appos
281 nada nada 280 PRON appos
282 mais mais 345 ADV advmod
283 e e 389 CCONJ cc
284 de de 287 ADP case
285 o o 287 DET det
286 que que 284 ADP fixed
287 operador operador 178 NOUN conj
288 de de 290 ADP case
289 um um 290 DET det
290 partido partido 287 NOUN nmod
291 politico politico 290 ADJ amod
292 ele ele 294 PRON nsubj
293 e e 294 CCONJ cc
294 operador operador 260 NOUN conj
295 de de 297 ADP case
296 o o 297 DET det
297 partido partido 294 NOUN nmod
298 de de 300 ADP case
299 os o 300 DET det
300 trabalhadores trabalhador 297 NOUN nmod
301 disse dizer 366 VERB conj
302 entre entre 305 ADP case
303 os o 305 DET det
304 outros outros 305 DET det
305 acusados acusado 301 NOUN nmod
306 estao estao 270 VERB ccomp
307 o o 308 DET det
308 filho filho 366 NOUN nsubj
309 de de 311 ADP case
310 o o 311 DET det
311 pecuarista pecuarista 308 NOUN nmod
312 mauricio mauricio 311 NOUN appos
313 de de 314 ADP case
314 barros barro 312 NOUN nmod
315 bumlai bumlai 314 ADJ amod
316 e e 318 CCONJ cc
317 sua sua 318 DET det:poss
318 nora nora 308 NOUN conj
319 cristiane cristiane 318 NOUN appos
320 barbosa barboso 359 ADJ amod
321 dodero dodero 318 NOUN appos
322 bumlai bumlai 323 NOUN flat
323 nestor nestor 337 NOUN appos
324 cervero cervero 323 ADJ amod
325 jorge jorge 308 NOUN appos
326 zelada zelada 323 ADJ amod
327 ambos ambos 308 DET det
328 exdiretores exdiretor 308 NOUN appos
329 de de 331 ADP case
330 a o 331 DET det
331 aera aera 308 NOUN nmod
332 internacional internacional 331 ADJ amod
333 de de 335 ADP case
334 a o 335 DET det
335 petrobras petrobra 331 NOUN nmod
336 o o 337 DET det
337 exgerente exgerente 366 NOUN nsubj
338 de de 340 ADP case
339 a o 340 DET det
340 estatal estatal 337 NOUN nmod
341 eduardo eduardo 308 PROPN appos
342 musa musa 341 NOUN flat
343 o o 344 DET det
344 lobista lobista 308 NOUN appos
345 fernando fernando 308 NOUN appos
346 baiano baiano 345 NOUN flat
347 e e 349 CCONJ cc
348 os o 349 DET det
349 executivos executivo 308 NOUN conj
350 de de 352 ADP case
351 o o 352 DET det
352 banco banco 349 NOUN nmod
353 schahin schahin 352 NOUN appos
354 salim salim 308 NOUN appos
355 schahin schahin 354 NOUN flat
356 milton milton 308 NOUN appos
357 schahin schahin 354 NOUN flat
358 e e 359 CCONJ cc
359 fernando fernando 356 NOUN conj
360 schahin schahin 359 PROPN flat
361 o o 362 DET det
362 pt pt 366 NOUN nsubj
363 por por 365 ADP case
364 sua sua 365 DET det:poss
365 vez vez 301 NOUN nmod
366 afirma afirmar 270 VERB ccomp
367 desde desde 369 ADP case
368 o o 369 DET det
369 inicio inicio 366 NOUN nmod
370 de de 372 ADP case
371 as o 372 DET det
372 investigacoes investigacoe 369 NOUN nmod
373 que que 380 CCONJ mark
374 as o 375 DET det
375 doacoes doacoe 380 NOUN nsubj
376 recebidas receber 375 VERB acl
377 por por 379 ADP case
378 o o 379 DET det
379 partido partido 376 NOUN nmod
380 aconteceram acontecer 270 VERB ccomp
381 estritamente estritamente 382 ADV advmod
382 dentro dentro 380 ADV advmod
383 de de 385 ADP case
384 a o 385 DET det
385 legalidade legalidade 382 NOUN nmod
386 e e 389 CCONJ cc
387 foram foram 389 AUX aux:pass
388 posteriormente posteriormente 389 ADV advmod
389 declaradas declarar 380 VERB conj
390 a a 391 ADP case
391 justica justica 389 NOUN nmod
392 eleitoral eleitoral 391 ADJ amod
