1 mais mais 2 ADV advmod
343 pau pau 341 NOUN nmod
344 de de 346 ADP case
345 o o 346 DET det
346 expresidente expresidente 341 NOUN nmod
347 em em 348 ADP mark
348 usar usar 341 VERB nmod
349 um um 350 DET det
350 trabalhador trabalhador 348 NOUN obj
351 honesto honesto 350 ADJ amod
352 para para 353 ADP mark
353 fazer fazer 348 VERB advcl
354 marketing marketing 353 NOUN obj
355 em em 357 ADP case
356 as o 357 DET det
357 redes rede 353 NOUN nmod
358 sociais social 357 ADJ amod
359 leia ler 338 VERB conj
360 tambem tambem 359 ADV advmod
