1 confira 0 VERB root
179 se 180 PRON obj
180 reunido 1 VERB conj
181 com 182 ADP case
182 azevedo 180 NOUN nmod
183 em 185 ADP case
184 o 185 DET det
185 palacio 180 NOUN nmod
186 de 188 ADP case
187 o 188 DET det
188 planalto 185 NOUN nmod
189 e 195 CCONJ cc
190 em 192 ADP case
191 a 192 DET det
192 ocasiao 195 NOUN nmod
193 azevedo 195 NOUN nsubj
194 teria 195 AUX aux
195 dado 43 VERB conj
196 o 197 DET det
197 sinal 195 NOUN obj
198 de 200 ADP mark
199 que 200 CCONJ mark
200 seguiria 197 VERB nmod
201 as 202 DET det
202 orientacoes 200 NOUN obj
203 navarro 202 NOUN appos
204 votou 44 VERB acl:relcl
205 por 207 ADP case
206 a 207 DET det
207 liberacao 204 NOUN nmod
208 de 210 ADP case
209 os 210 DET det
210 empreiteiros 207 NOUN nmod
211 mas 212 CCONJ cc
212 perdeu 233 VERB conj
213 a 214 DET det
214 disputa 212 NOUN obj
215 por 217 ADP case
216 4x1 217 NUM nummod
217 dilma 348 NOUN nmod
218 tinha 195 VERB conj
219 pleno 220 ADJ amod
220 conhecimento 348 NOUN obj
221 de 224 ADP case
222 todo 224 DET det
223 o 224 DET det
224 processo 220 NOUN nmod
225 de 226 ADP case
226 aquisicao 224 NOUN nmod
227 de 229 ADP case
228 a 229 DET det
229 refinaria 226 NOUN nmod
230 a 231 DET det
231 aquisicao 233 NOUN nsubj:pass
232 foi 233 AUX aux:pass
233 feita 240 VERB ccomp
234 com 235 ADP case
235 conhecimento 233 NOUN nmod
236 de 237 ADP case
237 todos 235 PRON nmod
238 sem 239 ADP case
239 excecao 233 NOUN nmod
240 diz 43 VERB parataxis
241 o 242 DET det
242 senador 240 NOUN nsubj
243 em 245 ADP case
244 a 245 DET det
245 delacao 233 NOUN nmod
246 o 247 DET det
247 negocio 248 NOUN nsubj
248 gerou 240 VERB ccomp
249 prejuizo 248 NOUN obj
250 bilionario 249 ADJ amod
251 a 252 ADP case
252 estatal 248 NOUN iobj
253 e 255 CCONJ cc
254 foi 255 AUX aux:pass
255 firmado 248 VERB conj
256 quando 258 CCONJ mark
257 dilma 258 NOUN nsubj
258 presidia 195 VERB advcl
259 o 260 DET det
260 conselho 258 NOUN obj
261 de 262 ADP case
262 administracao 260 NOUN nmod
263 de 265 ADP case
264 a 265 DET det
265 empresa 260 NOUN nmod
266 a 267 DET det
267 tramitacao 275 NOUN nsubj
268 de 270 ADP case
269 o 270 DET det
270 processo 267 NOUN nmod
271 de 272 ADP case
272 aquisicao 270 NOUN nmod
273 de 274 ADP case
274 pasadena 272 NOUN nmod
275 durou 407 VERB acl:relcl
276 um 277 NUM nummod
277 dia 275 NOUN nmod
278 entre 280 ADP case
279 a 280 DET det
280 reuniao 275 NOUN nmod
281 de 283 ADP case
282 a 283 DET det
283 diretoria 280 NOUN nmod
284 executiva 283 ADJ amod
285 e 287 CCONJ cc
286 o 287 DET det
287 conselho 283 NOUN conj
288 de 289 ADP case
289 administracao 287 NOUN nmod
290 relata 439 VERB conj
291 a 292 DET det
292 delacao 290 NOUN obj
293 segundo 294 ADP case
294 cervero 275 NOUN nmod
295 a 296 DET det
296 tentativa 275 NOUN nsubj
297 de 298 ADP case
298 lula 296 NOUN nmod
299 de 300 ADP mark
300 silenciar 296 VERB nmod
301 uma 302 DET det
302 testemunha 300 NOUN obj
303 com 304 ADP case
304 dinheiro 302 NOUN nmod
305 nao 306 ADV advmod
306 foi 316 VERB acl:relcl
307 inedita 306 ADJ xcomp
308 o 310 DET det
309 mesmo 310 ADJ amod
310 procedimento 328 NOUN nsubj
311 teria 313 AUX aux
312 sido 313 AUX aux:pass
313 feito 439 VERB ccomp
314 para 316 ADP case
315 o 316 DET det
316 operador 313 NOUN nmod
317 de 319 ADP case
318 o 319 DET det
319 mensalao 316 NOUN nmod
320 marcos 431 NOUN appos
321 valerio 320 ADJ flat
322 em 324 ADP case
323 a 324 DET det
324 ocasiao 313 NOUN nmod
325 em 326 ADP case
326 2006 328 NUM nmod
327 lula 328 NOUN nsubj
328 agiu 439 VERB conj
329 junto 328 ADV advmod
330 com 332 ADP case
331 o 332 DET det
332 exministro 329 NOUN nmod
333 antonio 332 NOUN appos
334 palocci 333 PROPN flat
335 para 336 ADP mark
336 articular 443 VERB advcl
337 o 338 DET det
338 pagamento 336 NOUN obj
339 de 340 ADP case
340 r 338 NOUN nmod
341 220 342 NUM nummod
342 milhoes 340 NUM nummod
343 a 344 ADP case
344 valerio 336 NOUN iobj
345 a 346 DET det
346 cpi 336 NOUN obj
347 que 348 PRON nsubj
348 investiga 346 VERB acl:relcl
349 a 350 DET det
350 compra 348 NOUN obj
351 de 352 ADP case
352 medidas 350 NOUN nmod
353 provisorias 352 ADJ amod
354 durante 356 ADP case
355 a 356 DET det
356 gestao 350 NOUN nmod
357 lula 356 ADJ amod
358 e 359 CCONJ cc
359 um 356 PRON conj
360 de 362 ADP case
361 os 362 DET det
362 temas 359 NOUN nmod
363 que 365 PRON nsubj
364 mais 365 ADV advmod
365 aflige 362 VERB acl:relcl
366 o 367 DET det
367 expresidente 365 NOUN obj
368 segundo 370 ADP case
369 a 370 DET det
370 delacao 365 NOUN nmod
371 delcidio 370 NOUN flat
372 relata 26 VERB ccomp
373 que 375 CCONJ mark
374 lula 375 NOUN nsubj
375 pediu 372 VERB ccomp
376 a 378 ADP case
377 o 378 DET det
378 senador 375 NOUN iobj
379 que 383 CCONJ mark
380 a 381 DET det
381 comissao 383 NOUN nsubj
382 nao 383 ADV advmod
383 convocasse 375 VERB ccomp
384 mauro 383 NOUN obj
385 marcondes 384 NOUN flat
386 e 387 CCONJ cc
387 cristiana 384 NOUN conj
388 martoni 387 ADJ flat
389 para 390 ADP mark
390 depor 29 VERB advcl
391 ambos 390 PRON obj
392 sao 393 AUX cop
393 lobistas 390 NOUN ccomp
394 e 396 CCONJ cc
395 foram 396 AUX aux:pass
396 presos 29 VERB conj
397 em 399 ADP case
398 o 399 DET det
399 ambito 396 NOUN nmod
400 de 402 ADP case
401 a 402 DET det
402 operacao 399 NOUN nmod
403 zelotes 402 NOUN flat
404 marcondes 402 NOUN appos
405 e 407 CCONJ cc
406 o 407 DET det
407 proprietario 402 NOUN conj
408 de 410 ADP case
409 a 410 DET det
410 empresa 407 NOUN nmod
411 que 412 PRON nsubj
412 pagou 44 VERB acl:relcl
413 r 412 NOUN obj
414 1 416 NUM nummod
415 5 416 NUM nummod
416 milhao 413 NUM nummod
417 por 419 ADP case
418 uma 419 DET det
419 consultoria 55 NOUN nmod
420 feita 419 VERB acl
421 por 423 ADP case
422 o 423 DET det
423 filho 420 NOUN nmod
424 de 425 ADP case
425 lula 423 NOUN nmod
426 um 427 DET det
427 esquema 275 NOUN nsubj
428 operado 427 VERB acl
429 por 431 ADP case
430 o 431 DET det
431 empresario 428 NOUN nmod
432 adir 431 NOUN appos
433 assad 432 PROPN flat
434 preso 432 VERB acl
435 em 437 ADP case
436 a 437 DET det
437 lava 300 NOUN nmod
438 jato 437 NOUN flat
439 fez 180 VERB parataxis
440 com 443 ADP mark
441 que 443 CCONJ mark
442 empresas 443 NOUN nsubj
443 firmassem 439 VERB nmod
444 contratos 443 NOUN obj
445 com 446 ADP case
446 assad 350 NOUN nmod
447 que 449 PRON nsubj
448 depois 449 ADV advmod
449 repassaria 446 VERB acl:relcl
450 verbas 449 NOUN obj
451 a 452 DET case
452 campanha 83 NOUN nmod
453 de 454 ADP case
454 dilma 452 NOUN nmod
455 o 456 DET det
456 processo 348 NOUN nsubj
457 seria 458 AUX aux:pass
458 orientado 328 VERB parataxis
459 por 461 ADP case
460 o 461 DET det
461 tesoureiro 458 NOUN nmod
462 de 464 ADP case
463 a 464 DET det
464 campanha 461 NOUN nmod
465 jose 461 NOUN appos
466 de 467 ADP case
467 filippi 465 NOUN nmod
468 junior 467 ADJ amod
