1 aprendeu aprender 0 VERB root
165 o o 92 PRON obj
166 que que 167 PRON obj
167 fazem fazer 165 VERB acl:relcl
168 a o 169 DET det
169 atriz atriz 192 NOUN nsubj
170 com com 171 ADP case
171 cara cara 169 NOUN nmod
172 de de 173 ADP case
173 boazinha boazinha 171 NOUN nmod
174 disse dizer 49 VERB ccomp
175 que que 178 CCONJ mark
176 estava estar 178 AUX aux
177 simplesmente simplesmente 178 ADV advmod
178 passando passar 174 VERB ccomp
179 por por 181 ADP case
180 o o 181 DET det
181 local local 193 NOUN nmod
182 como como 185 CCONJ mark
183 assim assim 185 ADV advmod
184 ele ele 185 PRON nsubj
185 estava estar 52 VERB advcl
186 com com 188 ADP case
187 a o 188 DET det
188 cara cara 185 NOUN nmod
189 pintada pintado 188 ADJ amod
190 pessoas pessoa 192 NOUN nsubj
191 comuns comum 190 ADJ amod
192 costumam costumar 49 VERB ccomp
193 andar andar 192 VERB xcomp
194 por por 195 ADP mark
195 ai ai 193 ADV nmod
196 com com 198 ADP case
197 a o 198 DET det
198 cara cara 193 NOUN nmod
199 pintada pintado 198 ADJ amod
200 de de 201 ADP case
201 verde verde 77 NOUN nmod
202 e e 203 CCONJ cc
203 amarelo amarelo 201 NOUN conj
204 por por 206 ADP case
205 as o 206 DET det
206 imagens imagem 71 NOUN nmod
207 de de 209 ADP case
208 um um 209 DET det
209 video video 206 NOUN nmod
210 publicado publicar 209 VERB acl
211 em em 213 ADP case
212 a o 213 DET det
213 internet internet 210 PROPN nmod
214 de de 217 ADP case
215 a o 217 DET det
216 pra pra 217 ADP mark
217 ver ver 71 VERB advcl
218 que que 228 CCONJ mark
219 ela ela 223 PRON nsubj
220 nao nao 223 ADV advmod
221 estava estar 223 AUX aux
222 somente somente 223 ADV advmod
223 passando passar 240 VERB ccomp
224 por por 226 ADP case
225 o o 226 DET det
226 local local 223 NOUN nmod
227 ela ela 228 PRON nsubj
228 foi foi 71 VERB ccomp
229 a a 231 ADP case
230 o o 231 DET det
231 local local 228 NOUN nmod
232 para para 233 ADP mark
233 provocar provocar 52 VERB advcl
234 as o 235 DET det
235 pessoas pessoa 233 NOUN obj
236 coisa coisa 52 NOUN nsubj:pass
237 tipica tipico 236 ADJ amod
238 de de 239 ADP case
239 petista petista 236 NOUN nmod
240 provoca provocar 209 VERB acl:relcl
241 e e 243 CCONJ cc
242 depois depois 243 ADV advmod
243 banca bancar 240 VERB conj
244 a o 245 DET det
245 vitima vitima 243 NOUN obj
246 todas todas 248 DET det
247 as o 248 DET det
248 pessoas pessoa 228 NOUN nsubj
249 tem ter 174 VERB ccomp
250 o o 251 DET det
251 direito direito 249 NOUN obj
252 de de 253 ADP mark
253 ir ir 251 VERB nmod
254 e e 255 CCONJ cc
255 vir vir 253 VERB conj
256 mas mas 71 CCONJ cc
257 e e 260 CCONJ cc
258 ai ai 240 ADV advmod
259 que que 260 CCONJ mark
260 entra entrar 164 VERB conj
261 algo algo 260 PRON nsubj
262 chamado chamar 236 VERB acl
263 bom bom 264 ADJ amod
264 senso senso 262 NOUN obj
265 o o 266 DET det
266 brasil brasil 267 NOUN nsubj
267 tem ter 71 VERB conj
268 mais mais 271 ADV advmod
269 de de 268 ADP case
270 10 10 271 NUM nummod
271 milhoes milhoes 273 NUM nummod
272 de de 273 ADP case
273 quilometros quilometro 267 NOUN obj
274 quadrados quadrado 273 ADJ amod
275 mas mas 278 CCONJ cc
276 a o 277 DET det
277 petista petista 278 NOUN nsubj
278 quis querer 321 VERB conj
279 exercer exercer 278 VERB xcomp
280 seu seu 281 DET det:poss
281 direito direito 279 NOUN obj
282 de de 283 ADP mark
283 ir ir 281 VERB nmod
284 e e 285 CCONJ cc
285 vir vir 253 VERB conj
286 justamente justamente 289 ADV advmod
287 em em 289 ADP case
288 os o 289 DET det
289 quarteiroes quarteiroe 381 NOUN nmod
290 onde onde 294 ADV advmod
291 as o 292 DET det
292 pessoas pessoa 294 NOUN nsubj
293 se se 294 PRON expl:pv
294 manifestavam manifestar 289 VERB acl:relcl
295 contra contra 296 ADP case
296 dilma dilma 294 NOUN nmod
297 imagine imagine 381 NOUN nsubj
298 so so 300 ADV advmod
299 uma um 300 DET det
300 torcedora torcedor 192 NOUN nsubj
301 botafoguense botafoguense 300 ADJ amod
302 passeando passear 300 VERB acl
303 sem sem 304 ADP mark
304 querer querer 302 VERB nmod
305 em em 307 ADP case
306 o o 307 DET det
307 meio meio 193 NOUN nmod
308 de de 310 ADP case
309 a o 310 DET det
310 torcida torcida 307 NOUN nmod
311 de de 313 ADP case
312 o o 313 DET det
313 flamengo flamengo 310 NOUN nmod
314 e e 315 CCONJ cc
315 gritando gritar 240 VERB conj
316 vai ir 315 NOUN obj
317 fogao fogao 315 NOUN obj
318 entenderam entender 321 VERB conj
319 o o 320 DET det
320 video video 318 NOUN nsubj
321 mostra mostrar 121 VERB ccomp
322 a o 323 DET det
323 policia policia 321 NOUN obj
324 militar militar 323 ADJ amod
325 agindo agir 321 VERB acl
326 com com 328 ADP case
327 toda toda 328 DET det
328 prudencia prudencia 325 NOUN nmod
329 e e 330 CCONJ cc
330 paciencia paciencia 328 NOUN conj
331 pedindo pedir 321 VERB acl
332 gentilmente gentilmente 331 ADV advmod
333 para para 338 ADP mark
334 a o 336 DET det
335 dignissima dignissimo 336 ADJ amod
336 atriz atriz 350 NOUN nsubj
337 petista petista 336 ADJ amod
338 deixar deixar 320 VERB acl:inf
339 o o 340 DET det
340 local local 338 NOUN obj
341 para para 342 ADP mark
342 proteger proteger 338 VERB advcl
343 sua sua 344 DET det:poss
344 integridade integridade 342 NOUN obj
345 o o 342 PRON obj
346 que que 348 PRON obj
347 ela ela 348 PRON nsubj
348 fez fazer 345 VERB acl:relcl
349 se se 350 PRON expl:pv
350 recusou recusar 345 VERB acl:relcl
351 a a 352 ADP mark
352 sair sair 350 VERB nmod
353 e e 355 CCONJ cc
354 ainda ainda 355 ADV advmod
355 registrou registrar 350 VERB conj
356 um um 357 DET det
357 bo bo 355 NOUN obj
358 por por 359 ADP case
359 injuria injuria 357 NOUN nmod
360 em em 363 ADP case
361 o o 363 DET det
362 1 1 363 ADJ amod
363 distrito distrito 355 NOUN nmod
364 de de 366 ADP case
365 a o 366 DET det
366 policia policia 363 NOUN nmod
367 civil civil 366 ADJ amod
368 de de 370 ADP case
369 o o 370 DET det
370 parana parana 366 NOUN nmod
371 de de 372 ADP case
372 acordo acordo 355 NOUN nmod
373 com com 374 ADP case
374 informacoes informacoe 372 NOUN nmod
375 de de 377 ADP case
376 o o 377 DET det
377 g1 g1 374 NOUN nmod
378 leia ler 350 VERB conj
379 tambem tambem 381 ADV advmod
380 tenho ter 381 AUX aux
381 acompanhado acompanhar 121 VERB ccomp
382 a o 383 DET det
383 situacao situacao 381 NOUN obj
384 de de 386 ADP case
385 o o 386 DET det
386 brasil brasil 383 NOUN nmod
387 atraves atraves 381 ADV advmod
388 de de 390 ADP case
389 os o 390 DET det
390 noticiarios noticiario 387 NOUN nmod
391 mundiais mundial 390 ADJ amod
392 e e 393 CCONJ cc
393 tenho ter 381 VERB conj
394 plena pleno 395 ADJ amod
395 confianca confianca 393 NOUN obj
396 em em 398 ADP case
397 as o 398 DET det
398 instituicoes instituicoe 395 NOUN nmod
399 brasileiras brasileiro 398 ADJ amod
400 como como 402 ADP case
401 o o 402 DET det
402 ministerio ministerio 398 NOUN nmod
403 publico publico 402 ADJ amod
404 a o 405 DET det
405 policia policia 402 NOUN conj
406 federal federal 405 ADJ amod
407 e e 409 CCONJ cc
408 o o 409 DET det
409 poder poder 405 NOUN conj
410 judiciario judiciario 409 ADJ amod
