1 virou virar 0 VERB root
75 ribeiro ribeiro 74 ADJ flat
76 moraes moraes 74 ADJ flat
77 o o 78 DET det
78 professor professor 43 NOUN nsubj
79 tratou tratar 1 VERB parataxis
80 o o 81 DET det
81 acontecimento acontecimento 79 NOUN obj
82 como como 83 ADP case
83 brincadeira brincadeira 79 NOUN nmod
84 e e 85 CCONJ cc
85 levou levar 254 VERB conj
86 tudo tudo 85 PRON obj
87 em em 89 ADP case
88 a o 89 DET det
89 esportiva esportiva 85 NOUN nmod
90 faziamos faziar 43 VERB conj
91 um um 92 DET det
92 debate debate 90 NOUN obj
93 sobre sobre 94 ADP case
94 peter peter 92 NOUN nmod
95 thomas thomas 94 NOUN flat
96 o o 97 DET det
97 artista artista 94 NOUN appos
98 que que 99 PRON nsubj
99 fez fazer 97 VERB acl:relcl
100 a o 101 DET det
101 capa capa 99 NOUN obj
102 de de 104 ADP case
103 o o 104 DET det
104 disco disco 101 NOUN nmod
105 sgt sgt 104 NOUN appos
106 peppers peppers 104 NOUN flat
107 de de 109 ADP case
108 os o 109 DET det
109 beatles beatle 104 NOUN nmod
110 ele ele 114 PRON nsubj
111 o o 112 DET det
112 aluno aluno 114 NOUN nsubj
113 me me 114 PRON iobj
114 perguntou perguntar 1 VERB conj
115 se se 117 CCONJ mark
116 eu eu 117 PRON nsubj
117 considerava considerar 114 VERB ccomp
118 a o 120 DET det
119 tal tal 120 DET det
120 capa capa 117 NOUN obj
121 como como 122 ADP case
122 arte arte 120 NOUN nmod
123 eu eu 124 PRON nsubj
124 respondi responder 114 VERB ccomp
125 que que 124 CCONJ mark
126 sim sim 124 ADV advmod
127 entao entao 130 ADV advmod
128 ele ele 130 PRON nsubj
129 me me 130 PRON iobj
130 questionou questionar 124 VERB ccomp
131 se se 135 CCONJ mark
132 tudo tudo 135 PRON nsubj:pass
133 pode pode 135 AUX aux
134 ser ser 135 AUX aux:pass
135 considerado considerar 130 VERB ccomp
136 arte arte 135 NOUN nsubj:pass
137 respondi responder 198 VERB ccomp
138 que que 140 CCONJ mark
139 tudo tudo 140 PRON nsubj
140 depende depender 137 VERB ccomp
141 de de 143 ADP case
142 o o 143 DET det
143 artista artista 140 NOUN nmod
144 contou contar 137 VERB ccomp
145 o o 146 DET det
146 professor professor 209 NOUN nsubj
147 o o 148 DET det
148 aluno aluno 209 NOUN nsubj
149 entao entao 150 ADV advmod
150 saiu sair 137 VERB ccomp
151 de de 153 ADP case
152 a o 153 DET det
153 sala sala 150 NOUN nmod
154 tirou tirar 43 VERB xcomp
155 a o 156 DET det
156 camiseta camiseta 154 NOUN obj
157 e e 159 CCONJ cc
158 a o 159 DET det
159 saia sair 154 VERB conj
160 sim sim 159 ADV advmod
161 e e 159 CCONJ cc
162 isso isso 159 PRON conj
163 mesmo mesmo 159 ADV advmod
164 que que 166 CCONJ mark
165 voce voce 166 PRON nsubj
166 leu ler 33 VERB conj
167 ele ele 168 PRON nsubj
168 estava estar 43 VERB conj
169 de de 170 ADP case
170 saia saia 168 NOUN nmod
171 ate ate 172 ADP mark
172 ai ai 170 ADV nmod
173 tudo tudo 175 PRON nsubj
174 bem bem 175 ADV advmod
175 problema problema 43 NOUN obj
176 de de 178 ADP case
177 o o 178 DET det
178 aluno aluno 175 NOUN nmod
179 e e 180 CCONJ cc
180 retornou retornar 279 VERB conj
181 para para 183 ADP case
182 sua sua 183 DET det:poss
183 cadeira cadeira 180 NOUN nmod
184 pelado pelado 183 ADJ amod
185 e e 188 CCONJ cc
186 com com 188 ADP case
187 um um 188 DET det
188 chapeu chapeu 184 NOUN conj
189 durante durante 191 ADP case
190 20 20 191 NUM nummod
191 minutos minuto 193 NOUN nmod
192 ele ele 193 PRON nsubj
193 permaneceu permanecer 124 VERB conj
194 pelado pelado 193 ADJ xcomp
195 em em 197 ADP case
196 a o 197 DET det
197 sala sala 193 NOUN nmod
198 considerando considerar 193 VERB acl
199 que que 203 CCONJ mark
200 sua sua 201 DET det:poss
201 atitude atitude 203 NOUN nsubj
202 era era 203 AUX cop
203 arte arte 198 NOUN ccomp
204 os o 206 DET det
205 demais demais 206 DET det
206 colegas colega 203 NOUN nsubj
207 de de 208 ADP case
208 sala sala 206 NOUN nmod
209 ignoraram ignorar 137 VERB ccomp
210 o o 212 DET det
211 suposto suposto 212 ADJ amod
212 artista artista 209 NOUN obj
213 peladao peladao 212 ADJ amod
214 entao entao 216 ADV advmod
215 ele ele 216 PRON nsubj
216 saiu sair 43 VERB conj
217 se se 218 PRON obj
218 vestiu vestir 216 VERB xcomp
219 e e 159 CCONJ cc
220 voltou voltar 221 AUX aux
221 ostentando ostentar 43 VERB conj
222 a o 223 DET det
223 camiseta camiseta 221 NOUN obj
224 e e 225 CCONJ cc
225 saia sair 221 VERB conj
226 com com 227 ADP case
227 que que 229 PRON nmod
228 havia haver 229 AUX aux
229 chegado chegar 225 VERB ccomp
230 em em 232 ADP case
231 a o 232 DET det
232 faculdade faculdade 229 NOUN nmod
233 sera sera 43 AUX conj
234 que que 238 CCONJ mark
235 esse esse 237 DET det
236 mesmo mesmo 237 ADJ amod
237 aluno aluno 238 NOUN nsubj
238 tem ter 264 VERB csubj
239 o o 240 DET det
240 costume costume 238 NOUN obj
241 de de 242 ADP mark
242 fazer fazer 240 VERB nmod
243 arte arte 242 NOUN obj
244 dentro dentro 44 ADV advmod
245 de de 247 ADP case
246 a o 247 DET det
247 casa casa 244 NOUN nmod
248 de de 250 ADP case
249 seus seus 250 DET det:poss
250 pais pais 247 NOUN nmod
251 sera sera 264 VERB cop
252 que que 254 CCONJ mark
253 ele ele 254 PRON nsubj
254 almoca almocar 264 VERB csubj
255 ou ou 256 CCONJ cc
256 janta jantar 254 VERB conj
257 pelado pelado 256 NOUN obj
258 em em 260 ADP case
259 a o 260 DET det
260 presenca presenca 256 NOUN nmod
261 de de 263 ADP case
262 seus seus 263 DET det:poss
263 avos avo 260 NOUN nmod
264 sera sera 79 VERB conj
265 que que 267 CCONJ mark
266 ele ele 267 PRON nsubj
267 teria ter 264 VERB csubj
268 coragem coragem 267 NOUN obj
269 de de 270 ADP mark
270 fazer fazer 268 VERB nmod
271 arte arte 270 NOUN obj
272 dentro dentro 270 ADV advmod
273 de de 275 ADP case
274 uma um 275 DET det
275 delegacia delegacia 272 NOUN nmod
276 de de 277 ADP case
277 policia policia 275 NOUN nmod
278 sinceramente sinceramente 279 ADV advmod
279 transformaram transformar 264 VERB csubj
280 as o 281 DET det
281 faculdades faculdade 279 NOUN obj
282 publicas publico 281 ADJ amod
283 em em 285 ADP case
284 verdadeiros verdadeiro 285 ADJ amod
285 antros antro 279 NOUN nmod
286 de de 287 ADP case
287 promiscuidade promiscuidade 285 NOUN nmod
288 a o 289 DET det
289 questao questao 279 NOUN nsubj
290 nao nao 279 ADV advmod
291 e e 292 CCONJ cc
292 ser ser 289 VERB conj
293 ou ou 294 CCONJ cc
294 nao nao 296 ADV conj
295 ser ser 279 VERB xcomp
296 conservador conservador 295 ADJ xcomp
297 ou ou 298 CCONJ cc
298 liberal liberal 296 ADJ conj
299 o o 300 DET det
300 fato fato 193 NOUN nsubj
301 e e 193 CCONJ cc
302 que que 315 CCONJ mark
303 sua sua 304 DET det:poss
304 liberdade liberdade 305 NOUN nsubj
305 termina terminar 124 VERB conj
306 onde onde 307 ADV advmod
307 comeca comecar 305 VERB ccomp
308 a a 307 PRON nsubj
309 de de 311 ADP case
310 os o 311 DET det
311 outros outros 308 PRON nmod
312 vamos ir 315 AUX aux
313 deixar deixar 315 AUX aux
314 de de 315 ADP mark
315 ser ser 198 VERB ccomp
316 hipocritas hipocrita 315 ADJ xcomp
317 esse esse 318 DET det
318 cidadao cidadao 319 NOUN nsubj
319 merecia merecer 124 VERB ccomp
320 em em 322 ADP case
321 o o 322 DET det
322 minimo minimo 319 NOUN nmod
323 uma um 324 DET det
324 supensao supensao 319 NOUN obj
325 de de 327 ADP case
326 a o 327 DET det
327 faculdade faculdade 324 NOUN nmod
