1 grampo grampo 7 NOUN nsubj
172 republica republica 168 NOUN nmod
173 sergio sergio 175 NOUN nsubj
174 machado machado 173 PROPN flat
175 demonstrou demonstrar 38 VERB ccomp
176 preocupacao preocupacao 175 NOUN obj
177 com com 179 ADP case
178 o o 179 DET det
179 envio envio 176 NOUN nmod
180 de de 183 ADP case
181 o o 183 DET det
182 seu seu 183 DET det:poss
183 caso caso 179 NOUN nmod
184 para para 186 ADP case
185 a o 186 DET det
186 pf pf 179 NOUN nmod
187 de de 188 ADP case
188 curitiba curitiba 186 NOUN nmod
189 e e 192 CCONJ cc
190 chegou chegar 192 AUX aux
191 a a 192 ADP mark
192 fazer fazer 48 VERB conj
193 ameacas ameaca 192 NOUN obj
194 em em 196 ADP case
195 a o 196 DET det
196 frase frase 192 NOUN nmod
197 abaixo abaixo 199 ADV advmod
198 machado machado 199 PROPN nsubj
199 demonstra demonstrar 38 VERB conj
200 o o 201 DET det
201 medo medo 199 NOUN obj
202 de de 203 ADP mark
203 cair cair 201 VERB nmod
204 em em 206 ADP case
205 as o 206 DET det
206 maos mao 203 NOUN nmod
207 de de 208 ADP case
208 sergio sergio 206 NOUN nmod
209 moro moro 208 NOUN flat
210 ai ai 211 ADV advmod
211 fodeu foder 38 VERB ccomp
212 ai ai 213 ADV advmod
213 fodeu foder 38 VERB ccomp
214 para para 216 ADP case
215 todo todo 216 DET det
216 mundo mundo 213 NOUN nmod
217 como como 218 ADV advmod
218 montar montar 213 VERB conj
219 uma um 220 DET det
220 estrutura estrutura 218 NOUN obj
221 para para 222 ADP mark
222 evitar evitar 218 VERB advcl
223 que que 225 CCONJ mark
224 eu eu 225 PRON nsubj
225 desca descar 222 VERB ccomp
226 se se 228 CCONJ mark
227 eu eu 228 PRON nsubj
228 descer descer 258 VERB advcl
229 em em 231 ADP case
230 a o 231 DET det
231 conversa conversa 228 NOUN nmod
232 juca juca 234 ADJ amod
233 atual atual 234 ADJ amod
234 ministro ministro 48 NOUN nsubj
235 de de 236 ADP case
236 temer temer 234 NOUN nmod
237 disse dizer 38 VERB ccomp
238 que que 239 CCONJ mark
239 seria seria 237 VERB ccomp
240 necessaria necessaria 239 ADJ xcomp
241 uma um 242 DET det
242 resposta resposta 239 NOUN nsubj
243 politica politico 242 ADJ amod
244 se se 503 CCONJ mark
245 e e 246 CCONJ cc
246 politico politico 244 ADJ conj
247 como como 253 ADV advmod
248 e e 253 CCONJ cc
249 a o 250 DET det
250 politica politica 253 NOUN nsubj
251 tem ter 253 AUX aux
252 que que 253 CCONJ mark
253 resolver resolver 203 VERB conj
254 essa essa 255 DET det
255 porra porra 253 NOUN obj
256 tem ter 258 AUX aux
257 que que 258 CCONJ mark
258 mudar mudar 225 VERB ccomp
259 o o 260 DET det
260 governo governo 258 NOUN obj
261 para para 262 ADP mark
262 estancar estancar 258 VERB advcl
263 essa essa 264 DET det
264 sangria sangria 262 NOUN obj
265 diz dizer 60 VERB parataxis
266 juca juca 426 NOUN nsubj
267 juca juca 428 PROPN appos
268 ainda ainda 269 ADV advmod
269 disse dizer 265 VERB ccomp
270 que que 520 CCONJ mark
271 um um 273 DET det
272 eventual eventual 273 ADJ amod
273 governo governo 277 NOUN nsubj
274 michel michel 273 ADJ amod
275 temer temer 273 NOUN appos
276 deveria dever 277 AUX aux
277 construir construir 242 VERB acl:relcl
278 um um 279 DET det
279 pacto pacto 277 NOUN obj
280 nacional nacional 279 ADJ amod
281 com com 283 ADP case
282 o o 283 DET det
283 supremo supremo 279 NOUN nmod
284 com com 285 ADP case
285 tudo tudo 304 PRON nmod
286 machado machado 287 NOUN nsubj
287 disse dizer 213 VERB conj
288 ai ai 289 ADV advmod
289 parava parar 287 VERB ccomp
290 tudo tudo 289 PRON nsubj
291 abaixo abaixo 289 ADV advmod
292 outros outros 293 DET det
293 trechos trecho 328 NOUN nsubj
294 de de 296 ADP case
295 a o 296 DET det
296 conversa conversa 293 NOUN nmod
297 data data 328 NOUN nsubj
298 de de 300 ADP case
299 as o 300 DET det
300 conversas conversas 297 NOUN nmod
301 nao nao 303 ADV advmod
302 foi foi 303 AUX aux:pass
303 especificada especificar 317 VERB acl:relcl
304 divulgado divulgar 323 VERB acl
305 por por 307 ADP case
306 a o 307 DET det
307 folha/sp folha/sp 304 NOUN nmod
308 sergio sergio 307 NOUN appos
309 machado machado 308 PROPN flat
310 mas mas 311 CCONJ cc
311 viu ver 328 VERB conj
312 romero romero 311 NOUN obj
313 entao entao 315 ADV advmod
314 eu eu 315 PRON nsubj
315 acho achar 476 VERB conj
316 a o 317 DET det
317 situacao situacao 315 NOUN obj
318 gravissima gravissimo 317 ADJ amod
319 romero romero 315 NOUN nmod
320 juca juca 319 NOUN flat
321 eu eu 323 PRON nsubj
322 ontem ontem 323 ADV advmod
323 fui fui 315 VERB conj
324 muito muito 325 ADV advmod
325 claro claro 323 ADJ xcomp
326 eu eu 328 PRON nsubj
327 so so 328 ADV advmod
328 acho achar 269 VERB ccomp
329 o o 330 DET det
330 seguinte seguinte 328 NOUN obj
331 com com 332 ADP case
332 dilma dilma 328 NOUN nmod
333 nao nao 332 ADV advmod
334 de de 338 ADP case
335 a o 338 DET det
336 com com 338 ADP case
337 a o 338 DET det
338 situacao situacao 333 NOUN nmod
339 que que 503 CCONJ mark
340 esta esta 342 PRON nsubj
341 nao nao 342 ADV advmod
342 adianta adiantar 269 VERB ccomp
343 esse esse 344 DET det
344 projeto projeto 328 NOUN obj
345 de de 346 ADP mark
346 mandar mandar 344 VERB nmod
347 o o 348 DET det
348 lula lula 346 NOUN obj
349 para para 352 ADP mark
350 ca ca 352 PRON mark
351 ser ser 352 AUX cop
352 ministro ministro 346 NOUN advcl
353 para para 354 ADP mark
354 tocar tocar 520 VERB advcl
355 um um 356 DET det
356 gabinete gabinete 354 NOUN obj
357 isso isso 358 PRON nsubj
358 termina terminar 433 VERB acl:relcl
359 por por 360 ADP mark
360 jogar jogar 358 VERB advcl
361 em em 363 ADP case
362 o o 363 DET det
363 chao chao 360 NOUN nmod
364 a o 365 DET det
365 expectativa expectativa 520 NOUN obj
366 de de 368 ADP case
367 a o 368 DET det
368 economia economia 365 NOUN nmod
369 machado machado 368 ADJ amod
370 agora agora 372 ADV advmod
371 ele ele 372 PRON nsubj
372 acordou acordar 269 VERB ccomp
373 a o 374 DET det
374 militancia militancia 372 NOUN obj
375 de de 377 ADP case
376 o o 377 DET det
377 pt pt 374 NOUN nmod
378 juca juca 377 NOUN flat
379 sim sim 380 ADV advmod
380 machado machado 524 NOUN nmod
381 aquele aquele 382 DET det
382 pessoal pessoal 372 NOUN nsubj
383 que que 384 PRON nsubj
384 resistiu resistir 382 VERB acl:relcl
385 acordou acordar 384 VERB xcomp
386 e e 388 CCONJ cc
387 vai ir 388 AUX aux
388 dar dar 476 VERB conj
389 merda merda 388 NOUN obj
390 juca juca 388 ADV obj
391 eu eu 392 PRON nsubj
392 acho achar 265 VERB conj
393 que que 397 CCONJ mark
394 machado machado 397 NOUN nsubj
395 tem ter 397 AUX aux
396 que que 397 CCONJ mark
397 ter ter 269 VERB ccomp
398 um um 399 DET det
399 impeachment impeachment 397 NOUN obj
400 juca juca 399 NOUN amod
401 tem ter 269 VERB ccomp
402 que que 69 CCONJ mark
403 ter ter 328 VERB ccomp
404 impeachment impeachment 403 NOUN obj
405 nao nao 406 ADV advmod
406 tem ter 203 VERB ccomp
407 saida saida 406 NOUN obj
408 machado machado 407 ADJ amod
409 e e 311 CCONJ cc
410 quem quem 411 PRON nsubj
411 segurar segurar 462 VERB conj
412 segura segurar 253 VERB conj
413 juca juca 462 NOUN obj
414 foi foi 225 VERB conj
415 boa bom 414 ADJ xcomp
416 a o 417 DET det
417 conversa conversa 438 NOUN obj
418 mas mas 420 CCONJ cc
419 vamos ir 420 AUX aux
420 ter ter 476 VERB conj
421 outras outras 420 PRON obj
422 por por 424 ADP case
423 a o 424 DET det
424 frente frente 420 NOUN nmod
425 machado machado 424 NOUN appos
426 acontece acontecer 237 VERB conj
427 o o 428 DET det
428 seguinte seguinte 426 NOUN nsubj
429 objetivamente objetivamente 430 ADV advmod
430 falando falar 426 VERB acl
431 com com 433 ADP case
432 o o 433 DET det
433 negocio negocio 430 NOUN nmod
434 que que 437 PRON obj
435 o o 436 DET det
436 supremo supremo 437 NOUN nsubj
437 fez fazer 433 VERB acl:relcl
438 autorizou autorizar 433 VERB acl:relcl
439 prisoes prisoes 438 NOUN obj
440 logo logo 441 ADV advmod
441 apos apos 442 ADP case
442 decisoes decisoe 438 NOUN nmod
443 de de 445 ADP case
444 segunda segundo 445 ADJ amod
445 instancia instancia 442 NOUN nmod
446 vai ir 520 AUX aux
447 todo todo 428 DET det
448 mundo mundo 520 NOUN nsubj
449 delatar delatar 269 VERB ccomp
450 juca juca 449 ADV obj
451 exatamente exatamente 449 ADV advmod
452 e e 454 CCONJ cc
453 vai ir 454 AUX aux
454 sobrar sobrar 175 VERB conj
455 muito muito 454 ADV advmod
456 o o 457 DET det
457 marcelo marcelo 520 NOUN nsubj
458 e e 460 CCONJ cc
459 a o 460 DET det
460 odebrecht odebrecht 457 PROPN conj
461 vao ir 462 AUX aux
462 fazer fazer 242 VERB acl:relcl
463 machado machado 462 NOUN obj
464 odebrecht odebrecht 462 PROPN nsubj
465 vai ir 466 AUX aux
466 fazer fazer 225 VERB conj
467 juca juca 466 NOUN obj
468 seletiva seletivo 467 ADJ amod
469 mas mas 471 CCONJ cc
470 vai ir 471 AUX aux
471 fazer fazer 211 VERB conj
472 machado machado 471 NOUN obj
473 queiroz queiroz 54 NOUN appos
474 galvao galvao 473 ADJ amod
475 nao nao 476 ADV advmod
476 sei saber 199 VERB conj
477 se se 479 CCONJ mark
478 vai ir 479 AUX aux
479 fazer fazer 476 VERB ccomp
480 ou ou 481 CCONJ cc
481 nao nao 479 ADV conj
482 a o 483 DET det
483 camargo camargo 258 NOUN nsubj
484 correa correo 483 ADJ amod
485 vai ir 486 AUX aux
486 fazer fazer 315 VERB ccomp
487 ou ou 481 CCONJ cc
488 nao nao 486 ADV conj
489 eu eu 490 PRON nsubj
490 estou estar 237 VERB ccomp
491 muito muito 492 ADV advmod
492 preocupado preocupado 490 ADJ xcomp
493 porque porque 495 CCONJ mark
494 eu eu 495 PRON nsubj
495 acho achar 426 VERB advcl
496 que que 503 CCONJ mark
497 o o 498 DET det
498 janot janot 503 NOUN nsubj
499 procuradorgeral procuradorgeral 498 ADJ amod
500 de de 502 ADP case
501 a o 502 DET det
502 republica republica 498 NOUN nmod
503 esta esta 495 VERB ccomp
504 a a 332 ADP case
505 fim fim 504 NOUN fixed
506 de de 507 ADP mark
507 pegar pegar 505 VERB nmod
508 voces voces 507 NOUN obj
509 e e 510 CCONJ cc
510 acha achar 328 VERB conj
511 que que 515 CCONJ mark
512 eu eu 515 PRON nsubj
513 sou ser 515 AUX cop
514 o o 515 DET det
515 caminho caminho 510 NOUN ccomp
516 juca juca 515 ADJ flat
517 voce voce 520 PRON nsubj
518 tem ter 520 AUX aux
519 que que 520 CCONJ mark
520 ver ver 269 VERB ccomp
521 com com 523 ADP case
522 seu seu 523 DET det:poss
523 advogado advogado 520 NOUN nmod
524 como como 520 ADV advmod
525 e e 524 CCONJ cc
526 que que 524 CCONJ fixed
527 a o 528 DET det
528 gente gente 520 NOUN obj
1 pode pode 2 AUX aux
2 ajudar ajudar 0 VERB root
3 tem ter 5 AUX aux
4 que que 5 CCONJ mark
5 ser ser 2 VERB ccomp
6 politica politico 5 ADJ xcomp
7 advogado advogado 25 NOUN nsubj
8 nao nao 9 ADV advmod
9 encontra encontrar 2 VERB conj
10 inaudivel inaudivel 9 ADJ xcomp
11 se se 25 CCONJ mark
12 e e 13 CCONJ cc
13 politico politico 11 ADJ conj
14 como como 20 CCONJ advmod
15 e e 17 CCONJ cc
16 a o 17 DET det
17 politica politica 14 NOUN conj
18 tem ter 20 AUX aux
19 que que 20 CCONJ mark
20 resolver resolver 9 VERB advcl
21 essa essa 22 DET det
22 porra porra 20 NOUN obj
23 tem ter 25 AUX aux
24 que que 25 CCONJ mark
25 mudar mudar 2 VERB ccomp
26 o o 27 DET det
27 governo governo 25 NOUN obj
28 pra pra 30 ADP mark
29 poder poder 30 AUX aux
30 estancar estancar 25 VERB advcl
31 essa essa 32 DET det
32 sangria sangria 30 NOUN obj
33 machado machado 32 NOUN appos
34 rapaz rapaz 33 NOUN flat
35 a o 36 DET det
36 solucao solucao 25 NOUN nsubj
37 mais mais 38 ADV advmod
38 facil facil 36 ADJ amod
39 era era 36 AUX cop
40 botar botar 36 VERB csubj
41 o o 42 DET det
42 michel michel 40 NOUN obj
43 temer temer 42 NOUN flat
44 juca jucar 40 VERB ccomp
45 so so 47 ADV advmod
46 o o 47 DET det
47 renan renan 44 NOUN nsubj
48 calheiros calheiro 47 NOUN flat
49 que que 50 PRON nsubj
50 esta esta 47 VERB acl:relcl
51 contra contra 53 ADP case
52 essa essa 53 DET det
53 porra porra 50 NOUN nmod
54 porque porque 56 CCONJ mark
55 nao nao 56 ADV advmod
56 gosta gostar 286 VERB advcl
57 de de 59 ADP case
58 o o 59 DET det
59 michel michel 56 NOUN nmod
60 porque porque 413 CCONJ mark
61 o o 62 DET det
62 michel michel 74 NOUN nsubj
63 e e 64 CCONJ cc
64 eduardo eduardo 62 NOUN conj
65 cunha cunha 64 ADJ amod
66 gente gente 67 NOUN nsubj
67 esquece esquecer 235 VERB advcl
68 o o 69 DET det
69 eduardo eduardo 67 NOUN obj
70 cunha cunha 69 NOUN flat
71 o o 72 DET det
72 eduardo eduardo 67 NOUN nsubj
73 cunha cunha 72 NOUN flat
74 esta esta 376 VERB ccomp
75 morto morto 74 ADJ xcomp
76 porra porra 75 ADP nmod
77 machado machado 75 NOUN nmod
78 e e 511 CCONJ cc
79 um um 80 DET det
80 acordo acordo 47 NOUN conj
81 botar botar 511 VERB ccomp
82 o o 83 DET det
83 michel michel 341 NOUN obj
84 em em 87 ADP case
85 um um 87 DET det
86 grande grande 87 ADJ amod
87 acordo acordo 207 NOUN nmod
88 nacional nacional 87 ADJ amod
89 juca jucar 47 VERB appos
90 com com 92 ADP case
91 o o 92 DET det
92 supremo supremo 89 NOUN nmod
93 com com 371 ADP case
94 tudo tudo 95 PRON nmod
95 machado machar 47 VERB appos
96 com com 97 ADP case
97 tudo tudo 299 PRON nmod
98 ai ai 99 ADV advmod
99 parava parar 283 VERB acl:relcl
100 tudo tudo 99 PRON nsubj
101 juca jucar 373 VERB xcomp
102 e e 103 CCONJ cc
103 delimitava delimitar 194 VERB conj
104 onde onde 105 ADV advmod
105 esta esta 103 VERB ccomp
106 pronto pronto 105 ADJ xcomp
107 machado machar 105 VERB nsubj
108 o o 109 DET det
109 renan renan 511 NOUN nsubj
110 calheiros calheiro 109 NOUN flat
111 e e 113 CCONJ cc
112 totalmente totalmente 113 ADV advmod
113 voador voador 361 ADJ conj
114 ele ele 117 PRON nsubj
115 ainda ainda 117 ADV advmod
116 nao nao 117 ADV advmod
117 compreendeu compreender 2 VERB parataxis
118 que que 286 CCONJ mark
119 a o 120 DET det
120 saida saida 283 NOUN nsubj
121 dele dele 120 X det:poss
122 e e 124 CCONJ cc
123 o o 124 DET det
124 michel michel 120 NOUN conj
125 e e 127 CCONJ cc
126 o o 127 DET det
127 eduardo eduardo 124 NOUN conj
128 em em 130 ADP case
129 a o 130 DET det
130 hora hora 402 NOUN nmod
131 que que 132 PRON mark
132 cassar cassar 130 VERB acl:relcl
133 o o 134 DET det
134 eduardo eduardo 132 NOUN obj
135 que que 137 CCONJ mark
136 ele ele 137 PRON nsubj
137 tem ter 132 VERB ccomp
138 odio odio 132 NOUN obj
139 o o 141 DET det
140 proximo proximo 141 ADJ amod
141 alvo alvo 132 NOUN obj
142 principal principal 141 ADJ amod
143 e e 144 CCONJ cc
144 ele ele 494 PRON conj
145 entao entao 511 ADV advmod
146 quanto quanto 148 DET det
147 mais mais 148 DET det
148 vida vida 67 NOUN nsubj
149 sobrevida sobrever 499 VERB acl:relcl
150 tiver ter 149 VERB xcomp
151 o o 152 DET det
152 eduardo eduardo 150 NOUN obj
153 melhor melhor 152 ADJ amod
154 pra pra 155 ADP case
155 ele ele 506 PRON nmod
156 ele ele 158 PRON nsubj
157 nao nao 158 ADV advmod
158 compreendeu compreender 30 VERB conj
159 isso isso 511 PRON obj
160 nao nao 511 ADV advmod
161 juca juca 511 ADV nsubj
162 tem ter 166 AUX aux
163 que que 166 CCONJ mark
164 ser ser 166 AUX cop
165 um um 166 DET det
166 boi boi 117 NOUN ccomp
167 de de 168 ADP case
168 piranha piranha 166 NOUN nmod
169 pegar pegar 166 VERB csubj
170 um um 171 DET det
171 cara cara 195 NOUN obj
172 e e 207 CCONJ cc
173 a o 177 DET det
174 gente gente 263 NOUN nsubj
175 passar passar 283 VERB conj
176 e e 177 CCONJ cc
177 resolver resolver 428 VERB conj
178 chegar chegar 177 VERB xcomp
179 de de 182 ADP case
180 o o 182 DET det
181 outro outro 182 DET det
182 lado lado 178 NOUN nmod
183 de de 185 ADP case
184 a o 185 DET det
185 margem margem 182 NOUN nmod
186 machado machar 185 VERB appos
187 a o 188 DET det
188 situacao situacao 207 NOUN nsubj
189 e e 190 CCONJ cc
190 grave grave 188 ADJ conj
191 porque porque 194 CCONJ mark
192 romero romero 194 NOUN nsubj
193 eles eles 194 PRON nsubj
194 querem querer 438 VERB advcl
195 pegar pegar 194 VERB xcomp
196 todos todos 198 DET det
197 os o 198 DET det
198 politicos politicos 195 NOUN obj
199 e e 207 CCONJ cc
200 que que 511 CCONJ mark
201 aquele aquele 202 DET det
202 documento documento 283 NOUN conj
203 que que 205 PRON nsubj:pass
204 foi foi 205 AUX aux:pass
205 dado dar 202 VERB acl:relcl
206 juca juca 257 NOUN nsubj
207 acabar acabar 286 VERB conj
208 com com 210 ADP case
209 a o 210 DET det
210 classe classe 207 NOUN nmod
211 politica politico 210 ADJ amod
212 para para 213 ADP mark
213 ressurgir ressurgir 207 VERB advcl
214 construir construir 213 VERB xcomp
215 uma um 217 DET det
216 nova novo 217 ADJ amod
217 casta casta 214 NOUN obj
218 pura puro 217 ADJ amod
219 que que 299 PRON nsubj
220 nao nao 223 ADV advmod
221 tem ter 223 AUX aux
222 a a 223 ADP mark
223 ver ver 47 VERB acl:relcl
224 com com 225 ADP case
225 machado machado 223 NOUN nmod
226 isso isso 223 PRON nsubj
227 e e 228 CCONJ cc
228 pegar pegar 286 VERB conj
229 todo todo 230 DET det
230 mundo mundo 228 NOUN obj
231 e e 235 CCONJ cc
232 o o 235 DET det
233 psdb psdb 257 PROPN nsubj
234 nao nao 235 ADV advmod
235 sei saber 286 VERB conj
236 se se 237 CCONJ mark
237 caiu cair 235 VERB ccomp
238 a o 239 DET det
239 ficha ficha 237 NOUN nsubj
240 ja ja 242 ADV advmod
241 juca juca 242 ADV nsubj
242 caiu cair 237 VERB ccomp
243 todos todos 244 DET det
244 eles eles 242 PRON nsubj
245 aloysio aloysio 242 NOUN dep
246 nunes nunes 245 NOUN flat
247 senador senador 242 NOUN nsubj
248 o o 250 DET det
249 hoje hoje 250 ADV advmod
250 ministro ministro 242 NOUN nsubj
251 jose jose 250 NOUN appos
252 serra serra 251 NOUN flat
253 aecio aecio 250 NOUN appos
254 neves neve 255 ADJ amod
255 senador senador 257 NOUN nsubj
256 machado machado 276 ADJ amod
257 caiu cair 283 VERB conj
258 a o 259 DET det
259 ficha ficha 257 NOUN obj
260 tasso tasso 257 NOUN nsubj
261 jereissati jereissati 260 NOUN flat
262 tambem tambem 263 ADV advmod
263 caiu cair 438 VERB conj
264 juca juca 263 ADV advmod
265 tambem tambem 263 ADV advmod
266 todo todo 267 DET det
267 mundo mundo 263 NOUN nsubj
268 em em 270 ADP case
269 a o 270 DET det
270 bandeja bandeja 267 NOUN nmod
271 para para 273 ADP mark
272 ser ser 273 AUX aux:pass
273 comido comer 270 VERB nmod
274 machado machado 273 NOUN nsubj:pass
275 o o 276 DET det
276 primeiro primeiro 257 NOUN nsubj
277 a a 279 ADP mark
278 ser ser 279 AUX aux:pass
279 comido comer 276 VERB nmod
280 vai ir 283 AUX aux
281 ser ser 283 AUX cop
282 o o 283 DET det
283 aecio aecio 117 NOUN ccomp
284 juca juca 283 NOUN flat
285 todos todos 286 PRON nsubj
286 porra porrer 283 VERB acl:relcl
287 e e 289 CCONJ cc
288 vao ir 289 AUX aux
289 pegando pegar 286 VERB conj
290 e e 291 CCONJ cc
291 vao ir 289 VERB conj
292 machado machado 291 ADV obj
293 sussurrando sussurrar 263 VERB acl
294 o o 293 PRON obj
295 que que 299 PRON obj
296 que que 299 PRON obj
297 a o 298 DET det
298 gente gente 299 NOUN nsubj
299 fez fazer 294 VERB acl:relcl
300 junto junto 299 ADV advmod
301 romero romero 300 NOUN nmod
302 naquela naquela 303 ADP case
303 eleicao eleicao 299 NOUN nmod
304 para para 305 ADP mark
305 eleger eleger 452 VERB advcl
306 os o 307 DET det
307 deputados deputado 305 NOUN obj
308 para para 454 ADP mark
309 ele ele 311 PRON nsubj
310 ser ser 311 AUX cop
311 presidente presidente 393 NOUN advcl
312 de de 314 ADP case
313 a o 314 DET det
314 camara camara 311 NOUN nmod
315 mudando mudar 250 VERB acl
316 de de 317 ADP case
317 assunto assunto 315 NOUN nmod
318 amigo amigo 317 NOUN amod
319 eu eu 320 PRON nsubj
320 preciso precisar 389 VERB ccomp
321 de de 324 ADP case
322 a o 324 DET det
323 sua sua 324 DET det:poss
324 inteligencia inteligencia 320 NOUN nmod
325 juca juca 511 NOUN obj
326 nao nao 511 ADV advmod
327 veja ver 376 VERB ccomp
328 eu eu 511 PRON nsubj
329 estou estar 511 VERB ccomp
330 a a 331 ADP case
331 disposicao disposicao 511 NOUN nmod
332 voce voce 333 PRON nsubj
333 sabe saber 376 VERB ccomp
334 disso disso 333 X nmod
335 veja ver 389 VERB ccomp
336 a o 337 DET det
337 hora hora 335 NOUN obj
338 que que 340 PRON mark
339 voce voce 340 PRON nsubj
340 quer querer 337 VERB acl:relcl
341 falar falar 340 VERB xcomp
342 machado machado 341 NOUN obj
343 porque porque 194 CCONJ mark
344 se se 348 CCONJ mark
345 a o 346 DET det
346 gente gente 348 NOUN nsubj
347 nao nao 348 ADV advmod
348 tiver ter 511 VERB advcl
349 saida saida 348 NOUN obj
350 porque porque 352 CCONJ mark
351 nao nao 352 ADV advmod
352 tem ter 263 VERB advcl
353 muito muito 354 DET det
