1 relatorio relatorio 5 NOUN nsubj
188 a a 77 ADP mark
189 pretexto pretexto 188 NOUN fixed
190 de de 188 ADP fixed
191 influir influir 207 VERB nmod
192 em em 193 ADP case
193 atos ato 191 NOUN nmod
194 praticados praticar 193 VERB acl
195 por por 196 ADP case
196 agentes agente 194 NOUN nmod
197 publicos publico 196 ADJ amod
198 estrangeiros estrangeiro 196 ADJ amod
199 notadamente notadamente 202 ADV advmod
200 em em 202 ADP case
201 a o 202 DET det
202 republica republica 51 NOUN nmod
203 dominicana dominicano 202 ADJ amod
204 cuba cuba 57 NOUN appos
205 e e 206 CCONJ cc
206 angola angola 204 NOUN conj
207 alem alem 177 ADV advmod
208 de de 209 ADP mark
209 facilitar facilitar 207 VERB nmod
210 e/ou e/ou 211 CCONJ cc
211 agilizar agilizar 209 VERB conj
212 o o 213 DET det
213 tramite tramite 209 NOUN obj
214 de de 215 ADP case
215 procedimentos procedimento 213 NOUN nmod
216 de de 217 ADP case
217 financiamentos financiamento 215 NOUN nmod
218 de de 219 ADP case
219 interesse interesse 217 NOUN nmod
220 de de 222 ADP case
221 o o 222 DET det
222 conglomerado conglomerado 219 NOUN nmod
223 referido referir 222 VERB acl
224 em em 226 ADP case
225 o o 226 DET det
226 ambito ambito 223 NOUN nmod
227 de de 229 ADP case
228 o o 229 DET det
229 bndes bndes 226 NOUN nmod
230 nota nota 237 NOUN nsubj
231 de de 233 ADP case
232 os o 233 DET det
233 investigadores investigador 230 NOUN nmod
234 sobre sobre 236 ADP case
235 o o 236 DET det
236 bndes bndes 230 NOUN nmod
237 sao sao 64 VERB ccomp
238 fartos farto 237 ADJ xcomp
239 os o 240 DET det
240 elementos elemento 237 NOUN nsubj
241 que que 242 PRON nsubj
242 apontam apontar 240 VERB acl:relcl
243 em em 245 ADP case
244 o o 245 DET det
245 sentido sentido 242 NOUN nmod
246 de de 250 ADP mark
247 que que 250 CCONJ mark
248 lula lula 250 NOUN nsubj
249 tambem tambem 250 ADV advmod
250 influenciava influenciar 161 VERB nmod
251 a o 252 DET det
252 atuacao atuacao 250 NOUN obj
253 de de 255 ADP case
254 o o 255 DET det
255 bndes bndes 252 NOUN nmod
256 facilitando facilitar 273 VERB acl
257 a o 258 DET det
258 concessao concessao 256 NOUN obj
259 de de 260 ADP case
260 financiamentos financiamento 258 NOUN nmod
261 a a 263 ADP case
262 os o 263 DET det
263 paises paise 258 NOUN nmod
264 que que 265 PRON nsubj
265 contratariam contratar 263 VERB acl:relcl
266 a o 267 DET det
267 odebrecht odebrecht 265 NOUN obj
268 o o 269 DET det
269 documento documento 270 NOUN nsubj
270 diz dizer 314 VERB ccomp
271 ainda ainda 383 ADV advmod
272 esta esta 273 DET det
273 interferencia interferencia 383 NOUN nsubj
274 explicita explicito 273 ADJ amod
275 de de 277 ADP case
276 o o 277 DET det
277 governo governo 273 NOUN nmod
278 e e 280 CCONJ cc
279 de de 280 ADP case
280 luiz luiz 277 NOUN conj
281 inacio inacio 280 ADJ amod
282 lula lula 280 NOUN appos
283 de de 285 ADP case
284 a o 285 DET det
285 silva silva 280 NOUN nmod
286 e e 287 CCONJ cc
287 pessoas pessoa 277 NOUN conj
288 ligadas ligado 287 ADJ amod
289 a a 290 ADP case
290 ele ele 288 PRON nmod
291 em em 293 ADP case
292 as o 293 DET det
293 decisoes decisoe 371 NOUN nmod
294 de de 296 ADP case
295 o o 296 DET det
296 bndes bndes 293 NOUN nmod
297 transparece transparecer 314 VERB ccomp
298 em em 299 ADP case
299 trechos trecho 297 NOUN nmod
300 de de 302 ADP case
301 a o 302 DET det
302 delacao delacao 299 NOUN nmod
303 premiada premiar 302 VERB acl
304 de de 306 ADP case
305 o o 306 DET det
306 senador senador 302 NOUN nmod
307 delcidio delcidio 306 NOUN flat
308 de de 310 ADP case
309 o o 310 DET det
310 amaral amaral 306 NOUN nmod
311 republica republica 306 NOUN appos
312 dominicana dominicano 311 ADJ amod
313 investigadores investigador 314 NOUN nsubj
314 apontam apontar 124 VERB parataxis
315 que que 324 CCONJ mark
316 os o 317 DET det
317 emprestimos emprestimo 324 NOUN nsubj
318 de de 320 ADP case
319 o o 320 DET det
320 bndes bndes 317 NOUN nmod
321 a a 322 ADP case
322 republica republica 317 NOUN nmod
323 dominicana dominicano 322 ADJ amod
324 aumentaram aumentar 314 VERB ccomp
325 consideravelmente consideravelmente 324 ADV advmod
326 em em 328 ADP case
327 os o 328 DET det
328 anos ano 324 NOUN nmod
329 de de 330 ADP case
330 2013 2013 328 NUM nmod
331 2014 2014 409 NUM nmod
332 e e 333 CCONJ cc
333 2015 2015 331 NUM conj
334 conclui concluir 314 VERB ccomp
335 o o 336 DET det
336 documento documento 337 NOUN obj
337 houve haver 314 VERB ccomp
338 portanto portanto 339 ADV advmod
339 substancial substancial 340 ADJ amod
340 aumento aumento 337 NOUN obj
341 de de 343 ADP case
342 a o 343 DET det
343 atuacao atuacao 340 NOUN nmod
344 de de 346 ADP case
345 o o 346 DET det
346 bndes bndes 343 NOUN nmod
347 em em 349 ADP case
348 a o 349 DET det
349 republica republica 343 NOUN nmod
350 dominicana dominicano 349 ADJ amod
351 apos apos 353 ADP case
352 a o 353 DET det
353 visita visita 337 NOUN nmod
354 de de 355 ADP case
355 lula lula 353 NOUN nmod
356 a a 358 ADP case
357 o o 358 DET det
358 pais pais 353 NOUN nmod
359 a o 360 DET det
360 comitiva comitiva 383 NOUN nsubj
361 de de 362 ADP case
362 lula lula 360 NOUN nmod
363 a a 365 ADP case
364 o o 365 DET det
365 pais pais 360 NOUN nmod
366 entre entre 367 ADP case
367 31/5 31/5 360 NUM nmod
368 a a 369 ADP case
369 2/6/2011 2/6/2011 367 NUM nmod
370 foi foi 371 AUX aux:pass
371 recepcionada recepcionar 314 VERB ccomp
372 por por 373 ADP case
373 jose jose 371 NOUN nmod
374 dirceu dirceu 373 NOUN flat
375 e e 376 CCONJ cc
376 marcelo marcelo 373 NOUN conj
377 odebreht odebreht 376 NOUN flat
378 nota nota 383 NOUN parataxis
379 instituto instituto 383 NOUN nsubj
380 lula lula 273 NOUN appos
381 lula lula 273 NOUN appos
382 sempre sempre 383 ADV advmod
383 atuou atuar 314 VERB ccomp
384 dentro dentro 383 ADV advmod
385 de de 387 ADP case
386 a o 387 DET det
387 lei lei 384 NOUN nmod
388 em em 389 ADP case
389 defesa defesa 387 NOUN nmod
390 de de 392 ADP case
391 o o 392 DET det
392 brasil brasil 389 NOUN nmod
393 como como 394 CCONJ mark
394 fazem fazer 383 VERB advcl
395 expresidentes expresidente 394 NOUN nsubj
396 em em 399 ADP case
397 todo todo 399 DET det
398 o o 399 DET det
399 mundo mundo 394 NOUN nmod
400 por por 401 ADP case
401 isso isso 394 PRON nmod
402 mesmo mesmo 403 ADJ amod
403 lula lula 394 NOUN nsubj
404 nao nao 406 ADV advmod
405 e e 406 CCONJ cc
406 parte parte 394 NOUN conj
407 de de 409 ADP case
408 a o 409 DET det
409 operacao operacao 406 NOUN nmod
410 policial policial 409 ADJ amod
411 desta desta 412 ADP case
412 manha manha 409 NOUN nmod
413 nem nem 415 CCONJ cc
414 poderia poder 415 AUX aux
415 ser ser 406 VERB cop
