1 eles eles 2 PRON nsubj
263 a o 264 DET det
264 garganta garganta 261 NOUN nmod
265 o o 266 DET det
266 extesoureiro extesoureiro 164 NOUN nsubj
267 que que 277 PRON nsubj
268 tambem tambem 277 ADV advmod
269 e e 270 CCONJ cc
270 um um 266 PRON acl:relcl
271 de de 273 ADP case
272 os o 273 DET det
273 fundadores fundador 270 NOUN nmod
274 de de 276 ADP case
275 o o 276 DET det
276 partido partido 273 NOUN nmod
277 quer querer 266 VERB acl:relcl
278 falar falar 277 VERB xcomp
279 tudo tudo 278 PRON obj
280 em em 281 ADP case
281 troca troca 278 NOUN nmod
282 de de 284 ADP case
283 a o 284 DET det
284 liberdade liberdade 281 NOUN nmod
285 o o 286 DET det
286 homem homem 204 NOUN nsubj
287 de de 289 ADP case
288 o o 289 DET det
289 dinheiro dinheiro 286 NOUN nmod
290 que que 294 PRON nsubj
291 durante durante 292 ADP case
292 anos ano 294 NOUN nmod
293 anos ano 292 NOUN nmod
294 atuou atuar 286 VERB acl:relcl
295 em em 297 ADP case
296 as o 297 DET det
297 sombras sombra 294 NOUN nmod
298 e e 300 CCONJ cc
299 o o 300 DET det
300 dono dono 286 NOUN conj
301 de de 303 ADP case
302 os o 303 DET det
303 segredos segredo 300 NOUN nmod
304 mais mais 305 ADV advmod
305 podres podre 303 ADJ amod
306 e e 307 CCONJ cc
307 devastadores devastador 305 ADJ conj
308 de de 310 ADP case
309 o o 310 DET det
310 partido partido 303 NOUN nmod
311 de de 313 ADP case
312 a o 313 DET det
313 estrelinha estrelinha 310 NOUN nmod
314 corroido corroido 66 ADJ amod
315 fisicamente fisicamente 322 ADV advmod
316 e e 307 CCONJ cc
317 psicologicamente psicologicamente 305 ADV conj
318 o o 319 DET det
319 tesoureiro tesoureiro 320 NOUN nsubj
320 esta esta 204 VERB conj
321 atualmente atualmente 322 ADV advmod
322 preso preso 320 ADJ xcomp
323 em em 325 ADP case
324 o o 325 DET det
325 complexo complexo 322 NOUN nmod
326 medicopenal medicopenal 325 ADJ amod
327 de de 328 ADP case
328 pinhais pinhal 325 NOUN nmod
329 em em 331 ADP case
330 o o 331 DET det
331 parana parana 325 NOUN nmod
332 e e 333 CCONJ cc
333 sabe saber 204 VERB conj
334 que que 336 CCONJ mark
335 a o 336 DET det
336 hipotese hipotese 333 NOUN nsubj
337 de de 338 ADP mark
338 conseguir conseguir 336 VERB nmod
339 um um 340 DET det
340 habeas habeas 338 NOUN obj
341 corpus corpus 340 NOUN flat
342 sem sem 343 ADP mark
343 abrir abrir 338 VERB nmod
344 o o 345 DET det
345 bico bico 343 NOUN obj
346 e e 348 CCONJ cc
347 praticamente praticamente 348 ADV advmod
348 nula nulo 338 ADJ conj
349 a a 352 ADP case
350 os o 352 DET det
351 57 57 352 NUM nummod
352 anos ano 348 NOUN nmod
353 de de 354 ADP case
354 idade idade 352 NOUN nmod
355 a o 356 DET det
356 delacao delacao 361 NOUN nsubj
357 premiada premiado 356 ADJ amod
358 e e 361 CCONJ cc
359 o o 361 DET det
360 unico unico 361 ADJ amod
361 caminho caminho 204 NOUN conj
362 que que 364 PRON nsubj
363 pode pode 364 AUX aux
364 livralo livralo 361 VERB acl:relcl
365 de de 366 ADP mark
366 morrer morrer 364 VERB nmod
367 em em 369 ADP case
368 a o 369 DET det
369 prisao prisao 366 NOUN nmod
