1 urgente urgente 2 ADJ amod
74 sergio sergio 73 NOUN appos
75 moro moro 73 NOUN flat
76 que que 313 PRON nsubj
77 conduz conduzir 73 VERB acl:relcl
78 as o 79 DET det
79 investigacoes investigacoe 313 NOUN obj
80 de de 82 ADP case
81 a o 82 DET det
82 operacao operacao 79 NOUN nmod
83 lava lava 82 NOUN appos
84 jato jato 83 NOUN flat
85 em em 86 ADP case
86 curitiba curitiba 316 NOUN nmod
87 as o 88 DET det
88 informacoes informacoe 253 NOUN nsubj:pass
89 sao sao 189 VERB ccomp
90 de de 91 ADP case
91 reportagem reportagem 327 NOUN nmod
92 desta desta 93 ADP case
93 segundafeira segundafeira 91 NOUN nmod
94 7/12 7/12 93 NUM appos
95 de de 97 ADP case
96 o o 97 DET det
97 jornal jornal 240 NOUN nmod
98 o o 99 DET det
99 globo globo 97 NOUN appos
100 em em 101 ADP case
101 delacao delacao 334 NOUN nmod
102 premiada premiado 101 ADJ amod
103 pessoa pessoa 104 NOUN nsubj
104 afirmou afirmar 5 VERB parataxis
105 ter ter 107 AUX aux
106 sido ser 107 AUX aux:pass
107 orientado orientar 104 VERB xcomp
108 por por 111 ADP case
109 o o 111 DET det
110 entao entao 111 ADJ amod
111 tesoureiro tesoureiro 107 NOUN nmod
112 de de 114 ADP case
113 o o 114 DET det
114 pt pt 111 NOUN nmod
115 joao joao 107 NOUN nsubj:pass
116 vaccari vaccar 115 NOUN appos
117 neto neto 116 ADJ flat
118 a a 119 ADP mark
119 doar doar 107 VERB nmod
120 r r 119 NOUN obj
121 20 20 122 NUM nummod
122 milhoes milhoes 120 NUM nummod
123 para para 125 ADP case
124 a o 125 DET det
125 campanha campanha 119 NOUN nmod
126 de de 127 ADP case
127 dilma dilma 125 NOUN nmod
128 rousseff rousseff 127 NOUN flat
129 a a 130 ADP case
130 reeleicao reeleicao 202 NOUN nmod
131 em em 132 ADP case
132 2014 2014 246 NUM nmod
133 vaccari vaccar 278 NOUN nsubj
134 teria ter 253 AUX aux
135 orientado orientar 5 VERB conj
136 o o 137 DET det
137 empresario empresario 208 NOUN obj
138 a a 139 ADP mark
139 procurar procurar 253 VERB nmod
140 o o 142 DET det
141 entao entao 142 ADJ amod
142 tesoureiro tesoureiro 139 NOUN obj
143 de de 145 ADP case
144 a o 145 DET det
145 campanha campanha 142 NOUN nmod
146 petista petista 145 ADJ amod
147 edinho edinho 142 PROPN appos
148 silva silva 147 NOUN flat
149 atual atual 150 ADJ amod
150 ministro ministro 147 NOUN appos
151 de de 153 ADP case
152 a o 153 DET det
153 secretaria secretaria 150 NOUN nmod
154 de de 155 ADP case
155 comunicacao comunicacao 153 NOUN nmod
156 de de 158 ADP case
157 a o 158 DET det
158 presidencia presidencia 240 NOUN nmod
159 de de 161 ADP case
160 a o 161 DET det
161 republica republica 158 NOUN nmod
162 segundo segundo 163 ADP case
163 ele ele 165 PRON nmod
164 edinho edinho 104 NOUN nsubj
165 pediu pedir 5 VERB conj
166 r r 165 NOUN obj
167 10 10 168 NUM nummod
168 milhoes milhoes 166 NUM nummod
169 em em 170 ADP case
170 doacoes doacoe 208 NOUN nmod
171 e e 172 CCONJ cc
172 lembrou lembrar 253 VERB conj
173 a a 175 ADP case
174 o o 175 DET det
175 empreiteiro empreiteiro 172 NOUN iobj
176 a o 177 DET det
177 existencia existencia 172 NOUN obj
178 de de 180 ADP case
179 os o 180 DET det
180 contratos contrato 177 NOUN nmod
181 de de 183 ADP case
182 a o 183 DET det
183 utc utc 180 NOUN nmod
184 com com 186 ADP case
185 a o 186 DET det
186 petrobras petrobra 180 NOUN nmod
187 o o 188 DET det
188 declarante declarante 253 NOUN nsubj:pass
189 entendeu entender 5 VERB parataxis
190 que que 327 CCONJ mark
191 se se 193 CCONJ mark
192 nao nao 193 ADV advmod
193 houvesse haver 253 VERB advcl
194 mais mais 195 DET det
195 governo governo 193 NOUN obj
196 de de 198 ADP case
197 o o 198 DET det
198 pt pt 195 NOUN nmod
199 o o 200 DET det
200 declarante declarante 202 NOUN nsubj
201 nao nao 202 ADV advmod
202 teria ter 193 VERB ccomp
203 o o 205 DET det
204 mesmo mesmo 205 ADJ amod
205 volume volume 202 NOUN obj
206 de de 207 ADP case
207 contratos contrato 205 NOUN nmod
208 registrou registrar 189 VERB ccomp
209 a o 210 DET det
210 delacao delacao 208 NOUN obj
211 de de 212 ADP case
212 acordo acordo 208 NOUN nmod
213 com com 215 ADP case
214 a o 215 DET det
215 publicacao publicacao 212 NOUN nmod
216 a o 217 DET det
217 acao acao 215 NOUN appos
218 em em 219 ADP case
219 questao questao 217 NOUN nmod
220 de de 221 ADP case
221 autoria autoria 217 NOUN nmod
222 de de 224 ADP case
223 o o 224 DET det
224 psdb psdb 221 PROPN nmod
225 e e 253 CCONJ cc
226 uma uma 253 PRON nsubj:pass
227 de de 229 ADP case
228 as o 229 DET det
229 quatro quatro 226 NUM nmod
230 que que 231 PRON nsubj
231 tramitam tramitar 229 VERB acl:relcl
232 em em 234 ADP case
233 o o 234 DET det
234 tse tse 231 NOUN nmod
235 pedindo pedir 231 VERB acl
236 a o 237 DET det
237 cassacao cassacao 235 NOUN obj
238 de de 240 ADP case
239 a o 240 DET det
240 chapa chapa 237 NOUN nmod
241 de de 242 ADP case
242 dilma dilma 240 NOUN nmod
243 rousseff rousseff 242 NOUN flat
244 em em 246 ADP case
245 as o 246 DET det
246 eleicoes eleicoe 240 NOUN nmod
247 presidenciais presidencial 246 ADJ amod
248 de de 249 ADP case
249 2014 2014 246 NUM nmod
250 o o 251 DET det
251 material material 253 NOUN nsubj:pass
252 foi foi 253 AUX aux:pass
253 enviado enviar 5 VERB parataxis
254 a a 256 ADP case
255 o o 256 DET det
256 tribunal tribunal 253 NOUN iobj
257 a a 258 ADP case
258 pedido pedido 253 NOUN nmod
259 de de 261 ADP case
260 a o 261 DET det
261 relatora relator 258 NOUN nmod
262 de de 264 ADP case
263 o o 264 DET det
264 processo processo 261 NOUN nmod
265 a o 266 DET det
266 ministra ministra 261 NOUN nmod
267 maria maria 266 NOUN appos
268 thereza thereza 267 NOUN flat
269 de de 270 ADP case
270 assis assis 267 PROPN nmod
271 moura mouro 270 NOUN flat
272 as o 273 DET det
273 defesas defesas 253 NOUN nsubj:pass
274 de de 275 ADP case
275 dilma dilma 273 NOUN nmod
276 e e 277 CCONJ cc
277 temer temer 275 NOUN conj
278 tem ter 253 VERB parataxis
279 tres tres 280 NUM nummod
280 dias dia 278 NOUN obj
281 para para 283 ADP mark
282 se se 283 PRON expl:pv
283 manifestarem manifestar 253 VERB advcl
284 o o 285 DET det
285 prazo prazo 283 NOUN nsubj
286 e e 288 CCONJ cc
287 o o 288 DET det
288 mesmo mesmo 285 PRON conj
289 que que 77 PRON obj
290 o o 291 DET det
291 ministerio ministerio 294 NOUN nsubj
292 publico publico 291 ADJ amod
293 eleitoral eleitoral 291 ADJ amod
294 tera tar 288 AUX acl:relcl
295 para para 297 ADP mark
296 se se 297 PRON obj
297 manifestar manifestar 288 VERB nmod
298 sobre sobre 300 ADP case
299 o o 300 DET det
300 caso caso 297 NOUN nmod
301 o o 302 DET det
302 processo processo 305 NOUN nsubj
303 entao entao 305 ADV advmod
304 devera dever 305 AUX aux
305 retornar retornar 278 VERB advcl
306 as as 307 ADP case
307 maos mao 305 NOUN nmod
308 de de 310 ADP case
309 a o 310 DET det
310 ministrarelatora ministrarelator 307 NOUN nmod
311 que que 313 PRON nsubj
312 vai ir 313 AUX aux
313 elaborar elaborar 310 VERB acl:relcl
314 um um 315 DET det
315 voto voto 313 NOUN obj
316 determinando determinar 315 VERB acl
317 ou ou 318 CCONJ cc
318 nao nao 316 ADV conj
319 a o 320 DET det
320 cassacao cassacao 327 NOUN nsubj:pass
321 de de 323 ADP case
322 a o 323 DET det
323 presidente presidente 320 NOUN nmod
324 o o 325 DET det
325 voto voto 327 NOUN nsubj:pass
326 sera sera 327 AUX aux:pass
327 submetido submeter 305 VERB parataxis
328 a a 330 ADP case
329 o o 330 DET det
330 plenario plenario 327 NOUN iobj
331 de de 333 ADP case
332 o o 333 DET det
333 tse tse 330 NOUN nmod
334 composto compor 327 VERB acl
335 de de 337 ADP case
336 sete sete 337 NUM nummod
337 ministros ministro 334 NOUN nmod
