1 fim fim 6 NOUN nsubj
212 paralelo paralelo 211 ADJ amod
213 de de 214 ADP case
214 dilma dilma 211 NOUN nmod
215 e e 216 CCONJ cc
216 serviu servir 209 VERB conj
217 para para 218 ADP mark
218 pagar pagar 216 VERB nmod
219 o o 220 DET det
220 marqueteiro marqueteiro 218 NOUN obj
221 joao joao 220 NOUN appos
222 santana santana 221 NOUN flat
223 e e 225 CCONJ cc
224 o o 225 DET det
225 pmdb pmdb 221 NOUN conj
226 em em 228 ADP case
227 a o 228 DET det
228 historia historia 37 NOUN nmod
229 narrada narrar 228 VERB acl
230 o o 231 DET det
231 empreiteiro empreiteiro 232 NOUN nsubj
232 confirma confirmar 184 VERB parataxis
233 o o 234 DET det
234 depoimento depoimento 232 NOUN obj
235 de de 236 ADP case
236 joao joao 234 NOUN nmod
237 santana santana 236 ADJ flat
238 e e 239 CCONJ cc
239 atesta atestar 232 VERB conj
240 que que 246 CCONJ mark
241 a o 242 DET det
242 presidente presidente 246 NOUN nsubj
243 afastada afastado 242 ADJ amod
244 nao nao 246 ADV advmod
245 apenas apenas 246 ADV advmod
246 sabia saber 239 VERB ccomp
247 como como 248 ADV advmod
248 atuou atuar 246 VERB ccomp
249 pessoalmente pessoalmente 248 ADV advmod
250 em em 252 ADP case
251 uma um 252 DET det
252 operacao operacao 248 NOUN nmod
253 criminosa criminoso 252 ADJ amod
254 a o 255 DET det
255 proposta proposta 246 NOUN nsubj
256 de de 257 ADP case
257 delacao delacao 255 NOUN nmod
258 tanto tanto 260 ADV cc
259 de de 260 ADP case
260 marcelo marcelo 276 NOUN nmod
261 odebrecht odebrecht 260 NOUN flat
262 quanto quanto 265 CCONJ cc
263 de de 265 ADP case
264 o o 265 DET det
265 casal casal 260 NOUN conj
266 de de 267 ADP case
267 publicitarios publicitario 265 NOUN nmod
268 e e 269 CCONJ cc
269 cruel cruel 246 ADJ conj
270 e e 272 CCONJ cc
271 nao nao 272 ADV advmod
272 deixa deixar 72 VERB conj
273 duvidas duvida 272 NOUN obj
274 sobre sobre 276 ADP case
275 a o 276 DET det
276 conivencia conivencia 273 NOUN nmod
277 de de 278 ADP case
278 dilma dilma 276 NOUN nmod
279 com com 282 ADP case
280 todo todo 282 DET det
281 o o 282 DET det
282 esquema esquema 276 NOUN nmod
283 de de 284 ADP case
284 financiamentos financiamento 282 NOUN nmod
285 de de 286 ADP case
286 campanhas campanha 284 NOUN nmod
287 de de 289 ADP case
288 o o 289 DET det
289 pt pt 265 NOUN nmod
290 para para 291 ADP mark
291 comprovar comprovar 272 VERB advcl
292 as o 293 DET det
293 acusacoes acusacoe 291 NOUN obj
294 que que 295 PRON nsubj
295 constam constar 293 VERB acl:relcl
296 em em 300 ADP case
297 mais mais 299 ADV advmod
298 de de 297 ADP case
299 dez dez 300 NUM nummod
300 capitulos capitulo 295 NOUN nmod
301 chamados chamar 300 VERB acl
302 de de 303 ADP case
303 anexos anexo 301 NOUN nmod
304 santana santana 303 NOUN appos
305 prometeu prometer 90 VERB acl:relcl
306 que que 307 CCONJ mark
307 apresentara apresentar 305 VERB ccomp
308 documentos documento 307 NOUN obj
309 relativos relativo 308 ADJ amod
310 a a 312 ADP case
311 suas suas 312 DET det:poss
312 declaracoes declaracoe 309 NOUN nmod
313 os o 314 DET det
314 detalhes detalhe 329 NOUN nsubj
315 foram foram 316 AUX aux:pass
316 tratados tratar 305 VERB ccomp
317 recentemente recentemente 316 ADV advmod
318 em em 320 ADP case
319 uma um 320 DET det
320 reuniao reuniao 316 NOUN nmod
321 realizada realizar 320 VERB acl
322 com com 323 ADP case
323 integrantes integrantes 321 NOUN nmod
324 de de 326 ADP case
325 a o 326 DET det
326 pgr pgr 323 NOUN nmod
327 o o 328 DET det
328 marqueteiro marqueteiro 329 NOUN nsubj
329 lamentou lamentar 305 VERB ccomp
330 o o 331 DET det
331 fato fato 329 NOUN obj
332 de de 334 ADP mark
333 ter ter 334 AUX aux
334 ajudado ajudar 331 VERB nmod
335 a a 336 ADP mark
336 construir construir 334 VERB nmod
337 a o 338 DET det
338 imagem imagem 336 NOUN obj
339 de de 340 ADP case
340 dilma dilma 338 NOUN nmod
341 e e 345 CCONJ cc
342 agora agora 345 ADV advmod
343 tera terar 345 AUX aux
344 que que 345 CCONJ mark
345 destruir destruir 189 VERB conj
346 sua sua 347 DET det:poss
347 obra obra 345 NOUN obj
