1 perigo perigo 6 NOUN nsubj
73 pesquisadores pesquisador 71 NOUN nmod
74 de de 76 ADP case
75 a o 76 DET det
76 universidade universidade 73 NOUN nmod
77 federal federal 76 ADJ amod
78 de de 79 ADP case
79 sao sao 76 NOUN nmod
80 paulo paulo 79 NOUN flat
81 unifesp unifesp 76 NOUN appos
82 e e 85 CCONJ cc
83 de de 85 ADP case
84 o o 85 DET det
85 instituto instituto 76 NOUN conj
86 de de 88 ADP case
87 o o 88 DET det
88 sono sono 85 NOUN nmod
89 em em 92 ADP case
90 a o 92 DET det
91 ultima ultima 92 ADJ amod
92 edicao edicao 71 NOUN nmod
93 de de 96 ADP case
94 o o 96 DET det
95 world world 96 ADJ amod
96 congress congress 92 NOUN nmod
97 on on 99 ADP case
98 brain brain 96 NOUN amod
99 behavior behavior 96 NOUN appos
100 and and 101 CCONJ cc
101 emotions emotions 99 NOUN conj
102 congresso congresso 96 NOUN appos
103 sobre sobre 105 ADP case
104 o o 105 DET det
105 cerebro cerebro 102 NOUN nmod
106 realizado realizar 368 VERB acl
107 em em 108 ADP case
108 porto porto 106 NOUN nmod
109 alegre alegre 108 ADJ amod
110 entre entre 112 ADP case
111 os o 112 DET det
112 dias dia 376 NOUN nmod
113 14 14 112 NUM nmod
114 e e 115 CCONJ cc
115 17 17 113 NUM conj
116 deste deste 117 ADP case
117 mes mes 113 NOUN nmod
118 em em 119 ADP case
119 um um 349 PRON nmod
120 de de 122 ADP case
121 os o 122 DET det
122 paineis paineis 119 NOUN nmod
123 de de 125 ADP case
124 o o 125 DET det
125 evento evento 122 NOUN nmod
126 os o 127 DET det
127 cientistas cientista 128 NOUN nsubj
128 apresentaram apresentar 448 VERB ccomp
129 evidencias evidencias 128 NOUN obj
130 de de 132 ADP case
131 uma um 132 DET det
132 serie serie 129 NOUN nmod
133 de de 134 ADP case
134 estudos estudo 132 NOUN nmod
135 nacionais nacional 134 ADJ amod
136 e e 137 CCONJ cc
137 internacionais internacional 135 ADJ conj
138 que que 139 PRON nsubj
139 identificaram identificar 134 VERB acl:relcl
140 os o 141 DET det
141 riscos risco 139 NOUN obj
142 a a 143 ADP case
143 saude saude 141 NOUN nmod
144 associados associar 134 VERB acl
145 a a 146 ADP case
146 pratica pratica 144 NOUN nmod
147 de de 148 ADP mark
148 ter ter 146 VERB nmod
149 muitas muitas 152 DET det
150 ou ou 151 CCONJ cc
151 poucas poucas 149 DET conj
152 horas hora 148 NOUN obj
153 de de 154 ADP case
154 sono sono 152 NOUN nmod
155 por por 156 ADP case
156 noite noite 44 NOUN nmod
157 em em 158 ADP case
158 pesquisa pesquisa 38 NOUN nmod
159 de de 161 ADP case
160 a o 161 DET det
161 universidade universidade 158 NOUN nmod
162 de de 163 ADP case
163 nevada nevada 161 NOUN nmod
164 em em 166 ADP case
165 os o 166 DET det
166 estados estado 161 NOUN nmod
167 unidos unido 166 ADJ amod
168 e e 169 CCONJ cc
169 publicada publicar 38 VERB conj
170 em em 172 ADP case
171 o o 172 DET det
172 periodico periodico 169 NOUN nmod
173 sleep sleep 172 NOUN appos
174 medicine medicine 173 NOUN flat
175 neste neste 176 ADP case
176 ano ano 169 NOUN nmod
177 os o 178 DET det
178 autores autor 179 NOUN nsubj
179 concluiram concluir 6 VERB parataxis
180 que que 250 CCONJ mark
181 dormir dormir 250 VERB csubj
182 de de 186 ADP case
183 duas duas 186 NUM nummod
184 a a 185 ADP case
185 quatro quatro 183 NUM nmod
186 horas hora 181 NOUN nmod
187 por por 188 ADP case
188 noite noite 186 NOUN nmod
189 aumenta aumentar 179 VERB ccomp
190 em em 192 ADP case
191 duas duas 192 NUM nummod
192 vezes vez 189 NOUN nmod
193 o o 194 DET det
194 risco risco 189 NOUN obj
195 de de 196 ADP mark
196 sofrer sofrer 194 VERB nmod
197 infarto infarto 196 NOUN obj
198 ou ou 199 CCONJ cc
199 acidente acidente 197 NOUN conj
200 vascular vascular 199 ADJ amod
201 cerebral cerebral 199 ADJ amod
202 avc avc 189 PROPN parataxis
203 ja ja 205 ADV advmod
204 entre entre 205 ADP case
205 os os 38 PRON nmod
206 que que 207 PRON nsubj
207 dormem dormer 205 VERB acl:relcl
208 mais mais 210 ADV advmod
209 de de 208 ADP case
210 dez dez 211 NUM nummod
211 horas hora 207 NOUN nmod
212 esse esse 213 DET det
213 risco risco 513 NOUN nsubj
214 e e 218 CCONJ cop
215 sete sete 216 NUM nummod
216 vezes vez 217 NOUN nmod
217 maior maior 218 ADJ amod
218 pesquisadora pesquisador 38 NOUN conj
219 de de 221 ADP case
220 a o 221 DET det
221 unifesp unifesp 218 NOUN nmod
222 e e 223 CCONJ cc
223 palestrante palestrante 519 NOUN conj
224 de de 226 ADP case
225 o o 226 DET det
226 congresso congresso 223 NOUN nmod
227 lenise lenise 223 NOUN appos
228 jihe jihe 227 NOUN flat
229 kim kim 227 PROPN flat
230 explica explicar 448 VERB parataxis
231 que que 235 CCONJ mark
232 o o 233 DET det
233 fenomeno fenomeno 235 NOUN nsubj
234 pode pode 235 AUX aux
235 estar estar 230 VERB ccomp
236 associado associado 235 ADJ xcomp
237 as as 238 ADP case
238 caracteristicas caracteristicas 236 NOUN nmod
239 de de 241 ADP case
240 o o 241 DET det
241 sono sono 238 NOUN nmod
242 de de 244 ADP mark
243 quem quem 244 PRON nsubj
244 dorme dormer 241 VERB nmod
245 demais demais 244 ADV advmod
246 basicamente basicamente 250 ADV advmod
247 os o 249 DET det
248 grandes grande 249 ADJ amod
249 dormidores dormidor 250 NOUN nsubj
250 teriam ter 448 VERB ccomp
251 maiores maior 252 ADJ amod
252 despertares despertares 250 NOUN obj
253 durante durante 255 ADP case
254 a o 255 DET det
255 noite noite 250 NOUN nmod
256 ou ou 268 CCONJ cc
257 seja ser 250 VERB conj
258 um um 259 DET det
259 sono sono 250 NOUN conj
260 mais mais 261 ADV advmod
261 fragmentado fragmentado 259 ADJ amod
262 e e 473 CCONJ cc
263 a a 265 ADP case
264 cada cada 265 DET det
265 despertar despertar 268 NOUN nmod
266 a o 267 DET det
267 gente gente 268 NOUN nsubj
268 eleva elevar 250 VERB conj
269 a o 270 DET det
270 pressao pressao 268 NOUN obj
271 arterial arterial 270 ADJ amod
272 e e 274 CCONJ cc
273 a o 274 DET det
274 frequencia frequencia 270 NOUN conj
275 cardiaca cardiaco 274 ADJ amod
276 isso isso 278 PRON nsubj
277 cronicamente cronicamente 278 ADV advmod
278 leva levar 250 VERB conj
279 a a 280 ADP case
280 hipertensao hipertensao 278 NOUN nmod
281 e e 283 CCONJ cc
282 a o 283 DET det
283 inflamacao inflamacao 280 NOUN conj
284 alteracoes alteracoes 280 NOUN conj
285 cardiometabolicas cardiometabolicas 284 ADJ amod
286 que que 287 PRON nsubj
287 favorecem favorecer 284 VERB acl:relcl
288 um um 289 DET det
289 avc avc 287 NOUN obj
290 ou ou 292 CCONJ cc
291 um um 292 DET det
292 infarto infarto 289 NOUN conj
293 diz dizer 297 VERB parataxis
294 ela ela 293 PRON nsubj
295 a o 296 DET det
296 especialista especialista 448 NOUN nsubj
297 explica explicar 448 VERB parataxis
298 que que 307 CCONJ mark
299 ate ate 307 ADP mark
300 ha ha 473 VERB advcl
301 poucos poucos 302 DET det
302 anos ano 300 NOUN nmod
303 os o 304 DET det
304 estudos estudo 307 NOUN nsubj
305 dessa dessa 306 ADP case
306 tematica tematica 304 NOUN nmod
307 ficavam ficar 297 VERB ccomp
308 mais mais 309 ADV advmod
309 restritos restrito 307 ADJ xcomp
310 a a 312 ADP case
311 os o 312 DET det
312 riscos risco 309 NOUN nmod
313 de de 315 ADP case
314 a o 315 DET det
315 privacao privacao 312 NOUN nmod
316 de de 318 ADP case
317 o o 318 DET det
318 sono sono 315 NOUN nmod
319 e e 323 CCONJ cc
320 nao nao 323 ADV advmod
321 de de 323 ADP case
322 o o 323 DET det
323 excesso excesso 280 NOUN conj
324 dele dele 323 X det:poss
325 o o 326 DET det
326 assunto assunto 473 NOUN obj
327 de de 330 ADP case
328 os o 330 DET det
329 grandes grande 330 ADJ amod
330 dormidores dormidor 326 NOUN nmod
331 e e 334 CCONJ cc
332 muito muito 333 ADV advmod
333 recente recente 307 ADJ conj
334 temos ter 297 VERB conj
335 registros registro 334 NOUN obj
336 de de 338 ADP case
337 alguns alguns 338 DET det
338 estudos estudo 335 NOUN nmod
339 um um 340 DET det
340 pouco pouco 341 NOUN nmod
341 mais mais 342 ADV advmod
342 antigos antigo 338 ADJ amod
343 mas mas 473 CCONJ cc
344 pesquisas pesquisa 473 NOUN nsubj
345 epidemiologicas epidemiologico 344 ADJ amod
346 com com 347 ADP case
347 evidencias evidencias 344 NOUN nmod
348 populacionais populacional 347 ADJ amod
349 sao sao 96 VERB conj
350 de de 351 ADP case
351 2016 2016 349 NUM nmod
352 para para 353 ADP case
353 2017 2017 351 NUM nmod
354 diz dizer 473 VERB conj
355 muitas muitas 356 DET det
356 horas hora 354 NOUN nsubj
357 de de 358 ADP case
358 sono sono 356 NOUN nmod
359 um um 307 PRON nsubj
360 de de 363 ADP case
361 os o 363 DET det
362 primeiros primeiro 363 ADJ amod
363 estudos estudo 359 NOUN nmod
364 que que 366 PRON nsubj
365 ja ja 366 ADV advmod
366 apontavam apontar 363 VERB acl:relcl
367 os o 368 DET det
368 riscos risco 366 NOUN obj
369 de de 370 ADP mark
370 passar passar 368 VERB nmod
371 muitas muitas 372 DET det
372 horas hora 370 NOUN nmod
373 em em 375 ADP case
374 a o 375 DET det
375 cama cama 370 NOUN nmod
376 conduzido conduzir 368 VERB acl
377 por por 378 ADP case
378 pesquisadores pesquisador 376 NOUN nmod
379 de de 380 ADP case
380 baltimore baltimore 378 NOUN nmod
381 em em 383 ADP case
382 os o 383 DET det
383 estados estado 380 NOUN nmod
384 unidos unido 383 ADJ amod
385 e e 386 CCONJ cc
386 publicado publicar 376 VERB conj
387 em em 388 ADP case
388 2009 2009 386 NUM nmod
389 em em 391 ADP case
390 o o 391 DET det
391 periodico periodico 386 NOUN nmod
392 journal journal 391 NOUN appos
393 of of 394 ADP case
394 sleep sleep 391 NOUN nmod
395 research research 394 NOUN flat
396 mostrou mostrar 297 VERB conj
397 que que 528 CCONJ mark
398 o o 399 DET det
399 risco risco 513 NOUN nsubj
400 de de 401 ADP mark
401 morrer morrer 399 VERB nmod
402 por por 404 ADP case
403 uma um 404 DET det
404 doenca doenca 401 NOUN nmod
405 cardiovascular cardiovascular 404 ADJ amod
406 era era 505 AUX cop
407 38 38 486 NUM ccomp
408 maior maior 235 ADJ xcomp
409 entre entre 410 ADP case
410 os os 309 PRON nmod
411 que que 412 PRON nsubj
412 dormem dormer 410 VERB acl:relcl
413 muito muito 415 ADV advmod
414 em em 415 ADP case
415 comparacao comparacao 412 NOUN nmod
416 com com 418 ADP mark
417 quem quem 418 PRON nsubj
418 dorme dormer 415 VERB nmod
419 oito oito 420 NUM nummod
420 horas hora 418 NOUN nmod
421 por por 422 ADP case
422 noite noite 418 NOUN nmod
423 o o 424 DET det
424 indice indice 250 NOUN nsubj
425 e e 230 CCONJ ccomp
426 bem bem 427 ADV advmod
427 maior maior 250 ADJ xcomp
428 de de 432 ADP case
429 o o 432 DET det
430 que que 52 ADP fixed
431 o o 432 DET det
432 encontrado encontrado 250 NOUN nmod
433 entre entre 434 ADP case
434 os os 432 PRON nmod
435 que que 436 PRON nsubj
436 dormem dormer 434 VERB acl:relcl
437 pouco pouco 436 ADV advmod
438 nesse nesse 439 ADP case
439 grupo grupo 436 NOUN nmod
440 o o 441 DET det
441 risco risco 57 NOUN nsubj
442 de de 443 ADP case
443 mortalidade mortalidade 441 NOUN nmod
444 era era 71 AUX aux:pass
445 6 6 448 NUM ccomp
446 maior maior 448 ADJ xcomp
447 lenise lenise 448 NOUN nsubj
448 explica explicar 179 VERB parataxis
449 que que 250 CCONJ mark
450 uma uma 250 PRON nsubj
451 de de 453 ADP case
452 as o 453 DET det
453 hipoteses hipotese 450 NOUN nmod
454 para para 456 ADP case
455 o o 456 DET det
456 dado dado 453 NOUN nmod
457 e e 473 CCONJ cc
458 que que 473 CCONJ mark
459 a o 460 DET det
460 pessoa pessoa 473 NOUN nsubj
461 que que 462 PRON nsubj
462 dorme dormer 460 VERB acl:relcl
463 demais demais 462 ADV advmod
464 a a 466 ADP case
465 o o 466 DET det
466 contrario contrario 462 NOUN nmod
467 daquele daquele 466 X nmod
468 que que 469 PRON nsubj
469 sofre sofrer 467 VERB acl:relcl
470 com com 471 ADP case
471 insonia insonia 469 NOUN nmod
472 nao nao 473 ADV advmod
473 enxerga enxergar 250 VERB conj
474 em em 475 ADP case
475 si si 473 PRON nmod
476 um um 477 DET det
477 problema problema 473 NOUN obj
478 de de 479 ADP case
479 saude saude 477 NOUN nmod
480 ela ela 482 PRON nsubj
481 nao nao 482 ADV advmod
482 reconhece reconhecer 297 VERB ccomp
483 bem bem 482 ADV advmod
484 os o 485 DET det
485 sintomas sintoma 482 NOUN obj
486 acha achar 297 VERB ccomp
487 que que 496 CCONJ mark
488 por por 489 ADP mark
489 ter ter 496 VERB advcl
490 a o 491 DET det
491 oportunidade oportunidade 489 NOUN obj
492 de de 493 ADP mark
493 dormir dormir 491 VERB nmod
494 mais mais 493 ADV advmod
495 nao nao 496 ADV advmod
496 tem ter 486 VERB ccomp
497 problemas problema 496 NOUN obj
498 e e 500 CCONJ cc
499 nao nao 500 ADV advmod
500 procura procurar 496 VERB conj
501 servicos servico 500 NOUN obj
502 medicos medico 501 ADJ amod
503 mas mas 505 CCONJ cc
504 a o 505 DET det
505 verdade verdade 496 NOUN conj
506 e e 505 CCONJ cc
507 que que 513 CCONJ mark
508 os os 513 PRON nsubj
509 que que 510 PRON nsubj
510 dormem dormer 508 VERB acl:relcl
511 mais mais 512 DET det
512 horas hora 510 NOUN obj
513 costumam costumar 496 VERB conj
514 sofrer sofrer 513 VERB xcomp
515 mais mais 514 ADV advmod
516 com com 517 ADP case
517 problemas problema 514 NOUN nmod
518 como como 519 ADP case
519 ronco ronco 517 NOUN nmod
520 e e 521 CCONJ cc
521 apneia apneia 519 NOUN conj
522 de de 524 ADP case
523 o o 524 DET det
524 sono sono 521 NOUN nmod
525 relata relatar 396 VERB ccomp
526 a o 527 DET det
527 especialista especialista 528 NOUN nsubj
528 ressalta ressaltar 525 VERB parataxis
1 que que 16 CCONJ mark
2 nao nao 16 ADV advmod
3 e e 4 CCONJ cc
4 so so 2 ADV conj
5 o o 6 DET det
6 numero numero 16 NOUN nsubj
7 de de 8 ADP case
8 horas hora 6 NOUN nmod
9 que que 10 PRON nsubj
10 define definir 6 VERB acl:relcl
11 um um 13 DET det
12 grande grande 13 ADJ amod
13 dormidor dormidor 10 NOUN nsubj
14 sao sao 16 AUX cop
15 aquelas aquelas 16 DET det
16 pessoas pessoa 0 NOUN root
17 que que 18 PRON nsubj
18 dormem dormer 16 VERB acl:relcl
19 mais mais 18 ADV advmod
20 de de 24 ADP case
21 o o 24 DET det
22 que que 20 ADP fixed
23 a o 24 DET det
24 media media 19 NOUN nmod
25 de de 27 ADP case
26 a o 27 DET det
27 populacao populacao 24 NOUN nmod
28 que que 29 PRON nsubj
29 e e 24 VERB acl:relcl
30 de de 34 ADP case
31 sete sete 34 NUM nummod
32 a a 33 ADP case
33 oito oito 31 NUM nmod
34 horas hora 29 NOUN nmod
35 por por 36 ADP case
36 noite noite 34 NOUN nmod
37 mas mas 39 CCONJ cc
38 que que 39 CCONJ mark
39 fazem fazer 18 VERB conj
40 isso isso 39 PRON obj
41 porque porque 42 CCONJ mark
42 precisam precisar 39 VERB advcl
43 dessa dessa 44 ADP case
44 quantidade quantidade 42 NOUN nmod
45 de de 46 ADP case
46 horas hora 44 NOUN nmod
47 nao nao 39 ADV advmod
48 e e 39 CCONJ cc
49 simplesmente simplesmente 51 ADV advmod
50 porque porque 51 CCONJ mark
51 tem ter 39 VERB advcl
52 uma um 53 DET det
53 oportunidade oportunidade 51 NOUN obj
54 de de 55 ADP mark
55 dormir dormir 53 VERB nmod
56 mais mais 55 ADV advmod
57 em em 59 ADP case
58 um um 59 NUM nummod
59 fim fim 55 NOUN nmod
60 de de 61 ADP case
61 semana semana 59 NOUN nmod
62 por por 63 ADP case
63 exemplo exemplo 55 NOUN nmod
64 e e 212 CCONJ cc
65 porque porque 66 CCONJ mark
66 tem ter 212 VERB advcl
67 a o 68 DET det
68 necessidade necessidade 66 NOUN obj
69 de de 70 ADP mark
70 dormir dormir 68 VERB nmod
71 muito muito 70 ADV advmod
72 para para 74 ADP mark
73 se se 74 PRON obj
74 sentirem sentir 70 VERB advcl
75 bem bem 74 ADV advmod
76 em em 78 ADP case
77 o o 78 DET det
78 dia dia 91 NOUN nmod
79 seguinte seguinte 78 ADJ amod
80 afirma afirmar 16 VERB conj
81 outros outros 82 DET det
82 riscos risco 212 NOUN nsubj
83 em em 86 ADP case
84 o o 86 DET det
85 outro outro 86 DET det
86 extremo extremo 82 NOUN nmod
87 o o 212 PRON nsubj
88 de de 89 ADP case
89 os o 87 PRON nmod
90 que que 91 PRON nsubj
91 passam passar 89 VERB acl:relcl
92 poucas poucas 93 DET det
93 horas hora 91 NOUN obj
94 em em 96 ADP case
95 a o 96 DET det
96 cama cama 91 NOUN nmod
97 os o 98 DET det
98 pesquisadores pesquisador 99 NOUN nsubj
99 apontaram apontar 16 VERB acl:relcl
100 como como 101 ADP case
101 riscos risco 99 NOUN nmod
102 problemas problema 235 NOUN nsubj
103 cardiovasculares cardiovascular 102 ADJ amod
104 obesidade obesidade 102 NOUN appos
105 e e 107 CCONJ cc
106 outras outras 107 DET det
107 doencas doenca 102 NOUN conj
108 associadas associado 107 ADJ acl
109 a a 111 ADP case
110 o o 111 DET det
111 excesso excesso 108 NOUN nmod
112 de de 113 ADP case
113 peso peso 111 NOUN nmod
114 dormir dormir 240 VERB ccomp
115 de de 119 ADP case
116 duas duas 119 NUM nummod
117 a a 118 ADP case
118 quatro quatro 116 NUM nmod
119 horas hora 114 NOUN nmod
120 por por 121 ADP case
121 noite noite 119 NOUN nmod
122 eleva elevar 16 VERB conj
123 o o 124 DET det
124 risco risco 122 NOUN obj
125 de de 126 ADP mark
126 ganhar ganhar 124 VERB nmod
127 peso peso 126 NOUN obj
128 em em 129 ADP case
129 200 200 126 NUM nmod
130 o o 131 DET det
131 motivo motivo 16 NOUN appos
132 e e 255 CCONJ cc
133 que que 255 CCONJ mark
134 a o 135 DET det
135 restricao restricao 255 NOUN nsubj
136 de de 137 ADP case
137 sono sono 135 NOUN nmod
138 provoca provocar 255 VERB conj
139 alteracoes alteracoes 138 NOUN obj
140 metabolicas metabolico 139 ADJ amod
141 que que 142 PRON nsubj
142 alteram alterar 139 VERB acl:relcl
143 hormonios hormonio 142 NOUN obj
144 isso isso 145 PRON nsubj
145 aumenta aumentar 142 VERB ccomp
146 a o 148 DET det
147 nossa nossa 148 DET det:poss
148 fome fome 145 NOUN obj
149 e e 150 CCONJ cc
150 diminui diminuir 255 VERB conj
151 a o 152 DET det
152 sensacao sensacao 150 NOUN obj
153 de de 154 ADP case
154 saciedade saciedade 152 NOUN nmod
155 ou ou 276 CCONJ cc
156 seja ser 276 VERB ccomp
157 sem sem 158 ADP mark
158 dormir dormir 138 VERB nmod
159 direito direito 158 ADV advmod
160 voce voce 162 PRON nsubj
161 vai ir 162 AUX aux
162 comer comer 51 VERB conj
163 mais mais 162 ADV advmod
164 de de 167 ADP case
165 o o 167 DET det
166 que que 164 CCONJ fixed
167 comeria comer 162 VERB advcl
168 em em 170 ADP case
169 um um 170 DET det
170 dia dia 167 NOUN nmod
171 normal normal 170 ADJ amod
172 e e 174 CCONJ cc
173 vai ir 174 AUX aux
174 preferir preferir 51 VERB conj
175 comidas comida 174 NOUN obj
176 caloricas calorico 175 ADJ amod
177 ricas rico 175 ADJ amod
178 em em 179 ADP case
179 gordura gordura 177 NOUN nmod
180 e e 181 CCONJ cc
181 acucares acucar 179 NOUN conj
182 explica explicar 16 VERB parataxis
183 monica monica 212 NOUN nsubj
184 l l 183 X flat
185 andersen andersen 183 NOUN flat
186 diretora diretor 183 NOUN appos
187 de de 189 ADP case
188 o o 189 DET det
189 instituto instituto 186 NOUN nmod
190 de de 192 ADP case
191 o o 192 DET det
192 sono sono 189 NOUN nmod
193 professora professor 183 NOUN appos
194 de de 196 ADP case
195 a o 196 DET det
196 unifesp unifesp 193 NOUN nmod
197 e e 199 CCONJ cc
198 tambem tambem 199 ADV advmod
199 palestrante palestrante 193 NOUN conj
200 de de 202 ADP case
201 o o 202 DET det
202 congresso congresso 199 NOUN nmod
203 tumor tumor 202 NOUN appos
204 o o 205 DET det
205 sistema sistema 212 NOUN nsubj
206 de de 207 ADP case
207 defesa defesa 205 NOUN nmod
208 de de 210 ADP case
209 o o 210 DET det
210 organismo organismo 205 NOUN nmod
211 tambem tambem 212 ADV advmod
212 fica ficar 51 VERB conj
213 mais mais 214 ADV advmod
214 fragil fragil 212 ADJ xcomp
215 com com 217 ADP case
216 a o 217 DET det
217 privacao privacao 214 NOUN nmod
218 de de 219 ADP case
219 sono sono 217 NOUN nmod
220 segundo segundo 221 ADP case
221 sergio sergio 212 PROPN nmod
222 tufik tufik 221 PROPN flat
223 presidente presidente 221 NOUN flat
224 de de 226 ADP case
225 o o 226 DET det
226 instituto instituto 223 NOUN nmod
227 e e 229 CCONJ cc
228 tambem tambem 229 ADV advmod
229 professor professor 221 NOUN conj
230 de de 232 ADP case
231 a o 232 DET det
232 unifesp unifesp 229 NOUN nmod
233 dormir dormir 91 VERB conj
234 pouco pouco 235 ADV advmod
235 prejudica prejudicar 99 VERB ccomp
236 o o 237 DET det
237 sistema sistema 235 NOUN obj
238 imunologico imunologico 237 ADJ amod
239 e e 240 CCONJ cc
240 deixa deixar 235 VERB conj
241 nosso nosso 242 DET det:poss
242 corpo corpo 244 NOUN nsubj
243 mais mais 244 ADV advmod
244 suscetivel suscetivel 240 ADJ xcomp
245 ate ate 249 ADV case
246 mesmo mesmo 249 ADV advmod
247 a a 249 ADP case
248 o o 249 DET det
249 crescimento crescimento 240 NOUN nmod
250 de de 251 ADP case
251 celulas celula 249 NOUN nmod
252 tumorais tumoral 251 ADJ amod
253 essas essas 254 DET det
254 celulas celula 255 NOUN nsubj
255 estao estao 99 VERB ccomp
256 presentes presente 255 ADJ xcomp
257 em em 260 ADP case
258 todas todas 260 DET det
259 as o 260 DET det
260 pessoas pessoa 256 NOUN nmod
261 mas mas 276 CCONJ cc
262 com com 264 ADP case
263 o o 264 DET det
264 sistema sistema 255 NOUN nmod
265 de de 266 ADP case
266 defesa defesa 264 NOUN nmod
267 funcionando funcionar 255 VERB acl
268 bem bem 267 ADV advmod
269 a o 270 DET det
270 chance chance 276 NOUN obj
271 de de 273 ADP case
272 as o 273 PRON det
273 combatermos combater 270 NOUN nmod
274 e e 276 CCONJ cc
275 maior maior 276 ADJ xcomp
276 explica explicar 255 VERB conj
