1 site site 3 NOUN nsubj
273 of of 274 ADP case
274 america america 272 NOUN nmod
275 jura jurar 66 VERB ccomp
276 que que 279 CCONJ mark
277 elvis elvis 279 NOUN nsubj
278 ainda ainda 279 ADV advmod
279 vive vive 275 VERB ccomp
280 escondido escondido 279 ADJ xcomp
281 em em 283 ADP case
282 a o 283 DET det
283 argentina argentina 280 NOUN nmod
284 e e 285 CCONJ cc
285 tem ter 279 VERB conj
286 hoje hoje 285 ADV advmod
287 82 82 288 NUM nummod
288 anos ano 285 NOUN obj
289 de de 290 ADP case
290 idade idade 288 NOUN nmod
291 a o 292 DET det
292 polemica polemica 285 NOUN obj
293 mais mais 294 ADV advmod
294 recente recente 292 ADJ amod
295 e e 298 CCONJ cc
296 de de 298 ADP case
297 o o 298 DET det
298 ano ano 294 NOUN conj
299 de de 300 ADP case
300 2009 2009 298 NUM nmod
301 onde onde 304 ADV advmod
302 o o 303 DET det
303 rei rei 304 NOUN nsubj
304 estaria estar 298 VERB acl:relcl
305 com com 307 ADP case
306 74 74 307 NUM nummod
307 anos ano 304 NOUN nmod
308 participando participar 304 VERB acl
309 de de 311 ADP case
310 a o 311 DET det
311 posse posse 308 NOUN nmod
312 de de 314 ADP case
313 o o 314 DET det
314 presidente presidente 311 NOUN nmod
315 barack barack 314 NOUN appos
316 obama obama 315 NOUN flat
317 em em 318 ADP case
318 washington washington 308 PROPN nmod
319 assista assistir 121 VERB ccomp
320 a a 321 ADP mark
321 partir partir 319 VERB nmod
322 de de 324 ADP case
323 o o 324 DET det
324 minuto minuto 321 NOUN nmod
325 150 150 324 NUM nmod
