1 pediram pedir 0 VERB root
160 orei orei 156 VERB ccomp
161 por por 163 ADP case
162 os o 163 DET det
163 jovens jovem 160 NOUN nmod
164 que que 170 PRON nsubj
165 se se 170 PRON expl:pv
166 foram foram 233 VERB cop
167 tao tao 168 ADV advmod
168 cedo cedo 233 ADV advmod
169 me me 170 PRON obj
170 emocionei emocionar 163 VERB acl:relcl
171 com com 173 ADP case
172 a o 173 DET det
173 voz voz 170 NOUN nmod
174 de de 177 ADP case
175 o o 177 DET det
176 famoso famoso 177 ADJ amod
177 cid cid 173 NOUN nmod
178 moreira moreira 177 NOUN flat
179 citando citar 170 VERB acl
180 versos verso 179 NOUN obj
181 de de 183 ADP case
182 a o 183 DET det
183 biblia biblia 180 NOUN nmod
184 durante durante 186 ADP case
185 a o 186 DET det
186 cerimonia cerimonia 72 NOUN nmod
187 de de 188 ADP case
188 despedida despedida 186 NOUN nmod
189 de de 191 ADP case
190 os o 191 DET det
191 herois heroi 188 NOUN nmod
192 de de 194 ADP case
193 a o 194 DET det
194 chapecoense chapecoense 191 NOUN nmod
195 de de 198 ADP case
196 todas todas 198 DET det
197 as o 198 DET det
198 cenas cena 68 NOUN nmod
199 que que 200 PRON obj
200 presenciei presenciar 198 VERB acl:relcl
201 diante diante 200 ADV advmod
202 de de 204 ADP case
203 a o 204 DET det
204 tv tv 201 NOUN nmod
205 a a 200 PRON nmod
206 que que 209 PRON nsubj
207 mais mais 209 ADV advmod
208 me me 209 PRON iobj
209 chamou chamar 205 VERB acl:relcl
210 a o 211 DET det
211 atencao atencao 209 NOUN obj
212 foi foi 213 AUX aux
213 assistir assistir 136 VERB ccomp
214 um um 215 DET det
215 presidente presidente 213 NOUN obj
216 de de 218 ADP case
217 a o 218 DET det
218 republica republica 215 NOUN nmod
219 encolhido encolher 215 VERB acl
220 em em 222 ADP case
221 um um 222 DET det
222 canto canto 219 NOUN nmod
223 como como 227 CCONJ mark
224 se se 223 CCONJ fixed
225 fosse fosse 227 AUX cop
226 um um 227 DET det
227 nada nada 156 PRON advcl
228 um um 229 DET det
229 ze ze 233 NOUN nmod
230 ninguem ninguem 233 DET nsubj
231 todo todo 232 DET det
232 povo povo 233 NOUN nsubj
233 carece carecer 156 VERB ccomp
234 de de 236 ADP case
235 um um 236 DET det
236 lider lider 233 NOUN nmod
237 conversei conversar 170 VERB parataxis
238 com com 240 ADP case
239 minha minha 240 DET det:poss
240 esposa esposo 237 NOUN nmod
241 e e 50 CCONJ cc
242 fiquei ficar 237 VERB conj
243 desolado desolado 50 ADJ xcomp
244 a a 246 ADP case
245 o o 246 DET det
246 ver ver 170 VERB advcl
247 o o 246 PRON obj
248 que que 249 PRON obj
249 fizeram fazer 247 VERB acl:relcl
250 com com 252 ADP case
251 o o 252 DET det
252 brasil brasil 249 NOUN nmod
253 de de 254 ADP mark
254 imediato imediato 170 NOUN nmod
255 peguei pegar 170 VERB conj
256 meu meu 257 DET det:poss
257 celular celular 255 NOUN obj
258 e e 259 CCONJ cc
259 liguei ligar 255 VERB conj
260 para para 262 ADP case
261 alguns alguns 262 DET det
262 contatos contato 259 NOUN nmod
263 pessoais pessoal 262 ADJ amod
264 ja ja 290 ADV mark
265 que que 264 CCONJ fixed
266 minha minha 267 DET det:poss
267 companheira companheiro 290 NOUN nsubj
268 e e 270 AUX cop
269 uma um 270 DET det
270 exfuncionaria exfuncionaria 255 NOUN conj
271 de de 273 ADP case
272 o o 273 DET det
273 itamaraty itamaraty 270 NOUN nmod
274 a o 275 DET det
275 resposta resposta 259 NOUN obj
276 que que 300 PRON obj
277 obtive obter 275 VERB acl:relcl
278 leia ler 275 VERB acl:relcl
279 abaixo abaixo 280 ADV advmod
280 amigo amigo 278 NOUN obj
281 quando quando 290 CCONJ mark
282 o o 283 DET det
283 cerimonial cerimonial 290 NOUN nsubj
284 de de 286 ADP case
285 a o 286 DET det
286 presidencia presidencia 283 NOUN nmod
287 de de 289 ADP case
288 a o 289 DET det
289 republica republica 286 NOUN nmod
290 chegou chegar 200 VERB advcl
291 em em 293 ADP case
292 a o 293 DET det
293 cidade cidade 290 NOUN nmod
294 de de 295 ADP case
295 chapeco chapeco 293 NOUN nmod
296 a o 298 DET det
297 primeira primeiro 298 ADJ amod
298 coisa coisa 278 NOUN obj
299 que que 300 PRON obj
300 fizeram fazer 298 VERB acl:relcl
301 foi foi 298 AUX cop
302 procurar procurar 298 VERB csubj
303 as o 304 DET det
304 autoridades autoridade 302 NOUN obj
305 locais local 304 ADJ amod
306 e e 307 CCONJ cc
307 exigir exigir 302 VERB conj
308 uma um 310 DET det
309 unica unico 310 ADJ amod
310 coisa coisa 307 NOUN obj
311 nao nao 312 ADV advmod
312 mencionem mencionar 310 VERB acl:inf
313 o o 314 DET det
314 nome nome 312 NOUN obj
315 de de 317 ADP case
316 o o 317 DET det
317 presidente presidente 314 NOUN nmod
318 de de 320 ADP case
319 a o 320 DET det
320 republica republica 317 NOUN nmod
321 em em 322 ADP case
322 hipotese hipotese 112 NOUN nmod
323 alguma alguma 322 DET det
324 a o 325 DET det
325 tristeza tristeza 326 NOUN nsubj
326 tomou tomar 102 VERB acl:relcl
327 conta conta 326 NOUN obj
328 de de 329 ADP case
329 mim mim 327 PRON nmod
330 e e 331 CCONJ cc
331 choramos chorar 326 VERB conj
332 eu eu 331 PRON nsubj
333 e e 335 CCONJ cc
334 minha minha 335 DET det:poss
335 esposa esposo 332 NOUN conj
336 o o 331 PRON obj
337 que que 338 PRON obj
338 fizeram fazer 336 VERB acl:relcl
339 com com 341 ADP case
340 o o 341 DET det
341 brasil brasil 338 NOUN nmod
