1 apos apos 2 ADP mark
223 abaixo abaixo 220 ADV advmod
224 a o 225 DET det
225 integra integra 220 NOUN obj
226 de de 228 ADP case
227 o o 228 DET det
228 video video 225 NOUN nmod
229 pai pai 228 NOUN appos
230 logo logo 333 ADV advmod
231 o o 232 DET det
232 senhor senhor 89 NOUN nsubj
233 com com 235 ADP case
234 duas duas 235 NUM nummod
235 mulheres mulher 232 NOUN nmod
236 como como 333 ADP nmod
237 em em 240 ADP case
238 os o 240 DET det
239 em em 240 ADP case
240 casa casa 236 NOUN nmod
241 a o 242 DET det
242 vicegovernadora vicegovernador 145 NOUN nsubj
243 de de 245 ADP case
244 o o 245 DET det
245 estado estado 242 NOUN nmod
246 de de 248 ADP case
247 o o 248 DET det
248 parana parana 245 NOUN nmod
249 a o 250 DET det
250 cida cida 39 NOUN nsubj
251 borghetti borghetti 250 ADJ flat
252 eu eu 253 PRON nsubj
253 deputada deputado 66 NOUN parataxis
254 estadual estadual 253 ADJ amod
255 e e 256 CCONJ cc
256 trabalhamos trabalhar 253 VERB conj
257 tanto tanto 256 ADV advmod
258 quanto quanto 260 CCONJ case
259 o o 260 DET det
260 senhor senhor 256 NOUN nmod
261 por por 262 ADP mark
262 mais mais 297 ADV fixed
263 que que 264 CCONJ mark
264 haja haver 283 VERB advcl
265 dados dado 264 NOUN obj
266 absolutos absoluto 265 ADJ amod
267 de de 269 ADP mark
268 que que 269 CCONJ mark
269 ha har 265 VERB nmod
270 um um 272 DET det
271 maior maior 272 ADJ amod
272 numero numero 269 NOUN obj
273 de de 274 ADP case
274 homens homem 272 NOUN nmod
275 em em 277 ADP case
276 o o 277 DET det
277 mercado mercado 269 NOUN nmod
278 formal formal 277 ADJ amod
279 de de 280 ADP case
280 trabalho trabalho 277 NOUN nmod
281 o o 282 DET det
282 ibge ibge 283 NOUN nsubj
283 afirma afirmar 66 VERB ccomp
284 que que 287 CCONJ mark
285 as o 286 DET det
286 mulheres mulher 287 NOUN nsubj
287 trabalham trabalhar 283 VERB ccomp
288 em em 289 ADP case
289 media media 287 NOUN nmod
290 5 5 291 NUM nummod
291 horas hora 287 NOUN nmod
292 a a 293 ADP mark
293 mais mais 291 ADV nmod
294 em em 296 ADP case
295 a o 296 DET det
296 semana semana 291 NOUN nmod
297 de de 301 ADP case
298 o o 301 DET det
299 que que 297 ADP fixed
300 os o 301 DET det
301 homens homem 287 NOUN nmod
302 portanto portanto 304 ADV advmod
303 uma um 304 DET det
304 jornada jornada 287 NOUN nsubj
305 de de 306 ADP case
306 trabalho trabalho 304 NOUN nmod
307 mais mais 308 ADV advmod
308 longa longo 304 ADJ amod
309 e e 311 CCONJ cc
310 nao nao 311 ADV advmod
311 precisa precisar 283 VERB conj
312 de de 313 ADP case
313 dados dado 311 NOUN nmod
314 para para 315 ADP mark
315 mostrar mostrar 313 VERB nmod
316 o o 317 DET det
317 quanto quanto 320 PRON obj
318 as o 319 DET det
319 mulheres mulher 320 NOUN nsubj
320 trabalham trabalhar 315 VERB ccomp
321 nesse nesse 322 ADP case
322 brasil brasil 320 NOUN nmod
323 inteiro inteiro 322 ADJ amod
324 depois depois 326 ADV mark
325 de de 324 ADP fixed
326 trabalhar trabalhar 333 VERB advcl
327 fora fora 326 ADV advmod
328 de de 329 ADP case
329 casa casa 327 NOUN nmod
330 ainda ainda 333 ADV advmod
331 tem ter 333 AUX aux
332 de de 333 ADP mark
333 trabalhar trabalhar 315 VERB ccomp
334 em em 335 ADP case
335 casa casa 333 NOUN nmod
336 a o 338 DET det
337 famosa famoso 338 ADJ amod
338 jornada jornada 333 NOUN obj
339 dupla duplo 338 ADJ amod
340 de de 341 ADP case
341 trabalho trabalho 338 NOUN nmod
342 nao nao 345 ADV advmod
343 e e 345 CCONJ cc
344 isso isso 345 PRON nsubj
345 mulherada mulherar 333 VERB xcomp
